ratio,amount
0.15714285714285714,49
0.15730337078651685,28
0.1574074074074074,12
0.15748031496062992,9
0.15753424657534246,5
0.15757575757575756,2
0.15789473684210525,469
0.15819209039548024,1
0.15822784810126583,1
0.15827338129496402,6
0.15833333333333333,16
0.15841584158415842,17
0.15853658536585366,33
0.15862068965517243,4
0.15873015873015872,50
0.1588235294117647,4
0.1588785046728972,20
0.15894039735099338,3
0.1590909090909091,112
0.1592356687898089,2
0.1592920353982301,20
0.15934065934065933,1
0.15942028985507245,56
0.15950920245398773,2
0.1595744680851064,31
0.15966386554621848,13
0.1597222222222222,6
0.15976331360946747,2
0.16,258
0.16022099447513813,1
0.16025641025641027,4
0.16030534351145037,7
0.16037735849056603,17
0.16042780748663102,1
0.16049382716049382,35
0.16058394160583941,7
0.16071428571428573,63
0.16083916083916083,10
0.16091954022988506,21
0.16101694915254236,16
0.1610738255033557,5
0.16129032258064516,189
0.16149068322981366,2
0.16153846153846155,15
0.16161616161616163,30
0.16167664670658682,1
0.16176470588235295,50
0.16184971098265896,1
0.1619047619047619,17
0.1619718309859155,5
0.16201117318435754,1
0.16216216216216217,133
0.16233766233766234,2
0.1623931623931624,9
0.1625,49
0.16260162601626016,7
0.16265060240963855,2
0.16279069767441862,134
0.16292134831460675,3
0.16296296296296298,4
0.16304347826086957,18
0.16312056737588654,8
0.1631578947368421,1
0.16326530612244897,103
0.16339869281045752,1
0.16346153846153846,13
0.16352201257861634,2
0.16363636363636364,77
0.16374269005847952,2
0.16379310344827586,15
0.16393442622950818,64
0.1640625,10
0.16417910447761194,50
0.16428571428571428,5
0.1643835616438356,48
0.16447368421052633,6
0.16455696202531644,40
0.16463414634146342,3
0.16470588235294117,32
0.16483516483516483,29
0.16489361702127658,1
0.16494845360824742,15
0.1650485436893204,18
0.1651376146788991,20
0.16521739130434782,23
0.1652892561983471,16
0.16535433070866143,11
0.16541353383458646,4
0.16546762589928057,4
0.16551724137931034,1
0.16556291390728478,4
0.16560509554140126,1
0.1656441717791411,6
0.16568047337278108,2
0.1657142857142857,1
0.1657754010695187,1
0.16666666666666666,1334
0.16753926701570682,1
0.1676300578034682,3
0.16766467065868262,1
0.16770186335403728,2
0.16774193548387098,5
0.16778523489932887,4
0.16783216783216784,7
0.1678832116788321,6
0.16793893129770993,11
0.168,13
0.16806722689075632,15
0.168141592920354,14
0.16822429906542055,24
0.16831683168316833,23
0.16842105263157894,22
0.16853932584269662,30
0.1686046511627907,1
0.1686746987951807,30
0.16875,1
0.16883116883116883,45
0.16891891891891891,5
0.16901408450704225,37
0.16911764705882354,9
0.16923076923076924,54
0.1693121693121693,2
0.1693548387096774,12
0.16939890710382513,2
0.1694915254237288,59
0.16964285714285715,14
0.1696969696969697,3
0.16981132075471697,98
0.16993464052287582,2
0.17,21
0.17006802721088435,4
0.1702127659574468,98
0.17037037037037037,10
0.17045454545454544,34
0.17054263565891473,10
0.17058823529411765,1
0.17073170731707318,147
0.17088607594936708,6
0.17094017094017094,11
0.17105263157894737,40
0.1711229946524064,1
0.17117117117117117,23
