_id,credit ship amount
1005418493,111
1005418609,140
1005419424,57
1005419436,37
1005419615,40
1005419675,50
1005419776,79
1005419927,32
1005420153,94
1005420341,117
1005420423,172
1005421511,55
1005421529,57
1005421967,89
1005422031,18
1005422234,47
1005422514,85
1005422877,65
1005422998,84
1005423920,53
1005424237,163
1005424277,42
1005425400,115
1005425752,99
1005426075,40
1005426237,116
1005426762,34
1005427086,63
1005427597,26
1005427638,25
1005427647,25
1005427784,38
1005427790,63
1005428175,27
1005428323,88
1005428342,26
1005428354,30
1005429097,111
1005429205,15
1005429444,143
1005429631,44
1005429894,62
1005430065,49
1005430121,129
1005430211,22
1005430221,21
1005430297,17
1005430354,12
1005430382,63
1005430407,34
1005430653,89
1005430717,51
1005430820,55
1005431140,33
1005431617,149
1005431797,22
1005431851,36
1005432680,55
1005432684,87
1005433137,118
1005433327,30
1005433387,19
1005434053,19
1005434079,61
1005434104,27
1005434410,31
1005434559,183
1005434699,49
1005435135,47
1005435301,44
1005435497,13
1005435867,40
1005437327,28
1005437349,67
1005438693,23
1005438724,57
1005438872,52
1005439212,15
1005439853,80
1005439879,26
1005439918,39
1005439952,99
1005440025,66
1005441291,98
1005441363,34
1005441442,111
1005441788,159
1005441828,118
1005441972,47
1005442050,76
1005442163,30
1005442266,22
1005442293,25
1005442399,73
1005442594,30
1005442613,77
1005442841,28
1005443357,57
1005443383,31
1005443508,50
1005443617,20
1005443668,82
1005444224,21
1005444877,97
1005444909,19
1005445147,84
1005445581,46
1005445656,39
1005445845,103
1005446470,54
1005446886,14
1005447462,82
1005448183,86
1005448294,97
1005448551,30
1005449033,137
1005449232,88
1005449364,78
1005449479,49
1005449649,151
1005449741,149
1005449765,71
1005449844,105
1005450414,102
1005450968,107
1005451196,40
1005451783,146
1005451798,155
1005451803,48
1005452001,33
1005452909,100
1005453198,65
1005453202,52
1005453465,64
1005453877,72
1005454089,46
1005454203,61
1005454265,44
1005454506,31
1005454621,80
1005454771,44
1005455227,13
1005455415,11
1005455942,38
1005456020,22
1005456153,34
1005456320,123
1005456614,54
1005456717,62
1005457009,20
1005457013,63
1005457223,20
1005457685,115
1005457853,83
1005457989,46
1005457991,39
1005458144,29
1005458343,62
1005458623,73
1005458764,138
1005458817,11
1005458842,109
1005458844,27
1005458944,45
1005459150,47
1005459290,157
1005459308,22
1005459403,41
1005459421,66
1005459562,50
1005460206,96
1005460395,12
1005460523,87
1005460707,17
1005460869,53
1005460939,9
1005461093,41
1005461139,46
1005461509,28
1005461609,20
1005462169,21
1005462445,44
1005462447,18
1005462801,76
1005462846,83
1005463348,116
1005463472,71
1005463596,39
1005464442,161
1005464574,23
1005465065,18
1005465546,75
1005465669,30
1005465921,25
1005466000,14
1005466048,27
1005466397,33
1005467540,144
1005467691,85
1005468440,59
1005468528,56
1005468542,112
1005468801,30
1005469033,80
1005469570,45
1005469607,17
1005470053,40
1005470129,138
1005470324,97
1005470513,53
1005470537,100
1005471033,53
1005471078,104
1005471420,64
1005471490,115
1005471528,113
1005471708,138
1005471928,36
1005472182,140
1005472276,40
1005472323,136
1005472807,70
1005472910,123
1005473002,89
1005473534,63
1005473594,64
1005473710,99
1005474207,45
1005474701,31
1005475213,106
1005475496,32
1005475634,88
1005476082,108
1005476152,78
1005476626,89
1005476847,43
1005476985,118
1005477059,60
1005477073,35
1005477857,109
1005478113,12
1005478368,70
1005478370,22
1005478485,39
1005478634,41
1005479319,40
1005479393,72
1005479394,26
1005479461,39
1005479960,39
1005480054,19
1005480220,40
1005480269,77
1005480328,129
1005480733,47
1005480750,164
1005480773,25
1005480917,49
1005481282,71
1005481557,71
1005481881,83
1005481988,21
1005482055,103
1005482211,77
1005482525,42
1005482839,97
1005483054,97
1005483206,58
1005483343,49
1005483380,43
1005483442,79
1005483464,91
1005483538,71
1005484505,33
1005484594,133
1005484808,29
1005485258,38
1005485390,13
1005485539,118
1005485581,76
1005485913,16
1005486333,100
1005486870,53
1005487177,27
1005487595,51
1005487884,51
1005488414,54
1005489059,16
1005489185,109
1005489271,29
1005489485,29
1005489524,126
1005489561,109
1005489600,15
1005489691,51
1005489697,68
1005489876,34
1005490457,41
1005490485,29
1005490903,70
1005491748,23
1005492190,66
1005492538,56
1005492809,67
1005492878,39
1005492918,180
1005492922,39
1005493623,24
1005493685,23
1005493876,46
1005493914,21
1005494199,32
1005494247,63
1005494285,29
1005494661,205
1005494862,49
1005495156,12
1005495184,9
1005495306,68
1005495504,102
1005495655,56
1005495698,124
1005495718,48
1005495888,163
1005495953,16
1005496671,50
1005497042,172
1005497186,144
1005497362,75
1005497440,26
1005497474,131
1005497537,10
1005497646,99
1005497761,85
1005497872,14
1005498114,34
1005498429,29
1005498531,13
1005498972,25
1005499468,36
1005499734,52
1005500258,58
1005500352,24
1005500361,22
1005500994,38
1005501332,47
1005501885,61
1005501891,187
1005502209,29
1005503074,32
1005503314,117
1005503392,65
1005503427,11
1005503976,13
1005504130,37
1005504236,59
1005504654,115
1005504856,78
1005506068,39
1005506307,22
1005506358,61
1005506532,76
1005506590,125
1005506661,29
1005506740,20
1005507019,6
1005507147,31
1005507603,33
1005507753,136
1005507779,70
1005507838,144
1005507921,32
1005509010,34
1005509092,41
1005509542,45
1005509750,114
1005509900,83
1005510261,111
1005510370,13
1005510571,112
1005510747,164
1005510943,38
1005511236,76
1005513297,10
1005513369,89
1005514273,125
1005514328,94
1005514643,122
1005514940,55
1005515159,36
1005515557,60
1005516672,53
1005516995,14
1005517269,72
1005517294,108
1005517428,66
1005517478,23
1005517483,38
1005517601,50
1005517609,28
1005517845,48
1005518192,58
1005518439,42
1005518607,166
1005518765,8
1005519285,33
1005519910,69
1005520498,97
1005520729,75
1005521010,132
1005521013,55
1005521098,177
1005521129,20
1005521387,114
1005521499,18
1005522075,101
1005522224,41
1005522318,156
1005522644,156
1005522831,119
1005523295,28
1005525109,12
1005525725,149
1005526142,60
1005526338,85
1005526815,33
1005526817,98
1005526957,69
1005527308,67
1005527417,119
1005527531,29
1005528279,9
1005528411,57
1005528560,125
1005528606,71
1005529128,36
1005529923,42
1005530012,53
1005530227,65
1005530365,18
1005531248,100
1005531270,70
1005531334,30
1005531440,15
1005531479,64
1005531526,77
1005532107,86
1005532120,58
1005532196,157
1005532224,83
1005532377,25
1005532927,38
1005533044,15
1005533332,93
1005533613,96
1005533686,25
1005533771,102
1005534130,123
1005535640,144
1005535771,19
1005536584,104
1005536784,121
1005536916,94
1005537346,99
1005537415,28
1005537540,92
1005537770,16
1005538335,109
1005539233,19
1005539390,24
1005539519,96
1005539559,94
1005539900,59
1005540276,71
1005540470,39
1005540521,105
1005540764,120
1005541223,58
1005541567,71
1005541619,93
1005541785,43
1005541872,80
1005542280,75
1005542875,63
1005543030,33
1005543522,99
1005543562,29
1005543710,87
1005543774,24
1005543916,48
1005544020,50
1005544192,105
1005544208,71
1005544624,70
1005544651,112
1005544899,104
1005545615,98
1005545800,78
1005545920,19
1005546023,38
1005546253,27
1005546377,97
1005546561,31
1005546834,52
1005547042,133
1005547595,58
1005547705,126
1005548234,108
1005548283,45
1005548404,74
1005548665,136
1005548847,17
1005548901,160
1005548981,115
1005549037,116
1005549209,52
1005549734,27
1005549743,82
1005549759,66
1005549845,55
1005549917,97
1005550142,15
1005550284,49
1005550702,27
1005550904,107
1005551795,93
1005551870,17
1005552133,68
1005552204,64
1005552379,81
1005552552,18
1005552569,30
1005552744,50
1005552783,29
1005552853,71
1005553044,95
1005553194,59
1005553364,42
1005553366,56
1005553407,35
1005553700,5
1005553885,120
1005554404,94
1005554410,52
1005554496,24
1005554582,47
1005554909,35
1005555266,30
1005555347,71
1005555390,39
1005555401,55
1005555490,113
1005555543,67
1005555830,75
1005556148,55
1005556674,14
1005556725,30
1005557036,37
1005558885,32
1005559099,103
1005559149,63
1005559316,51
1005559543,136
1005559797,83
1005559896,23
1005560052,12
1005560304,30
1005560391,50
1005560723,19
1005560827,68
1005561095,58
1005561140,48
1005561427,140
1005561752,108
1005561822,63
1005561985,68
1005562096,72
1005562115,116
1005562182,106
1005562346,58
1005562424,36
1005562553,43
1005563175,41
1005563513,33
1005563531,39
1005563696,56
1005563890,105
1005563903,192
1005564615,86
1005564675,133
1005564922,169
1005564999,107
1005565102,33
1005565301,73
1005565306,61
1005565410,193
1005565479,97
1005565490,24
1005565622,17
1005565771,31
1005565854,88
1005566460,75
1005566702,99
1005566718,29
1005567490,31
1005567723,71
1005567745,42
1005567843,127
1005568016,52
1005568436,19
1005568909,48
1005568996,44
1005569013,16
1005570261,24
1005570364,101
1005570390,61
1005570446,33
1005570974,29
1005571193,31
1005571270,67
1005571427,31
1005572553,130
1005572931,133
1005572961,41
1005573007,86
1005573033,80
1005573333,170
1005573551,31
1005573815,81
1005574130,33
1005574447,22
1005574535,133
1005574725,101
1005574878,117
1005575619,35
1005575977,19
1005576064,47
1005576177,167
1005576711,87
1005576737,97
1005577216,30
1005577277,86
1005577344,22
1005577511,43
1005577624,131
1005577912,33
1005577919,103
1005578419,32
1005578435,18
1005578743,70
1005578966,13
1005578971,131
1005579444,140
1005579531,33
1005579920,69
1005580062,125
1005580227,52
1005580846,77
1005581329,43
1005581596,49
1005581719,32
1005582898,72
1005583400,37
1005583554,48
1005583793,67
1005583929,104
1005584079,31
1005584122,90
1005584153,84
1005584219,10
1005584486,90
1005584560,145
1005584713,54
1005585171,68
1005585290,102
1005585688,114
1005585745,33
1005586191,50
1005586470,26
1005586826,160
1005587099,23
1005587672,139
1005587935,142
1005587950,49
1005587983,27
1005588094,39
1005588325,48
1005588478,141
1005588698,67
1005588957,102
1005589051,87
1005589383,101
1005589783,54
1005590032,91
1005590184,81
1005590390,43
1005590700,104
1005590751,99
1005590898,71
1005591407,25
1005591446,113
1005592456,64
1005594063,54
1005594077,55
1005594152,75
1005594515,61
1005594580,34
1005594863,112
1005594965,30
1005595239,23
1005595280,99
1005595566,24
1005595625,106
1005595861,42
1005595943,123
1005596095,104
1005596097,73
1005596237,27
1005596311,22
1005596540,176
1005596892,15
1005597051,52
1005597288,120
1005597569,129
1005597829,60
1005598217,58
1005598483,139
1005598675,53
1005599023,16
1005599072,9
1005599174,16
1005599930,93
1005600052,129
1005600388,76
1005600661,45
1005601097,159
1005601321,113
1005601446,86
1005601545,35
1005601985,84
1005602489,136
1005602651,125
1005603044,192
1005603130,35
1005603135,48
1005603694,35
1005603720,134
1005604023,45
1005604581,21
1005604671,55
1005604941,81
1005605044,88
1005605215,113
1005605268,37
1005605471,28
1005606041,87
1005606087,10
1005606116,54
1005606619,158
1005606892,143
1005606919,55
1005606966,12
1005607290,68
1005607321,52
1005607399,88
1005607495,104
1005607509,124
1005608092,41
1005608623,81
1005608817,79
1005609175,52
1005609314,155
1005609498,73
1005609697,88
1005610064,48
1005610102,51
1005610143,57
1005610200,24
1005610334,91
1005610574,89
1005611256,95
1005611261,38
1005611275,48
1005611322,25
1005611354,16
1005612228,55
1005612356,56
1005612478,132
1005612592,107
1005612616,100
1005612799,123
1005613119,39
1005613559,60
1005614413,31
1005614574,38
1005614678,49
1005615067,64
1005615091,11
1005615492,23
1005616010,28
1005617572,166
1005618055,79
1005618840,18
1005619000,91
1005619190,45
1005619676,51
1005619828,112
1005619840,81
1005619886,48
1005620432,87
1005620448,84
1005620732,55
1005621032,99
1005621037,61
1005621185,120
1005622631,46
1005622702,34
1005623202,21
1005623211,28
1005623368,69
1005623426,152
1005623651,42
1005623681,180
1005623722,170
1005624502,178
1005624670,76
1005624928,41
1005625041,40
1005625158,63
1005625173,142
1005625225,50
1005625366,138
1005625426,36
1005625628,35
1005625688,95
1005625711,117
1005625988,44
1005626423,87
1005626806,34
1005627308,55
1005627343,51
1005627366,51
1005627448,154
1005627724,39
1005628596,16
1005628617,104
1005629185,14
1005629238,31
1005629424,111
1005629469,57
1005629563,32
1005629749,94
1005629751,52
1005629763,102
1005630391,45
1005630761,138
1005630782,112
1005631032,113
1005631046,57
1005631561,28
1005632137,160
1005633046,39
1005633068,15
1005633229,47
1005633347,73
1005633420,143
1005633993,37
1005634085,93
1005634326,83
1005634337,79
1005634347,97
1005634402,57
1005634691,187
1005634724,86
1005634812,121
1005635152,27
1005635208,11
1005635306,144
1005635934,56
1005635956,15
1005635981,119
1005636237,23
1005636299,69
1005636753,125
1005636847,84
1005636969,75
1005637147,52
1005637221,203
1005637239,13
1005638026,45
1005638433,28
1005638799,65
1005639135,65
1005639275,79
1005639446,147
1005639450,84
1005639741,51
1005639826,36
1005639874,60
1005639884,25
1005639895,80
1005640078,159
1005640168,121
1005640288,41
1005640314,35
1005640629,76
1005641185,117
1005641212,56
1005641879,132
1005642623,59
1005642998,120
1005643144,123
1005644943,35
1005645137,151
1005645198,16
1005645426,55
1005645751,103
1005645880,34
1005645929,92
1005646167,22
1005646619,21
1005646801,72
1005647111,93
1005647151,186
1005647266,89
1005647811,92
1005647866,53
1005647905,77
1005648008,60
1005648079,47
1005648151,61
1005648474,100
1005648762,56
1005649274,178
1005649689,49
1005650350,28
1005650881,74
1005650977,58
1005651044,77
1005651716,54
1005652450,92
1005652547,100
1005652756,113
1005653256,21
1005653303,147
1005653591,120
1005653852,39
1005654561,58
1005654674,66
1005655272,83
1005655534,43
1005655884,78
1005655895,85
1005655910,118
1005656883,71
1005657648,118
1005657862,53
1005658110,146
1005658243,36
1005658321,93
1005658352,45
1005658634,93
1005659330,129
1005659619,29
1005659700,98
1005659747,179
1005659857,54
1005660093,32
1005660786,43
1005660946,51
1005661373,24
1005661953,61
1005662012,70
1005662038,107
1005662239,29
1005662656,35
1005663272,11
1005663441,28
1005663536,33
1005663687,20
1005664377,110
1005664428,39
1005664458,58
1005665029,124
1005665097,106
1005665202,62
1005665323,17
1005665336,30
1005665951,29
1005665959,24
1005666186,37
1005666198,89
1005666276,23
1005667058,61
1005668662,104
1005668972,158
1005669303,17
1005669860,10
1005670138,74
1005670614,26
1005670858,13
1005671216,24
1005671434,39
1005671820,66
1005672006,69
1005672189,98
1005672624,54
1005673318,59
1005673437,53
1005673438,109
1005673443,60
1005673752,32
1005673851,23
1005674158,112
1005674387,38
1005674458,83
1005674751,51
1005675431,10
1005675446,72
1005675506,71
1005675784,80
1005675841,67
1005675898,20
1005676037,79
1005676060,21
1005676193,177
1005676245,38
1005676581,60
1005676599,44
1005676732,37
1005676949,41
1005677098,27
1005677392,37
1005678368,97
1005679525,191
1005680094,112
1005680203,51
1005680442,113
1005680652,31
1005682125,29
1005682402,113
1005682786,72
1005682944,109
1005683060,202
1005683203,55
1005683323,26
1005683684,97
1005684098,34
1005684366,107
1005685412,39
1005685671,96
1005685852,99
1005686064,24
1005686204,37
1005686207,62
1005686375,56
1005686451,39
1005686477,73
1005686923,50
1005687334,38
1005687345,34
1005687401,42
1005687588,141
1005687624,160
1005687634,14
1005687991,48
1005688413,148
1005688817,88
1005689137,28
1005689201,152
1005689228,16
1005689657,91
1005689883,35
1005689947,47
1005690237,62
1005690330,78
1005690339,91
1005690502,88
1005690595,17
1005690889,32
1005691984,110
1005692027,60
1005692068,84
1005692568,100
1005692758,58
1005693507,123
1005693637,75
1005693677,77
1005694082,93
1005694220,75
1005695261,144
1005695535,17
1005696072,68
1005696457,15
1005696742,71
1005696986,9
1005697010,29
1005697502,86
1005697624,163
1005697884,13
1005698420,112
1005698597,75
1005698696,33
1005698808,129
1005699052,104
1005699104,108
1005699818,53
1005700009,76
1005700129,38
1005700151,109
1005700559,127
1005700775,63
1005701015,37
1005701286,30
1005701328,49
1005701341,59
1005701495,14
1005701678,135
1005702139,90
1005702801,88
1005702817,34
1005702852,27
1005702898,173
1005702947,108
1005703296,29
1005703651,57
1005704422,86
1005704804,32
1005705823,89
1005706406,92
1005706684,80
1005707149,48
1005707310,48
1005708060,118
1005708136,136
1005708621,50
1005709492,50
1005709625,74
1005710210,47
1005710339,25
1005710489,114
1005710500,98
1005710771,19
1005711096,125
1005711867,157
1005711969,168
1005712227,162
1005712252,128
1005712390,84
1005712417,92
1005712831,16
1005712909,55
1005713472,30
1005713887,48
1005713924,25
1005713974,34
1005714129,139
1005714211,79
1005714989,89
1005715015,37
1005715678,45
1005716137,48
1005716249,74
1005716807,64
1005716920,66
1005717261,100
1005717670,156
1005718697,10
1005719311,94
1005719562,112
1005719826,93
1005719955,149
1005720168,32
1005720401,40
1005721493,69
1005721502,22
1005721562,83
1005721702,110
1005722122,22
1005722589,82
1005722734,72
1005722917,121
1005722948,36
1005723141,79
1005723821,105
1005724218,33
1005724751,65
1005725008,142
1005725418,79
1005725683,6
1005726417,40
1005726427,18
1005726865,163
1005727046,195
1005727209,59
1005727294,79
1005727458,14
1005727537,81
1005727883,73
1005728172,94
1005728188,20
1005728311,100
1005728340,94
1005728424,24
1005728699,87
1005728995,50
1005729191,58
1005729569,176
1005729609,13
1005730120,183
1005730671,26
1005730781,118
1005730936,133
1005731164,40
1005731519,62
1005731571,45
1005732106,109
1005732158,97
1005732228,77
1005732456,25
1005732704,77
1005732723,54
1005732760,112
1005733374,28
1005733492,58
1005734160,40
1005734725,26
1005735402,107
1005735725,61
1005735856,22
1005736176,50
1005736607,57
1005736660,32
1005736686,84
1005736750,199
1005736935,29
1005737350,86
1005737375,43
1005737529,77
1005737812,66
1005738224,83
1005738238,13
1005738363,78
1005738718,47
1005739059,87
1005739211,22
1005739487,38
1005739893,52
1005740074,21
1005740148,56
1005740161,28
1005740412,10
1005740545,49
1005740754,30
1005740865,179
1005740944,9
1005741157,19
1005741170,23
1005741256,61
1005741418,90
1005741868,28
1005741906,31
1005742194,61
1005742237,25
1005742244,45
1005742316,99
1005742413,29
1005742532,35
1005743050,26
1005744025,124
1005744072,79
1005744215,75
1005744710,66
1005744884,24
1005745288,126
1005745334,16
1005745415,125
1005745433,51
1005745894,72
1005745926,43
1005746389,27
1005746477,91
1005746652,47
1005746704,53
1005746770,34
1005746778,111
1005746779,44
1005747069,86
1005747290,31
1005747425,33
1005747706,21
1005747762,44
1005747865,74
1005747893,73
1005748149,18
1005748981,142
1005749149,85
1005750060,107
1005750266,67
1005750416,51
1005750525,47
1005750552,49
1005750656,30
1005750887,43
1005750947,43
1005750992,54
1005751055,74
1005751212,122
1005751572,132
1005751946,8
1005752101,47
1005752907,52
1005752993,29
1005753319,34
1005753372,58
1005753718,98
1005754224,111
1005754228,34
1005754268,30
1005754469,81
1005754597,88
1005754609,121
1005755445,163
1005755677,33
1005755744,61
1005755777,140
1005755966,99
1005756010,49
1005756572,32
1005756642,106
1005757640,54
1005757711,59
1005758168,18
1005758806,150
1005759188,46
1005759769,102
1005760192,23
1005760664,47
1005760960,91
1005761121,40
1005761322,73
1005761500,51
1005761913,64
1005762653,30
1005762889,39
1005762892,41
1005762972,137
1005763001,79
1005763529,25
1005763647,18
1005764048,92
1005764696,16
1005765329,51
1005765626,100
1005766898,60
1005767291,84
1005767504,104
1005767684,28
1005768390,46
1005768583,73
1005768652,61
1005768667,97
1005770029,8
1005770364,25
1005770384,147
1005770470,73
1005770645,142
1005770847,73
1005771886,37
1005772288,54
1005772363,56
1005772856,45
1005772918,32
1005773345,111
1005773440,81
1005773597,15
1005773665,41
1005774210,82
1005774227,54
1005774463,126
1005774521,52
1005774726,76
1005774848,26
1005775258,48
1005775303,44
1005775774,41
1005775900,31
1005776415,84
1005776596,13
1005777032,41
1005777359,28
1005777438,104
1005777813,55
1005777936,32
1005778015,38
1005778275,79
1005778714,71
1005778828,83
1005778916,161
1005779011,51
1005779639,30
1005780233,21
1005780505,74
1005782222,66
1005782794,96
1005783216,62
1005783246,26
1005783985,191
1005784050,75
1005784254,168
1005784525,24
1005784564,21
1005784919,69
1005785153,49
1005785432,21
1005785439,19
1005785723,29
1005785749,40
1005785898,13
1005786403,44
1005786594,23
1005786712,72
1005786801,66
1005786963,93
1005787313,13
1005788118,93
1005788359,41
1005788392,25
1005788589,31
1005788638,104
1005788994,58
1005789168,54
1005789195,21
1005789648,95
1005790015,57
1005790427,39
1005791221,33
1005792100,51
1005792268,46
1005793102,71
1005793301,35
1005793793,37
1005793817,55
1005794893,31
1005794916,72
1005795756,98
1005796325,106
1005796476,61
1005797309,36
1005797462,86
1005797518,27
1005797580,32
1005797641,21
1005797672,40
1005797856,87
1005797980,85
1005798277,21
1005798391,109
1005798673,132
1005798794,22
1005798936,15
1005799107,70
1005799172,154
1005799373,69
1005799587,163
1005800221,70
1005800272,158
1005800526,87
1005800562,43
1005800697,65
1005802497,22
1005802580,23
1005803390,127
1005803644,229
1005803865,103
1005803897,15
1005803932,77
1005804353,84
1005804414,47
1005804554,48
1005804648,38
1005804805,142
1005804852,40
1005805248,44
1005805998,147
1005806124,13
1005806579,122
1005806727,19
1005808002,57
1005808172,120
1005808356,11
1005808551,59
1005808620,52
1005808707,40
1005808866,144
1005808964,31
1005809136,54
1005809154,82
1005809302,34
1005809570,32
1005809789,94
1005810049,31
1005810171,13
1005810225,77
1005810343,68
1005810556,98
1005810686,72
1005810692,17
1005810803,33
1005810955,121
1005810995,92
1005811589,37
1005811610,46
1005811677,45
1005811842,66
1005812179,80
1005812296,123
1005812469,58
1005812697,70
1005813516,63
1005813544,57
1005813676,108
1005813714,32
1005813816,44
1005814396,39
1005814643,34
1005814767,12
1005814838,174
1005814997,80
1005815137,41
1005815624,98
1005817091,17
1005817256,78
1005817515,70
1005817607,138
1005817739,51
1005818147,13
1005818303,104
1005818548,25
1005818566,36
1005818637,93
1005818949,104
1005819819,64
1005819990,48
1005820228,134
1005820479,74
1005820518,69
1005820523,51
1005820607,14
1005820737,81
1005820831,68
1005821316,114
1005821440,40
1005821642,20
1005821826,97
1005821957,53
1005822015,177
1005822387,49
1005822887,41
1005823055,96
1005823065,59
1005823625,31
1005823895,38
1005824041,51
1005824174,45
1005824534,48
1005824924,25
1005825250,12
1005825269,92
1005825296,138
1005825310,45
1005825668,106
1005825923,17
1005826369,57
1005826616,73
1005826670,36
1005827973,64
1005829096,78
1005829218,156
1005830359,14
1005830920,131
1005830974,40
1005831306,162
1005831538,35
1005831577,165
1005831888,66
1005831960,34
1005832063,59
1005832782,32
1005832857,108
1005833167,12
1005833310,182
1005833410,193
1005833974,16
1005834233,69
1005834273,74
1005834418,143
1005835082,136
1005835087,28
1005835141,23
1005835518,105
1005835968,32
1005836137,62
1005836450,43
1005836611,97
1005836800,84
1005836934,25
1005837025,153
1005837930,112
1005838430,23
1005838546,56
1005838812,50
1005839119,79
1005839517,76
1005839775,42
1005840137,14
1005840293,49
1005840569,73
1005840852,80
1005840908,31
1005841342,25
1005841884,16
1005842191,103
1005842202,38
1005842359,52
1005842616,26
1005842782,63
1005843012,97
1005844422,75
1005844485,80
1005844529,27
1005844679,89
1005844704,150
1005844758,80
1005845128,104
1005845177,45
1005845442,8
1005845647,20
1005845963,107
1005846079,107
1005846236,34
1005846594,91
1005846730,24
1005846872,67
1005847488,23
1005847574,27
1005847849,120
1005848211,61
1005848336,50
1005849347,17
1005849722,44
1005850088,128
1005850298,71
1005850345,52
1005850623,63
1005850921,36
1005851313,55
1005851890,16
1005851928,122
1005852021,70
1005852121,24
1005852518,46
1005853172,36
1005853620,17
1005853925,90
1005854059,118
1005854500,132
1005854524,81
1005854588,65
1005854607,23
1005854675,178
1005855060,97
1005855290,49
1005855338,73
1005855361,33
1005855833,89
1005855895,123
1005855997,65
1005856015,68
1005856508,13
1005856572,30
1005856772,60
1005856803,62
1005856970,52
1005857034,80
1005857305,45
1005857402,45
1005857843,17
1005858074,73
1005858151,91
1005858832,31
1005858923,94
1005859045,112
1005859987,38
1005861098,95
1005862169,22
1005862278,90
1005862685,102
1005862763,96
1005862772,101
1005863981,106
1005864107,59
1005864431,13
1005864607,48
1005864721,21
1005864831,23
1005864902,90
1005865056,30
1005865338,40
1005865637,46
1005865781,74
1005866583,64
1005866821,133
1005867307,103
1005867535,94
1005867609,88
1005867733,122
1005867771,72
1005867944,48
1005868078,59
1005868283,143
1005868528,63
1005868644,34
1005869506,132
1005869904,53
1005869914,94
1005869989,53
1005870046,33
1005870114,87
1005870396,119
1005870568,56
1005870618,15
1005871224,71
1005871809,31
1005871858,97
1005873215,35
1005873452,69
1005873549,24
1005873807,7
1005874196,110
1005874632,64
1005875644,70
1005876079,41
1005876427,23
1005876744,57
1005877173,38
1005877306,32
1005877616,84
1005877699,36
1005878035,78
1005878288,29
1005878341,16
1005878526,111
1005879400,96
1005879994,143
1005880184,20
1005880484,78
1005881142,48
1005881514,162
1005882024,24
1005882519,28
1005883093,77
1005883379,88
1005883736,15
1005883884,22
1005884226,109
1005884368,36
1005884520,140
1005884559,130
1005884633,62
1005885104,118
1005885138,88
1005885262,36
1005885631,31
1005885645,133
1005886282,92
1005886475,123
1005886808,102
1005887256,61
1005887408,38
1005887556,123
1005887862,94
1005888200,169
1005888223,96
1005888597,118
1005888605,54
1005888849,49
1005889326,145
1005889373,110
1005889427,30
1005889522,29
1005889742,24
1005889918,117
1005889985,125
1005892369,28
1005892475,43
1005892851,45
1005893031,88
1005893082,20
1005893166,27
1005893559,134
1005893596,140
1005894070,84
1005894071,9
1005894185,47
1005894681,56
1005894761,91
1005894980,36
1005895014,193
1005895231,186
1005895334,84
1005895365,52
1005895751,101
1005895798,85
1005895803,63
1005896146,31
1005896271,54
1005896730,17
1005896918,112
1005896953,76
1005896955,70
1005897018,120
1005897082,117
1005897088,113
1005897142,37
1005897155,90
1005897562,141
1005897639,141
1005897787,84
1005898035,88
1005898690,55
1005898720,29
1005898766,49
1005899005,89
1005899393,24
1005900844,19
1005901016,34
1005901138,51
1005901522,54
1005902030,75
1005902154,19
1005902711,26
1005903319,169
1005903692,104
1005904111,47
1005904242,13
1005904416,27
1005904554,131
1005905774,10
1005905844,127
1005905920,18
1005906367,21
1005906662,23
1005906815,17
1005906863,78
1005907002,31
1005907307,164
1005907450,42
1005907873,111
1005908232,37
1005908851,51
1005909654,104
1005910425,37
1005910507,55
1005910737,40
1005911000,50
1005911177,22
1005911704,46
1005912546,152
1005912634,45
1005912753,15
1005912774,44
1005912799,51
1005913584,96
1005913639,90
1005913736,35
1005913918,24
1005914343,62
1005914345,51
1005914516,58
1005914684,23
1005915072,120
1005915294,71
1005915504,118
1005915522,49
1005915544,139
1005916649,16
1005916656,29
1005916691,26
1005916776,101
1005917639,51
1005917877,41
1005919017,20
1005919303,142
1005919326,69
1005919389,51
1005919415,161
1005920427,52
1005920462,52
1005921278,87
1005921322,32
1005921413,50
1005921604,44
1005921858,41
1005922031,66
1005922445,95
1005922596,40
1005922640,65
1005922734,112
1005922778,84
1005922849,42
1005923147,55
1005923200,31
1005923512,51
1005923513,23
1005923579,109
1005924199,158
1005924217,48
1005924558,58
1005924723,36
1005925187,38
1005925195,108
1005925396,74
1005925823,30
1005925911,117
1005926276,111
1005926441,90
1005928488,170
1005928614,57
1005928898,35
1005929365,57
1005929561,27
1005929689,50
1005930393,135
1005930474,18
1005930518,80
1005930707,54
1005931218,48
1005931527,58
1005932317,35
1005932776,40
1005933013,105
1005933298,153
1005933434,92
1005933478,66
1005933608,12
1005933808,19
1005934004,25
1005934620,149
1005935128,84
1005935416,36
1005936094,133
1005936877,103
1005936927,42
1005937135,58
1005937258,40
1005937316,18
1005937501,167
1005937544,124
1005937793,83
1005938365,56
1005938607,83
1005938888,17
1005939128,130
1005939647,50
1005940194,91
1005940195,40
1005940344,37
1005940393,84
1005940534,49
1005940750,62
1005941536,91
1005941626,67
1005941653,29
1005941770,48
1005942015,100
1005942385,47
1005942471,34
1005942547,95
1005942645,33
1005942764,78
1005942823,39
1005942936,41
1005942952,21
1005943299,125
1005943467,69
1005943916,39
1005944006,66
1005944324,33
1005944794,144
1005945016,87
1005945246,61
1005945600,36
1005945633,49
1005946530,16
1005947228,88
1005948014,74
1005948200,40
