_id,overall_stats.avg_battle_values.avg_kd
1007006581,1.8
1007006616,1.03
1007007873,0.75
1007007888,0.14
1007008320,0.79
1007009197,4.35
1007009298,1.05
1007009346,0.95
1007009930,1.54
1007010549,0.92
1007010704,1.44
1007011257,0.31
1007011270,0.91
1007011662,0.88
1007011771,0.57
1007012452,0.51
1007012634,0.81
1007012718,1.14
1007013172,1.67
1007013645,0.78
1007013777,0.26
1007013783,0.45
1007013885,1.45
1007014547,0.71
1007014652,1.54
1007014788,0.5
1007014790,0.37
1007014846,2.61
1007014853,0.96
1007016404,1.84
1007016622,0.83
1007016966,1.74
1007017043,1.61
1007017296,1
1007017662,1.54
1007017726,1.34
1007017913,0.89
1007018308,0.54
1007018754,1.19
1007019433,1.05
1007019449,0.73
1007019703,1.42
1007020107,1.72
1007020903,0.29
1007020988,2.24
1007021681,1.11
1007021778,0.82
1007022093,3.28
1007022604,1.82
1007023634,1.76
1007024032,0.92
1007025081,0.65
1007025657,0.71
1007025915,1.14
1007026718,0.81
1007026963,0.61
1007027169,1.24
1007027238,0.62
1007027327,0.47
1007027348,1.58
1007027365,0.55
1007027789,1.11
1007027952,0.38
1007028051,1.08
1007028121,0.88
1007028149,1
1007028279,1.12
1007028314,1.47
1007028524,0.86
1007028686,1.36
1007028767,1.73
1007028790,0.8
1007029480,0.88
1007029509,0.5
1007029609,1.29
1007030155,0.72
1007030168,1.04
1007030192,0.69
1007030267,1.29
1007030791,1.37
1007030906,0.8
1007030908,0.62
1007031527,1.78
1007031727,1.7
1007031809,1.34
1007031920,1.51
1007031934,1.1
1007032808,0.93
1007032996,0.63
1007033359,0.57
1007033693,0.9
1007033801,2.25
1007034864,0.82
1007035377,0.54
1007035619,0.64
1007035687,0.37
1007036305,0.72
1007036804,1.56
1007037180,1.21
1007037363,1.03
1007037514,1.18
1007037912,1.6
1007037936,1.76
1007038136,0.81
1007038608,1.38
1007038643,0.82
1007038674,1.16
1007038715,0.93
1007038892,0.73
1007038897,1.5
1007039218,2.39
1007040699,1.17
1007040739,0.69
1007041977,0.99
1007042301,0.84
1007042858,0.47
1007043223,0.84
1007043325,0.95
1007043461,1.06
1007043551,0.74
1007043905,1.12
1007045354,0.62
1007046648,1.21
1007046774,1.13
1007047269,1.27
1007047333,1.27
1007047362,0.3
1007047800,1.45
1007047884,1.02
1007047891,1.05
1007048318,0.84
1007048594,0.69
1007049440,1.09
1007049502,0.55
1007049913,1.41
1007050034,0.55
1007050043,0.29
1007050104,0.67
1007050452,0.59
1007050506,1.41
1007050915,0.66
1007051316,0.83
1007051345,0.75
1007051382,0.87
1007051563,0.17
1007052016,1.33
1007052830,1.17
1007053666,0.95
1007053758,0.89
1007054254,0.99
1007054454,0.85
1007054794,0.89
1007054836,0.74
1007054944,1.68
1007055003,0.5
1007055314,3.11
1007055316,1.81
1007055600,2.87
1007056147,0.49
1007056373,0.98
1007057074,0.74
1007057521,0.9
1007057661,1.72
1007057834,0.73
1007058062,1.13
1007058214,0.42
1007058316,0.77
1007058515,0.38
1007058648,0.83
1007059344,0.77
1007060238,0.95
1007060331,1.31
1007060384,0.77
1007060584,1.25
1007060620,2.83
1007060711,1.02
1007061209,0.51
1007061811,1.01
1007061900,0.67
1007062143,1.1
1007062408,1.18
1007063052,0.31
1007063800,0.9
1007064109,1.53
1007064248,0.62
1007064618,1.51
1007064782,0.58
1007064886,1.06
1007064991,1.05
1007065100,0.57
1007065167,0.72
1007065277,1.07
1007065682,1.32
1007065860,1.34
1007065902,0.31
1007065988,0.85
1007067130,0.81
1007068535,0.67
1007068670,1.01
1007068927,0.72
1007069304,0.84
1007069424,0.51
1007069978,0.85
1007070289,1.1
1007070393,0.85
1007070905,0.71
1007071073,1.21
1007071120,2.3
1007071296,0.45
1007071446,0.76
1007071480,1.07
1007072539,1.6
1007072549,1.24
1007072925,0.82
1007073023,0.96
1007074103,1.32
1007075287,0.39
1007076682,0.55
1007076906,0.7
1007077382,1.56
1007077407,0.66
1007078486,1.56
1007079320,0.77
1007079666,0.4
1007079785,1.3
1007080224,0.79
1007080262,0.25
1007080765,0.89
1007081491,1.7
1007081648,0.72
1007082216,0.99
1007082375,1.05
1007082539,1.39
1007083011,0.89
1007083302,0.3
1007083531,1.29
1007084144,0.62
1007084807,2.14
1007085226,0.79
1007085897,0.16
1007085927,0.54
1007086012,0.7
1007086319,0.46
1007086542,2.42
1007087016,0.76
1007087382,0.66
1007087849,0.62
1007088113,1.12
1007088118,0.82
1007088258,4.43
1007088773,0.89
1007090008,0.8
1007090773,0.44
1007090969,1.74
1007091457,0.3
1007091918,1
1007092517,0.83
1007092592,0.87
1007093796,1.58
1007094009,1.05
1007094013,0.77
1007094124,0.69
1007094145,0.65
1007095849,0.85
1007095874,0.38
1007095890,0.9
1007095976,1.05
1007096245,1.5
1007096482,0.61
1007096527,0.37
1007096869,1.25
1007097145,1.64
1007097148,1.78
1007097714,3.84
1007097737,1.24
1007098034,0.69
1007098508,1.83
1007099014,0.31
1007099032,1.07
1007099555,1.27
1007100092,0.55
1007100837,0.56
1007102064,1.03
1007102160,2.03
1007103173,1.05
1007103206,1.99
1007103426,1.13
1007104031,0.67
1007104307,3.98
1007104529,0.95
1007105644,1.17
1007106398,1.26
1007106665,2.01
1007106780,4.73
1007107337,1.53
1007107634,0.68
1007108080,0.71
1007108283,2.13
1007108474,1.87
1007109038,1.26
1007109419,1.35
1007109929,0.61
1007110087,1.2
1007110174,0.41
1007110965,1.09
1007111260,0.33
1007112100,1.1
1007112935,0.53
1007113649,0.87
1007113996,0.79
1007115719,0.55
1007116181,0.56
1007116376,0.67
1007116495,0.58
1007116566,1.42
1007117061,0.98
1007117322,0.71
1007117435,0.36
1007117969,0.65
1007118045,0.82
1007118697,1.65
1007118758,1.04
1007118807,1.24
1007119034,0.62
1007119508,0.8
1007120046,1.02
1007120265,0.75
1007120594,1.81
1007120634,1.09
1007121171,0.85
1007121728,1.17
1007121758,1.29
1007122872,0.66
1007123269,0.61
1007123624,0.97
1007123805,1.53
1007125223,0.35
1007125545,0.53
1007126436,1.61
1007126589,0.78
1007127303,0.77
1007127327,0.49
1007127525,0.58
1007127911,0.94
1007128291,0.36
1007128379,0.53
1007128777,0.74
1007128790,0.85
1007129303,1.64
1007129334,0.56
1007130202,1.05
1007130222,0.71
1007131250,1.54
1007131268,1
1007131683,0.84
1007132064,1.28
1007132070,1.3
1007132180,1.11
1007132279,0.38
1007133085,3.19
1007134129,1.15
1007136055,0.7
1007136568,2.2
1007136583,0.97
1007136793,1.27
1007137392,1.26
1007137849,1.2
1007138222,0.59
1007138646,1.32
1007138769,1.84
1007140261,0.68
1007140386,0.7
1007140430,0.63
1007140530,1.18
1007140709,0.64
1007140772,1.26
1007141962,0.75
1007142262,0.88
1007142266,0.5
1007142403,0.51
1007143894,0.12
1007144020,0.67
1007144187,1.08
1007144459,0.4
1007145030,0.76
1007145245,1.02
1007146873,0.75
1007147197,0.79
1007147209,0.83
1007147265,0.39
1007147324,1.64
1007147483,1.03
1007147524,1.29
1007148604,1.9
1007150029,1.33
1007150220,0.63
1007150290,0.68
1007150505,0.78
1007150812,1.27
1007150996,0.25
1007151012,1.19
1007152934,1.01
1007153710,1.23
1007154058,0.94
1007154311,1.77
1007155532,1.1
1007156054,0.91
1007156334,1.27
1007156447,0.6
1007156784,1.77
1007156898,1.17
1007157307,0.83
1007157764,1.08
1007157783,1.05
1007157808,0.89
1007158165,1.17
1007158738,0.49
1007158818,1.46
1007159124,0.46
1007159353,1.27
1007159404,0.47
1007160424,1.39
1007160651,0.56
1007160739,1.97
1007160876,0.3
1007161364,0.57
1007161457,0.32
1007161834,1.71
1007161949,0.99
1007162917,0.26
1007163060,0.43
1007163332,1.37
1007163521,0.19
1007163586,0.75
1007163682,1.46
1007163724,1.1
1007163810,0.98
1007163834,0.96
1007163938,1.2
1007164084,1.49
1007164165,0.94
1007164220,0.86
1007164573,2.25
1007164766,1.49
1007165015,1.14
1007165100,0.64
1007165200,0.44
1007165369,0.47
1007166796,0.34
1007166810,1.28
1007166848,0.68
1007167097,0.63
1007167937,1.56
1007169185,1.83
1007169305,0.48
1007169367,0.19
1007170603,0.49
1007171056,1.82
1007171099,1.32
1007171163,1.18
1007171928,0.82
1007171983,1.92
1007172251,1.78
1007172374,0.47
1007173859,0.55
1007173978,0.82
1007174005,2.35
1007174102,1.96
1007174680,1.31
1007175219,1.79
1007175714,0.84
1007175801,0.96
1007175945,1.94
1007176323,0.92
1007176528,1.67
1007177188,1
1007177194,0.43
1007178062,0.59
1007178197,0.91
1007179158,0.55
1007179534,1.4
1007179587,0.84
1007180105,0.53
1007180128,0.59
1007180483,0.66
1007180717,1.42
1007181530,1.54
1007181702,0.48
1007182370,0.91
1007183897,0.93
1007184058,0.98
1007184360,1.09
1007185136,1.22
1007185432,0.59
1007185758,1.31
1007186118,1.89
1007186879,1.45
1007186950,1.08
1007187435,1.4
1007187913,1.49
1007188249,1.59
1007188280,1.07
1007188320,1.02
1007188689,2.26
1007188732,0.65
1007189071,1.08
1007189095,0.55
1007189138,0.55
1007189145,0.58
1007189168,0.61
1007190301,1.72
1007190337,1.84
1007190408,1.31
1007191415,1.46
1007191521,0.89
1007191535,0.62
1007191549,1.64
1007191582,1.52
1007191627,1.13
1007191909,0.75
1007191989,0.64
1007193214,0.74
1007193447,1.17
1007193466,0.89
1007193577,0.73
1007193680,1.06
1007193698,0.65
1007194161,0.51
1007194282,0.86
1007194744,2.12
1007195531,0.64
1007196571,0.41
1007196600,1.52
1007197361,1.47
1007197974,0.93
1007198046,1.13
1007198053,1.22
1007198072,0.61
1007198385,0.93
1007198514,0.55
1007198751,0.62
1007199371,0.86
1007200346,0.48
1007200367,0.73
1007200694,0.2
1007200702,0.63
1007201039,0.41
1007201707,1.06
1007201805,0.63
1007202092,1.57
1007202122,0.61
1007202552,0.9
1007202779,0.93
1007202789,0.52
1007203194,0.69
1007203242,0.39
1007203316,0.45
1007203509,1.13
1007204598,0.93
1007204712,0.41
1007204975,1.24
1007205170,1.28
1007205257,1.39
1007205405,0.69
1007206429,0.19
1007206545,0.94
1007207418,0.48
1007207479,1.06
1007207726,0.7
1007207812,0.73
1007208191,0.87
1007208463,0.18
1007208513,1.12
1007208819,1.51
1007209063,1.41
1007209306,0.73
1007209439,0.96
1007209583,0.77
1007209779,1.02
1007209843,1.28
1007209920,1.09
1007210017,1.74
1007210060,0.78
1007210412,1.29
1007210826,1.39
1007211050,0.66
1007211238,1.02
1007211318,0.44
1007211383,1.11
1007211858,0.54
1007212651,0.65
1007212995,1.02
1007213116,1.58
1007213196,0.47
1007213596,1.27
1007213710,1.36
1007213795,2.88
1007213854,0.61
1007214546,1.28
1007215290,0.36
1007215470,0.79
1007215551,0.45
1007216174,1.76
1007216886,0.78
1007217185,0.98
1007217510,1.51
1007217892,1.14
1007218298,0.39
1007218416,0.44
1007219013,0.57
1007219016,0.93
1007219152,2.25
1007219439,1.06
1007219444,1.93
1007219725,1.52
1007220095,0.94
1007220098,1.05
1007220367,0.56
1007221920,0.79
1007222702,0.58
1007223554,0.52
1007223688,0.95
1007224101,0.99
1007224310,1.87
1007224443,1.01
1007224953,1.02
1007225326,0.95
1007225387,0.32
1007226142,1.11
1007226331,1.06
1007227008,1.61
1007227385,1.09
1007227969,0.45
1007228705,1.91
1007228753,0.82
1007228962,0.59
1007229003,0.91
1007229210,0.37
1007229218,1.32
1007229537,0.34
1007229578,0.41
1007229784,0.55
1007229786,1.23
1007229807,0.94
1007229824,0.5
1007230846,1.73
1007231739,1.54
1007231970,1.42
1007232313,1.13
1007232816,1.04
1007233055,2.27
1007233200,1.55
1007233312,0.47
1007233381,1.87
1007233752,0.85
1007234240,1.44
1007235301,0.88
1007235316,0.25
1007235749,1.14
1007236289,0.58
1007236449,1.49
1007237826,1.27
1007237862,0.64
1007237866,0.67
1007238567,0.71
1007238816,0.99
1007238822,1.59
1007239945,1.07
1007240201,0.24
1007240826,0.84
1007241270,1.38
1007241477,0.7
1007242111,0.65
1007242319,1.24
1007242451,0.59
1007242534,0.89
1007242609,0.99
1007242682,1.17
1007242747,0.85
1007242767,1.11
1007243756,0.52
1007243925,0.61
1007244286,0.53
1007244764,0.71
1007245001,1.06
1007245038,1.14
1007245407,0.87
1007245761,1.15
1007246309,1.2
1007247444,0.54
1007248441,0.28
1007248488,1.09
1007249024,0.94
1007249293,0.71
1007249497,0.34
1007249894,1.05
1007250126,1
1007250418,0.79
1007250626,0.43
1007250820,0.92
1007251253,0.86
1007251399,1.16
1007251542,1.01
1007251782,0.54
1007251827,0.94
1007251857,0.99
1007252088,0.94
1007252136,1.53
1007252264,0.59
1007252275,0.85
1007252841,0.77
1007252976,1.43
1007253292,0.82
1007253356,1.58
1007253467,0.7
1007253559,0.24
1007253968,0.72
1007254019,2.06
1007254557,1.32
1007254619,1.4
1007254662,0.67
1007254995,1.09
1007255227,0.83
1007255238,0.95
1007255510,0.45
1007255600,1.18
1007255665,0.62
1007255787,1.63
1007256155,0.85
1007256788,0.96
1007256816,0.45
1007256925,1.26
1007257386,1.45
1007257869,0.36
1007258090,1.31
1007258164,0.93
1007258241,0.61
1007258369,0.88
1007258769,1.09
1007259051,1.27
1007259380,0.67
1007259649,0.93
1007259842,0.95
1007260139,0.78
1007260238,0.92
1007260536,0.88
1007261057,0.95
1007261337,0.55
1007261999,0.46
1007262873,0.93
1007264526,1.16
1007264587,0.66
1007264658,1.5
1007264950,1.28
1007265984,1.87
1007266295,0.57
1007266720,0.71
1007266799,0.57
1007267336,1.37
1007267912,1.15
1007268440,0.4
1007269280,0.39
1007269392,0.54
1007269548,2.44
1007269572,0.87
1007269592,0.44
1007269608,0.93
1007269754,0.9
1007270017,1.49
1007270563,1.33
1007270585,1.06
1007271006,1.06
1007271036,0.53
1007271443,1.09
1007271461,1.21
1007271705,1.26
1007272681,1.03
1007272761,1.26
1007273624,1.29
1007274193,1.81
1007274517,0.73
1007274649,1.03
1007274728,1.64
1007276071,0.6
1007276115,0.96
1007276152,1.18
1007276228,0.79
1007276470,0.83
1007277211,0.5
1007277628,1.44
1007277714,0.78
1007278004,1.04
1007278012,0.91
1007279091,0.58
1007279399,1.82
1007279451,0.44
1007280721,1.03
1007280782,1.38
1007282486,1.08
1007282740,1.24
1007284070,1.4
1007284151,1.45
1007284775,1.36
1007285179,1.06
1007286238,2.35
1007286455,0.93
1007286649,0.63
1007286769,1.46
1007287517,0.78
1007287752,0.69
1007288167,1.53
1007288251,1.11
1007289176,0.83
1007289186,0.47
1007289528,0.77
1007289561,0.7
1007290220,0.98
1007291761,1.36
1007292015,1.81
1007292298,0.72
1007292554,0.7
1007292702,0.95
1007292754,0.51
1007293297,0.61
1007293699,0.38
1007293826,1.48
1007294092,1.51
1007294150,0.9
1007294279,1.14
1007294320,0.51
1007294439,1.53
1007295411,1.29
1007295423,1.09
1007296233,1.15
1007296644,0.69
1007296944,0.85
1007297006,1.4
1007297353,0.78
1007297453,2.32
1007298985,0.46
1007299065,0.95
1007299232,0.73
1007299640,0.45
1007299823,0.3
1007299963,0.54
1007300513,0.67
1007300604,0.8
1007300687,1.53
1007300843,0.93
1007301120,1.18
1007301315,1.62
1007302212,1.17
1007302326,0.88
1007302405,0.45
1007302526,0.74
1007302658,0.86
1007302660,1.15
1007303847,0.85
1007304125,0.7
1007304858,0.45
1007305072,0.93
1007305826,0.49
1007305925,1.7
1007306456,2.1
1007307087,0.44
1007307461,1.09
1007308012,0.35
1007308130,0.82
1007308789,0.6
1007308827,0.84
1007310033,2.37
1007310298,1.36
1007311327,1.24
1007311759,1.15
1007312527,2.41
1007313585,1.22
1007313655,0.96
1007314092,0.6
1007314686,1.12
1007314927,0.87
1007315220,0.72
1007315434,0.92
1007315865,0.74
1007316053,0.82
1007316267,1.04
1007316471,0.49
1007316506,1.34
1007316522,1.52
1007316979,0.98
1007317087,0.1
1007317215,1.04
1007318049,0.52
1007318071,1.31
1007318283,1.74
1007318523,1.25
1007318751,0.68
1007319134,0.72
1007319226,0.7
1007319565,1.58
1007320023,0.9
1007320173,0.59
1007320695,2.19
1007320698,1.64
1007321972,1.73
1007322059,1.06
1007322504,0.87
1007323407,0.42
1007323789,1.63
1007323910,0.2
1007324373,2.1
1007325853,1.54
1007326829,2.36
1007326983,1.74
1007327203,2.13
1007327312,0.96
1007327550,1.27
1007327568,1.41
1007327685,1.04
1007327949,1.19
1007328664,1.31
1007328693,2.4
1007328698,1.86
1007328739,1.39
1007329277,0.83
1007329512,0.93
1007329751,1.16
1007330037,0.61
1007330166,0.53
1007330191,1.56
1007330273,0.29
1007330665,0.68
1007331247,1.53
1007331321,0.81
1007331578,0.16
1007331953,0.37
1007332058,0.84
1007332295,0.69
1007332452,1.72
1007333365,1.01
1007333502,1.45
1007333620,1.8
1007334183,0.78
1007334327,0.52
1007334862,1.09
1007335745,0.71
1007336236,0.95
1007336359,1.07
1007336556,0.57
1007336696,0.59
1007337257,1.38
1007337640,1.84
1007337799,0.76
1007338429,0.74
1007338598,0.91
1007338714,0.77
1007338971,0.59
1007339056,1.53
1007339237,0.4
1007340307,1.64
1007340381,0.56
1007340825,0.64
1007342172,0.91
1007342183,0.92
1007342415,2.19
1007342434,1.68
1007342488,1.1
1007342544,0.65
1007342620,0.48
1007342797,1.57
1007344367,0.87
1007345613,1.48
1007345761,0.94
1007346113,0.75
1007346115,0.3
1007346831,0.57
1007346842,1.02
1007347006,0.49
1007347727,0.63
1007347816,1.01
1007348144,2.59
1007349417,0.93
1007350504,0.98
1007350682,1.68
1007351203,1.65
1007351440,1.25
1007352592,1.06
1007352783,0.97
1007352992,0.42
1007353838,0.87
1007354161,1.57
1007354233,1.01
1007355003,1.4
1007355256,0.81
1007355660,1.69
1007356062,0.67
1007356294,0.95
1007356559,0.7
1007356618,0.7
1007356871,1.53
1007357745,1.3
1007358352,1.34
1007359017,0.65
1007359031,0.31
1007359052,1.24
1007359145,0.29
1007359234,1.06
1007359402,1.43
1007359488,0.59
1007359592,1.33
1007359751,0.81
1007359977,0.19
1007360190,0.45
1007360589,1.01
1007360689,1.29
1007361318,1.37
1007362973,1.25
1007363968,0.51
1007364047,0.67
1007364099,0.61
1007364141,0.49
1007364272,0.74
1007364293,0.94
1007364725,0.32
1007364833,0.99
1007365181,1.54
1007365972,0.92
1007366354,1.19
1007366501,0.8
1007366964,0.71
1007367132,1.5
1007367461,0.77
1007367591,0.98
1007367761,1.39
1007367788,1.1
1007367810,0.55
1007367858,0.8
1007368753,0.65
1007370434,0.79
1007371579,0.93
1007371738,1.58
1007372233,1.98
1007373015,2.99
1007373549,0.53
1007373894,0.54
1007374884,1.66
1007375038,0.78
1007375539,0.53
1007377705,0.85
1007378453,1.28
1007378856,0.97
1007378859,0.47
1007379020,1.11
1007379258,1.26
1007379490,0.38
1007380163,0.62
1007380445,1.04
1007380560,1.52
1007380584,0.76
1007380634,1.13
1007380719,2.17
1007380899,0.75
1007380936,0.87
1007381267,0.62
1007381499,1.01
1007381893,0.96
1007382181,0.65
1007382255,1.25
1007383120,0.38
1007383134,2.51
1007383673,0.89
1007383755,1.33
1007383828,1.2
1007384502,0.56
1007384564,0.93
1007385000,1.01
1007385413,2.95
1007385770,0.84
1007385804,0.54
1007386216,0.43
1007386933,1.27
1007388916,1.55
1007389626,1.56
1007389948,1.19
1007390175,1.69
1007390190,1.27
1007392099,1.01
1007394120,1.58
1007394175,1.87
1007394990,0.53
1007395026,0.52
1007395254,1.82
1007395348,0.76
1007396217,0.92
1007396426,1.26
1007397014,1.19
1007397218,0.91
1007397616,0.83
1007397650,1.62
1007397763,1.19
1007397778,2.16
1007399178,0.89
1007399967,0.39
1007401755,1.59
1007402022,0.94
1007402514,1.77
1007403219,1.4
1007403225,1.38
1007403228,0.73
1007403690,1.17
1007403883,0.49
1007404214,1.13
1007404573,1.65
1007404754,0.82
1007404840,1.2
1007404930,0.92
1007405500,0.47
1007405640,2.17
1007406097,0.28
1007407457,0.67
1007407719,0.66
1007407938,0.55
1007407988,1.26
1007410278,1.17
1007410310,0.84
1007410483,0.49
1007411015,0.86
1007413345,2.16
1007413444,1.81
1007413700,0.51
1007414166,1
1007414269,0.9
1007414678,0.82
1007414743,0.67
1007414916,1.05
1007415481,0.7
1007415497,0.38
1007415851,1.07
1007416003,1.46
1007416038,1.61
1007416175,0.89
1007416301,1.01
1007416307,0.74
1007416690,2.38
1007416917,0.31
1007416947,0.54
1007417368,1.56
1007417663,1.62
1007417751,0.95
1007417795,0.48
1007417848,1.55
1007418766,1.91
1007418886,0.47
1007418954,1.33
1007419223,2.02
1007419312,0.45
1007419562,1.32
1007420177,1.46
1007420235,2.93
1007420773,0.85
1007421219,1.43
1007423566,1.86
1007423631,1.54
1007423878,1.12
1007424015,0.29
1007424801,0.65
1007425407,0.85
1007425505,1.29
1007425535,0.82
1007425706,0.61
1007426318,1.14
1007426807,1.18
1007426923,1.06
1007427407,0.45
1007427451,1.33
1007427736,0.46
1007428300,1.21
1007428469,1.37
1007429266,1.37
1007429690,0.64
1007430373,0.47
1007430743,1.34
1007430983,0.7
1007442272,0.77
1007442613,1.1
1007442622,0.64
1007442869,0.45
1007443118,0.53
1007443473,1.07
1007443601,1.07
1007444014,0.59
1007444103,0.32
1007444688,1.13
1007445225,0.89
1007445601,1.08
1007445751,1.04
1007445790,0.93
1007447149,0.88
1007447333,0.85
1007447654,0.82
1007447897,1.92
1007447952,1.8
1007448268,1.06
1007448828,0.49
1007449252,1.33
1007449438,0.65
1007449859,0.81
1007450110,0.38
1007451125,0.48
1007451704,1.21
1007452038,0.89
1007452058,0.54
1007452179,0.84
1007452432,0.98
1007452609,0.85
1007452767,1
1007454125,2.18
1007455310,1.22
1007455761,1.7
1007455858,0.39
1007456245,0.55
1007456396,0.84
1007456711,1.04
1007456837,0.94
1007457496,0.57
1007457760,0.81
1007458284,1.31
1007458939,0.7
1007460538,1.38
1007460668,1.33
1007460728,1.36
1007461251,0.81
1007461416,0.19
1007461530,1.67
1007461551,1.34
1007461575,0.91
1007461598,0.79
1007461824,0.86
1007462369,1.05
1007462393,0.91
1007462562,1.08
1007462823,1.36
1007463152,1.16
1007464474,0.72
1007464685,0.96
1007464967,0.26
1007465060,1.03
1007465301,1.11
1007465337,1.67
1007465650,0.74
1007465671,2.05
1007466450,1.9
1007466539,2.15
1007467630,1.74
1007467847,0.54
1007467910,1.66
1007468342,1.3
1007468937,0.66
1007469630,0.42
1007470057,0.52
1007470117,1.93
1007470220,0.87
1007470921,0.74
1007470951,1.07
1007470988,2.35
1007471127,0.48
1007471953,0.57
1007472168,1.53
1007472211,0.5
1007472382,1.23
1007472627,1.1
1007472725,0.93
1007472886,1.37
1007473078,0.74
1007473443,0.65
1007473791,0.71
1007474138,1.83
1007474230,1.46
1007474296,0.54
1007474418,0.79
1007474459,1.42
1007474490,1.21
1007475793,0.71
1007477098,1.52
1007477345,1.33
1007477725,1.32
1007478092,1.21
1007478518,0.74
1007479114,1.59
1007479705,0.77
1007480045,0.46
1007480388,0.6
1007480840,4.01
1007480941,0.45
1007480946,0.8
1007480993,1.14
1007481151,1.36
1007481343,0.47
1007482125,1.49
1007482246,1.29
1007482457,2.76
1007482735,1.19
1007482890,0.43
1007483266,0.71
1007483430,2.14
1007483578,1.55
1007483789,1.71
1007484780,2.2
1007485130,1
1007485727,0.39
1007485980,1.28
1007487328,0.73
1007488002,2.15
1007488522,1.16
1007488632,1.93
1007488883,1.35
1007488894,0.86
1007489124,1.35
1007489570,1.61
1007489906,0.89
1007490265,0.26
1007490948,0.63
1007492187,0.85
1007492313,0.34
1007492553,1.14
1007492699,0.87
1007492711,0.72
1007493070,1.01
1007493375,0.84
1007494130,1.24
1007494271,0.42
1007494380,9.3
1007494601,1.31
1007495071,1.14
1007496132,1.21
1007496450,1.65
1007497927,1.05
1007498712,1.42
1007499012,0.69
1007499219,1.18
1007499471,0.9
1007500134,0.73
1007500391,0.9
1007500675,1.01
1007500786,0.1
1007500903,2.38
1007501161,0.87
1007501266,0.77
1007501910,0.39
1007501957,0.52
1007502073,0.9
1007502177,0.9
1007502236,1.48
1007502307,0.78
1007502697,0.56
1007502937,0.89
1007502994,0.6
1007503258,0.77
1007503261,1.04
1007503397,0.85
1007503668,2.01
1007503747,1.56
1007503778,0.41
1007504316,0.3
1007505189,0.61
1007505196,0.53
1007505339,2
1007505364,0.86
1007505481,1.1
1007505854,0.82
1007506163,1.42
1007506318,0.9
1007506493,1.01
1007507123,0.65
1007508037,0.88
1007508263,0.9
1007509168,0.96
1007509216,1.16
1007509386,1.81
1007510199,0.68
1007510602,1.06
1007511134,0.83
1007511515,0.4
1007511559,1.45
1007511660,1.43
1007512350,0.44
1007513082,1.41
1007513349,1.97
1007513673,0.92
1007513924,0.74
1007513965,1.02
1007514207,1.09
1007514352,1.19
1007514399,0.75
1007514486,0.81
1007514549,0.99
1007515801,1.72
1007516287,0.26
1007516300,1.03
1007516335,2.05
1007516825,0.74
1007517523,1.04
1007518241,1.45
1007518441,0.57
1007518776,0.78
1007519203,0.89
1007519955,0.82
1007520298,1.63
1007520360,0.32
1007520678,1.03
1007520794,1.81
1007520924,0.63
1007521467,1.08
1007521716,0.52
1007522296,1.15
1007522450,1.68
1007522526,0.51
1007522612,1.24
1007522970,0.92
1007523309,1.55
1007525264,1.21
1007525390,0.74
1007525461,0.57
1007525689,0.79
1007526755,0.63
1007527491,1.05
1007527547,1.22
1007527671,0.96
1007527756,0.63
1007527930,0.76
1007529641,0.32
1007529659,0.6
1007529780,2
1007529908,2.04
1007530106,2.7
1007530221,0.94
1007530293,0.58
1007530370,1.08
1007530725,0.62
1007530874,1.28
1007531294,1.2
1007531798,0.87
1007532875,0.36
1007532886,0.93
1007532903,1.09
1007533769,1.44
1007534142,1.04
1007534692,0.81
1007534737,0.86
1007534803,0.69
1007535036,1.01
1007535311,1.09
1007535609,0.99
1007536736,1.87
1007536802,0.45
1007537381,1.33
1007537956,1.18
1007538522,0.72
1007538618,1.34
1007538757,0.89
1007538966,1.37
1007539434,0.67
1007539769,0.72
1007540757,0.94
1007542008,0.88
1007542076,1.43
1007542174,0.84
1007542768,1.43
1007542954,0.6
1007543401,0.97
1007544001,0.25
1007544421,0.56
1007544846,1.55
1007545263,0.9
1007545333,0.77
1007545597,0.88
1007545710,1.08
1007545953,0.57
1007546604,1.27
1007546731,0.86
1007547234,0.56
1007547486,1.21
1007547500,0.61
1007547546,0.79
1007547597,0.81
1007547821,0.48
1007548155,0.72
1007548205,0.82
1007548354,1.71
1007548733,0.64
1007548924,2.86
1007550185,1.48
1007550629,0.98
1007551100,0.25
1007551410,0.57
1007552757,1.41
1007552806,1.03
1007552829,0.79
1007552901,1.61
1007553078,1.35
1007553480,1.69
1007553713,0.58
1007553834,0.97
1007554085,1.29
1007554396,0.86
1007554815,0.89
1007555180,2
1007555232,0.56
1007555318,2.06
1007555487,2.59
1007555531,0.56
1007555979,1.75
1007556080,2.17
1007556136,0.71
1007556403,1.64
1007556600,1.24
1007556974,1.14
1007557099,0.55
1007557577,0.75
1007558204,1.9
1007558289,0.75
1007558290,0.78
1007558909,0.83
1007559228,1.47
1007559301,0.53
1007559335,1.37
1007559713,0.28
1007560344,1.01
1007560752,0.52
1007560843,0.4
1007561010,0.41
1007561021,0.63
1007561578,1.21
1007561990,1.52
1007562194,1.1
1007562996,0.63
1007563275,1
1007563287,0.56
1007563561,1.37
1007563860,1.36
1007564071,3.54
1007564344,0.86
1007564510,1.19
1007564595,0.52
1007564790,0.74
1007564846,1.32
1007564947,1.32
1007565560,1.57
1007565647,0.72
1007565885,0.51
1007565893,1.24
1007566664,1.28
1007566758,1.18
1007566774,1.5
1007567055,0.62
1007567186,1.06
