_id,overall_stats.avg_battle_values.avg_kd
1009822998,1.19
1009823660,0.91
1009823812,1.95
1009824252,2.91
1009824473,1.49
1009824562,1
1009826153,1.14
1009826174,0.36
1009826647,2.14
1009828306,1.64
1009828411,2.87
1009829916,1.67
1009832098,0.94
1009832344,0.56
1009832659,1.41
1009833329,0.81
1009833648,0.99
1009834429,1.06
1009834981,1.24
1009835577,0.87
1009836882,0.6
1009836961,1.22
1009838842,1
1009839120,0.73
1009839223,1.52
1009839783,0.61
1009839924,1.39
1009839941,0.68
1009840615,0.64
1009840900,1.1
1009841205,1.23
1009842992,1.15
1009843276,0.98
1009845083,1.17
1009846378,0.46
1009846383,1.3
1009846844,0.64
1009847238,1.45
1009847742,0.79
1009848495,1.28
1009848746,1.91
1009849136,2.39
1009849736,1.02
1009850054,0.82
1009851050,0.26
1009851508,0.77
1009852000,2.37
1009852093,1.26
1009852501,0.57
1009852554,1.7
1009852672,0.63
1009852779,0.97
1009852831,0.86
1009852972,0.79
1009853072,0.69
1009853539,0.75
1009853628,1.02
1009854124,1.48
1009854148,0.54
1009854944,1.42
1009855074,0.23
1009855356,1.06
1009856079,1.09
1009856794,0.99
1009857447,0.47
1009857739,1.45
1009857745,0.63
1009858143,1.43
1009859759,0.52
1009860148,0.9
1009861300,0.38
1009862281,0.59
1009862613,0.74
1009862871,1.02
1009863087,1.11
1009863522,0.81
1009863625,1.46
1009863691,0.68
1009865177,1.17
1009865725,0.57
1009865778,1.39
1009867982,1.14
1009868067,1.15
1009868083,0.71
1009868085,1.1
1009868245,0.87
1009868325,1.36
1009868691,1.11
1009871385,1.31
1009872836,0.98
1009873545,0.94
1009874140,8.33
1009874283,1.1
1009875352,0.76
1009875837,1.3
1009876153,2.3
1009876660,1.22
1009878425,1.05
1009878781,0.49
1009879337,1.18
1009879923,1.22
1009879945,1.7
1009879982,1.49
1009881030,1.45
1009881875,0.64
1009882887,1.05
1009882966,1.2
1009883261,1.28
1009883320,1.41
1009883737,1.13
1009884599,0.76
1009885821,0.86
1009886689,0.9
1009886811,1.04
1009886862,1.08
1009887279,1.02
1009887361,1.7
1009887375,1.43
1009887893,0.66
1009888163,1.16
1009889171,2.08
1009889239,0.47
1009892518,0.83
1009892822,0.7
1009893524,0.81
1009894793,1.26
1009896882,0.71
1009897245,1.04
1009897763,1.52
1009897825,1.26
1009898076,0.85
1009898946,1.32
1009899031,1.08
1009899065,0.66
1009899438,1.46
1009899857,0.71
1009900240,1.3
1009902666,1.43
1009904587,0.49
1009905387,0.55
1009906327,0.58
1009906896,2.11
1009906932,0.27
1009907139,1.37
1009907178,0.94
1009908335,1.52
1009910282,0.85
1009912264,1.3
1009912459,0.65
1009912757,1.1
1009914530,0.9
1009914641,0.44
1009914880,1.54
1009917035,0.83
1009917139,0.9
1009917786,0.5
1009917924,0.62
1009918240,0.92
1009918287,1.29
1009918724,1.48
1009918865,1.27
1009919000,1.71
1009919033,1.26
1009919254,1.15
1009919499,0.64
1009919560,2.36
1009919755,0.71
1009920618,0.69
1009920756,0.43
1009920940,1.7
1009922073,0.87
1009922488,1.32
1009923716,1.99
1009924174,1.7
1009925222,3.22
1009925480,1.95
1009928899,0.65
1009929680,1.2
1009930847,1.27
1009931953,1.03
1009932106,1.8
1009933105,1.1
1009933209,1.17
1009934115,0.62
1009934345,0.84
1009934478,0.84
1009934686,1.03
1009935580,1.7
1009935737,0.35
1009935812,1.44
1009936175,1.44
1009936788,1.44
1009936856,0.62
1009937635,0.97
1009937874,0.62
1009938708,0.9
1009939659,0.6
1009940259,0.59
1009940945,0.8
1009942358,1.49
1009942743,3.69
1009942831,1.29
1009944790,0.83
1009945791,1.36
1009946024,0.93
1009946232,0.5
1009946649,1.87
1009947263,1.56
1009948140,1.61
1009948906,0.97
1009948950,1.64
1009949448,1.59
1009950616,0.57
1009950781,0.7
1009951043,0.33
1009952278,0.59
1009952821,1.4
1009953300,0.71
1009953708,1.14
1009954772,0.54
1009955034,1.78
1009955645,1.13
1009956011,1.59
1009956439,0.84
1009956682,2.58
1009957107,0.44
1009957688,1.07
1009958161,1.15
1009959208,0.48
1009960551,2.46
1009961233,0.38
1009961562,1.29
1009961973,1.01
1009963597,1.62
1009963636,1.42
1009963844,1.05
1009963887,1.21
1009964220,1.07
1009964619,1.24
1009965839,0.83
1009966175,0.74
1009966683,1.47
1009967980,1.3
1009968027,0.49
1009969115,1.3
1009969131,0.54
1009969473,0.99
1009970462,0.59
1009971171,1.3
1009971944,0.35
1009972079,0.77
1009972446,2.11
1009972754,0.94
1009973355,2.32
1009974511,1.38
1009974589,0.67
1009975275,1.22
1009975580,1.39
1009976220,1.57
1009976292,1.13
1009978775,1.01
1009980001,0.87
1009980469,1
1009980615,1
1009981047,1.64
1009981761,0.51
1009982540,1
1009984066,2.23
1009985318,0.88
1009985701,0.92
1009985782,0.62
1009987078,1.26
1009988330,1.75
1009988926,1.39
1009989102,0.85
1009989669,1.58
1009990988,1.42
1009991408,1.12
1009992223,1.57
1009992540,0.79
1009993503,1.43
1009993613,0.78
1009994620,0.93
1009995260,0.71
1009995355,0.86
1009995934,0.56
1009996073,1.47
1009996457,0.92
1009997613,0.85
1009997946,1.54
1009998269,0.87
1009998349,1.54
1009998523,0.73
1009998631,0.84
1009998776,1.98
1009999129,0.62
1009999161,1
1009999223,1.66
1010000553,0.78
1010000955,1.86
1010004817,1.38
1010004973,0.59
1010005303,1.22
1010006566,0.73
1010006975,0.55
1010007004,1.23
1010007584,0.66
1010008270,0.9
1010010156,1.52
1010010272,1.49
1010010754,0.57
1010011245,0.85
1010011574,0.42
1010012453,0.4
1010013614,1.09
1010013781,0.94
1010013812,2.18
1010016584,0.44
1010016966,1.1
1010017284,2.91
1010019142,1.22
1010019744,0.63
1010020110,1.28
1010020477,0.35
1010021323,1.37
1010022531,1.14
1010022884,0.25
1010023162,0.42
1010023524,0.43
1010024664,0.92
1010024682,0.5
1010024717,1.53
1010024758,1.44
1010024967,1
1010024979,1.23
1010025425,0.88
1010026857,0.64
1010027256,2.04
1010028333,1.17
1010028538,1.09
1010028557,0.32
1010028823,1.02
1010028986,1.36
1010029150,0.94
1010029374,1.33
1010029884,1.39
1010030184,1.21
1010030398,0.58
1010030410,2.12
1010030929,0.35
1010031145,0.88
1010033019,0.46
1010033222,0.95
1010034267,0.94
1010034689,0.74
1010035011,0.58
1010036833,1.43
1010037336,0.71
1010038004,2.19
1010038165,1.06
1010038406,1.58
1010039616,1.89
1010040244,0.79
1010040495,1.78
1010041515,1.43
1010041707,0.25
1010042308,1.19
1010042536,0.94
1010042654,0.55
1010043451,1.46
1010043740,1.01
1010043756,1.17
1010045127,1.04
1010045633,1.85
1010045716,0.87
1010046166,0.81
1010046812,1.33
1010048545,1.28
1010049515,1.11
1010049908,1.28
1010050312,1.15
1010050961,0.62
1010053538,0.48
1010053712,1.34
1010054664,0.48
1010054749,0.7
1010055105,1.17
1010055451,1.58
1010055761,0.25
1010056108,0.58
1010057298,1.52
1010057518,0.73
1010057650,0.73
1010057724,1.24
1010058095,3.56
1010058446,1.21
1010058758,0.36
1010058850,1.14
1010059273,0.73
1010059415,1.45
1010059740,1.09
1010061756,1.28
1010063324,0.63
1010063371,0.45
1010063571,0.83
1010064883,1.41
1010065871,1.17
1010066944,0.81
1010067435,0.44
1010069774,1.35
1010069949,1.03
1010070519,1.52
1010071684,0.58
1010075379,1.07
1010075762,1.2
1010077146,1.39
1010077216,1.57
1010078559,0.96
1010078642,0.84
1010078843,1.95
1010081288,0.32
1010082244,2.56
1010083350,1.43
1010084349,1.82
1010085063,0.45
1010085461,0.89
1010085577,0.95
1010086896,1.71
1010087492,0.8
1010087669,1.21
1010087953,1.56
1010089035,0.56
1010089911,0.6
1010092116,0.78
1010092610,0.64
1010093114,1.06
1010093317,1.94
1010093323,2.85
1010093720,2.21
1010094098,0.7
1010094752,0.8
1010095227,0.77
1010097400,0.77
1010097620,0.46
1010098981,0.68
1010099991,1.16
1010100084,1.58
1010100488,1.32
1010100553,0.63
1010100639,1.69
1010100877,1.53
1010101455,1.15
1010101655,1.82
1010102711,1.33
1010103166,1.56
1010103339,0.33
1010104286,1.17
1010105195,2.35
1010105453,0.88
1010105547,1.53
1010106364,0.55
1010106576,1.41
1010107155,0.48
1010107439,1.42
1010107746,0.86
1010110950,0.88
1010111090,1.15
1010111129,0.84
1010111484,1.53
1010111711,0.49
1010111764,0.7
1010111771,0.93
1010112508,0.87
1010112702,1.45
1010112835,2.02
1010113540,0.73
1010113787,1.3
1010114613,2.28
1010115151,0.92
1010115406,0.63
1010115654,0.57
1010116088,1.16
1010116228,2.18
1010116330,0.82
1010118957,1.2
1010119486,1.69
1010120965,1.54
1010122571,1.69
1010124440,0.98
1010125141,0.87
1010125405,0.76
1010125651,1.04
1010125769,2.21
1010126314,1.33
1010126459,0.97
1010126633,1.05
1010127351,0.4
1010131874,1.61
1010132573,0.81
1010133374,1.27
1010133375,2.18
1010133536,0.56
1010134295,0.84
1010134564,0.39
1010134667,0.88
1010134753,0.65
1010135684,0.79
1010136419,0.97
1010137601,1.45
1010137824,0.59
1010138201,1.7
1010140954,0.96
1010142062,1.05
1010143423,2.25
1010143763,0.71
1010144318,1.5
1010145332,0.95
1010146416,1.84
1010147433,1.32
1010148373,0.92
1010149098,1.16
1010149381,0.81
1010150123,0.77
1010150211,0.8
1010150322,0.91
1010150515,1.57
1010150537,1.05
1010150594,0.54
1010151484,1.03
1010151586,1.71
1010153503,1.3
1010153913,1.79
1010154199,1.03
1010155137,1.22
1010155730,0.78
1010155790,1
1010155830,0.9
1010156317,0.92
1010156499,1.41
1010156753,1.46
1010157852,0.57
1010159731,1.73
1010159884,0.65
1010160071,0.08
1010160308,1.56
1010160484,0.82
1010160582,0.75
1010160715,0.83
1010161372,1.57
1010161908,1.05
1010162082,0.77
1010162095,1.29
1010162423,1.36
1010163006,0.73
1010163485,0.65
1010164498,0.94
1010165061,1.24
1010165777,1.2
1010166160,2.09
1010166741,1.1
1010166877,2.05
1010167319,1.2
1010167485,0.67
1010168378,1.34
1010168488,0.56
1010168548,1.33
1010169172,2.12
1010169641,0.91
1010169766,0.4
1010170411,0.59
1010170693,1.01
1010170801,0.69
1010170873,1.22
1010171213,1.02
1010172446,0.77
1010173826,0.84
1010174242,2.44
1010174755,0.73
1010175300,1.68
1010175310,1.36
1010175968,1.78
1010176350,1.99
1010176398,0.77
1010176848,1.6
1010176923,0.4
1010177084,0.56
1010177336,1.08
1010177453,1.59
1010177712,1.02
1010177789,0.54
1010177999,1.31
1010178444,0.65
1010178572,1.89
1010179297,2.87
1010180024,1.25
1010180998,1.74
1010181229,1.38
1010181702,0.98
1010185642,0.86
1010185781,1.16
1010186093,1.77
1010186245,1.89
1010186642,0.63
1010187769,1.33
1010187954,0.85
1010188586,1.05
1010189531,2.46
1010189602,1.09
1010190234,0.58
1010190453,1.28
1010191213,0.75
1010192371,2.24
1010192684,1.31
1010192781,0.36
1010192851,0.64
1010193340,0.93
1010193589,1.87
1010194503,0.79
1010195269,1.39
1010195323,1.38
1010195487,1.1
1010195724,1.06
1010195766,0.83
1010198030,0.13
1010198231,0.78
1010200040,1.6
1010200349,1.48
1010204634,0.66
1010204729,0.56
1010204971,1.16
1010205604,0.92
1010205762,2.32
1010205765,2.25
1010206223,0.84
1010206995,1.27
1010207110,1.6
1010207375,2.16
1010207686,0.57
1010207817,0.98
1010207828,1.04
1010209482,1.42
1010210464,0.55
1010210652,0.88
1010210963,0.69
1010211134,0.77
1010212020,1.13
1010212146,1.48
1010212328,1.58
1010212586,2.02
1010213460,1.05
1010213704,0.61
1010215284,0.83
1010216713,0.44
1010217879,0.69
1010218327,1.37
1010218377,1.58
1010218564,0.72
1010220083,0.86
1010220084,0.33
1010220340,1.05
1010220774,0.98
1010222486,0.42
1010224548,0.65
1010226252,2.02
1010227380,1.09
1010227740,0.66
1010228198,0.85
1010228317,0.62
1010228545,1.02
1010228557,1.13
1010228645,1.46
1010228690,0.72
1010228955,1.45
1010229161,8.25
1010229387,1.09
1010230262,1.27
1010230436,0.51
1010230574,1.62
1010232730,0.87
1010233029,0.5
1010233107,0.41
1010233640,0.97
1010234247,1.28
1010234456,1.13
1010234795,1.13
1010235322,1.07
1010235605,0.65
1010235787,1.25
1010235905,0.96
1010235946,1.27
1010236161,1.12
1010236570,0.65
1010237246,0.72
1010237533,1.56
1010238545,0.9
1010239193,1.7
1010239358,0.57
1010239377,1.44
1010240140,1.35
1010240252,0.6
1010240809,1.03
1010240870,0.78
1010242528,1.27
1010242616,2.39
1010243193,0.49
1010244412,2.36
1010244430,0.97
1010245216,0.51
1010245419,0.48
1010245662,0.48
1010246016,2.19
1010247597,0.68
1010247652,0.41
1010248767,1.1
1010248836,1.72
1010250220,1.13
1010250364,1.85
1010251157,1.17
1010251767,1.12
1010252356,0.26
1010252830,1.03
1010253474,0.88
1010253769,1.74
1010254219,0.9
1010255257,0.25
1010255959,0.87
1010256221,0.33
1010256486,0.42
1010257538,2.41
1010258818,1.46
1010259108,0.92
1010259113,1.16
1010260030,0.95
1010260054,0.54
1010260829,2.51
1010261694,0.6
1010261717,0.9
1010262273,1.2
1010263221,0.62
1010263725,1.14
1010264096,1.59
1010264598,0.44
1010266290,1.78
1010267067,0.78
1010267095,0.69
1010270420,0.87
1010271129,0.7
1010272828,0.7
1010272963,0.48
1010274220,0.92
1010274393,1.07
1010274681,0.9
1010274723,1.21
1010275189,0.86
1010275822,0.57
1010276675,0.7
1010276986,1.77
1010277417,0.43
1010277621,1.27
1010277652,0.79
1010278440,1.22
1010278726,0.44
1010278740,1.91
1010278910,1.19
1010280225,1.34
1010281092,0.99
1010281215,2.18
1010282498,0.79
1010283482,0.63
1010283832,1.19
1010284393,1.1
1010285944,1.1
1010286081,0.81
1010286841,1.39
1010287013,1.53
1010287146,1.04
1010287294,2.37
1010288471,0.48
1010289284,1.12
1010289526,1
1010289870,0.41
1010289875,0.88
1010290069,1.33
1010290562,1.09
1010291720,0.51
1010292978,0.67
1010294713,1.28
1010296483,1.86
1010296611,0.84
1010296656,1.37
1010297838,1.46
1010298803,0.8
1010299161,1.92
1010299490,0.82
1010299818,0.88
1010299832,0.69
1010300102,1.8
1010300226,1.36
1010300916,1.15
1010300936,1.28
1010301443,1.37
1010305046,1.7
1010305443,1.47
1010306193,2.19
1010307742,1.12
1010308401,0.29
1010308422,0.72
1010308910,0.11
1010308997,1.55
1010309441,0.64
1010310355,0.58
1010310802,0.99
1010311117,1.19
1010311329,1.6
1010311631,0.81
1010311635,1.35
1010312100,0.55
1010312105,1.42
1010312268,1.47
1010312503,1.15
1010312605,0.54
1010312667,1.29
1010312846,1.48
1010313026,0.39
1010313741,0.56
1010314651,1.74
1010315173,1.11
1010316792,0.62
1010317377,0.67
1010318300,1.77
1010319071,1.62
1010320590,1.01
1010320607,0.8
1010321166,2.52
1010321682,0.81
1010321729,2.16
1010321837,0.24
1010322044,1.34
1010322935,0.97
1010323087,0.79
1010323946,1.85
1010323973,1.67
1010324531,1.08
1010324964,1.17
1010325405,1.29
1010325747,2.34
1010325875,1.34
1010326241,0.86
1010327272,1.16
1010327829,1.18
1010329673,1.28
1010330373,2.32
1010330667,0.39
1010331426,0.79
1010332411,1.04
1010332912,1.31
1010333656,2.16
1010335790,1.38
1010335878,1.08
1010336272,0.8
1010336695,0.59
1010338027,2.1
1010338560,0.65
1010339050,0.75
1010339054,1.87
1010339794,0.73
1010340245,1.41
1010340895,1.24
1010341373,0.8
1010341672,0.7
1010341853,0.56
1010342410,1.37
1010343232,1.27
1010344430,0.8
1010344927,0.37
1010345085,2.7
1010345590,0.63
1010346796,0.49
1010347245,1.82
1010347479,0.48
1010347829,1.05
1010348621,1.04
1010348624,0.96
1010348798,0.84
1010349043,0.65
1010349444,0.59
1010350133,1.07
1010350368,0.75
1010350874,1.04
1010351272,0.84
1010353333,0.45
1010353658,1.38
1010356259,0.59
1010357402,0.82
1010358519,0.9
1010359432,0.75
1010359744,1.26
1010360497,2.49
1010361034,0.78
1010361527,1.48
1010361691,1.07
1010361839,1.85
1010363531,0.93
1010364807,0.64
1010364872,1.04
1010365032,1.38
1010365277,0.87
1010366613,0.46
1010366644,1.26
1010368348,1.63
1010369426,1.71
1010369678,1.66
1010369702,2.54
1010369731,0.97
1010370325,0.49
1010371912,0.43
1010372974,0.92
1010373255,0.9
1010373476,1.13
1010373932,1.47
1010374676,1.34
1010374851,3.87
1010375333,0.95
1010375641,1.31
1010375692,0.48
1010375903,1.12
1010376204,0.79
1010376572,2.19
1010379576,0.86
1010380636,0.6
1010380770,1.01
1010381016,1.71
1010382947,1.48
1010383657,1.06
1010384123,1.61
1010384524,0.47
1010386128,1.45
1010386511,0.91
1010387219,1.33
1010388178,1.32
1010388448,1.13
1010389349,5.18
1010389779,1.2
1010392069,1.47
1010392101,1.63
1010392716,0.6
1010393714,0.52
1010394193,2.49
1010394787,1.75
1010394849,1.35
1010395014,0.52
1010395205,1.19
1010397162,1.53
1010397327,1.66
1010398095,0.95
1010398150,1.24
1010398946,2.4
1010399548,0.77
1010400014,0.48
1010400052,2.44
1010400292,1.52
1010400331,1.9
1010402109,0.84
1010402121,2.1
1010403266,1.1
1010403928,1.29
1010404263,0.81
1010404307,1.38
1010404468,0.78
1010404853,1.57
1010405050,0.4
1010405658,1.2
1010406103,1.07
1010407095,0.6
1010407901,0.65
1010408534,1.69
1010408751,1.21
1010408987,0.87
1010409028,2.26
1010409746,1.04
1010409786,1.19
1010410056,1.02
1010410774,0.58
1010410968,1.35
1010411169,1.14
1010411309,1.65
1010411580,1.03
1010412368,0.96
1010412434,1.83
1010412916,0.53
1010413054,1.64
1010413518,1.53
1010414391,1.67
1010414825,1.21
1010415571,1.14
1010415760,0.67
1010416025,0.61
1010417536,0.56
1010419175,0.52
1010419423,1.43
1010419994,1.77
1010419998,1.11
1010420104,1.09
1010420342,1.08
1010421001,0.84
1010421277,1.23
1010421509,1.68
1010422092,0.57
1010422317,0.55
1010422464,1.11
1010423000,1.08
1010423321,1.16
1010423519,1.25
1010423783,0.32
1010424406,2.23
1010425787,1.47
1010425924,1.32
1010426522,0.98
1010426952,0.69
1010428222,1.69
1010428764,0.97
1010433315,0.73
1010434702,0.64
1010434876,0.86
1010435580,1.97
1010436720,0.91
1010437170,1.94
1010437288,1.02
1010437574,0.53
1010437599,0.97
1010437974,0.74
1010438035,1.47
1010438139,1.59
1010438579,0.74
1010439017,0.95
1010439029,0.45
1010439984,1.08
1010440450,0.95
1010441168,0.47
1010441663,0.9
1010442355,0.52
1010443022,1.01
1010443761,3.29
1010443982,0.41
1010444574,1.64
1010444980,1.17
1010445810,0.4
1010446032,1.33
1010446645,0.86
1010446665,0.72
1010447805,0.47
1010448116,2.58
1010448313,0.71
1010448580,1.77
1010448999,0.37
1010449072,0.85
1010449114,0.7
1010450477,1.14
1010450753,1.15
1010450938,1.24
1010451139,1.98
1010451928,1.23
1010452651,1.47
1010454800,1.63
1010456843,2.6
1010457030,0.39
1010457591,3.45
1010457634,1.35
1010457835,1.28
1010458422,0.62
1010459677,0.96
1010459705,0.52
1010460831,1.44
1010461403,0.93
1010461712,1.45
1010462415,1.33
1010462591,2.66
1010462991,0.78
1010463040,3.01
1010463266,1.96
1010464370,1.09
1010464657,1.01
1010465698,1.29
1010467187,2.09
1010467619,1.51
1010467637,1.06
1010468335,1.54
1010469179,1.05
1010470049,1.53
1010470111,0.79
1010470893,0.51
1010471857,0.88
1010471948,1.19
1010472088,0.72
1010475537,0.64
1010475563,0.87
1010475771,1.12
1010476185,0.97
1010476206,1.16
1010476434,0.69
1010476527,0.72
1010477220,1.65
1010477599,1.45
1010477834,2.17
1010478449,0.57
1010478852,0.94
1010480148,0.9
1010481107,0.53
1010482236,0.92
1010483672,0.84
1010483906,0.65
1010484065,0.6
1010485914,0.45
1010486332,1.19
1010486438,0.02
1010486440,0.01
1010486441,0.03
1010486442,0.02
1010486443,0.07
1010486444,0.01
1010486448,0.02
1010486773,0.62
1010487155,0.47
1010488169,1.36
1010488560,0.59
1010490026,2.16
1010491294,0.84
1010491815,0.31
1010492723,0.88
1010492994,0.85
1010493321,1.16
1010493381,0.69
1010493850,1.2
1010493867,1.42
1010496072,0.42
1010497559,1.05
1010498271,1.09
1010498510,0.76
1010499684,0.73
1010499993,1.43
1010500505,1.2
1010500859,1.01
1010500950,0.8
1010502388,1.22
1010503261,0.99
1010503337,0.91
1010503764,1.16
1010504422,0.89
1010505075,0.92
1010508417,1.3
1010508928,1.23
1010509100,0.62
1010511374,0.93
1010511699,2.02
1010511895,0.92
1010512724,0.74
1010513813,1.53
1010513990,1.27
1010514099,0.68
1010514375,0.76
1010514529,1.23
1010514651,0.81
1010515000,1.72
1010515012,0.75
1010515234,0.46
1010515544,0.88
1010515591,2.41
1010517294,0.58
1010517747,1.24
1010518484,1.04
1010520927,1.96
1010521012,1.53
1010521279,0.6
1010521645,1.58
1010527758,2.15
1010527978,0.42
1010528909,1.78
1010530287,1.79
1010530859,2.08
1010532857,0.92
1010533312,1.43
1010533526,1.67
1010534259,1.92
1010534730,0.91
1010535499,0.95
1010537595,1.07
1010537768,1.36
1010537919,0.89
1010538083,1.21
1010538702,1.47
1010539401,0.93
1010539695,2.01
1010540238,0.69
1010540717,0.81
1010541858,2.34
1010543954,1.34
1010544082,1.09
1010544142,0.76
1010544262,0.98
1010544790,1.81
1010544922,0.5
1010546436,1.52
1010547925,1.01
1010550761,1.78
1010551022,0.8
1010551439,1.15
1010551882,1
1010552305,1.07
1010552521,0.35
1010553273,1.23
1010553292,1.38
1010554091,0.88
1010555192,0.46
1010555742,0.56
1010555759,1.13
1010556786,0.98
1010557021,1.02
1010558637,1.74
1010561787,0.74
1010562462,1.14
1010563378,0.78
1010564223,0.86
1010564542,0.96
1010564743,1.1
1010565181,0.4
1010565843,0.75
1010567208,0.92
1010567560,0.84
1010567744,0.63
1010568063,1.41
1010568441,1.29
1010569612,2.75
1010570097,0.98
1010570129,0.29
1010571355,1.07
1010571767,1.77
1010572019,1.18
1010573998,1.49
1010575037,1.2
1010575441,1.2
1010576153,0.95
1010576346,0.32
1010576520,0.24
1010576996,0.53
1010578133,1.59
1010578320,0.91
1010578562,1.82
1010579401,0.96
1010582301,1.1
1010583313,0.86
1010583948,0.93
1010584670,0.69
1010586451,1.14
1010588766,0.87
1010589390,0.91
1010589797,1.47
1010589879,1.41
1010590363,2.36
1010591024,0.82
1010591433,2.38
1010592244,1.11
1010592298,1.45
1010592309,1.68
1010592810,1.05
1010593827,0.44
1010594299,1.74
1010594617,0.72
1010596291,1.71
1010596679,1.77
1010596781,0.42
1010597001,1.56
1010597139,1.87
1010598698,2.24
1010598951,1.03
1010599147,1.29
1010601638,1.23
1010602293,0.72
1010603486,1.65
1010604178,0.87
1010604312,0.87
1010605263,1.05
1010605312,1.63
1010605671,0.75
1010606616,1.16
1010606622,1.66
1010608238,0.93
1010609433,0.8
1010609454,0.75
1010609546,0.69
1010610814,1.02
1010611046,1.45
1010611887,0.74
1010612494,1.23
1010612967,0.68
1010614738,0.96
1010616542,1.66
1010617637,0.87
1010618086,1.21
1010619492,1.53
1010620343,0.79
1010621145,0.46
1010621953,1.21
1010626952,1.07
1010627394,0.89
1010627950,0.96
1010628062,0.85
1010628145,1.69
1010629985,0.76
1010631863,0.41
1010633360,1.02
1010633776,1.61
1010635136,1.05
1010635923,0.9
1010636503,1.01
1010636817,1.06
1010636856,1.95
1010638254,1.53
1010638938,1.3
1010643492,1.23
1010644121,2.97
1010644573,1.21
1010644976,0.34
1010645091,2.05
1010645653,0.83
1010646720,0.98
1010647057,1.13
1010647654,0.62
1010647694,2.01
1010649127,0.66
1010651287,2.45
1010651821,0.76
1010652543,0.73
1010652584,1.03
1010652770,0.67
1010652931,0.96
1010653524,0.68
1010654145,1.49
1010654182,1.62
1010654691,1.17
1010656127,1.21
1010656474,1.91
1010657742,0.8
1010657754,0.97
1010658501,1.56
1010658795,0.85
1010659309,0.99
1010660814,0.54
1010661055,1.56
1010662490,3.86
1010663428,0.86
1010663465,1.27
1010663713,1.37
1010663942,5.04
1010664114,1.79
1010664130,1.38
1010665021,0.65
1010666007,1.64
1010667593,0.97
1010668213,1.38
1010668815,0.84
1010668953,2.16
1010670453,0.81
1010670599,1.09
1010671706,0.95
1010673623,1.06
1010674325,1.04
1010674772,0.81
1010676033,2.98
1010676313,1.29
1010676836,0.92
1010677938,1.1
1010678042,1.43
1010678309,1.71
1010678537,1.7
1010678801,1.05
1010678855,0.98
1010678967,2.37
1010680285,1.5
1010680481,0.79
1010680532,1.17
1010680750,1.19
1010680872,1.26
1010681839,0.75
1010682114,1.59
1010682339,1.44
1010682998,0.88
1010683432,1.2
1010684140,0.49
1010685691,0.98
1010686597,1.9
1010686804,1.02
1010686846,1.54
1010687463,0.99
1010688532,0.67
1010688998,0.93
1010689028,1.43
1010689555,1.76
1010691166,1.19
1010691559,1.46
1010691586,1.72
1010691726,0.72
1010691827,0.89
1010692116,0.87
1010693588,0.69
1010694495,0.85
1010694859,0.62
1010695780,0.94
1010696389,0.87
1010697806,0.94
1010697924,0.85
1010698716,1.12
1010699864,0.43
1010700130,1.09
1010700307,1.37
1010701684,1.36
1010703447,0.87
1010704222,0.64
1010704858,0.96
1010705452,0.83
1010705777,0.31
1010706423,0.64
1010706441,0.86
1010706998,0.76
1010708466,1.04
1010708478,0.69
1010708819,1.38
1010709083,1.19
1010709372,1.3
1010711008,0.56
1010711537,1.09
1010714177,0.55
1010715428,2.59
1010716205,0.5
1010716685,0.69
1010717021,1.11
1010717038,0.55
1010717368,1.96
1010717646,0.72
1010718002,1.24
1010718889,1.21
1010719240,1.14
1010720305,1.24
1010720625,0.81
1010721120,1.52
1010721759,0.9
1010721948,0.71
1010722341,3.85
1010722745,1.43
1010723008,1.2
1010723407,0.74
1010723754,0.89
1010724543,0.99
1010725562,2.58
1010725868,0.72
1010726373,1.18
1010727585,0.73
1010727592,1.38
1010728533,1.07
1010729407,0.78
1010729640,0.95
1010730367,1.36
1010732494,1.59
1010732788,0.95
1010734688,0.74
1010735030,1.27
1010735407,1.16
1010736226,0.37
1010737535,2
1010737635,0.57
1010737748,1.04
1010738804,0.95
1010739777,0.46
1010740467,1.39
1010740746,0.37
1010742200,1.31
1010742602,0.96
1010744647,0.62
1010745874,1.45
1010746278,0.41
1010748460,1.57
1010750095,1
1010752743,0.53
1010753139,1.82
1010754265,0.77
1010754674,0.58
1010754686,0.47
1010756410,0.56
1010756852,1.85
1010757290,1.23
1010757351,1.15
1010757554,0.49
1010757750,1.05
1010758715,0.89
1010758798,1.51
1010759117,1.15
1010760078,1.08
1010760109,0.95
1010762557,0.36
1010762756,0.92
1010762857,0.53
1010763155,0.4
1010764129,1.98
1010764144,1.07
1010764145,0.57
1010764219,1.34
1010765236,0.97
1010765783,1.44
1010765857,0.96
1010767041,0.85
1010767772,1.18
1010767836,0.9
1010768157,2.86
1010768472,1.4
1010769247,1.08
1010769578,0.69
1010769688,2.58
1010769935,1.26
1010771555,0.52
1010773114,1.94
1010773156,1.42
1010773712,1.02
1010774042,1.75
1010774888,0.92
1010775392,0.68
1010776208,0.93
1010776366,1.28
1010776516,0.69
1010776802,1.63
1010776942,2.44
1010777239,1.17
1010777568,0.83
1010778314,0.49
1010778374,0.84
1010779033,0.86
1010781521,0.8
1010782298,1.45
1010783747,1.71
1010784567,0.65
1010784760,0.81
1010784993,0.83
1010785389,0.61
1010786281,0.46
1010786810,1.24
1010787128,1.64
1010787331,1.01
1010787349,1.64
1010787687,0.49
1010789626,1.43
1010790422,0.6
1010791847,1.13
1010793234,1.19
1010794136,0.66
1010796455,0.51
1010797469,0.7
1010797667,2.24
