_id,overall_stats.avg_battle_values.avg_spot_dmg
1000894685,22764
1000894747,12807
1000894766,21530
1000894810,15083
1000895000,13897
1000895777,30717
1000895892,15458
1000896145,8078
1000896195,10961
1000896250,20419
1000896260,18538
1000896962,16634
1000896965,14847
1000897099,24653
1000897279,23859
1000897508,17949
1000897626,19405
1000897716,19229
1000897739,4804
1000897808,14205
1000897921,17465
1000898014,9987
1000898043,17054
1000898096,12052
1000898124,16274
1000898297,23589
1000898333,13941
1000898349,21464
1000898510,8045
1000898743,19273
1000898797,13158
1000898861,13444
1000898864,14518
1000898902,18171
1000898928,10973
1000899012,14762
1000899108,14683
1000899113,10669
1000899157,19007
1000899435,13667
1000899460,15701
1000899468,11468
1000899631,59500
1000899656,20665
1000899726,12776
1000899771,14875
1000899876,18498
1000900010,30405
1000900020,17388
1000900449,23456
1000900880,15463
1000900926,16603
1000900936,28344
1000900957,21785
1000900972,17990
1000900995,10932
1000901055,14589
1000901095,14003
1000901218,14709
1000901252,14660
1000901306,12675
1000901417,19550
1000901726,14802
1000901918,6555
1000901963,23438
1000902553,19429
1000902649,18673
1000902673,22831
1000902758,7126
1000902848,12104
1000902852,16260
1000903088,12105
1000903099,106825
1000903236,14767
1000903247,14810
1000903399,14917
1000903404,16954
1000903465,17146
1000903625,24215
1000903633,22497
1000903898,15244
1000904061,13799
1000904082,10420
1000904178,16090
1000904357,10024
1000904385,20092
1000904404,27754
1000904440,10607
1000904702,15560
1000904739,16359
1000904768,11447
1000904942,17660
1000905171,8112
1000905178,8538
1000905202,25303
1000905239,11415
1000905245,17102
1000905280,18118
1000905299,20095
1000905321,24829
1000905335,15111
1000905368,23531
1000905384,9054
1000905452,10914
1000905498,24388
1000905626,19128
1000905672,18848
1000905725,15018
1000905850,22965
1000905884,12600
1000905992,11577
1000906212,13708
1000906258,28666
1000906409,23560
1000906485,9694
1000906581,10870
1000906718,23195
1000906767,14139
1000906769,37673
1000906835,19706
1000906977,21888
1000907019,9677
1000907349,20773
1000907557,12060
1000907737,13798
1000908061,32634
1000908142,9997
1000908147,19641
1000908266,19976
1000908554,17011
1000908568,10366
1000908945,24029
1000909101,32255
1000909467,24716
1000909586,18937
1000909856,9990
1000909864,10011
1000909870,39867
1000910061,15645
1000910173,19749
1000910213,28235
1000910275,7770
1000910347,11786
1000910379,13144
1000910513,19588
1000910525,43879
1000910564,14082
1000910589,14230
1000910821,18831
1000911143,9409
1000911231,20151
1000911410,38171
1000911441,8550
1000912022,13370
1000912297,18159
1000912379,14670
1000912461,13417
1000912493,12896
1000912505,18587
1000912529,19128
1000912535,16342
1000912716,15804
1000912864,9980
1000912871,12947
1000912961,19092
1000913236,13855
1000913284,20999
1000913294,14722
1000913529,27434
1000913538,18559
1000913550,8140
1000913772,8830
1000913815,13720
1000913869,26696
1000913913,22735
1000913967,8580
1000914024,19520
1000914182,6645
1000914229,4307
1000914262,16111
1000914269,27078
1000914338,16305
1000914385,16450
1000914485,9800
1000914601,16058
1000914916,7375
1000915561,26022
1000915853,25229
1000915855,9505
1000916117,8925
1000916118,17746
1000916148,22145
1000916234,12462
1000916342,23605
1000916377,14979
1000916534,15440
1000916811,17784
1000916864,14472
1000917066,14337
1000917074,16196
1000917251,0
1000917502,19311
1000917532,24884
1000917626,21075
1000917756,16727
1000918298,14664
1000918436,22942
1000918515,8009
1000918523,23253
1000918661,11534
1000918826,48516
1000918864,14561
1000919013,11796
1000919299,12666
1000919344,17272
1000919419,20902
1000919455,25281
1000919478,15331
1000919621,17045
1000919687,11462
1000919778,22205
1000919964,16358
1000920034,13926
1000920119,8426
1000920125,21112
1000920229,12357
1000920335,11376
1000920344,15227
1000920428,16037
1000920430,20189
1000920563,16498
1000920636,20195
1000920691,16729
1000920724,17608
1000920855,16122
1000920873,11977
1000921035,9544
1000921080,21991
1000921117,20721
1000921207,14237
1000921270,14359
1000921273,10409
1000921425,11742
1000921490,12785
1000921643,19526
1000921727,10069
1000921877,12102
1000921927,12477
1000922556,16059
1000922602,17511
1000922684,14721
1000922744,16710
1000922793,17557
1000923189,6908
1000923527,11252
1000923550,16650
1000923709,11019
1000923747,22036
1000923813,21889
1000923921,21571
1000923943,18518
1000924061,21509
1000924353,12371
1000924928,15599
1000924930,21884
1000925216,11784
1000925229,16640
1000925250,14311
1000925369,31709
1000925372,22717
1000925443,17044
1000925522,13521
1000925609,10063
1000925681,23172
1000925722,17760
1000925746,7879
1000925845,14385
1000926026,18499
1000926094,14197
1000926123,6560
1000926187,17863
1000926348,9398
1000926376,12865
1000926561,9716
1000926733,14874
1000926867,13160
1000927001,13190
1000927033,16991
1000927127,21715
1000927280,18409
1000927370,17333
1000927461,19430
1000927967,19565
1000928002,21319
1000928015,18323
1000928041,15263
1000928057,16147
1000928090,16380
1000928207,18601
1000928497,15573
1000928644,28493
1000928648,21669
1000928674,15664
1000928797,21208
1000928938,12442
1000928982,14809
1000929079,23768
1000929254,13852
1000929400,29429
1000929482,19871
1000929610,17284
1000929621,25885
1000929682,12221
1000929829,18185
1000929883,14045
1000929980,13053
1000930022,8566
1000930067,12705
1000930291,26272
1000930318,9762
1000930397,19089
1000930497,14023
1000930588,7284
1000930875,18405
1000931225,19652
1000931279,12231
1000931414,18935
1000931425,14982
1000931607,8104
1000931620,16181
1000931937,11622
1000931959,19745
1000931998,28279
1000932097,12317
1000932104,11787
1000932119,18947
1000932396,18946
1000932432,19136
1000932729,18019
1000932855,19935
1000932893,23368
1000932895,22550
1000932991,12955
1000933017,8265
1000933047,21749
1000933338,17569
1000933348,23404
1000933427,20050
1000933454,23001
1000933489,15680
1000933738,10973
1000933799,12962
1000933856,11483
1000933872,18683
1000933933,9789
1000933941,13718
1000933966,17296
1000934234,14062
1000934464,12358
1000934526,15176
1000934738,20777
1000934741,14399
1000934887,14591
1000934987,25486
1000935345,10616
1000935529,53365
1000935882,8305
1000936010,9916
1000936133,14187
1000936138,8710
1000936178,15355
1000936381,20670
1000936426,14503
1000936659,20306
1000936789,7017
1000936879,12133
1000937007,17387
1000937138,18602
1000937386,12868
1000937464,17908
1000937506,23629
1000937512,15040
1000937592,13126
1000937695,11254
1000937897,15933
1000937926,20626
1000938274,11048
1000938282,31876
1000938537,8265
1000938603,20899
1000938813,14403
1000938821,16834
1000938969,22275
1000939002,10984
1000939082,17752
1000939177,20514
1000939346,12124
1000939450,17412
1000939527,23323
1000939531,16799
1000939557,17203
1000939618,13947
1000939635,15895
1000939777,15413
1000939822,21576
1000939878,21752
1000939879,12215
1000939986,10377
1000940106,7323
1000940217,21912
1000940426,14535
1000940492,9272
1000940951,11975
1000941122,9522
1000941235,20409
1000941482,16986
1000941525,11114
1000941549,16221
1000941560,23784
1000942043,13731
1000942147,19277
1000942645,20693
1000942646,16658
1000942670,14208
1000942713,13678
1000942907,14500
1000942939,12906
1000943070,15517
1000943200,17745
1000943227,17394
1000943253,14140
1000943289,16082
1000943480,9962
1000943543,12749
1000943604,18298
1000943626,27619
1000943637,9142
1000943678,14499
1000943704,14131
1000943848,8547
1000944090,16926
1000944268,13752
1000944341,39188
1000944410,14740
1000944568,16860
1000944584,17265
1000944705,28585
1000944741,12873
1000944791,8869
1000944981,16686
1000945031,29939
1000945116,19693
1000945328,15313
1000945401,19577
1000945592,19237
1000945893,21304
1000946015,9144
1000946016,11526
1000946278,11253
1000946316,23097
1000946320,9430
1000946472,16060
1000946545,18999
1000946881,21452
1000947071,22565
1000947261,13705
1000947386,17318
1000947401,21718
1000947486,21948
1000947504,6861
1000947674,11746
1000947694,18284
1000947930,14164
1000948024,10046
1000948397,14564
1000948413,14035
1000948454,8143
1000948490,16158
1000948597,17296
1000948738,18782
1000948793,13923
1000948853,42709
1000948948,15759
1000948991,30786
1000949204,5743
1000949282,9764
1000949328,27799
1000949526,15946
1000949669,22132
1000949671,9596
1000949709,25832
1000949732,10278
1000949975,21231
1000949997,28865
1000950128,17620
1000950130,13573
1000950339,16891
1000950364,7402
1000950494,11528
1000950527,14724
1000950771,25041
1000950806,9733
1000950828,10880
1000951063,13848
1000951120,10929
1000951139,13054
1000951376,25402
1000951407,11807
1000951415,7567
1000951747,20825
1000951805,19014
1000951819,8623
1000951913,19058
1000951951,11295
1000952045,14333
1000952251,20891
1000952778,15696
1000952935,13445
1000952989,13870
1000953328,12467
1000953445,18179
1000953461,6461
1000953508,13796
1000953639,10794
1000953799,13982
1000954272,11173
1000954282,13465
1000954411,17104
1000954417,6397
1000954572,18510
1000954582,19909
1000954680,14250
1000954759,18603
1000954787,9235
1000954803,24834
1000954858,16590
1000954942,13744
1000955031,18277
1000955034,18528
1000955071,32041
1000955296,12053
1000955324,13768
1000955416,11876
1000955515,15177
1000955527,12668
1000955602,6817
1000955769,24993
1000955835,11195
1000955892,8043
1000956120,21320
1000956202,24992
1000956357,11129
1000956511,29860
1000956527,23793
1000956621,22430
1000956644,17483
1000956647,17633
1000956694,12389
1000956698,23843
1000956726,10906
1000956755,21900
1000956799,20799
1000956962,7937
1000957245,18100
1000957285,12101
1000957311,18460
1000957369,20285
1000957532,21967
1000957598,14504
1000957626,21714
1000958240,13373
1000958288,18470
1000958375,22138
1000958475,21961
1000958527,23645
1000958633,8976
1000958695,16929
1000958738,14973
1000958947,15430
1000959028,16039
1000959540,13791
1000959567,15174
1000959623,23345
1000959669,9438
1000959992,10710
1000960015,28812
1000960042,6549
1000960079,18984
1000960162,11316
1000960264,17019
1000960783,10840
1000960856,8594
1000960859,34795
1000960868,17971
1000960878,19514
1000960924,21439
1000961016,14741
1000961039,0
1000961100,26407
1000961113,9357
1000961192,24079
1000961274,19478
1000961397,13375
1000961450,22644
1000961455,12280
1000961481,12692
1000961489,18848
1000961594,15030
1000961697,20290
1000961724,8950
1000961792,13656
1000961961,18703
1000962170,7174
1000962302,20052
1000962309,10369
1000962321,13174
1000962492,21013
1000962510,9392
1000962562,21223
1000962630,21603
1000962644,10023
1000962657,13987
1000962688,31019
1000962708,9742
1000962710,6480
1000962742,7352
1000962795,26344
1000962848,12619
1000962947,25436
1000962961,5528
1000962973,23412
1000963214,35463
1000963253,19238
1000963323,10550
1000963354,25673
1000963494,12693
1000963605,14950
1000963624,12258
1000963645,29870
1000963677,14189
1000963780,30609
1000964564,27031
1000964617,14040
1000964646,6213
1000964665,16826
1000964720,14551
1000964929,9271
1000965075,17803
1000965288,19125
1000965366,19019
1000965721,24063
1000965742,14844
1000965809,21479
1000965834,15154
1000966175,10195
1000966317,20692
1000966354,11801
1000966435,7451
1000966469,10004
1000966596,13891
1000966717,10552
1000966773,18826
1000966840,23840
1000967000,22211
1000967112,22313
1000967140,19355
1000967158,19069
1000967256,10664
1000967294,16320
1000967364,13399
1000967369,9047
1000967391,11244
1000967423,28328
1000967434,21519
1000967501,17648
1000967523,9369
1000967612,19972
1000967659,17197
1000967772,15110
1000967804,19566
1000967830,19513
1000967943,18702
1000968111,28211
1000968363,14946
1000968468,17133
1000969231,24319
1000970111,8672
1000970315,8344
1000970392,20788
1000970423,22273
1000970503,25802
1000970782,10941
1000970921,16135
1000970985,9172
1000971130,9158
1000971134,19095
1000971305,15537
1000971330,157524
1000971493,11571
1000971633,13097
1000971738,123315
1000971932,20094
1000971979,16270
1000972001,12713
1000972044,13630
1000972169,17433
1000972174,25254
1000972243,20123
1000972250,23629
1000972268,19955
1000972286,11169
1000972316,27574
1000972402,20256
1000972450,16995
1000972475,14576
1000972612,17066
1000972617,27517
1000972709,29075
1000972750,11982
1000972786,14712
1000972854,15508
1000972920,12892
1000973003,8847
1000973021,23161
1000973242,15616
1000973687,50310
1000974084,13436
1000974126,19633
1000974135,20107
1000974322,10800
1000974858,11423
1000974907,29603
1000974948,11904
1000975046,25442
1000975054,21797
1000975141,14900
1000975255,18087
1000975484,23349
1000975588,15965
1000975617,19967
1000975659,13385
1000975867,17261
1000975964,12863
1000975968,17798
1000976139,6915
1000976178,8131
1000976259,15488
1000976339,15387
1000976385,11219
1000976651,30119
1000976703,12659
1000976739,18453
1000976817,17530
1000976929,19340
1000976945,26391
1000976981,17690
1000977026,20307
1000977050,18782
1000977233,33356
1000977247,17341
1000977338,18495
1000977356,13295
1000977433,245665
1000977445,14845
1000977458,12827
1000977588,24647
1000977596,18233
1000977738,11666
1000977789,7858
1000977984,13200
1000978036,14623
1000978047,14480
1000978324,17634
1000978359,13655
1000978386,25588
1000978399,10083
1000978464,12078
1000978742,10991
1000978762,21561
1000978793,15491
1000978857,18911
1000978900,22087
1000978949,5519
1000979154,19078
1000979187,7468
1000979217,19982
1000979284,19967
1000979363,22906
1000979448,13824
1000979473,11318
1000979595,8847
1000979625,25811
1000979639,28130
1000979645,10736
1000979659,12882
1000979683,18236
1000979761,10618
1000979859,16245
1000979902,5189
1000979960,17800
1000980022,18933
1000980042,12866
1000980102,21213
1000980117,20538
1000980143,16910
1000980254,23582
1000980257,8837
1000980351,29582
1000980369,16185
1000980624,17274
1000980714,15267
1000980799,14228
1000980821,9775
1000980973,14923
1000981105,11912
1000981867,7555
1000981883,13759
1000982003,18400
1000982064,11969
1000982226,20563
1000982450,16366
1000982561,11110
1000982565,20530
1000982778,21110
1000982783,12571
1000982909,4977
1000982942,7242
1000983154,33578
1000983259,19160
1000983276,22365
1000983280,17324
1000983310,19621
1000983473,16582
1000983558,14130
1000983601,20767
1000983712,19594
1000983763,27234
1000983812,10541
1000983852,14723
1000983973,17829
1000984029,11934
1000984413,17249
1000984459,29998
1000984520,18989
1000984585,9739
1000984617,40692
1000984658,20175
1000984660,24308
1000984768,16123
1000984834,18727
1000984940,16561
1000985178,11916
1000985186,12228
1000985302,23512
1000985708,21671
1000985748,25992
1000986031,21372
1000986061,17915
1000986082,22148
1000986322,17994
1000986325,16287
1000986359,19905
1000986373,8994
1000986427,21387
1000986479,13528
1000986543,14883
1000986578,17483
1000986596,9018
1000986857,36010
1000986935,12285
1000987110,22376
1000987214,16025
1000987262,9990
1000987323,24587
1000987337,26351
1000987467,26335
1000987539,17187
1000987578,23476
1000987588,14768
1000987642,6771
1000987717,24701
1000987791,12666
1000987845,31217
1000987851,17549
1000987928,8183
1000988188,22469
1000988262,11414
1000988266,21364
1000988313,17758
1000988359,19544
1000988539,15994
1000988542,7492
1000988605,14032
1000988725,9028
1000988729,15817
1000988764,31670
1000988768,23203
1000988929,16965
1000988974,22428
1000989094,23631
1000989481,20839
1000989586,15694
1000989747,7185
1000989788,30874
1000989810,11650
1000990103,25071
1000990257,17039
1000990289,16025
1000990307,9408
1000990344,11548
1000990665,19457
1000990696,9119
1000990883,17941
1000990980,16108
1000991000,17880
1000991165,20324
1000991219,15078
1000991421,9489
1000991443,25006
1000991499,14830
1000991505,8473
1000991526,20242
1000991543,32399
1000991564,10941
1000991666,12598
1000991723,14470
1000991728,25870
1000991774,7877
1000991825,18472
1000992075,13936
1000992107,27824
1000992136,17942
1000992187,14352
1000992257,16361
1000992264,7512
1000992317,13534
1000992426,8886
1000992510,15275
1000992540,10816
1000992710,7822
1000992771,13462
1000992788,27700
1000992808,24207
1000992836,15941
1000992854,13031
1000992872,22243
1000992881,18384
1000992895,17777
1000992960,5676
1000993097,21967
1000993674,15927
1000993685,19060
1000993732,19521
1000993804,17681
1000993851,9682
1000993861,6825
1000993866,31119
1000993953,27234
1000993979,11009
1000993987,11219
1000994099,12818
1000994172,16154
1000994352,14482
1000994400,15353
1000994415,17873
1000994471,12267
1000994596,14229
1000994939,13414
1000994972,11614
1000995133,13852
1000995145,16103
1000995174,14994
1000995320,28538
1000995391,11732
1000995519,6221
1000995534,12275
1000995559,10741
1000995619,11207
1000995671,11837
1000995683,12202
1000995769,12284
1000995809,20134
1000995822,18946
1000995872,18160
1000996014,16118
1000996085,22252
1000996118,16204
1000996211,26767
1000996215,13999
1000996236,10178
1000996247,16814
1000996325,16906
1000996353,15848
1000996371,15932
1000996547,24977
1000996583,16411
1000996711,11282
1000996720,16389
1000996864,8472
1000996979,16923
1000997121,9077
1000997133,17284
1000997141,17898
1000997253,14041
1000997335,16914
1000997341,25068
1000997438,6613
1000997612,12106
1000997741,62462
1000997836,16674
1000998026,10755
1000998152,15325
1000998182,22696
1000998460,8506
1000998649,15624
1000998712,17990
1000998729,13587
1000998767,14775
1000998791,304308
1000998924,13098
1000998930,17980
1000998941,10508
1000999111,18586
1000999142,21860
1000999259,20910
1000999318,15819
1000999380,12459
1000999420,20511
1000999554,19819
1000999792,14915
1000999798,11052
1000999977,5860
1001000098,21790
1001000167,19195
1001000264,17148
1001000355,13247
1001000508,7668
1001000641,11426
1001000698,17210
1001000944,18366
1001000978,27550
1001000990,9965
1001001153,15305
1001001193,9797
1001001214,12338
1001001289,15960
1001001434,28040
1001001439,14956
1001001685,16287
1001001762,19795
1001001860,13320
1001001891,17541
1001001918,12676
1001001926,19841
1001001937,9290
1001001947,13588
1001002070,22983
1001002175,16135
1001002304,8331
1001002489,13459
1001002491,11674
1001002542,14000
1001002592,18917
1001002625,8071
1001002632,16268
1001002655,11866
1001002671,15818
1001002700,23091
1001002731,7786
1001002880,22638
1001002903,18509
1001002997,12873
1001003117,14537
1001003212,27440
1001003275,16411
1001003284,15828
1001003292,20794
1001003370,8623
1001003474,19140
1001003477,16939
1001003525,19806
1001003763,11599
1001004011,23123
1001004332,17966
1001004347,12833
1001004795,18958
1001004828,14022
1001004860,18683
1001004896,26644
1001005000,12695
1001005081,19901
1001005132,18931
1001005400,19352
1001005532,17419
1001005569,7086
1001005726,8832
1001005740,18978
1001005763,35885
1001005798,14916
1001005811,13019
1001005986,9840
1001006061,17701
1001006096,21741
1001006117,27987
1001006202,13468
1001006213,19812
1001006224,16645
1001006547,29069
1001006620,18070
1001006668,19440
1001006706,27608
1001006867,15915
1001006944,27617
1001006985,15918
1001007092,21839
1001007156,16466
1001007195,10123
1001007644,7575
1001007779,20355
1001007927,9799
1001008072,10945
1001008097,24961
1001008188,9587
1001008311,18510
1001008498,29615
1001008516,12325
1001008774,9034
1001008817,19168
1001008973,16321
1001009019,10462
1001009108,14712
1001009283,10376
1001009365,9547
1001009392,29496
1001009403,13216
1001009455,15468
1001009464,7629
1001009548,19555
1001009573,17732
1001009840,26507
1001010010,15607
1001010021,23566
1001010088,9892
1001010196,17035
1001010209,14392
1001010217,15281
1001010271,11125
1001010581,21499
1001010686,3039
1001010940,16491
1001010948,10783
1001011018,27189
1001011109,14342
1001011308,12083
1001011334,41081
1001011636,18517
1001011660,18408
1001011841,7833
1001011929,6746
1001012038,21456
1001012054,16520
1001012085,14260
1001012117,14240
1001012262,20609
1001012299,24658
1001012310,9567
1001012396,12218
1001012419,18261
1001012484,17070
1001012730,22504
1001012798,17435
1001013100,11778
1001013372,16473
1001013388,20146
1001013404,10160
1001013409,25739
1001013477,14935
1001013502,11652
1001013860,11924
1001013870,14260
1001013891,15541
1001013918,14731
1001014084,15917
1001014182,9915
1001014259,22492
1001014790,16397
1001014869,21960
1001015016,11587
1001015225,16461
1001015346,14037
1001015420,12328
1001015656,22367
1001015660,50785
1001015768,20218
1001015770,13586
1001015871,23749
1001015880,16132
1001015940,11009
1001015967,10860
1001016113,21057
1001016124,11527
1001016146,26697
1001016194,16459
1001016211,16251
1001016236,27029
1001016282,15943
1001016300,17631
1001016404,13871
1001016469,24643
1001016512,11541
1001016517,11063
1001016569,14233
1001016647,23840
1001016916,11072
1001017000,5034
1001017002,12650
1001017078,14794
1001017381,20801
1001017520,21718
1001017646,16505
1001017959,17174
1001018069,19598
1001018273,12958
1001018549,21646
1001018649,9777
1001018748,19280
1001018818,11872
1001018910,11222
1001019158,11758
1001019271,9290
1001019346,12372
1001019382,12901
1001019405,15288
1001019516,17230
1001019548,9675
1001019637,17878
1001019681,9676
1001019773,22299
1001019801,19497
1001020172,8572
1001020218,15802
1001020256,18205
1001020276,20540
1001020306,13827
1001020325,10993
1001020341,28964
1001020361,25409
1001020487,16668
1001020521,14856
1001020913,14065
1001021038,16052
1001021116,23761
1001021268,26630
1001021336,20783
1001021392,17797
1001021469,20477
1001021849,9721
1001021850,4381
1001021860,17002
1001021979,16775
1001022075,23646
1001022120,8541
1001022215,12510
1001022308,17582
1001022438,7115
1001022527,10508
1001022644,12737
1001022703,14957
1001022780,9093
1001022830,21558
1001023025,11170
1001023096,9507
1001023104,16462
1001023188,30840
1001023196,20159
1001023338,12129
1001023360,16591
1001023474,6623
1001023520,15253
1001023538,8616
1001023555,16787
1001023582,19762
1001023622,22598
1001023748,12021
1001023841,12323
1001023941,22667
1001023972,16247
1001023979,12082
1001024099,20977
1001024117,14552
1001024137,15094
1001024177,20982
1001024182,12871
1001024203,27040
1001024310,12119
1001024326,16675
1001024526,18769
1001024802,12951
1001024806,16684
1001025164,22764
1001025261,8818
1001025449,9820
1001025536,24573
1001025637,13845
1001025688,18886
1001025705,20658
1001025728,29931
1001025762,16034
1001025766,18466
1001025792,45307
1001025842,10632
1001025990,10556
1001026012,13254
1001026068,21939
1001026074,10498
1001026137,20846
1001026166,12838
1001026188,19739
1001026212,17815
1001026295,14666
1001026297,18193
1001026320,14259
1001026518,16888
1001026538,4145
1001026546,30881
1001026578,5992
1001026579,15738
1001026705,13013
1001026806,14074
1001026847,15447
1001026856,18377
1001026905,25164
1001026935,13146
1001026959,12135
1001026980,20083
1001027057,17041
1001027098,14668
1001027175,22132
1001027266,15843
1001027324,15234
1001027338,22208
1001027361,11805
1001027493,9118
1001027669,15278
1001027671,20112
1001027784,18582
1001027899,15193
1001027909,16577
1001027953,9193
1001028013,15938
1001028037,22633
1001028161,15218
1001028203,35824
1001028403,8754
1001028436,15633
1001028472,15927
1001028483,8716
1001028575,20405
1001028888,14931
1001029228,13271
1001029292,19189
1001029317,16865
1001029323,13802
1001029343,16626
1001029503,8178
1001029519,21812
1001029613,15281
1001029769,9669
1001029771,20289
1001029791,6985
1001029810,20899
1001029866,5914
1001029910,29329
1001030082,15786
1001030136,15916
1001030145,20981
1001030151,24846
1001030224,13969
1001030272,11880
1001030518,28782
1001030652,26879
1001030662,24489
1001030913,15294
1001030940,20945
1001031478,20584
1001031878,15358
1001031997,17841
1001032255,26261
1001032271,12032
1001032371,13522
1001032394,26112
1001032511,12979
1001032729,17982
1001032787,17142
1001033029,18651
1001033244,26488
1001033422,10622
1001033489,17726
1001033856,24767
1001034168,8345
1001034372,19171
1001034504,13117
1001034669,13104
1001034835,16242
1001034852,0
1001034868,16841
1001034985,11744
1001035008,24094
1001035081,14430
1001035345,12350
1001035360,18599
1001035503,20677
1001035517,21144
1001035593,15112
1001035670,12261
1001035716,12370
1001035785,18352
1001035823,20079
1001036093,21520
1001036103,30524
1001036133,10436
1001036146,7945
1001036197,13593
1001036440,22870
1001036459,13906
1001036482,9390
1001036579,11744
1001036770,22172
1001036981,14606
1001037211,23925
1001037300,16192
1001037405,12523
1001037487,31281
1001037497,10065
1001037560,10187
1001037572,25013
1001037663,12238
1001037775,12943
1001037816,12084
1001037852,19371
1001037867,17130
1001037971,12838
1001037996,20575
1001038085,10142
1001038139,15792
1001038173,20476
1001038250,13218
1001038275,8325
1001038407,13211
1001038499,24940
1001038544,22476
1001038615,17007
1001038684,18952
1001038697,10863
1001038700,17228
1001038741,10016
1001038803,15837
1001038821,6297
1001038885,17819
1001038904,14210
1001039018,19508
1001039034,18963
1001039101,18720
1001039219,13427
1001039283,20199
1001039477,20988
1001039487,14609
1001039502,8102
1001039580,18216
1001039621,19346
1001039910,13916
1001040337,38616
1001040364,22345
1001040484,18598
1001040770,19600
1001040832,15040
1001040874,16833
1001041015,21716
1001041030,19921
1001041050,13498
1001041111,14917
1001041212,15186
1001041279,14755
1001041438,19787
1001041445,23134
1001041477,10169
1001041522,14514
1001041583,22264
1001041620,13026
1001041645,19790
1001041708,19240
1001041735,17916
1001041964,11850
1001042124,17510
1001042180,12621
1001042223,22811
1001042288,8564
1001042325,36005
1001042398,16027
1001042530,18126
1001042626,20489
1001043049,10541
1001043094,22396
1001043157,73623
1001043367,11097
1001043386,14498
1001043522,6273
1001043905,14692
1001043985,14370
1001044151,24509
1001044198,15537
1001044215,17054
1001044261,11695
1001044332,8077
1001044362,12583
1001044798,17485
1001045450,19651
1001045454,10905
1001045601,7854
1001046155,5252
1001046339,11391
1001046408,12183
1001046643,10987
1001046751,14584
1001046754,19678
1001046769,18899
1001046770,18539
1001046798,15816
1001046903,21916
1001046995,13598
1001047073,12550
1001047315,15770
1001047364,9061
1001047444,13760
1001047473,18281
1001047482,18203
1001047502,16690
1001047504,14705
1001047587,8393
1001047603,15465
1001047711,12787
1001047993,23070
1001048032,24408
1001048033,30074
1001048066,6493
1001048088,7288
1001048099,9690
1001048101,27603
1001048133,17658
1001048196,18967
1001048202,16944
1001048236,13618
1001048292,31309
1001048446,22456
1001048459,28147
1001048479,15977
1001048779,18871
1001048873,24279
1001049347,22895
1001049373,19077
1001049389,22456
1001049433,10985
1001049650,10453
1001049699,14890
1001049788,32117
1001049849,25050
1001049965,15711
1001050286,29603
1001050396,21770
1001050658,13264
1001050827,23500
1001050902,4207
1001050938,18500
1001051084,15838
1001051203,13028
1001051404,18480
1001051408,18593
1001051559,9756
1001051581,30476
1001051731,16411
1001051737,21449
1001052363,11104
1001052563,14428
1001052606,12502
1001052818,14887
1001052965,40165
1001053052,19024
1001053124,7186
1001053163,18010
1001053220,24523
1001053228,8719
1001053283,14076
1001053362,20503
1001053415,22059
1001053419,11581
1001053591,17656
1001053609,18845
1001053646,7240
1001053668,20551
1001053723,11066
1001053794,19753
1001053801,11615
1001053817,15102
1001053967,20622
1001054018,19443
1001054031,18183
1001054180,17579
1001054211,19100
1001054258,34863
1001054274,19011
1001054471,7865
1001054496,23009
1001054542,13027
1001054571,18132
1001054600,18448
1001054660,14883
1001054703,16074
1001054780,20621
1001054858,17064
1001054859,19854
1001055059,16819
1001055114,16696
1001055142,11128
1001055201,15006
1001055298,17936
1001055309,0
1001055541,15343
1001055740,10773
1001055790,16823
1001055823,17957
1001055837,12986
1001055855,26138
1001055897,13475
1001055952,10070
1001055999,10579
1001056081,13599
1001056310,28722
1001056364,21327
1001056464,19652
1001056480,16386
1001056608,10783
1001056618,0
1001056790,16798
1001056813,18567
1001056900,19270
1001057039,10616
1001057183,23472
1001057186,9145
1001057301,7721
1001057360,17524
1001057638,10244
1001057683,19337
1001057710,17403
1001057782,30583
1001057928,12976
1001057933,17374
1001057968,19005
1001057993,16155
1001058044,38985
1001058057,13477
1001058058,18658
1001058104,17829
1001058166,18307
1001058196,16214
1001058211,15477
1001058244,16405
1001058303,20892
1001058354,16774
1001058494,20093
1001058576,11143
1001058693,19013
1001058706,20504
1001058901,11154
1001058962,15158
1001059007,12414
1001059165,15312
1001059413,22528
1001059512,14826
1001059520,18484
1001059649,13019
1001059800,15726
1001059871,19449
1001060018,14117
1001060350,28456
1001060491,16209
1001060493,9375
1001060616,19677
1001060618,16727
1001060776,12178
1001060960,12052
1001060965,22341
1001060976,14117
1001061055,12624
1001061090,16206
1001061120,31136
1001061126,13704
1001061240,14469
1001061303,14420
1001061341,27326
1001061367,4955
1001061396,20040
1001061399,18260
1001061527,9606
1001061531,25696
1001061561,22318
1001061785,21807
1001061822,25096
1001062021,23261
1001062052,24037
1001062173,22057
1001062244,19443
1001062264,13618
1001062427,20351
1001062428,18846
1001062953,23082
1001063099,17756
1001063669,14124
1001063698,12555
1001063709,29002
1001063807,17053
1001063825,24678
1001063856,19687
1001063910,14949
1001064108,11420
1001064198,12123
1001064234,13259
1001064271,19112
1001064379,30151
1001064390,10939
1001064420,17101
1001064444,20313
1001064459,28193
1001064549,16803
1001064774,21324
1001064808,12597
1001064829,20299
1001064922,13524
1001064957,10430
1001065105,6470
1001065203,8046
1001065234,12948
1001065354,12622
1001065402,12209
1001065448,19047
1001065477,8639
1001065611,8388
1001065690,22576
