_id,overall_stats.avg_battle_values.avg_shoot_down
1018137055,10.19
1018137130,2.43
1018137243,0.9
1018137559,3.12
1018137587,3.64
1018137895,1.52
1018138132,2.76
1018138316,1.52
1018138570,8.16
1018138741,1.59
1018138947,1.04
1018139228,0.87
1018139273,3.12
1018139403,1.18
1018139496,1.1
1018139560,1.35
1018139631,2.35
1018139832,1.45
1018140677,7.85
1018141416,2.59
1018141430,0.93
1018141469,0.59
1018141560,2.07
1018141707,1.94
1018141782,0.76
1018141897,2.08
1018142187,1.04
1018142279,0.89
1018142395,1.6
1018142647,1.06
1018143063,2.43
1018143688,2.29
1018143703,2.65
1018143795,1.25
1018143855,3.71
1018144059,1.14
1018144081,2.6
1018144843,2.77
1018145109,1.73
1018145589,0.9
1018145758,1.43
1018145841,0.07
1018146315,1.66
1018146401,0.45
1018147875,1.04
1018147999,1.05
1018148910,0.75
1018148927,2.15
1018148960,1.99
1018148972,0.66
1018149396,1.75
1018150034,1.76
1018150210,0.89
1018150724,2.31
1018151171,1.06
1018151277,1.55
1018151671,1.75
1018151716,1.15
1018152161,1.14
1018152193,1.12
1018152877,1.71
1018153139,1.99
1018153408,1.08
1018153537,0.78
1018153839,1.43
1018154331,0.92
1018154387,1.14
1018154547,2.31
1018155399,1.08
1018155506,2.2
1018155600,0.07
1018156364,0.49
1018156481,1.03
1018157121,2.46
1018157165,10.81
1018157269,0.75
1018157468,0.86
1018157954,1.75
1018158414,1.51
1018158835,0.88
1018158939,0.5
1018158985,0.6
1018159442,0.64
1018159730,1.17
1018159793,1.1
1018159838,0
1018160183,1.1
1018161163,0.89
1018161236,2.02
1018161320,0.65
1018161479,1.03
1018161742,0.7
1018161981,1.15
1018162682,0.31
1018162829,1.07
1018163000,1.93
1018163274,1.48
1018163312,1.97
1018163752,0.94
1018164176,4.32
1018164852,5.68
1018164915,1.88
1018165483,1.54
1018166078,9
1018167057,1.32
1018167334,0.98
1018167937,0.55
1018167949,0.35
1018168340,1
1018168651,0.82
1018168716,1.2
1018168915,1.26
1018169007,1.13
1018169070,1.7
1018169367,2.71
1018169405,1.37
1018171071,2.18
1018171477,1.19
1018172194,1.89
1018172205,1.84
1018172265,1.97
1018172329,1.88
1018173524,1.94
1018173619,1.59
1018173841,2.76
1018174021,1.74
1018174223,1.63
1018174278,0.7
1018174619,2.13
1018174641,1.91
1018174694,0.82
1018175035,1.56
1018175114,3.34
1018175930,1.3
1018175931,1.31
1018175962,0.92
1018175993,1.01
1018176090,2.54
1018176232,5.38
1018176333,0.91
1018176554,2.01
1018176561,0.81
1018176583,3.65
1018176628,1.79
1018176692,1.15
1018176874,0.36
1018176956,0.72
1018178045,0.41
1018178102,0.51
1018178245,3.43
1018178443,1.45
1018178747,1.58
1018179210,1.84
1018179693,1.87
1018179887,1.67
1018179910,2.83
1018180078,1.96
1018180265,1.35
1018180360,1.67
1018180383,0.8
1018180562,1.06
1018181045,5.29
1018181131,0.86
1018181194,0.81
1018181773,0.58
1018181846,5.23
1018181905,1.27
1018182778,0.95
1018182870,0.58
1018182922,2.09
1018183131,0.61
1018183364,0.42
1018183674,1.16
1018184191,3.32
1018184730,3.81
1018185248,0.8
1018185332,0.99
1018185595,1.4
1018186070,1.29
1018186697,0.1
1018186980,1.5
1018187329,2.07
1018188413,0.9
1018188705,2.06
1018189265,2.45
1018189414,2.63
1018189454,1.33
1018189682,1.22
1018189921,4.27
1018190137,0.38
1018190441,1.67
1018191486,2.18
1018191519,0.66
1018191633,0.34
1018191638,1.15
1018192152,1.12
1018192369,0.23
1018192520,1.41
1018192761,1.29
1018193264,1.79
1018194614,3.96
1018194847,1.43
1018195124,2.15
1018195279,1.23
1018195911,1.05
1018195935,1.8
1018196075,1.54
1018196283,1.18
1018196311,1.16
1018196400,1.39
1018197946,1.54
1018198206,2.99
1018198246,1.19
1018198892,2.39
1018199406,0.17
1018199993,0.66
1018200222,0.89
1018200695,0.88
1018200768,1.46
1018200924,1.32
1018201227,1.61
1018201368,1.4
1018201732,2.11
1018201785,0.84
1018202008,3.24
1018202950,9.07
1018202986,1.71
1018203410,1.45
1018203494,2.75
1018203604,1.31
1018203647,0.95
1018203853,1.22
1018203940,1.57
1018204088,1.3
1018204182,1.93
1018204286,1.97
1018204336,0.42
1018204357,1.24
1018204434,1.69
1018204627,1.22
1018204634,4.18
1018204666,1.46
1018204695,0.54
1018204826,0.63
1018205352,2.04
1018206092,1.89
1018206698,2
1018206788,0.75
1018207440,0.56
1018208805,5.64
1018209487,0.91
1018209986,1.03
1018210286,1.07
1018210917,3.59
1018211201,1.5
1018211502,1.16
1018212004,0.99
1018212058,1.15
1018212139,1.76
1018212203,0.69
1018212385,1.09
1018212561,1.7
1018212604,0.64
1018212755,0.82
1018212760,1.1
1018213239,3.29
1018213801,0.94
1018213970,0.41
1018214080,1.16
1018214105,0.38
1018214165,0.79
1018214397,1.41
1018214785,1.5
1018214851,0.75
1018215132,1.37
1018215408,1.28
1018215754,1.15
1018215785,0.53
1018215837,0.89
1018216153,2.52
1018216416,3.1
1018216561,0.58
1018216673,5.22
1018216913,2.98
1018217082,1.74
1018217227,15.29
1018217528,2.02
1018217734,1.13
1018217832,0.98
1018218166,0.95
1018218169,0
1018218247,0.79
1018218287,0.51
1018218292,0.95
1018218401,1.6
1018218600,1.94
1018218898,0.87
1018219082,1.56
1018219152,5.85
1018219220,1.84
1018219254,6.39
1018219306,1.37
1018219498,1.51
1018219826,3.18
1018219830,1.02
1018219834,1.14
1018220288,2.08
1018220330,5.28
1018220336,1.89
1018220340,0.97
1018220652,1.31
1018220674,1.24
1018220759,1.91
1018220827,1.05
1018221349,1.23
1018221368,6.55
1018223387,2.69
1018224592,1.98
1018225269,1.76
1018225418,1.59
1018225571,1.45
1018225655,3.43
1018225787,1.05
1018226189,1.74
1018226539,2.24
1018226672,0.95
1018226998,2.36
1018227157,2.56
1018227186,0.42
1018229867,0.66
1018230101,2.48
1018230440,1.2
1018230846,1.47
1018230932,1.81
1018231444,1.35
1018232593,1
1018232614,2.97
1018232935,0.65
1018233118,0.73
1018233466,1.16
1018233773,2.63
1018234702,0.59
1018235213,1.96
1018235336,1.28
1018235346,0.58
1018235918,3.71
1018236144,1.48
1018236352,1.95
1018236353,0.46
1018236489,2.73
1018236650,2.98
1018236851,2.17
1018236976,0.19
1018236980,4.85
1018237444,2.11
1018237660,2.56
1018237932,2.14
1018237993,1.9
1018238217,2.14
1018238242,1.29
1018238534,2.27
1018238748,2.04
1018238799,0.85
1018239092,0.92
1018239617,1.17
1018239632,0.96
1018239697,1.44
1018240258,3.07
1018240669,6.71
1018243102,6.62
1018244434,2.71
1018244688,0.91
1018245483,2.67
1018245793,0.92
1018245928,1.41
1018246328,1.57
1018247887,3.26
1018248214,1.47
1018248688,0.84
1018248913,0.69
1018249168,1.09
1018249730,3.1
1018250539,2.06
1018250574,0.69
1018250644,0.89
1018250891,1.07
1018250922,1.91
1018251278,1.26
1018251321,1.43
1018251556,1.47
1018251690,1.26
1018251726,0.75
1018251835,2.39
1018251867,2.79
1018252149,0.9
1018252761,4.01
1018253303,1.78
1018253345,1.72
1018253594,0.99
1018253632,1.17
1018253698,0.65
1018253746,2.78
1018254362,4.44
1018254392,8.34
1018254585,3.97
1018254620,2.26
1018254636,1.99
1018254688,1.5
1018254866,0.84
1018255258,1.21
1018255405,1.07
1018255523,1.29
1018255849,3.75
1018256354,2.32
1018256563,0.7
1018256848,2.57
1018256986,1.09
1018256987,1.44
1018257158,1.48
1018257167,0.8
1018257712,4.22
1018258576,2.32
1018259354,1.41
1018259598,1.25
1018259706,1.37
1018259974,1.39
1018260647,1.32
1018260761,1.22
1018260864,1.29
1018261535,1.97
1018261968,1.27
1018262732,1.12
1018263039,1.62
1018263408,2.99
1018263497,1.63
1018263537,1.06
1018263746,2.7
1018263833,0.35
1018263844,1.34
1018264076,1.52
1018264574,2.17
1018265034,2.32
1018265122,0.78
1018265670,1.06
1018265691,2.2
1018266745,0.8
1018266920,0.89
1018267234,3.24
1018267740,0.79
1018268145,1.21
1018268409,1.28
1018268421,0.51
1018269291,2.19
1018269378,1.08
1018269535,1.03
1018269573,1.09
1018269748,2.44
1018269854,1.23
1018270053,1.99
1018270300,1.51
1018270807,4.29
1018271026,2.03
1018271283,1.71
1018272523,3.04
1018272776,3.55
1018273119,1.92
1018273130,4.49
1018273145,0.92
1018273433,1.15
1018273471,1.36
1018273653,2.88
1018273667,1.14
1018273717,0.44
1018273868,2.31
1018273979,1.49
1018275039,2.46
1018275246,2.85
1018275522,1.23
1018275647,1.4
1018275893,0.58
1018276262,0.94
1018276575,1.33
1018276903,1.07
1018280392,1.11
1018280566,1.38
1018280963,0.55
1018281432,1.02
1018281657,2.11
1018281832,0.73
1018282367,1.75
1018282821,0.34
1018283441,1.19
1018283596,0.87
1018283699,1.5
1018284715,1.02
1018284782,0.95
1018284789,0.74
1018285212,0.67
1018285234,1.33
1018285679,2.57
1018285748,0.91
1018286275,1.98
1018286685,1.54
1018287126,2.03
1018287278,1.14
1018287300,1.54
1018287389,0.75
1018287467,1.64
1018287937,1.55
1018288755,0.35
1018289375,3.34
1018289604,2.1
1018289706,1.05
1018289955,9.02
1018290012,3.43
1018290332,1.77
1018290369,0.51
1018290736,2.25
1018290792,2.03
1018291225,1.64
1018291311,2.64
1018291374,0.79
1018292060,1.51
1018292256,0.34
1018292563,1.31
1018292643,1.08
1018292713,1.32
1018292774,1.91
1018292883,2.22
1018293402,1.85
1018293457,0.49
1018293567,1.82
1018293588,3.17
1018293756,0.38
1018294435,1.61
1018294566,0.64
1018294817,1.73
1018295484,1.39
1018295792,0.55
1018295915,1.17
1018296031,1.54
1018296404,0.6
1018296959,3.57
1018298024,0.97
1018298040,4.12
1018298148,1.19
1018299511,2.26
1018300166,0.81
1018300375,1.55
1018300525,2.28
1018300567,1.38
1018300906,1.62
1018301422,1.36
1018301712,0.76
1018301882,1.1
1018301971,2.68
1018302034,1.32
1018302075,1.25
1018302135,0.49
1018302204,0.22
1018302289,1.64
1018302390,0.54
1018302563,1.56
1018302636,1.21
1018303201,0.51
1018303845,0.97
1018303957,0.79
1018304326,1.68
1018304727,2.66
1018304920,0.56
1018305150,0.72
1018305186,0.52
1018305322,0.94
1018305705,1.64
1018306140,0.39
1018306287,1.36
1018306375,0.86
1018306795,2.26
1018307024,2.04
1018307613,6.87
1018308276,1.29
1018308878,1.06
1018309685,1.29
1018309815,1.7
1018309856,1.98
1018310023,1.2
1018310446,0.94
1018310534,2.17
1018311182,1.11
1018311555,1.63
1018311701,1.35
1018312133,2.67
1018312517,0.82
1018313022,7.58
1018313261,2.08
1018313611,1.91
1018313637,0.64
1018313702,0.62
1018313846,3
1018314272,1.32
1018314499,2.86
1018314634,1.54
1018314947,0.51
1018315267,4.34
1018316133,1.55
1018316345,0.45
1018316509,1.48
1018316633,1.61
1018316799,1.7
1018317017,0.83
1018317223,1.19
1018317297,1.73
1018317393,1.5
1018317477,1.02
1018317602,1.61
1018317815,1.31
1018317874,1.84
1018317882,2.59
1018318284,0.5
1018318734,1.5
1018320260,1.59
1018320786,2.28
1018321077,3.5
1018322510,5.16
1018322833,2.29
1018323540,0.93
1018323657,2.67
1018324283,1.53
1018324602,1.1
1018324613,1.69
1018325183,3.57
1018325210,0.95
1018325278,0.59
1018326199,2.38
1018326604,1.82
1018326655,1.36
1018327450,1.06
1018327456,0.76
1018327822,0.47
1018328036,2
1018329608,1.14
1018330103,1.76
1018331813,1.54
1018332071,0.89
1018332075,1.45
1018332179,2.35
1018332534,1.93
1018332536,1.21
1018332554,2.73
1018332589,0.51
1018332917,0.91
1018333287,1.2
1018333626,1.47
1018333718,1.63
1018333811,1.56
1018334085,0.78
1018334504,0.92
1018334549,1.2
1018334788,2.17
1018335514,1.52
1018335571,1.33
1018335704,0.79
1018335861,0.74
1018336149,1.7
1018336208,0.9
1018336309,2.46
1018336663,2.27
1018337012,1.45
1018337147,1.17
1018337803,2.16
1018337865,0.6
1018338042,1.25
1018338384,0.79
1018338416,0.93
1018339036,0.41
1018339597,2.74
1018339921,1.13
1018340045,6.14
1018340217,1.01
1018340493,2.89
1018340679,1.08
1018340704,0.72
1018340798,2.12
1018341063,0.9
1018341108,2.16
1018341565,1.68
1018341576,0.62
1018344216,6.18
1018345252,1.26
1018346216,0.96
1018346246,1.37
1018346683,1.63
1018346942,1.31
1018346971,0.82
1018347242,2.84
1018347760,1.78
1018348168,1
1018348206,2.98
1018348830,0.7
1018349188,0.96
1018349352,1.07
1018349407,0.94
1018349792,1.87
1018349928,1.46
1018350249,0.58
1018350427,1.98
1018351176,0.79
1018351779,1.11
1018352199,2.34
1018352746,0.96
1018352779,2.37
1018353310,1.43
1018353482,0.75
1018353555,0.79
1018353838,2.12
1018353981,0.82
1018354232,4.23
1018354917,3.87
1018354991,1.96
1018355190,1.87
1018355319,0.68
1018355466,0.49
1018355488,1.55
1018355802,0.74
1018356344,1.03
1018356451,0.28
1018356536,5.44
1018356939,1.21
1018357410,1.54
1018357668,0.53
1018357980,0.75
1018358163,0.9
1018358177,0.58
1018358277,1.51
1018358340,1.52
1018358795,1.71
1018358891,1.65
1018359116,1.04
1018359186,0.09
1018359308,2.22
1018359323,1.24
1018359707,2.16
1018359713,2.83
1018359724,1.86
1018359777,2.76
1018359856,1.19
1018359942,0.8
1018360022,3.37
1018360115,0.95
1018360541,1.86
1018360689,2.23
1018360777,0.62
1018360815,2.34
1018360861,4.13
1018361882,0.99
1018362080,0.41
1018362244,0.81
1018362628,0.88
1018364353,9.02
1018364435,2.16
1018364531,1.36
1018365583,0.66
1018365978,2.75
1018366322,1.86
1018366675,1.4
1018367018,0.88
1018367041,0.61
1018367949,2.31
1018368729,0.96
1018368918,0.31
1018369002,2.46
1018369287,3.93
1018370063,0.9
1018371025,0.77
1018371136,1.39
1018372375,1.8
1018372915,1.86
1018373144,1.24
1018373241,0.85
1018373570,1.16
1018373905,1.22
1018374125,0.82
1018374243,1.56
1018374407,2.14
1018374454,0.54
1018374466,1.71
1018374948,0.73
1018375284,1.16
1018375300,1.43
1018375647,1.84
1018375667,2.63
1018375684,0.6
1018375862,4.42
1018376761,1.26
1018376832,0.98
1018376883,0.51
1018377023,1.73
1018377025,2.26
1018377182,1.61
1018377765,0.48
1018377787,0.88
1018377920,3.22
1018378154,0.94
1018378323,2.6
1018378810,10.04
1018378965,1.06
1018379225,0.8
1018379489,2.21
1018379552,2.73
1018379808,1.3
1018379959,2.79
1018380298,0.88
1018380813,0.83
1018380997,0.04
1018381365,1.35
1018381377,1.28
1018381990,1.39
1018382968,0.55
1018383587,2.26
1018384986,0.24
1018386382,1.23
1018386620,1.48
1018386752,0.35
1018386808,0.53
1018387057,1.27
1018387064,1.01
1018387242,1.95
1018387279,1.06
1018387791,0.64
1018388495,1.9
1018389104,0.43
1018389262,2.33
1018389654,1.33
1018389745,1.56
1018390377,2.72
1018390531,0.92
1018390894,0.21
1018390931,0.21
1018391039,1.03
1018391087,2.38
1018391852,0.79
1018392157,0.61
1018392235,1.9
1018392393,0.69
1018392630,1.24
1018392665,1.92
1018393097,2.25
1018393363,0.97
1018393580,3.09
1018393681,1.65
1018394304,2.95
1018395099,0.37
1018395126,1.57
1018395272,0.65
1018395383,2.86
1018395805,1.75
1018395952,0.84
1018396283,0.72
1018396415,3.02
1018396682,0.95
1018397088,0.38
1018397553,3.62
1018397915,0.77
1018399535,3.24
1018400474,2.75
1018401818,1.93
1018402672,1.44
1018403860,1.65
1018404007,0.64
1018404019,0.66
1018405256,2.03
1018405778,1.78
1018405899,0.8
1018406096,2.23
1018406690,1.59
1018407350,1.31
1018407391,0.78
1018407409,1.2
1018407903,0.6
1018407985,0.7
1018408508,2.62
1018408551,1.32
1018409384,1.06
1018409452,1.23
1018409947,0.75
1018410069,1.99
1018410261,2.8
1018410435,1.33
1018410814,0.88
1018410965,0.42
1018410971,2.67
1018411041,1.27
1018411154,1.34
1018411372,1.35
1018411575,3.52
1018411599,1.23
1018411665,1.04
1018411823,2.21
1018412164,2.52
1018412830,0.55
1018413005,2.02
1018413022,1.42
1018413088,0.56
1018413178,1.22
1018413234,1.56
1018413632,3.25
1018413916,3.05
1018413922,1.5
1018413951,1.26
1018414406,1.18
1018414463,1.69
1018414704,1.33
1018414785,1.43
1018414844,0.77
1018414996,2.44
1018415712,0.13
1018415861,0.81
1018416384,1.74
1018417064,1.79
1018418735,0.7
1018419494,1.39
1018421115,1.78
1018422015,0.51
1018422996,1.03
1018423030,1.02
1018423126,2.22
1018423351,2.6
1018423483,2.96
1018423560,0.8
1018423733,0.62
1018424100,1.75
1018424317,1.15
1018425179,2.91
1018425516,2.18
1018426092,1.09
1018426213,2.99
1018426260,0.68
1018426268,2.37
1018426442,0.7
1018426808,1.78
1018426878,1.45
1018426930,1.26
1018427069,2.7
1018427417,1.16
1018427455,1.06
1018427472,1.99
1018427475,0.9
1018427510,1.77
1018427608,0.46
1018427786,0.12
1018428567,1.95
1018428833,1.65
1018429107,0.67
1018429184,0.13
1018429242,1.09
1018429459,3.21
1018429839,1.23
1018430422,1.32
1018431140,2.31
1018431229,0.94
1018431501,4.23
1018431629,6.35
1018431765,3.47
1018431769,4.98
1018431773,5.76
1018432144,1.42
1018432204,0.12
1018432227,1.13
1018432330,2.2
1018432362,2.29
1018432603,2.15
1018432687,1.4
1018432695,0.89
1018432715,1.05
1018432909,0.78
1018433155,1.4
1018433295,1.49
1018433806,2.52
1018433909,1.79
1018434085,0.79
1018434347,0.57
1018434700,1.52
1018434729,2.43
1018435070,1.82
1018435192,2.07
1018435200,1.01
1018435271,2.42
1018435395,1.77
1018435518,1.89
1018435547,1.59
1018435727,2.98
1018436173,1.15
1018436248,1.75
1018436255,2.12
1018436554,0.59
1018436565,1.26
1018436870,1.23
1018437354,1.21
1018437416,2.19
1018437602,0.94
1018437645,3.76
1018437860,2.02
1018437974,1.24
1018437980,2.47
1018438070,0.13
1018438183,4.2
1018438298,1.61
1018438775,0.52
1018438782,0.98
1018438865,2.5
1018439148,0.84
1018439203,1.97
1018439229,1.71
1018439259,1.27
1018439864,0.36
1018441113,0.22
1018442691,1.33
1018443199,0.42
1018443376,0.8
1018443438,1.27
1018443643,1.19
1018443922,4.66
1018444478,0.4
1018444503,1.76
1018444688,1.15
1018445198,2.22
1018445327,3.72
1018445511,0.58
1018445682,1.34
1018446379,0.84
1018446516,1.31
1018446661,3.93
1018446710,4.27
1018446711,2.12
1018446924,0.98
1018447004,1.18
1018448660,4.31
1018448979,1.4
1018449256,2.44
1018449518,1.42
1018449539,2.31
1018449999,1.15
1018450015,1.04
1018450191,3.1
1018450411,1.04
1018450850,1.64
1018450949,1.51
1018451246,0.43
1018452040,1.17
1018452131,1.4
1018452467,3.42
1018452484,0.73
1018452785,1.15
1018453153,2.16
1018453290,1.26
1018453339,0.66
1018453433,4.84
1018453512,1.32
1018453539,1.61
1018453575,0.54
1018453875,0.74
1018454136,1.27
1018454554,2.87
1018455142,0.81
1018455767,0.18
1018456058,1.88
1018456367,0.52
1018456848,0.76
1018457872,3.98
1018457929,1.88
1018457954,1.47
1018458179,0.93
1018458238,0.05
1018458415,2.74
1018458617,0.38
1018458671,1.08
1018458969,4.64
1018459336,0.73
1018459338,1.47
1018459435,1.75
1018459656,1.89
1018459724,1.9
1018460082,1.89
1018460780,1.6
1018461128,2.25
1018461380,2.11
1018461800,1.16
1018462279,2.1
1018462356,4.06
1018462361,1.49
1018462364,4.65
1018462607,1.35
1018463638,1.1
1018463739,0.11
1018463832,1.75
1018463899,3.17
1018464215,0.97
1018464354,2.1
1018464358,0.35
1018464601,1.92
1018464705,0.94
1018464712,2.35
1018464726,2.84
1018464813,0.71
1018465120,1.46
1018465156,2.66
1018465248,1.24
1018465396,0.55
1018465782,0.61
1018465853,1.48
1018466621,2.8
1018466687,0.3
1018466898,1.67
1018467030,3.52
1018467689,1.19
1018467818,2.06
1018468797,2.2
1018469038,0.64
1018469340,1.6
1018471038,3.98
1018471848,0.55
1018472171,0.83
1018472376,0.54
1018472718,2.42
1018472870,2.09
1018473556,3.24
1018474186,0.36
1018474332,2.2
1018474409,1.59
1018474425,1.08
1018474557,0.71
1018474781,1.7
1018475025,6.11
1018475033,0.43
1018475907,1.08
1018476071,1.06
1018476197,0.87
1018476201,0.21
1018476397,1.49
1018476613,2.74
1018477189,2.38
1018477311,0.73
1018477699,1.72
1018477897,1.46
1018478003,0.93
1018478299,1.82
1018478440,1.3
1018478619,1.31
1018479026,2.43
1018479038,0.67
1018479305,0.57
1018479719,0.69
1018479809,1.94
1018480140,1.16
1018480165,1.02
1018480662,1.03
1018480993,1.57
1018481586,2.24
1018481927,6.41
1018481928,1.67
1018481974,2.15
1018482076,0.63
1018482094,2.05
1018482105,0.43
1018482484,1.85
1018482842,1.93
1018483097,1.53
1018483099,1.31
1018483673,2.3
1018483938,2.15
1018484026,1.23
1018484377,1.19
1018484628,1.96
1018484667,1.21
1018484673,1.43
1018484797,1.13
1018486202,0.58
1018486233,1.72
1018486264,1.81
1018486319,0.81
1018486545,1.4
1018486629,1.15
1018486654,2.49
1018486854,0.58
1018486856,0.29
1018486877,1.35
1018487302,1.97
1018487667,0.38
1018487803,5.57
1018487959,5.9
1018488065,0.85
1018488354,1.26
1018488404,0.85
1018489021,1.46
1018489224,0.51
1018490131,1.95
1018490465,1.69
1018490501,1.33
1018490887,1.39
1018491021,0.47
1018491299,0.88
1018492188,0.91
1018493252,1.75
1018493450,2.54
1018493532,0.84
1018494519,1.46
1018494558,1.87
1018494562,1.18
1018494682,0.79
1018494972,2.32
1018495100,0.72
1018495535,0.9
1018495903,3.17
1018495919,2.42
1018495972,3.83
1018496907,0.98
1018497348,1.19
1018497923,2.43
1018498366,2.08
1018498390,0.47
1018498498,3.73
1018498751,2.5
1018499077,8.75
1018499250,1.65
1018499288,4.87
1018499523,2.04
1018499563,1.03
1018499699,3.03
1018499857,1.54
1018499948,1.58
1018499980,1.05
1018500384,2.23
1018500502,0.98
1018501011,1.73
1018501281,2.06
1018501532,0.79
1018501607,5.9
1018502398,8.15
1018502560,1.28
1018502700,1.93
1018503036,0.99
1018503082,1.98
1018503112,3.86
1018503801,0.18
1018503840,1.27
1018504716,1.88
1018504890,2.93
1018504996,1.79
1018505555,0.16
1018505591,0.15
1018506167,0.78
1018506435,2.21
1018507417,1.65
1018507506,7.89
1018509058,2.29
1018510029,0.91
1018510513,1.36
1018511232,2.36
1018511410,6.2
1018511416,0.94
1018511557,1.75
1018511824,1.06
1018512140,5.9
1018512354,2.66
1018512451,0.99
1018512744,1.59
1018513769,1.2
1018514377,0.94
1018514635,1.53
1018515125,1.59
1018515126,1.76
1018515411,1.1
1018516153,2.14
1018516384,1.48
1018516765,1.95
1018517089,1.85
1018517093,0.31
1018517226,0.85
1018517286,1.8
1018517474,0.29
1018517605,2.47
1018517806,1.59
1018517812,0.8
1018517878,5.45
1018517899,1.8
1018517904,2.72
1018518001,0.56
1018518373,2.31
1018519074,1.75
1018519322,1.57
1018519326,0.49
1018519565,2.05
1018520678,1.73
1018520906,1.71
1018520909,1.7
1018521035,0.17
1018521041,2.6
1018521143,2.24
1018521415,0.66
1018521761,1.42
1018522188,1.73
1018522330,1.29
1018522453,2.7
1018522883,1.06
1018522928,1.23
1018523589,1.66
1018523769,12.84
1018524571,3.66
1018524820,1.31
1018524971,1.48
1018525006,2.8
1018525546,1.63
1018525684,3.35
1018526149,2.9
1018526230,0.54
1018526347,1.22
1018526692,0.69
1018526982,0.76
1018527002,1.77
1018527008,0.95
1018528565,1.11
1018529657,2.59
1018529866,1.03
1018531061,0.48
1018531789,0.37
1018531944,0.86
1018532813,1.39
1018533287,1.52
1018533369,2.47
1018533994,0.63
1018534186,2.92
1018535086,3.1
1018535162,0.72
1018535412,0.8
1018536390,1.29
1018536771,1.42
1018536775,2.09
1018536889,1.54
1018536975,1.6
1018537002,2.71
1018537775,1.71
1018537899,2.22
1018537928,1.08
1018538031,1
1018538039,1.6
1018538223,1.27
1018538303,1.02
1018538389,0.37
1018538837,0.82
1018539268,0.77
1018540029,1.19
1018541427,0.98
1018541435,2.08
1018541482,2.24
1018541549,0.87
1018541598,1.32
1018542103,1.13
1018542267,1.29
1018542668,1.69
1018542859,0.65
1018542894,0.61
1018543878,2.03
1018544286,1.35
1018544357,1.32
1018544387,1.94
1018544433,1.27
1018544609,0.94
1018544624,5.8
1018544742,1.85
1018544764,0.96
1018544880,1.3
1018545450,0.9
1018545657,1.87
1018546380,2.57
1018546976,2.48
1018547398,1.66
1018547861,0.92
1018548702,0.49
1018549257,1.44
1018549447,1.12
1018549715,0.74
1018549941,1.42
1018550287,2.33
1018550428,2.46
1018550747,1.27
1018552111,0.51
1018552380,1.19
1018552523,2.2
1018553061,0.68
1018553206,1.65
1018553268,0.58
1018553676,1.5
1018553790,3.04
1018553816,7.76
1018553963,1.62
1018554031,2.5
1018554069,0.83
1018554156,1.46
1018554454,1.79
1018554491,0.62
1018554493,1.94
1018554635,3.63
1018554692,2.35
1018554696,0.96
1018554831,0.84
1018554965,0.51
1018555044,0.18
1018555228,1.73
1018555318,0.45
1018555337,2.98
1018555392,1.75
1018555512,0.95
1018555635,1.45
1018556086,1.51
1018556155,1.03
1018556229,0.26
1018556514,1.75
1018556852,1.11
1018556990,0.2
1018557894,1.64
1018558024,0.62
1018560792,1.19
1018562832,0.93
1018563180,1.35
1018563211,1.62
1018563568,3.8
1018563650,1.72
1018563789,1.2
1018564885,4.14
1018565103,0.09
1018565579,1.08
1018565953,3
1018566196,1.58
1018566485,0.15
1018567545,3.5
1018567981,0.39
1018567991,0.79
1018568324,1.62
1018568474,1.95
1018568782,1.21
1018569244,0.46
1018569420,1.01
1018569660,1.34
1018569692,0.9
1018570398,1.61
1018570635,1.77
1018570638,1.59
1018570731,1.86
1018570810,2.31
1018570938,3.3
1018571201,2.45
1018571500,0.66
1018572059,2.97
1018572112,1.88
1018572308,1.47
1018572681,0.64
1018572709,2.16
1018572925,0.51
1018573653,1.56
1018573845,3.14
1018573908,2.53
1018573926,0.45
1018573962,0.13
1018574046,1.3
1018574171,2.76
1018574332,2.66
1018574632,0.49
1018574743,3.1
1018575279,1.23
1018575299,0.78
1018575415,0.26
1018575745,0.79
1018575763,1.4
1018576075,4.89
1018576497,2.31
1018576864,1.63
1018577482,1.66
1018577575,1.58
1018578755,0.83
1018578784,1.31
1018578909,1.32
1018579370,3.19
1018579565,2.74
1018579709,1.88
1018580791,2.18
1018581097,1.36
1018581180,1.2
1018581604,0.98
1018581688,1.15
1018581887,0.47
1018581994,22.76
1018582019,1.09
1018582078,2.43
1018582139,1.26
1018582382,0.71
1018583615,0.33
1018583894,1.16
1018584168,0.93
1018584521,1.07
1018584644,2.43
1018585180,1.79
1018586047,1.12
1018586144,3.36
1018586446,0.79
1018586704,2.98
1018586791,0.69
1018586931,1.04
1018587225,0.54
1018587461,0.9
1018587592,0.67
1018587767,2.44
1018588128,0.7
1018589009,0.7
1018589727,2.48
1018589836,3.14
1018589976,1.52
1018590019,0.54
1018590148,2.67
1018590564,1
1018590688,4.21
1018590705,1.23
1018590791,0.61
1018590814,1.33
1018590931,1.46
1018591087,0.82
1018591152,3.48
1018591158,1.24
1018591242,0.84
1018591378,1.24
1018591631,0.87
1018591715,0.73
1018592467,1.49
1018592589,1.09
1018592758,2.45
1018592760,1.87
1018593360,0.72
1018593408,1.14
1018594750,1.89
1018595628,0.88
1018595663,1.31
1018595819,0.93
1018595939,1.23
1018596132,1.41
1018596217,1.46
1018596346,2.29
1018596500,3.96
1018596532,1.01
1018596577,6.48
1018596640,1.06
1018596651,1.05
1018597824,1.3
1018597952,0.6
1018597976,9.27
1018598267,0.85
1018598485,1.9
