_id,overall_stats.avg_battle_values.avg_shoot_down
1003592636,1.79
1003592816,2.41
1003593108,1.37
1003594041,1.26
1003594118,1.46
1003594389,3.17
1003594461,1.42
1003595253,0.84
1003595634,1.58
1003595874,1.44
1003595916,11.19
1003596223,0.83
1003596266,1.83
1003596281,1.88
1003596679,1.61
1003596840,1.24
1003596875,1.44
1003596904,1.31
1003597008,2.13
1003597091,0.91
1003597294,2.03
1003597319,1.6
1003598514,4.58
1003598615,1.28
1003599183,0.5
1003599236,1.36
1003599378,2.07
1003599690,0.88
1003599837,3.67
1003599908,2.92
1003600706,0.99
1003600850,0.03
1003600978,2.71
1003601220,1.44
1003601640,0.59
1003601684,1.46
1003601691,1.62
1003601826,0.99
1003602248,1.85
1003602274,1.21
1003602500,0.6
1003602630,1.68
1003602872,2.79
1003603015,1.53
1003603030,2.29
1003603092,0.99
1003603414,2.38
1003603455,1.39
1003603841,1.05
1003604397,2.33
1003604486,2.25
1003604503,0.68
1003604530,0.73
1003604671,2.43
1003605063,2.43
1003605434,3.62
1003606868,2.58
1003607511,0.39
1003607788,1.79
1003608008,1.44
1003608848,1.27
1003609082,1.14
1003609278,3.74
1003609290,1.15
1003609304,1.09
1003609650,1.54
1003609839,1.25
1003610165,1.23
1003610289,0.4
1003610300,0.52
1003610301,2.2
1003610460,0.82
1003610554,1.39
1003610624,0.5
1003610672,0.8
1003610744,3
1003610948,1.29
1003611587,0.74
1003611601,1.93
1003611637,1.17
1003612160,1.77
1003612503,0.66
1003612520,0.78
1003612595,1.06
1003612738,0.63
1003613220,1.05
1003613931,0.98
1003615141,3.41
1003615183,1.3
1003615217,1.86
1003615640,2.35
1003615659,0.98
1003615761,1.17
1003615768,1.84
1003616055,0.99
1003616640,0.48
1003616989,2.02
1003617012,3.22
1003617072,1.2
1003617162,2.98
1003617402,2.83
1003617680,1.47
1003617977,1.38
1003618057,1.64
1003618563,1.73
1003618607,1.03
1003618710,1.1
1003619351,2.03
1003619976,1.19
1003620287,2.18
1003620563,1.13
1003620608,1.74
1003621218,1.08
1003621260,1.09
1003621274,2.33
1003621373,2.09
1003621504,2.53
1003621598,0.41
1003621699,2.66
1003622229,0.44
1003622305,1.5
1003622471,1.81
1003622476,0.84
1003622895,0.4
1003623426,0.56
1003623494,1.22
1003624365,0.93
1003624814,0.58
1003625610,1.77
1003626118,1.55
1003626123,1.67
1003626206,1.05
1003626373,0.71
1003626581,0.91
1003627022,1
1003627431,1.19
1003627640,1.68
1003627706,0.82
1003627844,0.54
1003627861,1.46
1003629205,2.12
1003629360,0.98
1003629724,1.92
1003630261,1.57
1003630516,0.22
1003630635,1.39
1003630923,3.38
1003631005,1.72
1003631040,0.4
1003631354,2.77
1003631358,3.62
1003632085,2.07
1003632134,3.8
1003633335,0.97
1003633417,0.56
1003633459,1.24
1003633818,2.56
1003633983,1.47
1003634067,1.38
1003634143,1.45
1003635039,2.19
1003635337,1.52
1003635635,2.98
1003635984,4.12
1003636372,12.73
1003637066,1.74
1003637291,2.03
1003637713,0.95
1003637765,1.69
1003638041,1.01
1003638178,1.38
1003638221,1.35
1003638225,1.4
1003638371,0.6
1003638829,0.46
1003638832,1.7
1003639070,1.74
1003639132,11.55
1003639168,0.26
1003639427,0.15
1003639549,1.1
1003639777,6.4
1003639790,4.66
1003639896,3.57
1003640155,1.32
1003640232,0.92
1003640240,0.92
1003640259,2.56
1003640341,0.75
1003640490,2.01
1003640520,0.72
1003640650,1.29
1003640757,1.15
1003640996,1.43
1003641939,1.43
1003642451,4.31
1003643640,0.3
1003643764,1.47
1003643981,0.99
1003644519,3.12
1003644640,1.39
1003644788,1.99
1003644852,0.88
1003645143,2.23
1003645210,0.75
1003645985,0.02
1003646070,0.88
1003646660,0.96
1003647019,3.92
1003647451,1.55
1003647524,2.98
1003648489,1.01
1003648544,4.33
1003648667,2.43
1003649212,1.55
1003649214,1.43
1003649286,1.38
1003649442,1.7
1003650308,1.17
1003650391,2.51
1003650557,0.61
1003650736,1.44
1003651005,9.14
1003651155,0.11
1003651261,3.41
1003651542,2.6
1003651815,1.99
1003651921,1.17
1003651950,1.52
1003652311,0.71
1003652517,3.01
1003652522,2.52
1003652874,1.17
1003652953,0.92
1003653376,1.14
1003653601,1.78
1003653641,1.98
1003653748,2.11
1003654236,0.52
1003654274,3.3
1003654459,2.68
1003654553,1.3
1003654711,2.13
1003654981,0.55
1003655148,2.43
1003655154,1.23
1003655246,0.5
1003655665,1.1
1003655724,0.54
1003655848,2.31
1003656135,1.1
1003657059,2.04
1003657717,1.75
1003658102,1.25
1003658268,1.49
1003658845,0.51
1003659078,1.71
1003659134,2.11
1003659197,1.87
1003659479,1.61
1003659495,1.6
1003659632,1.11
1003659823,2.54
1003659899,2.95
1003659918,1.81
1003660101,0.52
1003660158,1.2
1003660589,4.21
1003660766,0.26
1003660866,1.32
1003661125,3.37
1003662062,1.29
1003662711,2.54
1003662774,2.01
1003662965,1.62
1003663121,2.25
1003663459,2.18
1003663532,3.42
1003663814,4.83
1003664264,0.65
1003664658,0.18
1003664756,1.6
1003664806,1.01
1003665203,1.12
1003665227,0.88
1003665840,1.32
1003666055,0.62
1003666240,1.28
1003666283,1.57
1003666495,1.14
1003666556,1.93
1003666632,0.5
1003666725,1.54
1003667070,1.04
1003667272,1.59
1003667829,3.61
1003667935,0.94
1003668055,4.7
1003668806,1.27
1003668957,1.9
1003669086,1.06
1003669404,0.7
1003669659,0.68
1003669805,1.53
1003670143,0.91
1003670185,1.98
1003670358,0.8
1003670865,1.81
1003671030,2.24
1003671647,1.56
1003671784,2.9
1003672411,1.33
1003672566,1.46
1003672586,2.07
1003673045,1.6
1003673061,2.55
1003673219,0.49
1003673285,0.9
1003673450,2.13
1003673474,1.52
1003673523,0.54
1003673664,1.07
1003673913,1.74
1003674210,0.72
1003675339,1.23
1003675715,2.03
1003676586,0.79
1003676684,1.37
1003676703,0.95
1003676952,1.72
1003677066,0.27
1003677418,2.49
1003677516,2.55
1003677629,1.15
1003677780,7.07
1003678209,0.93
1003678271,3.68
1003678305,3.22
1003678333,4.88
1003678334,0.79
1003678467,0.86
1003678533,3.57
1003678548,1.9
1003678711,1.41
1003678898,0.99
1003679034,3.83
1003679380,2.14
1003679427,0.91
1003679450,0.63
1003679566,2.99
1003679715,1.28
1003679736,0.04
1003679767,0.41
1003679899,1.44
1003679923,0.74
1003680238,2.12
1003680258,2.22
1003680332,0.67
1003680717,1.23
1003680769,1.16
1003681053,2.65
1003681465,2.09
1003682614,1.67
1003682770,1.22
1003683501,1.5
1003683690,1.19
1003684234,2.07
1003684616,1.04
1003684727,2.91
1003684936,0
1003684954,1.19
1003685258,0.96
1003685356,3.29
1003685398,1.32
1003686026,1.63
1003686650,0.64
1003686689,1.83
1003686910,2.66
1003687202,0.24
1003687649,1.01
1003687732,4.02
1003687925,1.13
1003688207,2.16
1003688435,0.25
1003688460,1.64
1003688742,5.33
1003689203,0.3
1003689468,2.47
1003689529,2.12
1003689584,1.6
1003689817,2.4
1003689894,1.33
1003690102,0.5
1003691283,1.42
1003691647,1.45
1003691788,3.75
1003691846,0.23
1003692728,0.99
1003694057,2.19
1003694416,0.87
1003694663,1.76
1003694749,2.66
1003695299,1.94
1003695482,3.61
1003696131,0.32
1003696705,1.38
1003697943,0.81
1003698767,1.5
1003698929,0.17
1003699395,0.88
1003699399,3.16
1003699438,1.49
1003699620,0.85
1003699629,1.54
1003699968,1.45
1003700165,2.4
1003700568,2.05
1003700741,1.31
1003700744,2.6
1003700952,1.67
1003701040,2.01
1003701295,1.23
1003701358,3.6
1003701369,1.13
1003702021,1
1003702147,4.02
1003702460,0.77
1003702848,1.73
1003703057,1.61
1003703559,0.68
1003703747,1.45
1003703773,0.57
1003703904,2.13
1003703912,3.13
1003703928,3.42
1003704119,0.8
1003704231,2.17
1003704326,4.62
1003704441,1.14
1003704493,1.59
1003704517,1.27
1003704846,2.85
1003704849,1.92
1003706432,0.62
1003706636,0.82
1003706869,1.71
1003707013,2.36
1003707034,1.47
1003707145,0.85
1003707410,2.37
1003707747,1.35
1003707898,1.87
1003708473,2.09
1003708846,2.48
1003708866,1.03
1003708936,0.54
1003708997,0
1003709076,1.49
1003709178,2.14
1003709780,1.31
1003710047,0.67
1003710243,0.98
1003710437,2.26
1003710499,1.03
1003710527,0.33
1003710587,2.03
1003711099,1.15
1003712252,1.72
1003712482,0.84
1003712566,1.9
1003713367,1.85
1003713489,1.67
1003713639,1.65
1003713938,1.7
1003713963,2.55
1003714119,1.92
1003714763,1.85
1003715152,5.83
1003715210,2.09
1003715590,1.42
1003715810,1.07
1003716175,6.69
1003716242,4.44
1003716286,1.68
1003716410,1.95
1003716564,0.78
1003716900,1.53
1003716944,1.89
1003717037,1.06
1003717200,1.51
1003717267,1.47
1003717417,0.87
1003717588,0.61
1003717679,1.02
1003717853,1.07
1003718004,0.3
1003718085,0.13
1003718464,0.68
1003718877,1.25
1003719226,1.5
1003719521,1.5
1003720000,2.48
1003720101,0.32
1003720423,0.84
1003720637,0.65
1003720798,0.53
1003720966,0.36
1003721460,2.38
1003721805,1.18
1003722130,0.92
1003722262,1.35
1003722602,0.55
1003722676,1.9
1003722953,1.59
1003723228,0.8
1003723855,0.94
1003723874,1.13
1003724035,1.98
1003724188,3.1
1003724300,2.21
1003724341,1.97
1003724488,1.91
1003724565,1.13
1003725260,0.94
1003725752,2.49
1003726477,1.34
1003726542,0.54
1003726556,0.87
1003726976,2.2
1003727511,2.56
1003728021,1.94
1003728540,1
1003729098,0.16
1003729493,1.57
1003729553,2.84
1003729566,1.82
1003729784,0.22
1003729796,1.03
1003729798,1.62
1003730339,2.32
1003730400,2
1003730507,7.4
1003730589,2.32
1003731056,1.66
1003731085,1.59
1003731542,0.92
1003731578,0.89
1003731595,0.58
1003731826,0.9
1003731992,1.11
1003732192,0.61
1003732265,1.39
1003732418,1.14
1003732442,2.07
1003732559,1.85
1003732831,0.56
1003732971,0.84
1003733479,1.62
1003733965,2.05
1003734274,1.53
1003734376,1.03
1003734435,1.73
1003734483,0.36
1003734651,1.97
1003734806,2.12
1003734966,0.49
1003735060,0.7
1003735933,1.34
1003736106,0.75
1003736344,3.69
1003736399,0.68
1003736456,3.48
1003736857,1.7
1003737050,1.46
1003737070,1.31
1003737327,1.78
1003737588,2.05
1003737652,0.81
1003737666,0.89
1003737845,2.6
1003738135,0.84
1003738592,1.3
1003738635,0.5
1003739005,2.24
1003739013,0.55
1003739034,2.53
1003739317,0.89
1003739466,1.51
1003739568,1.04
1003739669,1.22
1003739927,0.74
1003740721,1.23
1003740853,1.33
1003741100,2.55
1003741388,0.91
1003741527,0.92
1003741700,3.25
1003741796,1.61
1003742028,1.55
1003742101,1.1
1003742109,1.34
1003742459,0.28
1003742514,3.23
1003743001,1.96
1003743112,1.11
1003743377,1.39
1003743545,1.96
1003743826,0.11
1003743894,13.66
1003744290,1.63
1003744333,1.72
1003744350,0.96
1003744893,5.15
1003744917,1.79
1003744964,1.6
1003745192,1.5
1003745217,1.2
1003745369,2.53
1003745541,0.77
1003745548,2.17
1003745577,0.98
1003746195,0.97
1003746777,0.71
1003747153,1.89
1003747174,1.08
1003747199,1.43
1003747207,0.97
1003747704,0.45
1003747715,2.02
1003748090,1.92
1003748640,4.67
1003749239,2.76
1003749521,1.39
1003749811,0.75
1003749929,2.01
1003750480,3.39
1003750492,0.08
1003750529,1.04
1003750750,1.72
1003750766,1.32
1003750826,1.26
1003751059,1.41
1003751658,1.89
1003751668,1.28
1003751773,0.82
1003751801,1
1003751930,1.33
1003752032,1.7
1003752043,1.62
1003752354,1.2
1003752458,0.92
1003752620,0.49
1003752901,1.83
1003752928,0.79
1003752952,0.96
1003753120,3.17
1003753142,2.77
1003753504,1.69
1003753510,2.54
1003753746,2.76
1003754133,0.48
1003754538,0.3
1003754740,2.52
1003755050,0.47
1003755312,1.62
1003755779,2.44
1003755991,4.13
1003756042,1.17
1003756179,1.4
1003756709,1.05
1003756732,0.93
1003757612,0.54
1003757741,1.25
1003757770,1.88
1003757916,0.59
1003758071,1.02
1003758130,1.5
1003758173,0.91
1003758273,1.32
1003758347,2.06
1003758420,1.79
1003758664,0.74
1003758907,1.42
1003759403,0.56
1003759627,1.49
1003759700,1.72
1003759720,0.33
1003759755,1.98
1003759953,1.32
1003760105,0.7
1003760858,1.03
1003761047,1.22
1003761500,1.82
1003761504,0.58
1003761560,1.1
1003761590,4.37
1003762175,0.95
1003762210,1.28
1003762519,2.93
1003762869,1.11
1003763364,1.42
1003763385,0.95
1003763626,1.04
1003763721,2.62
1003763870,1.63
1003763914,1.76
1003763982,5.78
1003764216,2.35
1003764570,1.42
1003764966,2.9
1003765014,10.69
1003765051,1.02
1003765096,0.89
1003765213,2.55
1003765296,2.76
1003765306,2.57
1003765705,1.49
1003765917,1.16
1003766242,1.7
1003766415,2.06
1003766585,0.93
1003766633,1.08
1003766725,2.61
1003767150,1.63
1003767224,0.7
1003767495,4.95
1003767599,1.4
1003767603,1.94
1003767804,0.15
1003768302,4.25
1003768367,1.45
1003768395,1.77
1003768460,1.02
1003768695,1.64
1003768714,0.58
1003768782,1.07
1003768784,1.42
1003768866,1.56
1003769100,3.31
1003769170,1.28
1003769247,1.42
1003769289,2.69
1003769294,1.26
1003769659,2.13
1003769665,1.4
1003769907,3.09
1003770035,1.41
1003770313,0.92
1003770642,1.13
1003770780,1.48
1003770900,5.86
1003771741,2.44
1003771798,0.71
1003772228,1.73
1003772364,1.04
1003772988,1.41
1003773053,0.76
1003773331,0.24
1003773863,1.01
1003773996,1.22
1003774212,1.85
1003774412,1.97
1003774598,0.89
1003774717,0.31
1003774880,2.25
1003775123,1.19
1003775129,0.69
1003775335,1.24
1003775386,1.9
1003775443,4.35
1003775837,2.91
1003775856,1.85
1003776020,5.9
1003776066,0.94
1003776079,2.72
1003776280,0.98
1003776283,0.83
1003776681,1.9
1003776943,2.04
1003776946,1.33
1003777126,1.8
1003777223,1.66
1003777495,1.06
1003777543,1.52
1003777723,2.45
1003778084,3.29
1003778223,2.46
1003778358,1.92
1003778383,1.46
1003778533,0.67
1003779086,0.51
1003779093,1.05
1003779309,1.2
1003780433,0.64
1003780566,0.52
1003780665,6.6
1003780717,1.71
1003780788,1.23
1003781147,1.98
1003781197,1.79
1003781376,0.88
1003781503,0.67
1003781577,1.09
1003781611,2.67
1003782416,1.55
1003782425,0.54
1003782482,0.63
1003782699,0.89
1003782725,1.1
1003782883,2.4
1003782977,1.23
1003784379,1.32
1003784724,2
1003784918,1.3
1003785154,3.31
1003785552,1.8
1003786076,2.81
1003786173,1.89
1003786227,1.8
1003786403,0.24
1003786562,0.96
1003787067,2.05
1003787235,1.74
1003787465,2.32
1003788142,2.2
1003788523,4.11
1003789510,0.31
1003789656,0.74
1003789949,1.76
1003790156,1.58
1003791266,0.42
1003791444,2.07
1003791460,2.76
1003791952,2.6
1003792204,1.01
1003792407,1.38
1003792498,1.42
1003792720,2.32
1003792793,1.65
1003792862,0.89
1003793009,2.01
1003793089,1.29
1003793568,0.13
1003793839,0.92
1003794164,1.02
1003794216,1.03
1003794257,0.73
1003794270,2.41
1003794421,0.24
1003794566,1.36
1003794577,1.17
1003794637,1.03
1003794653,1.52
1003794659,0.83
1003794968,1.69
1003795100,0.35
1003795124,1.55
1003795458,3.2
1003795460,2.52
1003795513,1.15
1003795756,3.07
1003795760,1.44
1003795796,1.68
1003795980,4.28
1003796025,1.57
1003796251,2.57
1003796267,0.27
1003796311,2.58
1003796370,2.17
1003796653,1.93
1003796785,1.39
1003797217,0.87
1003797223,2.2
1003797555,1.37
1003798041,1.34
1003798344,0.96
1003798557,1.24
1003798622,2.46
1003798640,2.35
1003798826,2.23
1003799040,0.6
1003799087,0.36
1003799096,1.58
1003799117,3.67
1003799724,0.48
1003799995,1.56
1003800364,2.31
1003800487,2.15
1003800735,0.83
1003800755,1.66
1003801004,0.91
1003801025,1.46
1003801284,1.7
1003801346,3.93
1003801917,1.19
1003802016,4.93
1003802248,1.62
1003802685,1.63
1003802722,1.3
1003802784,0.53
1003802827,0.59
1003802850,1.36
1003802970,5.76
1003803175,1.24
1003803459,3.06
1003803753,0.81
1003804278,3.78
1003804672,1.93
1003804874,1.31
1003804951,0.83
1003805062,1.98
1003805066,5.98
1003805178,2.03
1003805891,1.09
1003806005,0.96
1003806071,1.94
1003806141,1.59
1003806701,0.62
1003807100,0.73
1003807437,3.59
1003807638,1.05
1003807832,0.64
1003807924,1.45
1003807940,0.94
1003808124,1.51
1003808294,1.56
1003808639,2.18
1003808716,1.51
1003809302,7.19
1003809381,0.23
1003809666,1.91
1003810609,1.51
1003811447,1.77
1003812121,1.22
1003812326,0.74
1003812631,1.77
1003812720,1.2
1003812932,0.81
1003812967,1.08
1003813016,1.31
1003813121,0.53
1003813275,2.14
1003813322,2.02
1003813437,0.33
1003813466,1.95
1003813606,1.07
1003813749,0.88
1003813996,1.73
1003814170,1.91
1003814177,0.47
1003814585,1.2
1003814719,0.97
1003814800,2.52
1003815068,1.2
1003815138,0.66
1003815407,1.38
1003815433,2.32
1003815464,2.55
1003815678,1.52
1003815684,2.08
1003816655,3.03
1003816989,1.17
1003817877,1.28
1003818112,2.09
1003818502,3.7
1003818623,1.37
1003818679,2.75
1003818905,0.3
1003819110,0.58
1003819143,1.08
1003819186,1.57
1003819198,3.36
1003819208,1.81
1003819484,1.46
1003819614,1.32
1003819694,3.04
1003820086,1.01
1003820189,0.81
1003820481,1.22
1003820631,1.08
1003820835,1.19
1003821079,0.82
1003821098,3.15
1003821174,0.96
1003821510,0.83
1003821595,3.03
1003821685,0.65
1003821914,2.36
1003823053,2.13
1003823158,0.6
1003823210,2.16
1003824095,0.89
1003824574,0.77
1003825591,3.14
1003825827,0.19
1003825998,1.4
1003826004,2.16
1003826158,0.71
1003826459,1.8
1003826508,1.27
1003826638,0.65
1003826825,0.96
1003826846,1.45
1003826887,2.81
1003827044,2.37
1003827130,1.26
1003827295,0.51
1003827643,1.78
1003827727,3.57
1003827734,1.39
1003827962,2.19
1003828050,3.77
1003828136,1.02
1003828313,1.34
1003828362,2.56
1003828411,1.76
1003828647,3.38
1003829117,0.68
1003829631,1.84
1003830047,2.21
1003830174,0.68
1003830447,0.71
1003830804,1.39
1003830854,1.24
1003831189,0.36
1003831827,0.18
1003831988,13.74
1003832237,3.86
1003832441,1.85
1003832649,0.18
1003833305,1.41
1003833444,6.89
1003833729,2.84
1003833915,1.46
1003834019,2.23
1003834044,1.6
1003834475,1.4
1003834812,1.82
1003834840,1.48
1003834874,2.43
1003834950,1.12
1003834988,3.37
1003835180,0.31
1003835247,1.38
1003835411,10.04
1003835617,0.88
1003835717,2.93
1003835765,1.1
1003835848,1.92
1003835901,2.96
1003836027,1.09
1003836110,3.09
1003836394,1.29
1003836428,1.05
1003836667,2.62
1003836698,3.95
1003836972,2.04
1003836998,0.7
1003837293,1.66
1003837585,1.45
1003838382,2.51
1003838458,3.31
1003838821,0.54
1003838881,2.33
1003839399,1.31
1003840507,3.11
1003840594,1.2
1003840737,0.59
1003841180,1.68
1003841475,3.12
1003841488,1.67
1003841508,0.9
1003841521,1.62
1003841549,1
1003841550,1
1003841669,1.74
1003841730,1.86
1003841778,1.38
1003842136,0.38
1003842236,1.32
1003842307,3.56
1003842520,1.61
1003842711,1.05
1003843148,1.26
1003843536,0.75
1003843900,2.98
1003844311,1.25
1003844421,1.63
1003844583,2.63
1003844590,1.33
1003844806,1.38
1003845203,1.51
1003845558,1.27
1003845811,1.39
1003846394,0.24
1003846423,1.2
1003846747,2.44
1003846935,3.37
1003847301,2.15
1003847384,1.1
1003847879,0.68
1003848410,0.61
1003849007,1.7
1003849219,1.49
1003849995,0.52
1003850325,2.62
1003850331,0.35
1003850356,1.1
1003850384,2.94
1003850399,1.64
1003850477,1.13
1003850596,3.48
1003851160,3.11
1003851418,1.41
1003851651,2.06
1003851723,0.19
1003851851,2.67
1003851887,1.23
1003851919,8.98
1003852045,1.27
1003852134,2.21
1003852165,1.75
1003852190,1.57
1003852292,1.17
1003852630,0.78
1003852696,1.17
1003852840,0.95
1003853985,0.66
1003854185,1.26
1003854461,2.01
1003854510,1.17
1003854589,1.5
1003855086,1.41
1003856169,0.62
1003856442,3
1003856548,1.69
1003857013,4.09
1003857384,3.64
1003857543,5.87
1003857706,3.59
1003857873,0.68
1003858000,0.55
1003858058,1.01
1003858370,2.93
1003858385,0.6
1003858427,1.15
1003858578,2.07
1003858660,1.65
1003858740,1.25
1003859174,1.2
1003859245,1.53
1003859400,0.5
1003859669,1.4
1003859801,2.89
1003859859,0.94
1003859956,1.56
1003859966,2.71
1003860039,1.83
1003860612,1.81
1003860644,2.1
1003860764,1.99
1003860785,2.17
1003860818,0.78
1003861203,1.59
1003861213,0.85
1003861278,2.4
1003861316,2.01
1003861661,2.17
1003861739,1.16
1003861765,2.26
1003861776,0.82
1003861892,2.48
1003861983,0.68
1003862546,1.3
1003862705,3.55
1003862896,1.28
1003862938,1.37
1003863178,1.13
1003863837,1.84
1003863839,1.81
1003864215,1.84
1003864281,1.88
1003864811,1.24
1003865117,1.31
1003865959,2.42
1003865992,0.86
1003866383,1.23
1003866681,1.37
1003867052,0.33
1003867058,0.58
1003867151,1.25
1003867398,4.64
1003867423,2.35
1003867634,1.16
1003868147,1.36
1003868151,1.54
1003868175,2.04
1003868377,1.32
1003868386,3.44
1003868414,1.77
1003868558,0.96
1003868623,2.09
1003868637,1.63
1003869697,2.79
1003869712,0.49
1003869941,2.11
1003870078,1.61
1003870173,1.43
1003870243,1.78
1003870332,2.76
1003870403,0.45
1003870585,3.4
1003870647,1.5
1003870813,2.77
1003871102,0.53
1003871226,1.47
1003871361,1.86
1003871716,1.32
1003872239,0.55
1003872713,0.5
1003872980,0.9
1003873031,1.55
1003873285,0.8
1003873304,0.43
1003873325,1.31
1003873703,5.39
1003874682,1.65
1003874811,1.18
1003875047,0.88
1003875091,2.63
1003875577,1.79
1003875975,1.1
1003876093,0.67
1003876189,1.81
1003876378,0.86
1003876519,0.81
1003876628,1.42
1003876654,1.27
1003877129,2.82
1003877492,1.28
1003877542,1.42
1003877597,1.35
1003877803,2.71
1003877851,1.77
1003878036,2.05
1003878296,3.54
1003878306,0.93
1003878565,2.44
1003878625,2.14
1003878649,1.52
1003878710,2.99
1003878778,1.37
1003878850,1.27
1003879054,1.42
1003879168,9.7
1003879319,1.93
1003879808,1.45
1003880429,0.46
1003880491,3.18
1003880537,1.59
1003880606,1.17
1003880786,2.15
1003880899,0.89
1003880977,1.48
1003881285,2.78
1003881316,2.09
1003881774,1.13
1003881975,1.06
1003882144,1.44
1003882306,0.81
1003882509,1.16
1003883099,2.25
1003883229,0.99
1003883639,1.66
1003883713,0.96
1003883808,1.45
1003883870,1.67
1003883899,1.81
1003884348,0.55
1003884781,0.76
1003884938,2.03
1003885253,0.05
1003885304,1.01
1003885309,1.07
1003885448,0.63
1003885524,1.03
1003885746,0.92
1003885834,1.83
1003885868,0.44
1003886139,2.26
1003886156,1.94
1003886181,1.04
1003886766,1.05
1003887451,1.44
1003887980,0.66
1003888270,0.58
1003888310,3.41
1003888585,3.35
1003888743,1.75
1003888779,0.53
1003888875,0.71
1003889033,2.31
1003889181,0.1
1003889494,1.44
1003889548,0.95
1003890000,0.61
1003890419,1.26
1003890611,1.14
1003891179,1.38
1003891268,1.01
1003891310,1.81
1003891323,1.26
1003891696,0.59
1003891773,1.29
1003891794,0.72
1003892077,1.42
1003892959,0.56
1003893076,2
1003893227,1.36
1003893484,1.42
1003893576,8.7
1003893951,1.73
1003895327,3.66
1003895782,0.98
1003896005,1.54
1003896052,2.62
1003896328,1.5
1003896561,1.24
1003896687,1.63
1003896724,2.33
1003897091,1.44
1003897159,2.31
1003897221,0.81
1003897289,1.29
1003897322,0.62
1003897530,3.4
1003897828,1.64
1003897976,1.77
1003897990,7.03
1003898054,2.16
1003898097,2.73
1003898237,1.45
1003898269,2.04
1003898463,0.89
1003898557,0.92
1003899041,1.6
1003899131,1.14
1003899321,1.01
1003899524,0.96
1003899801,1.62
1003899916,5.59
1003900012,1.08
1003900373,0.99
1003900548,0.59
1003900777,2.13
1003900796,0.91
1003900896,1.55
1003900978,1.71
1003901044,1.4
1003901312,0.85
1003901324,0.84
1003901375,1.57
1003901453,0.77
1003901472,0.78
1003901835,1.19
1003901882,0.59
1003901910,1.9
1003902024,0.39
1003902169,5.89
1003902366,3.27
1003902933,2.5
1003903131,0.46
1003903287,0.3
1003903677,0.5
1003903772,1.52
1003903899,1.38
1003903926,1.01
1003904012,1.14
1003904334,0.55
1003904477,1.74
1003904587,1.36
1003904654,2.01
1003904723,1.48
1003904763,1.86
1003905006,2.59
1003905245,0.78
1003905873,0.87
1003906291,1.87
1003906338,2.78
1003906474,2.41
1003906627,3.59
1003906702,2.45
1003906766,1.12
1003907337,3.44
1003907755,1.55
1003907938,2.48
1003907939,1.45
1003907980,1.15
1003907995,1.67
1003908177,0.01
1003908244,1.07
1003908865,1.45
1003908929,1.8
1003908950,2.76
1003909132,2.14
1003909801,2.49
1003909844,0.46
1003909985,0.46
1003910250,0.81
1003910317,3.21
1003910583,1.37
1003910671,1.31
1003910854,1.25
1003911154,1.71
1003911190,0.59
1003911320,2.49
1003911335,1.34
1003912032,2.26
1003912053,0.61
1003912342,1.55
1003912633,3.07
1003912752,0.52
1003912818,3.01
1003913340,0.97
1003914100,2.07
1003914323,1.44
1003914509,0.33
1003914648,1.05
1003914703,0.34
1003915094,1.71
1003915224,2.11
1003915228,4.18
1003915477,2.54
1003915568,2.16
1003915816,0.9
1003915896,0.48
1003916235,1.3
1003916315,2.2
1003916468,2.36
1003916647,0.89
1003917226,1
1003917297,0.89
1003917394,3.01
1003917823,2.15
1003917879,0.58
1003918223,1.01
1003918463,0.97
1003918530,1.12
1003919327,1.71
1003919717,0.78
1003919846,1.95
1003920088,2.12
1003920269,1.45
1003920281,0.42
1003920415,3.38
1003920587,3.42
1003920953,1.56
1003921217,2.16
1003921275,1.52
1003921298,1.91
1003921400,1.25
1003921704,0.18
1003921726,5.75
1003921877,1.01
1003921903,2.28
1003921921,1.99
1003921968,1.69
1003922036,1.9
1003922564,0.57
1003922584,1.37
1003922642,1.13
1003922650,1.76
1003922926,0.8
1003923001,2.27
1003923550,1.4
1003924023,1.49
1003924391,1.52
1003924771,0.91
1003925119,0.24
1003925151,8.35
1003925379,0.76
1003925457,2.59
1003925603,1.29
1003925970,0.53
1003925991,1.7
1003926184,6.32
1003926212,0.52
1003926224,1.41
1003926318,1.81
1003926850,1.82
1003927448,2.37
1003927636,1.8
1003927716,2
1003927852,1.44
1003927882,3.94
1003927893,3.58
1003927936,1.19
1003928146,4.27
1003928155,2.25
1003928159,2.01
1003928194,1.07
1003928399,0.3
1003928656,0.92
1003928723,2.84
1003928766,3.24
1003929116,1.84
1003929135,2
1003929276,0.8
1003929840,0.94
1003930206,1.37
1003930253,1.92
1003930379,2.9
1003930399,0.7
1003930740,1.41
1003930778,1.57
1003930814,3.7
1003930994,1.19
1003931501,0.44
1003931510,2.89
1003931838,0.58
1003932442,2.54
1003932480,6.65
1003932737,1.3
1003932929,0.86
1003933299,0.79
1003933550,1.77
1003934071,2.12
1003934122,2.24
1003934135,1.13
1003934145,1.13
1003934194,2.93
1003934371,0.66
1003934573,2.03
1003934769,1.34
1003934844,0.76
1003934950,1.72
1003935330,1.65
1003935674,3.25
1003935681,2.12
1003935916,1.4
1003935958,2.48
1003936228,1.54
1003936397,1.07
1003936447,1.5
1003936736,0.78
1003936747,2.57
1003936759,0.97
1003936890,1.85
1003937027,1.27
1003937058,0.84
1003937128,1.37
1003937161,1.83
1003937556,0.67
1003937654,0.5
1003937763,0.52
1003937907,0.79
