_id,overall_stats.avg_battle_values.avg_dmg
1006510565,11376
1006510790,23922
1006511006,15976
1006511549,60959
1006511824,31228
1006512047,33388
1006512119,30513
1006512742,4296
1006512800,32148
1006512936,29733
1006512957,12744
1006513163,32756
1006513265,65755
1006513363,26942
1006513742,21587
1006513906,23108
1006514084,20393
1006514384,25695
1006515104,21122
1006515532,17814
1006515796,31182
1006515976,46418
1006516529,29815
1006518737,29939
1006518786,16497
1006518893,20330
1006519330,32709
1006519491,40488
1006519502,38745
1006519622,36314
1006520134,51821
1006520232,41581
1006520235,30491
1006520378,38069
1006520478,23188
1006520586,50271
1006520665,32759
1006521164,55041
1006521190,28739
1006521395,26064
1006521673,46696
1006522202,15431
1006524566,23157
1006524851,26047
1006525222,19342
1006525877,36487
1006527538,23374
1006528586,38103
1006528754,12851
1006528878,21920
1006528923,20606
1006530116,17187
1006530156,22449
1006530993,20361
1006531021,27106
1006532858,27984
1006533382,47032
1006534029,28633
1006534494,19608
1006535178,18171
1006535719,16346
1006535893,19715
1006535922,38778
1006535923,36848
1006536088,33926
1006537353,37031
1006537498,58850
1006537713,37846
1006537903,19700
1006538329,24021
1006538401,10511
1006538462,29402
1006538813,34341
1006539471,29424
1006539572,19716
1006539682,20103
1006539818,51216
1006539829,31169
1006540097,81065
1006540232,50802
1006540430,24435
1006541078,17009
1006542385,41570
1006542403,15315
1006542441,37032
1006542736,48047
1006544535,67349
1006545055,42166
1006545243,13119
1006545413,20524
1006545936,39845
1006546469,19809
1006547028,24038
1006547296,52219
1006547516,31969
1006547555,35882
1006547688,14614
1006548219,47525
1006548964,14387
1006549351,10730
1006549618,25592
1006549671,39317
1006549729,16936
1006550398,16330
1006550499,47486
1006550587,22584
1006550982,19902
1006554279,15663
1006556067,37029
1006556241,18711
1006556935,20047
1006556984,10740
1006557032,28116
1006557433,35249
1006557757,53487
1006557983,44766
1006558025,19042
1006558277,31131
1006558400,28744
1006558411,36592
1006558630,22997
1006558866,45842
1006559253,25194
1006559916,52050
1006560412,34138
1006562691,19293
1006562801,85183
1006565111,32159
1006565776,16252
1006566114,41062
1006566622,50384
1006566795,15053
1006567175,17264
1006567211,31337
1006567254,25636
1006567577,70567
1006567874,44074
1006568398,30490
1006568585,49854
1006569297,28631
1006569844,64112
1006570733,24739
1006572350,14907
1006573134,15979
1006573603,52514
1006574438,15914
1006574553,47555
1006574813,5280
1006574992,53887
1006575197,17677
1006575233,18873
1006575362,29821
1006575404,49517
1006575597,14548
1006575773,16864
1006576417,25601
1006577088,38386
1006577431,41850
1006577456,18335
1006577483,31708
1006577565,48463
1006577777,29173
1006578717,46848
1006579906,23631
1006580269,21156
1006580366,30291
1006580453,58961
1006580509,26150
1006581323,20425
1006581814,24692
1006582107,53192
1006582291,29731
1006582345,49268
1006582390,55175
1006582571,39971
1006582589,33681
1006582761,39224
1006583314,47208
1006583496,32071
1006583626,20983
1006584166,28871
1006584317,31963
1006584322,53594
1006584396,17704
1006584544,26407
1006584692,36271
1006584913,50239
1006585157,20945
1006585225,39363
1006585234,42961
1006585611,53721
1006585746,38139
1006586089,47952
1006586399,19809
1006586587,26400
1006588274,20735
1006588351,24156
1006588549,46990
1006588680,35823
1006588970,39212
1006589265,37780
1006589381,35635
1006589730,20265
1006590022,26446
1006590035,48383
1006590129,23933
1006590289,31304
1006590941,25721
1006591213,51017
1006591221,37245
1006592027,16461
1006592563,28980
1006592805,33886
1006593094,31114
1006594375,30755
1006594468,39170
1006594842,41799
1006595354,37566
1006595532,43529
1006596039,34031
1006596290,33893
1006596346,22586
1006598030,42376
1006598040,15224
1006598994,31133
1006599569,53114
1006599848,18342
1006600040,20805
1006600085,18395
1006600666,13282
1006601329,51723
1006601836,26423
1006602170,24052
1006602229,17025
1006602254,41885
1006602342,33235
1006602438,14727
1006602802,27936
1006602914,56661
1006603036,14629
1006603459,20748
1006603976,15221
1006604243,37918
1006604410,22452
1006604442,47744
1006605240,10940
1006606379,56245
1006606586,14904
1006606981,19128
1006607325,63987
1006607378,31290
1006607611,28160
1006608441,51247
1006608492,37273
1006609890,11326
1006610531,22992
1006610663,37979
1006611192,19438
1006611615,22231
1006611875,8226
1006613601,15891
1006613662,27275
1006614121,12122
1006614194,31677
1006614227,17851
1006614350,23213
1006614407,19580
1006614646,36363
1006614824,58558
1006615077,6538
1006615357,29029
1006615870,43247
1006615926,21239
1006616324,28256
1006616391,31936
1006616518,27209
1006617320,34325
1006617382,45158
1006618040,37349
1006618634,46355
1006618779,48000
1006618949,50587
1006619038,32548
1006620555,21035
1006620687,54382
1006620766,25143
1006621426,17803
1006621590,48549
1006621714,36827
1006622638,25730
1006622671,17619
1006623060,31593
1006623501,31576
1006623917,47875
1006624056,21245
1006624096,39050
1006624676,35924
1006625235,17890
1006625317,37104
1006625369,45818
1006625370,14933
1006625377,35297
1006625424,23229
1006625816,30978
1006625834,29410
1006625859,29828
1006625884,23928
1006626721,44660
1006627373,14424
1006627593,44755
1006628792,34597
1006629330,19629
1006629711,43338
1006629722,23103
1006630505,29538
1006630765,37883
1006631851,37770
1006632518,21313
1006632620,41101
1006632834,16528
1006633389,22309
1006634328,44199
1006634411,26129
1006634695,52196
1006634723,49922
1006634867,27141
1006635374,27462
1006635410,23671
1006635450,36964
1006635521,56232
1006635632,15331
1006636904,21570
1006636914,24548
1006637620,18873
1006637689,24067
1006637745,30652
1006638216,31385
1006638233,39484
1006638289,26249
1006638677,34862
1006638975,28650
1006639214,59268
1006639271,17910
1006639439,28819
1006639698,64987
1006639796,27128
1006639806,27736
1006639978,58369
1006640105,13642
1006640254,37769
1006640359,28253
1006640806,42711
1006641284,39379
1006641556,29643
1006641747,23850
1006641986,25735
1006642208,37946
1006642388,31602
1006643111,19603
1006643188,27160
1006643225,42918
1006643405,48578
1006643684,33248
1006643826,21825
1006644284,18455
1006645229,35780
1006645486,32155
1006646375,23191
1006647440,45968
1006647726,51575
1006648205,54183
1006650225,49343
1006650390,47526
1006650847,48330
1006650972,43530
1006651481,29492
1006651558,49951
1006651713,50650
1006651930,21682
1006652154,46959
1006652366,46391
1006652502,52734
1006652604,28460
1006652607,38676
1006652610,26898
1006652683,38782
1006652891,49617
1006652902,57518
1006653108,52466
1006653637,26820
1006653699,34766
1006654039,26152
1006654126,21596
1006655327,45530
1006656427,32165
1006656566,35158
1006656642,16520
1006657524,23636
1006657659,26885
1006657840,15668
1006657987,32928
1006658632,39826
1006659173,72753
1006660050,31512
1006662430,35525
1006662809,41560
1006662911,19016
1006663044,23021
1006663312,57635
1006663510,21349
1006664054,34789
1006664073,22231
1006664437,29177
1006665357,41998
1006665917,34968
1006665938,35315
1006666003,27075
1006666085,12459
1006666226,31476
1006666551,25882
1006666723,35574
1006666814,27877
1006667503,36571
1006668132,26909
1006668629,30818
1006670398,36580
1006670593,45624
1006670806,17153
1006671799,18108
1006672270,17666
1006672592,27466
1006673492,55977
1006673712,43229
1006674233,41490
1006674715,27623
1006675066,47898
1006675222,71438
1006675413,67926
1006675483,43545
1006676243,10235
1006676339,63853
1006676354,21298
1006676572,19698
1006676804,14454
1006677167,20623
1006677179,54526
1006677243,20016
1006677851,18912
1006678075,41902
1006678128,17745
1006678268,32881
1006678948,34790
1006679275,27276
1006679711,52377
1006679756,15837
1006680098,43787
1006680150,31351
1006680596,25561
1006680643,25277
1006681253,22444
1006681616,42086
1006681720,32418
1006681835,40055
1006681841,32526
1006682064,34743
1006682105,20512
1006682670,31338
1006682786,51326
1006683063,14771
1006683384,9048
1006683718,37079
1006683913,37354
1006684262,21775
1006684323,26949
1006685481,28330
1006685574,31186
1006685797,33669
1006686021,78485
1006686060,28830
1006686169,27033
1006686199,25246
1006686200,17501
1006686353,41200
1006686456,66518
1006686474,16467
1006686497,40728
1006686502,46073
1006686591,28549
1006686936,37131
1006687310,43578
1006687824,57126
1006687859,33609
1006689356,38674
1006690293,71338
1006691371,27604
1006691412,25094
1006692338,33636
1006692429,29621
1006692529,44448
1006692570,23356
1006692666,41580
1006693269,42992
1006693271,33472
1006693540,17152
1006694892,22012
1006694911,21359
1006694974,43552
1006695381,19805
1006695455,41857
1006695665,56946
1006695939,58093
1006696080,37048
1006696502,30127
1006696785,34073
1006697467,41588
1006697701,26343
1006698172,22317
1006698551,42692
1006698952,19771
1006699391,24380
1006699553,38373
1006699584,25273
1006699887,28710
1006700258,40858
1006700584,31260
1006700788,33931
1006700876,22124
1006700978,33212
1006701028,19028
1006701105,9218
1006701306,21562
1006701568,38864
1006701679,28783
1006702138,23890
1006702246,18492
1006702282,24880
1006702382,39994
1006702417,28888
1006702589,17412
1006702713,31818
1006702812,32317
1006703754,38296
1006704339,38748
1006704447,29631
1006704535,61266
1006705075,35556
1006705209,24740
1006705464,23878
1006705625,20813
1006705725,37724
1006705979,20729
1006706296,24592
1006706555,33429
1006706680,56077
1006707042,41211
1006707202,30157
1006707226,27770
1006707330,25671
1006707772,21623
1006707823,12114
1006708794,26705
1006709060,15139
1006709113,30743
1006709418,37109
1006709862,25899
1006710778,25379
1006710781,20040
1006710936,26703
1006711542,17703
1006711599,34950
1006711688,26915
1006712245,35066
1006712455,33885
1006712571,45494
1006713353,41383
1006713641,34984
1006714206,36039
1006714265,48503
1006714439,50585
1006714971,32200
1006715184,37607
1006715316,24423
1006715761,17779
1006715762,41497
1006715790,25995
1006715929,32727
1006716034,38531
1006716088,10792
1006716118,17003
1006716731,20555
1006716873,44204
1006716919,34094
1006716945,15617
1006717092,35247
1006717662,23315
1006717772,50131
1006718361,31952
1006718806,48074
1006719260,12286
1006719334,14359
1006719363,26617
1006720467,54278
1006720521,13553
1006721351,23300
1006721750,37011
1006721964,28858
1006721991,25483
1006722354,16892
1006723027,14211
1006723279,22776
1006723548,50498
1006724022,23227
1006724127,23492
1006725298,15619
1006727471,34393
1006727866,21974
1006728112,35151
1006729081,34812
1006729283,53871
1006729600,15090
1006729677,34926
1006730083,24594
1006730508,40709
1006730668,18697
1006730846,54423
1006730982,28440
1006731008,19839
1006731018,29832
1006731147,22631
1006731472,13177
1006732285,42025
1006732440,16809
1006732756,48153
1006732903,55926
1006733309,23677
1006733561,30292
1006733695,26212
1006733939,11370
1006733953,61257
1006734023,27884
1006734084,39945
1006734096,29613
1006734410,41929
1006735059,38297
1006735349,59578
1006735484,27499
1006736614,35963
1006736911,57007
1006737128,36042
1006737221,33007
1006737514,35740
1006738218,31063
1006739686,31209
1006740077,30136
1006740079,13211
1006740793,29299
1006740838,44873
1006741125,25571
1006741308,19308
1006741497,12616
1006741893,28952
1006742482,25889
1006742771,50412
1006743945,44452
1006744001,22095
1006744033,35211
1006744161,26431
1006745853,32059
1006745953,48351
1006746897,18635
1006746971,24877
1006747157,58490
1006747511,26136
1006748409,53074
1006748459,29896
1006748604,52452
1006749357,20366
1006749379,60564
1006749786,65192
1006750150,15378
1006750515,47470
1006751225,26329
1006751349,32685
1006751653,45369
1006751708,46591
1006752174,16744
1006752416,31168
1006752583,38388
1006752789,41919
1006753078,18862
1006754022,58013
1006754308,23619
1006754310,46299
1006754336,27858
1006754502,38103
1006754627,18359
1006754772,40132
1006755393,21075
1006755669,37840
1006755681,18962
1006755940,17504
1006755985,38239
1006755986,27060
1006756124,51681
1006756389,19387
1006756851,32290
1006757273,47733
1006757353,31177
1006757484,23082
1006757878,30291
1006758443,55956
1006758949,44096
1006759111,37414
1006759114,22829
1006759661,51101
1006760253,57211
1006760355,25423
1006760832,16695
1006760929,27753
1006761186,30809
1006761624,43603
1006761898,87235
1006763091,30931
1006763399,44615
1006764144,32540
1006764567,34702
1006764669,39945
1006764899,40208
1006765618,30086
1006766079,18642
1006766094,31567
1006766192,16345
1006766478,29262
1006766594,28509
1006766767,42377
1006766850,17697
1006767081,34743
1006767290,53272
1006767824,36126
1006768444,19975
1006768619,24778
1006768817,34030
1006769010,26843
1006769315,46459
1006769479,50416
1006769524,28664
1006769868,14671
1006771712,19350
1006772045,38837
1006772612,23137
1006772691,30466
1006773195,16875
1006773595,21538
1006774629,63305
1006774671,34514
1006775140,18011
1006775344,50002
1006775413,27295
1006775480,28680
1006775762,34811
1006776675,35727
1006776901,33149
1006777061,63071
1006777121,27966
1006777945,17001
1006778089,19175
1006778549,30630
1006778666,36310
1006778820,66509
1006779224,21534
1006779585,12399
1006779797,17328
1006780150,22639
1006782432,41324
1006782843,25488
1006783346,31231
1006783585,21405
1006783677,18413
1006783847,26288
1006784090,34113
1006784842,29980
1006785925,19886
1006785958,40792
1006785972,19211
1006786075,23123
1006786191,64926
1006786993,39006
1006787307,37401
1006787516,34804
1006787763,50619
1006787883,34227
1006788411,35774
1006788530,60406
1006788590,29710
1006788721,32738
1006789178,40010
1006789430,55482
1006790478,46785
1006790540,33667
1006790729,76799
1006790738,42182
1006791236,40242
1006791240,30665
1006791430,54587
1006791487,18417
1006791703,35344
1006792178,47308
1006792438,16968
1006792553,20584
1006792563,23423
1006793350,39528
1006793559,41043
1006793765,36552
1006793768,28148
1006794270,15044
1006794414,38040
1006794519,68471
1006794614,20372
1006794683,19214
1006795129,55884
1006796258,48773
1006796606,34037
1006796691,35132
1006796774,42554
1006797360,20144
1006798049,45061
1006799618,58757
1006799688,20963
1006799922,20386
1006800285,22886
1006800576,26587
1006800697,21431
1006800906,35979
1006801486,44316
1006801739,15770
1006802632,59065
1006802634,46466
1006802737,19410
1006803170,26397
1006803730,42488
1006803752,30394
1006803885,21255
1006803941,36996
1006804238,15626
1006804355,22354
1006804433,21809
1006804692,59873
1006804881,26509
1006805192,60557
1006805405,30389
1006805444,33287
1006805694,57779
1006806305,25522
1006806962,22484
1006807028,37180
1006807770,30186
1006807915,20887
1006808297,46921
1006809390,20628
1006810346,24130
1006811193,35526
1006811228,27135
1006811266,35686
1006811439,26537
1006811522,30763
1006811754,10441
1006811876,35183
1006812572,47344
1006812633,63285
1006812797,20268
1006813071,44402
1006813185,39347
1006813421,24361
1006813449,31014
1006813458,17953
1006813654,18519
1006813824,21024
1006814133,17899
1006814616,39708
1006815379,46667
1006815933,53855
1006816388,42040
1006818222,28409
1006818511,18138
1006819341,29925
1006819825,26500
1006819927,14095
1006820094,12259
1006820289,27799
1006820324,19956
1006820965,19881
1006821862,40567
1006822005,45117
1006822178,29536
1006822342,44400
1006822750,34073
1006822903,42711
1006823129,29615
1006824220,26850
1006824630,38667
1006825085,12611
1006825138,35550
1006825196,40132
1006825239,40730
1006825762,30598
1006825852,23899
1006826420,15759
1006826502,21174
1006826596,24669
1006826790,55521
1006827114,43702
1006827543,27424
1006827546,19720
1006827677,34703
1006828999,13550
1006829790,31654
1006832710,23701
1006832926,15193
1006833149,40238
1006834289,33006
1006834532,25697
1006834841,44473
1006836791,55416
1006838060,42443
1006838395,31310
1006838685,21462
1006838968,35447
1006839071,42804
1006839325,64394
1006839473,44255
1006839686,32766
1006839913,56229
1006839973,19947
1006839991,36953
1006840761,48094
1006840876,29840
1006841953,46029
1006842120,15911
1006842133,12784
1006842293,35948
1006842822,13664
1006842846,49273
1006843262,33746
1006843285,20835
1006843362,32344
1006843364,40614
1006844798,34002
1006844834,25999
1006845021,35162
1006846354,25054
1006846654,38687
1006847198,61610
1006847259,27539
1006848163,15400
1006848257,17488
1006848656,31664
1006848833,39649
1006848872,34608
1006849025,16629
1006849944,18348
1006850123,32146
1006850554,24317
1006850974,26818
1006853508,38693
1006853748,42993
1006853820,12348
1006853982,59088
1006854598,22396
1006854923,25255
1006854942,18191
1006855118,29797
1006855192,33664
1006855739,11599
1006855813,41532
1006856179,31422
1006856329,27755
1006856602,23867
1006856976,31585
1006857402,25187
1006857748,73485
1006858354,5228
1006858747,57621
1006858978,36924
1006859592,18977
1006859611,24899
1006860981,21969
1006861277,15827
1006861652,23639
1006864506,25091
1006865196,27878
1006865414,34356
1006866149,40982
1006866193,28448
1006866211,28230
1006866586,41530
1006867005,24413
1006868151,38315
1006868320,25106
1006868435,15825
1006868640,33841
1006868979,16196
1006869362,25541
1006869670,35234
1006869794,24323
1006869905,31958
1006870266,20641
1006870512,18782
1006871332,19279
1006871431,50511
1006871943,17667
1006872054,23105
1006872090,27308
1006872314,25291
1006872959,39521
1006873432,40681
1006873675,64365
1006874476,19058
1006874739,25592
1006875160,18546
1006875771,19559
1006875840,20513
1006876712,13458
1006877203,40246
1006877397,22414
1006879132,52752
1006879876,36103
1006879980,46504
1006879989,19736
1006880202,31851
1006880475,18066
1006880520,24913
1006880754,22727
1006881890,16278
1006881946,33616
1006882280,57138
1006882557,56496
1006882727,29675
1006883191,22740
1006883270,45295
1006883365,19593
1006883420,26818
1006883742,50080
1006884290,33555
1006884643,30994
1006884933,18737
1006885062,44129
1006885078,24722
1006885331,44111
1006886081,41782
1006886111,15492
1006886223,45261
1006886590,25852
1006886874,31623
1006887075,24666
1006887981,28318
1006888056,40909
1006888358,48281
1006889718,27723
1006889739,36691
1006890114,20188
1006890319,34893
1006890405,17012
1006891255,26950
1006892514,10329
1006892750,23282
1006893188,45655
1006893225,63727
1006893670,34322
1006893959,47287
1006894414,38350
1006894891,12446
1006895663,52054
1006895714,27548
1006896554,34113
1006896823,28278
1006897000,33855
1006897094,47626
1006897427,25789
1006897804,24945
1006898190,40490
1006898506,41954
1006898964,44848
1006899114,21477
1006899426,21146
1006899472,52929
1006901539,4573
1006901646,29359
1006901899,32008
1006903018,30200
1006904737,35438
1006905165,41473
1006905709,26251
1006905791,51138
1006905805,34518
1006906918,24959
1006907156,36413
1006907511,31630
1006907815,35962
1006908386,15907
1006908451,31192
1006908730,40959
1006908868,44571
1006908909,30597
1006909184,25703
1006909757,35947
1006909838,67202
1006910388,39614
1006910525,34790
1006910533,30853
1006910762,27175
1006911011,30136
1006911021,23075
1006911246,48370
1006911324,29838
1006911469,29955
1006913741,18610
1006914230,33767
1006916313,44887
1006918624,18307
1006918697,27299
1006919325,22719
1006919420,32218
1006919495,19392
1006919522,26151
1006920239,20888
1006920935,21065
1006921323,17007
1006921390,31689
1006921645,34839
1006921750,14481
1006921771,25170
1006921976,43213
1006923016,25355
1006923491,41568
1006923861,29801
1006923944,10306
1006924596,21016
1006925787,39809
1006926416,40735
1006927384,49204
1006928125,6507
1006928172,19229
1006928299,39875
1006928300,42713
1006928378,50976
1006928437,20832
1006930115,37937
1006930577,26960
1006930974,18413
1006931217,29317
1006931223,58032
1006931703,21502
1006932223,24235
1006932802,44142
1006932895,85474
1006933389,28087
1006933502,13036
1006933796,42544
1006933957,32692
1006934200,77770
1006935066,50669
1006935262,64777
1006935380,30325
1006935382,15286
1006935428,32909
1006935931,45942
1006935961,46128
1006936012,39941
1006936620,46561
1006938019,21658
1006938398,34701
1006938733,24462
1006939550,42236
1006941606,37440
1006941614,16940
1006941923,15406
1006942098,56513
1006942733,35597
1006943538,36565
1006943681,33531
1006943799,38336
1006944145,34812
1006944195,15679
1006944411,26840
1006944695,50132
1006945124,27360
1006945456,39758
1006945472,50640
1006945476,47480
1006945575,50720
1006945655,25285
1006946151,33473
1006946239,13104
1006946436,36044
1006946614,30151
1006946819,45803
1006946964,37957
1006947048,17349
1006947066,45501
1006947089,46582
1006947555,21301
1006947604,25895
1006948031,20014
1006948057,14039
1006948366,54780
1006948369,33668
1006948404,13715
1006948929,32787
1006949007,26998
1006949111,21751
1006949163,26947
1006949236,39761
1006949431,17740
1006949893,19336
1006950194,24642
1006950288,42976
1006950325,24335
1006950884,22985
1006951045,28481
1006951155,34068
1006951464,19230
1006951636,44166
1006951910,21854
1006952373,30129
1006952396,15606
1006952757,43231
1006955574,35584
1006956041,44608
1006956065,36443
1006956169,37583
1006956265,48486
1006956932,10729
1006957101,50263
1006957333,36563
1006958410,24379
1006958467,51621
1006958606,19405
1006959001,20755
1006959201,31855
1006960102,26114
1006960343,47562
1006960819,29355
1006961051,30630
1006961244,39331
1006962199,38710
1006962901,30502
1006963482,35870
1006963595,23267
1006964485,47486
1006964639,22017
1006965043,53285
1006965296,29514
1006965455,59081
1006965534,36103
1006965567,27158
1006965840,44095
1006966148,42685
1006966482,16949
1006966794,40580
1006967065,29373
1006967148,34341
1006967891,30879
1006968483,24772
1006969019,15324
1006969127,33133
1006969332,28671
1006970219,25493
1006970407,39518
1006970416,44195
1006970967,33698
1006971437,16807
1006971960,27127
1006971966,21044
1006972617,45485
1006972672,35797
1006972848,50164
1006973153,58932
1006973327,50837
1006973884,43074
1006974062,45508
1006974656,24658
1006975577,44370
1006975857,26796
1006976266,37288
1006976376,31647
1006977661,49448
1006977871,36586
1006978540,46136
1006978698,23010
1006978833,21306
1006978922,23183
1006979064,23934
1006979852,16113
1006980186,18551
1006980315,25235
1006980316,32641
1006980681,52072
1006980986,44390
1006981361,46384
1006982381,29279
1006982960,17461
1006983115,47364
1006983307,38972
1006984067,27183
1006984190,27060
1006984766,34015
1006984815,23140
1006984952,13735
1006985186,21290
1006985235,42203
1006985243,19575
1006985686,39453
1006986461,23012
1006986629,58606
1006986822,33918
1006986978,26904
1006987044,41118
1006987051,64474
1006987106,67977
1006987562,36982
1006989244,27731
1006989727,23667
1006989927,31084
1006990010,60589
1006990340,36998
1006990476,10472
1006990753,47459
1006990981,26986
1006991184,18694
1006991601,40339
1006991818,37948
1006992111,29131
1006992482,30326
1006993478,23201
1006993639,55293
1006995027,25153
1006996234,40509
1006996952,26639
1006999058,39219
1006999238,57674
1006999342,19254
1006999560,16989
1006999607,26047
1006999708,37793
1007000098,26628
1007000312,51100
1007000328,49592
1007000484,28431
1007000555,50138
1007000865,68566
1007000867,12550
1007001137,28767
1007001198,22830
1007001287,38869
1007001500,21288
1007001788,12087
1007001921,23077
1007002368,38670
1007002771,35388
1007003082,31104
1007003359,61328
1007003502,48629
1007003732,8226
1007004165,19398
1007004461,45168
1007004562,41148
1007004717,28984
1007004727,37567
1007004821,28621
1007004960,49761
1007004992,28280
1007005064,45324
1007005121,19068
1007005260,18628
1007005449,25319
1007006252,34662
1007006276,27261
1007006460,40390
1007006581,65395
1007006616,33812
1007007873,41682
1007007888,5851
1007008320,33948
1007009197,92460
1007009298,23699
1007009346,30474
1007009930,46618
1007010549,32848
1007010704,35994
1007011257,26110
1007011270,35479
1007011662,55968
1007011771,11196
1007012452,23053
1007012634,30623
1007012718,45936
1007013172,44655
1007013645,33146
1007013777,7528
1007013783,17061
1007013885,51317
1007014547,32723
1007014652,38237
1007014788,18302
1007014790,10037
1007014846,84333
1007014853,27923
1007016404,31319
1007016622,25522
1007016966,56614
1007017043,31915
1007017296,22106
1007017662,50929
1007017726,31256
1007017913,29112
1007018308,21740
1007018754,29309
1007019433,32775
1007019449,30088
1007019703,22586
1007020107,62880
1007020903,11198
1007020988,74560
1007021681,30614
1007021778,21819
1007022093,66389
1007022604,33160
1007023634,34161
1007024032,23841
1007025081,27026
1007025657,28661
1007025915,45189
1007026718,26245
1007026963,33870
1007027169,55107
1007027238,25261
1007027327,22723
1007027348,44919
1007027365,16985
1007027789,31741
1007027952,21581
1007028051,30349
1007028121,43120
1007028149,47909
1007028279,42169
1007028314,55467
1007028524,23215
1007028686,59642
1007028767,62370
1007028790,33707
1007029480,25348
1007029509,19275
1007029609,39656
1007030155,22178
1007030168,22880
1007030192,22332
1007030267,40034
1007030791,46121
1007030906,28705
1007030908,24852
1007031527,45523
1007031727,31147
1007031809,55044
1007031920,63842
1007031934,39676
1007032808,26664
1007032996,14567
1007033359,26016
1007033693,25684
1007033801,70096
1007034864,23443
1007035377,20722
1007035619,15581
1007035687,17342
1007036305,20213
1007036804,23935
1007037180,29617
1007037363,36840
1007037514,29476
1007037912,41974
1007037936,57256
1007038136,27564
1007038608,34769
1007038643,29795
1007038674,53426
1007038715,31386
1007038892,20780
1007038897,28131
1007039218,43215
1007040699,37864
1007040739,19783
1007041977,39912
1007042301,38511
1007042858,19238
1007043223,21732
1007043325,43614
1007043461,61412
1007043551,22929
1007043905,31838
1007045354,19357
1007046648,16894
1007046774,26858
1007047269,31284
1007047333,32411
1007047362,9223
1007047800,28240
1007047884,35201
1007047891,38452
1007048318,18380
1007048594,14636
1007049440,36173
1007049502,23951
1007049913,37109
1007050034,21423
1007050043,12673
1007050104,28593
1007050452,26058
1007050506,30211
1007050915,20415
1007051316,42154
1007051345,37578
1007051382,27452
1007051563,9005
1007052016,29309
1007052830,41771
1007053666,39423
1007053758,34936
1007054254,35360
1007054454,24480
1007054794,34317
1007054836,20463
1007054944,40884
1007055003,25209
1007055314,63780
1007055316,57334
1007055600,49950
1007056147,30763
1007056373,31287
1007057074,18958
1007057521,34220
1007057661,62778
1007057834,24560
1007058062,34617
1007058214,15579
1007058316,21153
1007058515,18593
1007058648,23238
1007059344,21400
1007060238,26243
1007060331,38784
1007060384,29120
1007060584,34976
1007060620,49715
1007060711,36028
1007061209,19154
1007061811,33378
1007061900,29420
1007062143,30842
1007062408,40511
1007063052,9503
1007063800,40530
1007064109,43309
1007064248,19036
1007064618,33310
1007064782,29732
1007064886,37115
1007064991,25575
1007065100,29408
1007065167,38196
1007065277,31230
1007065682,27718
1007065860,29477
1007065902,13520
1007065988,20799
1007067130,26670
1007068535,23886
1007068670,25603
1007068927,22914
1007069304,27780
1007069424,30736
1007069978,33378
1007070289,35641
1007070393,26348
1007070905,24132
1007071073,43645
1007071120,29756
1007071296,19169
1007071446,21804
1007071480,29443
1007072539,52747
1007072549,34403
1007072925,18723
1007073023,31360
1007074103,51966
1007075287,13583
1007076682,30142
1007076906,20592
1007077382,42640
1007077407,30020
1007078486,59970
1007079320,25145
1007079666,24302
1007079785,48112
1007080224,19371
1007080262,12556
1007080765,29592
1007081491,49277
1007081648,26378
1007082216,39869
1007082375,42424
1007082539,39126
1007083011,34013
1007083302,10852
1007083531,36624
1007084144,36504
1007084807,65025
1007085226,36414
1007085897,4925
1007085927,17015
1007086012,33267
1007086319,25537
1007086542,53274
1007087016,30453
1007087382,24582
1007087849,18090
1007088113,34363
1007088118,22495
1007088258,49825
1007088773,31160
1007090008,20929
1007090773,14626
1007090969,8053
1007091457,14267
1007091918,33687
1007092517,28794
1007092592,39446
1007093796,36171
1007094009,22462
1007094013,22896
1007094124,28109
1007094145,10885
1007095849,22797
1007095874,10146
1007095890,22117
1007095976,34030
1007096245,30709
1007096482,16458
1007096527,12669
1007096869,34309
1007097145,42341
1007097148,53889
1007097714,72293
1007097737,39120
1007098034,31692
1007098508,65691
1007099014,11881
1007099032,29568
1007099555,35561
1007100092,20053
1007100837,25240
1007102064,29094
1007102160,52325
1007103173,24943
1007103206,50612
1007103426,27738
1007104031,22743
1007104307,61711
1007104529,25544
1007105644,25678
1007106398,29899
1007106665,34298
1007106780,108554
1007107337,44146
1007107634,24739
1007108080,24585
1007108283,64513
1007108474,70483
1007109038,34227
1007109419,31671
1007109929,19649
1007110087,37254
1007110174,16093
1007110965,24863
1007111260,12986
1007112100,37382
1007112935,10431
1007113649,28124
1007113996,16591
1007115719,20649
1007116181,19758
1007116376,21150
1007116495,22384
1007116566,32521
1007117061,33138
1007117322,25339
1007117435,20227
1007117969,24698
1007118045,25571
1007118697,52504
1007118758,48200
1007118807,50255
1007119034,29164
1007119508,41033
1007120046,32577
1007120265,21632
1007120594,56859
1007120634,27578
1007121171,32448
1007121728,34964
1007121758,34385
1007122872,27849
1007123269,24419
1007123624,40838
1007123805,55801
1007125223,15067
1007125545,19499
1007126436,54429
1007126589,31605
1007127303,31081
1007127327,21395
1007127525,31055
1007127911,44567
1007128291,12934
1007128379,12987
1007128777,37021
1007128790,33282
1007129303,35153
1007129334,12159
1007130202,42282
1007130222,16471
1007131250,45181
1007131268,32052
1007131683,26800
1007132064,34176
1007132070,42167
1007132180,29662
1007132279,11053
1007133085,49086
1007134129,22467
1007136055,22104
1007136568,48799
1007136583,31916
1007136793,50996
1007137392,45224
1007137849,32129
1007138222,22700
1007138646,39212
