_id,overall_stats.battles
1005028872,2534
1005028993,377
1005029174,3069
1005029451,139
1005029534,1948
1005029787,4094
1005030004,1584
1005030099,853
1005030290,1566
1005030563,7155
1005030666,4115
1005030673,4484
1005030809,7622
1005030886,1948
1005031135,743
1005031296,469
1005031448,1809
1005031761,3469
1005031837,6247
1005032362,4459
1005032586,1626
1005033014,3897
1005033190,8671
1005034045,3072
1005034112,3729
1005034266,1428
1005034474,242
1005034619,1289
1005034672,10893
1005034779,2249
1005035038,709
1005035360,5825
1005035473,1723
1005035633,722
1005035805,254
1005036015,2137
1005036076,1386
1005036087,745
1005036323,900
1005036638,259
1005036759,527
1005036809,1852
1005036897,10759
1005036987,3307
1005037974,2885
1005038004,704
1005038060,956
1005038066,747
1005038238,207
1005038295,2150
1005038406,2329
1005038807,7143
1005038951,2664
1005039440,3216
1005039545,3944
1005039559,994
1005039756,1484
1005040095,1247
1005040285,6513
1005040448,4510
1005040610,6789
1005040743,281
1005040759,1295
1005040782,1192
1005040794,1012
1005041047,2474
1005041221,1227
1005041249,2493
1005041448,5762
1005041553,737
1005041743,1723
1005042079,1297
1005042273,9779
1005042390,3326
1005042949,1938
1005043195,380
1005043303,567
1005043499,5075
1005044005,5617
1005044041,360
1005045549,406
1005045699,1164
1005046361,1134
1005046731,1842
1005046769,760
1005047092,635
1005047656,6520
1005048019,4432
1005048183,3650
1005048201,3784
1005048283,6269
1005048357,682
1005048421,842
1005048816,793
1005048992,264
1005049459,746
1005049874,3162
1005050000,4506
1005050104,6115
1005050574,7243
1005050715,3814
1005050802,3719
1005051118,2053
1005051275,6834
1005051432,515
1005051448,3226
1005051570,752
1005051777,2309
1005052186,463
1005052727,6380
1005052740,1324
1005052870,832
1005052916,955
1005053236,5485
1005053733,1838
1005054756,783
1005055086,245
1005055171,531
1005055826,4770
1005055836,2631
1005056173,6347
1005056409,1244
1005056469,1305
1005056559,484
1005056624,134
1005056813,5899
1005056948,5528
1005057190,7680
1005057449,9634
1005057491,5871
1005057860,2115
1005058065,1232
1005058258,7814
1005058460,2799
1005058801,3211
1005059144,5527
1005059242,2561
1005059529,994
1005059657,1940
1005059856,3158
1005060148,5456
1005060611,5390
1005060728,4045
1005060825,2737
1005060970,2683
1005061034,8876
1005061208,524
1005061571,2808
1005062103,333
1005062191,272
1005062350,221
1005062771,1291
1005063079,613
1005063182,2159
1005064363,6899
1005064567,2477
1005064662,921
1005064710,5672
1005064833,1418
1005064889,5896
1005065157,884
1005065261,281
1005065641,1568
1005066081,1260
1005066270,8487
1005066309,3917
1005066392,2644
1005067189,1040
1005067380,6899
1005067498,536
1005067737,8779
1005068486,5679
1005068650,1214
1005068711,1814
1005068712,291
1005069025,4570
1005069310,561
1005069329,7357
1005069402,1755
1005069455,562
1005069585,2387
1005070511,1511
1005070741,8552
1005070806,1112
1005071831,1843
1005072412,2805
1005072523,850
1005072546,386
1005074960,160
1005076226,4404
1005076461,486
1005076952,2957
1005077290,400
1005077351,1011
1005077595,6243
1005077761,1843
1005077763,5637
1005078522,2352
1005078833,491
1005078849,712
1005079170,2235
1005079631,2384
1005079844,5937
1005079891,314
1005080029,193
1005080113,3160
1005080425,5505
1005080577,13991
1005080881,15942
1005080982,2449
1005081226,3754
1005081447,4428
1005081737,6104
1005081807,2526
1005081996,4795
1005082241,166
1005082257,2609
1005082407,1884
1005082628,1380
1005082887,363
1005083157,148
1005083838,7393
1005084079,381
1005084158,5705
1005084847,6662
1005085424,379
1005085443,1923
1005086070,2974
1005086834,1896
1005087463,1399
1005087592,2967
1005087705,374
1005087951,8745
1005088599,1749
1005088893,2037
1005089294,3780
1005089498,1283
1005089718,384
1005090040,9583
1005090162,6387
1005090538,2474
1005090665,6346
1005090711,11827
1005090948,2908
1005091098,1004
1005091138,1265
1005091141,2480
1005091201,741
1005091228,4437
1005091314,1629
1005091843,3629
1005092062,346
1005092472,1909
1005092858,298
1005092999,377
1005093336,2282
1005093906,4732
1005093978,1406
1005094851,2787
1005094872,933
1005095244,1550
1005095685,1915
1005095770,2132
1005095902,3391
1005095935,5598
1005096068,12266
1005096175,3238
1005096308,13185
1005097249,8825
1005097265,2076
1005097313,1863
1005097381,2566
1005097757,748
1005098471,1514
1005098484,2366
1005098986,8477
1005099142,1084
1005099167,2342
1005099248,5370
1005099255,5984
1005099743,447
1005100429,2041
1005100446,3476
1005100451,4384
1005100958,1410
1005101237,6911
1005101632,327
1005101853,7330
1005102536,121
1005102725,850
1005102887,1623
1005102935,1895
1005102991,133
1005103430,1549
1005103604,2664
1005104151,2346
1005104408,11158
1005104747,873
1005105099,7665
1005105411,754
1005105668,4610
1005105697,4358
1005105835,281
1005105857,1229
1005105980,7394
1005106070,2461
1005106073,310
1005106163,2728
1005106169,1935
1005106557,629
1005106748,4313
1005107006,4728
1005107254,2596
1005107403,947
1005108038,1214
1005108309,2108
1005108429,9555
1005108557,2225
1005108568,9668
1005109095,1593
1005109296,850
1005109471,707
1005109997,3492
1005111811,9084
1005111989,1321
1005112085,6126
1005112179,458
1005112329,3939
1005112510,823
1005112581,4009
1005112686,1404
1005112829,2055
1005113851,1412
1005114516,2185
1005115062,3164
1005115486,3512
1005115677,155
1005115821,2048
1005115850,247
1005115885,199
1005116248,2373
1005116321,4202
1005116694,838
1005116801,140
1005117953,465
1005119416,9411
1005119667,323
1005119824,12800
1005120258,3729
1005120771,5153
1005120828,8818
1005121199,3950
1005121222,194
1005121668,2634
1005121750,901
1005121796,434
1005122467,4631
1005123241,1919
1005123286,2003
1005123578,551
1005123841,1742
1005124237,2911
1005124437,3437
1005124751,1971
1005125121,4511
1005125164,725
1005125278,3790
1005125375,1500
1005125686,2150
1005125752,3040
1005125760,6664
1005125996,315
1005126202,253
1005126451,3160
1005126739,326
1005126790,1777
1005126792,11430
1005126831,4063
1005126920,5879
1005127035,3518
1005127038,2451
1005127098,625
1005127412,1252
1005127905,1693
1005128644,678
1005128682,1724
1005128952,1165
1005129299,295
1005129399,261
1005129505,3726
1005130274,2090
1005130752,761
1005130989,4704
1005131034,109
1005131695,4375
1005132165,2384
1005132369,1781
1005133019,1076
1005133031,3049
1005133065,1676
1005133255,2264
1005133587,1773
1005133870,728
1005134205,3476
1005134804,4025
1005135133,1452
1005135147,1774
1005135312,5564
1005135464,193
1005135562,271
1005135638,3112
1005135720,2422
1005135941,1741
1005135975,12561
1005135982,3121
1005136048,2281
1005136069,9767
1005136397,403
1005136710,6212
1005136810,3018
1005138639,4858
1005139067,2161
1005139876,3562
1005140040,184
1005140181,240
1005140378,719
1005140571,4450
1005140776,1920
1005141096,200
1005141548,1416
1005141787,1674
1005141828,1870
1005141832,6103
1005142171,8534
1005142340,6384
1005142507,220
1005142604,4515
1005142951,802
1005143003,206
1005143300,4288
1005143441,3451
1005143459,271
1005143542,573
1005143651,3737
1005143778,1628
1005143798,1683
1005143826,1568
1005143895,8028
1005144475,220
1005145193,724
1005145508,3966
1005145548,10055
1005145774,763
1005146430,1575
1005146484,1124
1005146657,7339
1005146738,8298
1005147017,501
1005147598,490
1005148003,1452
1005148134,447
1005148665,4739
1005149766,386
1005149998,9097
1005150390,2642
1005150706,9629
1005150742,694
1005150752,632
1005150925,812
1005150974,2213
1005151048,4518
1005151204,1195
1005151943,5107
1005152401,4011
1005152567,9144
1005153376,1162
1005153447,3865
1005153562,277
1005153811,1639
1005154015,1198
1005154074,2529
1005154130,2633
1005154429,3380
1005155367,854
1005155435,251
1005155468,2458
1005155507,399
1005155604,339
1005155647,5661
1005155668,2931
1005156031,141
1005156101,1955
1005156153,1399
1005156698,2217
1005157343,1537
1005157382,1645
1005157387,1291
1005157405,3942
1005157593,601
1005157607,1434
1005157618,1496
1005157751,1230
1005157818,4308
1005157871,3309
1005159369,5026
1005159826,3463
1005159971,5411
1005160557,443
1005160682,287
1005160941,2266
1005160967,5436
1005161178,1911
1005161326,2903
1005161548,572
1005161825,337
1005162070,6740
1005162639,6907
1005163046,952
1005163468,138
1005164793,2914
1005164902,820
1005164987,1634
1005165966,2411
1005165983,1815
1005166450,1029
1005166482,125
1005166522,2078
1005166681,25225
1005166901,416
1005166968,1875
1005167059,434
1005167465,1571
1005167651,570
1005167908,1216
1005168037,4678
1005168088,809
1005168268,10045
1005168316,554
1005168895,2963
1005169249,515
1005169435,2430
1005169851,149
1005169921,1482
1005169948,6061
1005170207,464
1005170282,2093
1005170455,2090
1005171751,824
1005171907,7546
1005172080,929
1005172931,1781
1005173444,1681
1005174729,1588
1005174860,441
1005175361,2221
1005176179,3331
1005176583,5481
1005176688,1463
1005176694,1381
1005176788,1248
1005177600,659
1005177850,574
1005177978,1171
1005178159,1046
1005178269,6187
1005178598,1331
1005179089,8645
1005179382,1376
1005179787,405
1005180181,2880
1005180255,10514
1005180406,2698
1005180731,257
1005181438,1676
1005182460,255
1005182526,200
1005182757,1039
1005182760,1240
1005182767,349
1005182956,3939
1005183299,2110
1005183519,1418
1005183839,2436
1005183871,1998
1005183892,2911
1005184149,2383
1005184264,2727
1005184495,344
1005184592,1567
1005184834,1090
1005184854,2021
1005185399,5747
1005185435,183
1005185502,3012
1005185931,2472
1005185947,3604
1005186205,3196
1005186482,1004
1005186710,1224
1005186964,3342
1005187000,2972
1005187317,251
1005187405,1171
1005187449,1399
1005187570,954
1005187580,1251
1005187594,15261
1005187780,1015
1005187915,1714
1005188364,1595
1005188423,4368
1005188456,973
1005188670,1716
1005188827,288
1005189179,4006
1005189527,2783
1005191011,10054
1005191373,4317
1005191655,1655
1005191725,637
1005191777,14166
1005192910,3530
1005192964,3073
1005193426,4699
1005193697,294
1005194270,1302
1005194748,2135
1005194894,747
1005195281,1138
1005195552,1006
1005195613,650
1005196015,769
1005196029,1877
1005196429,11282
1005196596,3282
1005196930,3840
1005197082,9916
1005197660,3453
1005197879,4392
1005197931,2325
1005199448,1087
1005199864,165
1005200099,542
1005200105,1795
1005200681,360
1005200688,1789
1005200723,628
1005201058,749
1005201294,430
1005201341,3899
1005201727,2145
1005201937,881
1005202432,442
1005202586,484
1005202939,600
1005203939,6872
1005204103,3494
1005204704,3334
1005205289,179
1005205841,1480
1005205983,615
1005206508,3354
1005206556,583
1005206866,2352
1005207245,1081
1005207708,590
1005207757,3099
1005207788,350
1005208132,1626
1005208219,7508
1005208638,1008
1005208711,2500
1005208952,177
1005209676,2495
1005209876,337
1005210127,2712
1005212223,455
1005212245,2448
1005212856,2011
1005212874,5595
1005213703,1493
1005213972,5376
1005214104,6192
1005214214,2300
1005215107,7402
1005215223,2321
1005215688,234
1005216059,436
1005216169,3522
1005216208,638
1005216366,2978
1005216450,956
1005216654,3459
1005216789,2735
1005216958,1185
1005216970,5070
1005217028,735
1005217107,1225
1005217343,5076
1005217350,1635
1005217368,4773
1005217498,3442
1005217783,678
1005217932,1619
1005218047,9491
1005218683,2670
1005219060,185
1005219268,2057
1005219368,2903
1005219442,5686
1005219480,2282
1005219584,810
1005219706,2678
1005219823,3377
1005220051,776
1005220394,4146
1005220717,1609
1005220887,4646
1005221403,2283
1005222101,3058
1005222861,8369
1005223296,2529
1005223604,143
1005224207,591
1005224226,740
1005224549,866
1005224653,5406
1005224819,1237
1005225155,1551
1005225268,2787
1005225446,13160
1005225906,3388
1005226720,7937
1005226734,167
1005226869,563
1005227014,1492
1005227087,4428
1005227342,2914
1005227383,497
1005227415,2994
1005227796,12883
1005227822,1335
1005227893,2992
1005228427,368
1005228796,524
1005228901,808
1005228903,875
1005229166,2078
1005229309,4772
1005229338,2452
1005229424,5547
1005229640,2665
1005229847,2015
1005230073,3322
1005230285,2741
1005230793,794
1005230857,805
1005231364,5418
1005231386,2237
1005231481,5753
1005231569,500
1005231590,3452
1005231871,4965
1005232113,2220
1005232315,629
1005232452,714
1005232519,346
1005232561,1990
1005232725,9438
1005233193,7342
1005234353,3538
1005234356,6269
1005234969,1511
1005235350,4055
1005235495,602
1005236537,2257
1005237062,2172
1005237170,2993
1005237235,4637
1005237257,1728
1005237264,377
1005237344,2503
1005237371,2374
1005237456,401
1005237461,9764
1005237715,1710
1005237826,5220
1005237973,686
1005238121,460
1005238186,2279
1005238258,466
1005238347,3873
1005238376,5657
1005238526,5447
1005238607,3031
1005238619,8704
1005239276,10158
1005239278,15616
1005239429,8681
1005239505,7867
1005239639,2117
1005239997,4126
1005240103,7402
1005240468,158
1005240625,455
1005241197,5212
1005241476,3954
1005241798,836
1005242570,968
1005242762,1959
1005242773,6109
1005242942,4560
1005243372,870
1005243522,2354
1005243670,4435
1005244013,12249
1005244038,1924
1005244396,16709
1005244411,1819
1005244796,758
1005245112,1534
1005245123,206
1005245420,898
1005245442,4543
1005245676,2530
1005245930,4163
1005245961,845
1005246020,854
1005246288,6536
1005246492,2584
1005246523,2186
1005246711,3437
1005246906,925
1005247285,1701
1005247509,1861
1005248148,5345
1005248263,4598
1005248427,4020
1005248622,6864
1005248651,1912
1005249204,6891
1005249313,363
1005249870,2272
1005250457,1008
1005250605,2201
1005250661,2733
1005251159,3590
1005251756,273
1005252122,255
1005252460,453
1005252751,3291
1005253351,1182
1005253427,125
1005253475,5936
1005253731,12274
1005253803,2869
1005253841,919
1005254146,142
1005254236,1221
1005254763,1674
1005254900,6515
1005255155,1354
1005255505,562
1005255606,4705
1005256496,1456
1005256686,337
1005256729,329
1005256913,7058
1005257098,3215
1005257181,2240
1005257285,967
1005257441,356
1005257595,253
1005258163,147
1005258283,6094
1005258363,4331
1005258506,1720
1005258520,1566
1005259323,5971
1005259689,295
1005259819,536
1005259931,267
1005260086,3201
1005260267,3404
1005261011,2844
1005261129,789
1005261160,5590
1005261623,2047
1005262172,10825
1005262309,641
1005262627,217
1005262990,789
1005263024,172
1005263927,250
1005264304,220
1005264388,2468
1005265324,431
1005265483,5046
1005266501,409
1005266551,5147
1005266563,7210
1005266739,6669
1005266896,2327
1005267234,1338
1005267814,1003
1005268446,1556
1005268460,496
1005268625,1752
1005268803,1135
1005268879,3087
1005268917,6055
1005268980,423
1005269165,777
1005269502,8044
1005270595,3442
1005270814,754
1005270880,7952
1005271504,5929
1005271568,2937
1005272102,7578
1005272472,558
1005272964,1914
1005273051,3228
1005273163,6303
1005274355,899
1005274594,332
1005275682,1583
1005275749,498
1005276257,2239
1005276677,2122
1005276767,293
1005277105,2801
1005277409,1893
1005277457,314
1005277521,372
1005277992,6867
1005278213,4575
1005278238,9215
1005278854,153
1005278862,2454
1005279168,3026
1005279268,2375
1005279558,2604
1005279985,1506
1005280415,2136
1005280450,280
1005280607,2587
1005280723,1224
1005281036,449
1005281335,764
1005281338,644
1005281395,3987
1005281670,2779
1005281978,1207
1005282302,1804
1005282618,1441
1005282700,2811
1005282823,1246
1005282847,3385
1005284137,396
1005284324,860
1005284902,2721
1005285196,6307
1005285302,3985
1005285386,217
1005285398,6039
1005285639,5132
1005285812,522
1005285839,155
1005285904,6586
1005285991,3900
1005286895,7091
1005287063,1716
1005287089,1921
1005287185,1580
1005287199,905
1005288167,197
1005288280,1318
1005288391,2259
1005288804,1118
1005288805,1389
1005288989,3438
1005289015,1545
1005289129,3199
1005289212,878
1005289258,6210
1005289477,6351
1005289895,339
1005289962,1690
1005290391,2762
1005290416,2248
1005290521,590
1005290524,1119
1005290868,1283
1005291412,8004
1005291959,2158
1005292030,1870
1005292337,10827
1005292516,8898
1005292564,2838
1005292589,5215
1005293461,1681
1005293683,2987
1005293838,4592
1005293897,6031
1005294109,4962
1005294578,1030
1005294595,3518
1005294706,2094
1005294996,3462
1005295023,5421
1005295351,2978
1005295363,4054
1005295511,12578
1005295682,15956
1005295868,8879
1005295878,11511
1005296117,2113
1005296499,1766
1005296509,881
1005296658,127
1005297062,952
1005297146,7279
1005297382,2411
1005297892,5783
1005297942,2205
1005297952,7245
1005298087,2650
1005298282,5303
1005299248,1171
1005299322,2891
1005299391,2341
1005299482,787
1005299585,3184
1005299620,1759
1005299729,612
1005300074,1701
1005300340,1650
1005300502,946
1005300597,184
1005301085,5153
1005301132,775
1005301591,137
1005301861,1209
1005301916,5589
1005302146,758
1005302203,812
1005302212,806
1005302393,296
1005302523,2124
1005302727,3268
1005302993,2690
1005303042,8920
1005303239,217
1005303250,5336
1005303320,292
1005303791,1289
1005303801,1854
1005303905,3475
1005303970,331
1005304174,487
1005304657,2172
1005305203,2835
1005305662,2959
1005305883,8200
1005306023,4894
1005306189,5673
1005306431,785
1005306584,445
1005306917,668
1005307057,2701
1005307193,381
1005307396,8167
1005307660,2731
1005307806,1878
1005307922,3078
1005308442,1222
1005308461,5441
1005308463,1793
1005308551,3589
1005308968,736
1005308994,694
1005309402,574
1005309490,3164
1005309506,1104
1005309767,754
1005309784,5851
1005309848,4533
1005309950,365
1005310018,677
1005310390,175
1005310534,1407
1005310574,232
1005310882,4113
1005311109,607
1005311132,5738
1005312017,5922
1005312096,2804
1005312136,282
1005312317,2149
1005312756,1458
1005312900,2390
1005313021,1265
1005313038,1427
1005313198,214
1005313324,579
1005313649,1178
1005314212,7323
1005314304,685
1005314449,2516
1005314825,2617
1005314837,2049
1005314857,3523
1005314896,1661
1005315163,1615
1005315379,7294
1005315559,447
1005315826,1159
1005316109,1880
1005316202,5002
1005316229,1625
1005317084,410
1005317241,3578
1005318467,2026
1005319381,6025
1005319618,2056
1005321426,372
1005321664,378
1005322081,3684
1005322356,580
1005322362,8937
1005322502,1045
1005323190,2251
1005323494,1033
1005324298,6060
1005324456,1556
1005324699,4574
1005324816,3890
1005325000,503
1005325321,758
1005325334,471
1005325526,1931
1005325689,1500
1005325811,2296
1005325851,269
1005326069,832
1005326120,5150
1005326154,1653
1005326425,2452
1005326570,521
1005327946,2263
1005328120,3109
1005328588,2509
1005328955,3660
1005330420,833
1005331543,3829
1005331799,190
1005332183,3360
1005332718,2141
1005332945,2176
1005333220,6786
1005333504,5553
1005334244,2852
1005334360,195
1005335272,874
1005335291,10145
1005336344,526
1005336711,165
1005336737,984
1005336928,13951
1005337134,944
1005337174,12437
1005337286,12770
1005337839,4400
1005338149,3319
1005338764,2355
1005338878,7532
1005339108,3121
1005339258,3316
1005339581,816
1005339832,5216
1005341568,1704
1005342357,916
1005342362,1553
1005342811,2529
1005342948,9260
1005343172,7923
1005343334,3106
1005343679,1305
1005343770,81
1005345079,3714
1005345088,6608
1005345603,2393
1005345694,968
1005345708,8351
1005346266,1798
1005346633,5940
1005346876,266
1005346977,3779
1005347551,353
1005347888,2944
1005348110,4985
1005348285,1593
1005348496,4163
1005348498,1937
1005348728,6467
1005348926,6550
1005349107,5227
1005349580,1020
1005349997,6848
1005350102,2272
1005350200,1457
1005350236,3928
1005350368,2986
1005350547,3268
1005350570,2290
1005350755,5500
1005350761,10550
1005351252,2403
1005351985,3741
1005352648,532
1005353258,1533
1005353647,799
1005354090,4609
1005354159,1853
1005354336,1317
1005354712,2290
1005354837,1330
1005354845,334
1005355192,3067
1005355222,2685
1005355430,7312
1005355597,791
1005355884,12113
1005356249,400
1005356521,4310
1005356565,2769
1005356819,1934
1005356883,1979
1005358062,1788
1005358518,2110
1005358617,1057
1005358688,2474
1005359072,606
1005359336,2454
1005359467,2775
1005359498,1377
1005359603,2941
1005359715,6770
1005359983,7738
1005360174,4998
1005360413,2005
1005360499,1851
1005360929,1493
1005361091,209
1005361260,687
1005361558,1499
1005361635,2083
1005361862,7860
1005361961,3110
1005362714,659
1005363268,1571
1005363722,739
1005364223,1037
1005364295,578
1005364512,3620
1005364666,343
1005364798,1320
1005364810,2779
1005364889,942
1005365119,494
1005365665,902
1005366110,13975
1005366116,5162
1005366384,575
1005366902,5395
1005367330,576
1005367566,5535
1005367637,4968
1005368021,7409
1005368109,5106
1005368393,1982
1005368487,6622
1005369030,8062
1005369376,3376
1005369575,2037
1005369893,453
1005370272,8761
1005370383,9440
1005370805,3045
1005371165,6194
1005371488,8990
1005372005,1121
1005372322,524
1005372351,3813
1005372482,1701
1005372923,2181
1005373024,935
1005373506,5168
1005373586,808
1005373837,5963
1005374116,14986
1005374163,2149
1005374706,552
1005375456,4871
1005375545,1699
1005375571,903
1005376193,4866
1005376247,2392
1005376349,480
1005376883,253
1005376973,821
1005377107,784
1005377182,5051
1005377383,5837
1005377418,744
1005377514,2244
1005377849,4159
1005378039,3015
1005378233,1859
1005378421,1271
1005378480,4510
1005378530,3742
1005378902,939
1005379135,236
1005379609,633
1005379675,311
1005379684,2183
1005380315,6078
1005380634,6390
1005380815,1623
1005380970,6328
1005381152,12387
1005381272,3728
1005381351,9618
1005381398,2025
1005381605,1915
1005381818,1368
1005382448,7915
1005382505,5243
1005382517,4422
1005382534,1348
1005382594,370
1005383238,941
1005383361,5218
1005383378,14025
1005383446,710
1005383521,6434
1005383656,5522
1005383745,4070
1005383865,1546
1005384527,568
1005384779,7722
1005384793,2368
1005384855,11852
1005384943,2672
1005384949,1987
1005385182,1152
1005385248,7535
1005385400,2095
1005385840,6259
1005386396,623
1005386518,2415
1005387388,3461
1005387393,708
1005387570,234
1005387573,2817
1005387882,1514
1005388139,2558
1005388256,6225
1005388388,3268
1005388611,2599
1005388641,5040
1005388803,5667
1005389156,797
1005389248,766
1005389330,1598
1005389333,440
1005389478,1154
1005389540,6029
1005389575,638
1005389813,2335
1005389839,3594
1005389857,1037
1005390102,551
1005390924,2206
1005390933,3161
1005391537,171
1005391687,1703
1005391698,5093
1005391707,1308
1005391856,5734
1005391898,5467
1005391899,1415
1005391993,2306
1005392101,7339
1005392191,289
1005392260,678
1005392291,6982
1005392474,13052
1005392591,2930
1005392928,734
1005393197,4082
1005393252,6125
1005393309,9303
1005393708,3672
1005393850,4125
1005394095,1019
1005394556,1692
1005395458,4830
1005395721,2991
1005396150,1186
1005396931,3716
1005396961,8142
1005397595,390
1005398526,7986
1005398712,9664
1005398965,1532
1005399506,5655
1005399726,775
1005399729,11551
1005399818,1436
1005400309,295
1005400863,2967
1005400925,516
1005401331,6573
1005401958,5308
1005402774,2228
1005402967,2104
1005403159,6711
1005405562,576
1005406020,7574
1005406672,5993
1005406696,4096
1005406698,3474
1005406949,441
1005407402,925
1005407828,2013
1005407909,4479
1005408010,1754
1005408596,515
1005408940,5865
1005409340,3831
1005409372,895
1005409477,1769
1005409957,518
1005410121,2734
1005410268,2899
1005410335,11642
1005410364,3169
1005410487,382
1005410787,2153
1005410829,205
1005411031,583
1005411215,393
1005411978,1737
1005412307,1085
1005412364,974
1005413696,3853
1005413922,1383
1005414111,420
1005414199,833
1005414535,997
1005414551,207
1005414773,113
1005415366,3160
1005415671,181
1005415677,198
1005415693,2145
1005415939,360
1005416546,563
1005416891,3145
1005416973,626
1005417451,3076
1005417591,1498
1005417928,1495
1005418056,154
1005418151,5305
1005418385,1712
1005418439,587
1005418443,1572
1005418493,2845
1005418609,5244
1005419424,3256
1005419436,2650
1005419615,1713
1005419675,5501
1005419776,1966
1005419927,941
1005420153,2747
1005420341,6013
1005420423,11238
1005421511,1086
1005421529,672
1005421967,2271
1005422031,240
1005422234,473
1005422514,2335
1005422877,7869
1005422998,3881
1005423920,1032
1005424237,8438
1005424277,1910
1005425400,7563
1005425752,6822
1005426075,4787
1005426237,4584
1005426762,1272
1005427086,2846
1005427597,292
1005427638,163
1005427647,407
1005427784,448
1005427790,641
1005428175,1256
1005428323,2143
1005428342,245
1005428354,207
1005429097,3159
1005429205,3467
1005429444,6733
1005429631,1438
1005429894,4628
1005430065,570
1005430121,3553
1005430211,728
1005430221,729
1005430297,145
1005430354,194
1005430382,1760
1005430407,1222
1005430653,3026
1005430717,1255
1005430820,1407
1005431140,679
1005431617,9673
1005431797,356
1005431851,363
1005432680,1391
1005432684,2269
1005433137,8022
1005433327,811
1005433387,1318
1005434053,358
1005434079,1443
1005434104,3100
1005434410,778
1005434559,16160
1005434699,1504
1005435135,3533
1005435301,950
1005435497,137
1005435867,1085
1005437327,3089
1005437349,2140
1005438693,575
1005438724,628
1005438872,972
1005439212,193
1005439853,3815
1005439879,930
1005439918,574
1005439952,2593
1005440025,1437
1005441291,3503
1005441363,586
1005441442,4673
1005441788,3719
1005441828,3238
1005441972,1488
1005442050,1557
1005442163,367
1005442266,403
1005442293,952
1005442399,2603
1005442594,534
1005442613,4224
1005442841,2086
1005443357,1013
1005443383,2994
1005443508,900
1005443617,284
1005443668,2004
1005444224,280
1005444877,3197
1005444909,4533
1005445147,2288
1005445581,2283
1005445656,687
1005445845,3771
1005446470,2943
1005446886,181
1005447462,1058
1005448183,2062
1005448294,4171
1005448551,403
1005449033,2580
1005449232,1285
1005449364,1684
1005449479,2043
1005449649,8339
1005449741,6694
1005449765,4728
1005449844,3622
1005450414,2831
1005450968,3638
1005451196,531
1005451783,6351
1005451798,10049
1005451803,2319
1005452001,3329
1005452909,3566
1005453198,903
1005453202,2179
1005453465,1942
1005453877,1360
1005454089,1051
1005454203,2788
1005454265,665
1005454506,420
1005454621,2146
1005454771,831
1005455227,183
1005455415,189
1005455942,1208
1005456020,309
1005456153,1456
1005456320,5145
1005456614,1009
1005456717,1588
1005457009,1943
1005457013,1526
1005457223,2007
1005457685,4559
1005457853,2710
1005457989,940
1005457991,5644
1005458144,1145
1005458343,1568
1005458623,2137
1005458764,6793
1005458817,113
1005458842,2543
1005458844,589
1005458944,701
1005459150,1025
1005459290,7122
1005459308,446
1005459403,599
1005459421,1233
1005459562,755
1005460206,1773
1005460395,253
1005460523,4446
1005460707,499
1005460869,681
1005460939,121
1005461093,3129
1005461139,2848
1005461509,3927
1005461609,695
1005462169,1709
1005462445,1017
1005462447,283
1005462801,2792
1005462846,3575
1005463348,2031
1005463472,2247
1005463596,775
1005464442,6416
1005464574,293
1005465065,456
1005465546,4363
1005465669,801
1005465921,1169
1005466000,328
1005466048,435
1005466397,1702
1005467540,6579
1005467691,1906
1005468440,1919
1005468528,1602
1005468542,5684
1005468801,867
1005469033,2452
1005469570,2724
1005469607,260
1005470053,1242
1005470129,3539
1005470324,9028
1005470513,2938
1005470537,3236
1005471033,2484
1005471078,9586
1005471420,3380
1005471490,5050
1005471528,4953
1005471708,7968
1005471928,393
1005472182,4283
1005472276,565
1005472323,12253
1005472807,5128
1005472910,15640
1005473002,2408
1005473534,1006
1005473594,3141
1005473710,4639
1005474207,602
1005474701,937
1005475213,1928
1005475496,4691
1005475634,2042
1005476082,5888
1005476152,4177
1005476626,5945
1005476847,2493
1005476985,4347
1005477059,2642
1005477073,836
1005477857,2105
1005478113,159
1005478368,994
1005478370,375
1005478485,2086
1005478634,816
1005479319,288
1005479393,2078
1005479394,561
1005479461,463
1005479960,1279
1005480054,133
1005480220,1774
1005480269,2715
1005480328,6658
1005480733,2116
1005480750,11949
1005480773,428
1005480917,1073
1005481282,1338
1005481557,2675
1005481881,1858
1005481988,296
1005482055,2252
1005482211,4102
1005482525,568
1005482839,3110
1005483054,1470
1005483206,2460
1005483343,1401
1005483380,2188
1005483442,1682
1005483464,5315
1005483538,872
1005484505,2022
1005484594,5645
1005484808,737
1005485258,1180
1005485390,547
1005485539,5724
1005485581,3910
1005485913,296
1005486333,5689
1005486870,1139
1005487177,1935
1005487595,2191
1005487884,1080
1005488414,1273
1005489059,776
1005489185,4453
1005489271,1458
1005489485,463
1005489524,7320
1005489561,2282
1005489600,368
1005489691,930
1005489697,1607
1005489876,831
1005490457,1234
1005490485,1528
1005490903,979
1005491748,452
1005492190,1317
1005492538,2284
1005492809,2187
1005492878,906
1005492918,10176
1005492922,630
1005493623,950
1005493685,226
1005493876,854
1005493914,204
1005494199,2371
1005494247,4554
1005494285,664
1005494661,10336
1005494862,697
1005495156,572
1005495184,128
1005495306,1993
1005495504,3768
1005495655,1066
1005495698,4530
1005495718,605
1005495888,5941
1005495953,166
1005496671,2755
1005497042,12454
1005497186,7555
1005497362,1250
1005497440,1330
1005497474,5952
1005497537,117
1005497646,4155
1005497761,2672
