_id,overall_stats.avg_battle_values.avg_frags
1001526112,0.8
1001526160,0.81
1001526352,0.63
1001526410,0.77
1001526683,0.62
1001526822,1.3
1001526885,1.19
1001526952,1.18
1001526973,0.68
1001527076,0.69
1001527122,0.57
1001527221,0.85
1001527493,0.36
1001527799,0.65
1001528359,0.63
1001528623,0.81
1001528705,0.94
1001529081,0.89
1001529100,0.53
1001529350,0.84
1001529752,1.22
1001529855,0.57
1001530319,0.65
1001530671,1.06
1001530779,0.57
1001530900,0.84
1001531291,0.94
1001531320,0.74
1001531386,0.69
1001531446,0.27
1001531705,0.52
1001531725,1.13
1001531775,0.94
1001532022,1
1001532046,0.78
1001532098,0.68
1001532111,0.62
1001532505,0.87
1001532541,0.56
1001532562,0.51
1001532637,0.57
1001533347,0.9
1001533378,0.63
1001533615,0.93
1001533657,0.54
1001533904,0.77
1001533905,0.57
1001534550,0.75
1001534555,1.03
1001534727,1.04
1001534879,0.77
1001535134,0.68
1001535264,0.7
1001535337,1.32
1001535437,0.44
1001535699,0.46
1001535801,0.89
1001535950,0.8
1001536082,0.92
1001536099,1.09
1001536657,0.73
1001536925,0.35
1001537464,0.31
1001537634,0.38
1001537799,0.64
1001537946,0.59
1001538030,0.57
1001538094,0.98
1001538138,1.04
1001538325,0.38
1001538730,0.52
1001538750,0.51
1001538757,0.48
1001538813,0.49
1001538973,0.56
1001538989,1.04
1001539255,0.37
1001539435,0.88
1001539459,0.5
1001539528,0.47
1001539813,0.6
1001539917,0.45
1001540028,0.79
1001540473,0.8
1001541213,0.25
1001541218,0.79
1001541374,0.72
1001541543,0.58
1001541716,0.55
1001541838,1.06
1001542015,0.85
1001542147,0.96
1001542148,0.72
1001542191,1.04
1001542383,0.45
1001542424,0.44
1001542426,0.38
1001542443,0.78
1001542496,1.07
1001542902,0.92
1001543139,0.66
1001543193,0.63
1001543225,0.61
1001543354,0.61
1001543521,0.55
1001543967,0.97
1001544205,0.65
1001544265,0.73
1001544822,0.63
1001544907,0.95
1001544940,0.59
1001544953,0.72
1001545028,0.63
1001545039,0.59
1001545250,0.44
1001545324,0.54
1001545349,0.49
1001545391,0.32
1001545424,0.99
1001545488,0.25
1001545566,0.39
1001545613,0.86
1001545729,0.96
1001545798,1.02
1001545800,0.72
1001545815,0.81
1001546034,0.83
1001546055,0.96
1001546374,0.33
1001546397,0.79
1001546514,1.07
1001546545,1.25
1001547121,0.9
1001547164,0.31
1001547346,0.98
1001547438,0.64
1001547466,1.03
1001547983,1.04
1001548025,1.1
1001548165,0.5
1001548185,0.57
1001548378,0.89
1001548591,0.84
1001548639,0.97
1001548840,0.77
1001548842,0.52
1001548877,0.5
1001549148,0.38
1001549314,0.22
1001549352,0.61
1001549383,1.21
1001549493,0.72
1001549510,0.65
1001549639,0.65
1001549731,0.99
1001549866,0.81
1001549925,0.77
1001549983,0.94
1001550007,1.09
1001550581,0.6
1001550846,0.49
1001550865,0.65
1001551326,0.75
1001551345,0.74
1001551370,0.77
1001551631,0.58
1001551705,0.52
1001551792,0.66
1001552055,0.99
1001552177,1.3
1001552188,0.7
1001552333,0.66
1001552401,0.41
1001552408,0.97
1001552506,0.97
1001552525,0.59
1001552566,0.59
1001552608,0.59
1001552758,0.54
1001552868,1
1001552869,0.32
1001552901,0.84
1001552907,0.44
1001552977,0.74
1001553410,0.91
1001553433,0.27
1001553578,0.56
1001553592,0.84
1001553666,0.69
1001553697,0.31
1001553708,0.51
1001553949,0.8
1001554428,0.6
1001555145,0.64
1001555206,0.33
1001555591,0.79
1001555621,0.63
1001555635,0.81
1001555643,0.46
1001555905,0.83
1001556346,0.55
1001556448,1.11
1001556750,0.5
1001557207,0.87
1001557230,0.98
1001557328,0.43
1001557514,0.84
1001557519,0.41
1001557637,0.73
1001557794,0.75
1001557869,0.55
1001557920,0.63
1001557951,0.64
1001558183,0.24
1001558545,0.79
1001559017,0.68
1001559100,1.09
1001559292,0.57
1001559309,0.71
1001559362,0.48
1001559394,0.56
1001559669,0.98
1001559870,0.55
1001560083,0.88
1001560526,1.88
1001560609,0.5
1001560662,0.63
1001560916,0.39
1001561064,0.87
1001561120,0.56
1001561271,0.59
1001561328,1.54
1001561448,0.71
1001561486,0.98
1001561673,0.32
1001561770,0.56
1001561861,0.49
1001561938,0.42
1001562039,0.38
1001562080,0.67
1001562257,0.56
1001562401,0.43
1001562425,0.89
1001562706,0.49
1001563211,0.85
1001563785,1.39
1001564065,0.44
1001564305,0.74
1001564720,0.88
1001564740,0.65
1001564880,0.44
1001565930,1
1001566025,0.49
1001566830,0.49
1001566841,1.02
1001567000,0.78
1001567156,0.93
1001567508,0.48
1001567756,0.17
1001567781,0.37
1001567783,0.64
1001567891,0.94
1001568068,0.5
1001568217,0.79
1001568366,0.78
1001568421,0.78
1001568453,0.36
1001568485,0.57
1001568527,0.24
1001568671,0.91
1001568675,1.14
1001569255,1.05
1001569462,0.73
1001569470,0.67
1001569484,0.77
1001569645,0.68
1001569868,0.38
1001569881,0.72
1001569975,0.77
1001570028,0.26
1001570050,0.93
1001570177,0.63
1001570197,0.67
1001570445,1.13
1001570591,0.74
1001570600,0.74
1001570870,0.67
1001571269,0.45
1001571434,0.57
1001571834,0.48
1001571855,0.61
1001572123,1.03
1001572305,1.41
1001572445,0.58
1001573005,1.1
1001573107,0.3
1001573357,1.42
1001573365,0.8
1001573478,0.94
1001573736,0.73
1001574163,1.11
1001574310,0.55
1001574327,1.12
1001574576,0.45
1001574867,0.57
1001574911,1.26
1001574949,0.29
1001574983,0.72
1001575044,0.71
1001575144,0.43
1001575232,0.48
1001575303,0.81
1001575472,0.46
1001575665,0.65
1001575874,1.19
1001575888,0.57
1001575889,1.28
1001576065,0.74
1001576181,0.38
1001576194,0.43
1001576252,0.84
1001576310,1.08
1001576327,0.82
1001576493,0.58
1001576494,0.55
1001576520,0.96
1001576532,0.62
1001576533,0.29
1001577608,0.41
1001577645,0.44
1001577859,0.77
1001577953,0.79
1001578488,0.34
1001578511,0.68
1001578540,1.18
1001578599,1.23
1001578749,0.7
1001579161,0.89
1001579182,0.49
1001579298,0.89
1001579650,0.83
1001579780,1.08
1001580044,0.91
1001580101,0.97
1001580204,0.91
1001580390,0.31
1001580443,0.72
1001580684,0.39
1001581080,0.35
1001581100,0.81
1001581448,0.4
1001581639,1.01
1001581645,0.69
1001581763,0.67
1001581769,0.97
1001581845,1.02
1001582254,0.61
1001582558,0.71
1001583278,0.55
1001583497,0.91
1001583595,0.88
1001583706,0.82
1001583860,0.83
1001584571,0.68
1001584607,0.52
1001584611,0.43
1001584825,0.52
1001585089,0.49
1001585140,1.17
1001585156,1.03
1001585176,0.64
1001585200,0.9
1001585376,0.6
1001585434,1.22
1001585719,0.97
1001585727,0.81
1001585928,0.69
1001585984,0.84
1001586341,0.77
1001586603,0.41
1001586618,0.63
1001586708,0.64
1001586781,0.75
1001586913,0.52
1001586989,0.3
1001587396,0.8
1001587502,0.69
1001587603,0.87
1001587779,1.11
1001587782,0.97
1001588236,0.78
1001588338,0.46
1001588463,0.33
1001588603,0.64
1001588715,1.24
1001588742,0.85
1001588869,0.23
1001588886,0.83
1001589309,0.44
1001589551,0.62
1001589603,0.29
1001589621,0.75
1001589750,0.78
1001589766,0.71
1001589958,0.9
1001589990,0.7
1001590286,0.36
1001590354,0.43
1001590424,0.71
1001590732,0.42
1001591172,0.78
1001591228,1.17
1001591314,0.59
1001591458,1.36
1001591518,0.55
1001591612,0.76
1001591643,0.43
1001591644,1.19
1001591946,0.88
1001591960,0.61
1001592234,0.42
1001592252,0.77
1001592296,0.31
1001592309,1.08
1001592468,0.62
1001592530,0.42
1001592536,0.54
1001592735,0.74
1001592788,1.1
1001592905,0.5
1001593122,0.8
1001593306,0.83
1001593372,0.57
1001593413,0.98
1001593416,0.39
1001593467,0.75
1001593547,0.58
1001593605,0.8
1001593668,0.49
1001593734,0.38
1001593768,0.6
1001594185,0.42
1001594512,0.89
1001594589,0.76
1001594606,0.35
1001594616,0.94
1001594707,0.4
1001594709,0.55
1001594716,0.67
1001594730,0.35
1001594855,0.53
1001594875,0.52
1001594904,1.28
1001594949,0.46
1001594994,1.31
1001595150,0.84
1001595161,0.18
1001595183,0.82
1001595296,0.76
1001595647,1.2
1001596398,0.6
1001596429,0.98
1001596533,1
1001596664,0.75
1001597495,0.77
1001597519,0.52
1001597576,0.45
1001597669,0.62
1001597797,0.62
1001597878,0.7
1001597885,0.67
1001598112,0.9
1001598218,0.26
1001598346,0.63
1001598448,0.68
1001598487,0.23
1001598590,0.66
1001598678,0.77
1001598922,0.62
1001599001,0.64
1001599253,0.54
1001599537,0.44
1001599668,0.76
1001599841,0.25
1001599882,0.62
1001599897,0.95
1001600090,0.55
1001600412,0.76
1001600996,0.66
1001601053,0.54
1001601108,1.07
1001601167,0.31
1001601536,0.75
1001601548,0.84
1001601760,0.83
1001601794,0.75
1001601799,0.82
1001602017,0.84
1001602073,0.53
1001602321,0.28
1001602762,0.53
1001602908,0.52
1001602971,0.93
1001603682,1.03
1001603789,0.41
1001604120,0.92
1001604636,0.64
1001604678,0.43
1001604788,0.24
1001604833,0.61
1001605219,0.76
1001605491,0.53
1001605678,0.34
1001605711,0.64
1001605772,0.77
1001605806,0.83
1001605883,0.7
1001605896,0.85
1001605958,0.64
1001606522,0.56
1001606575,0.55
1001606581,0.64
1001606631,0.86
1001606834,0.88
1001606844,1.13
1001607041,0.55
1001607173,0.52
1001607362,0.64
1001607542,0.75
1001607558,0.83
1001607694,0.47
1001608434,0.7
1001608438,0.46
1001608547,0.71
1001608576,0.52
1001608670,0.47
1001608688,0.44
1001608774,0.47
1001608909,0.59
1001608924,0.75
1001609217,0.8
1001609645,0.6
1001609702,0.88
1001609748,0.54
1001609815,0.95
1001609863,0.57
1001610060,0.7
1001610149,0.91
1001610157,0.67
1001610159,0.72
1001610437,0.39
1001610476,0.68
1001610512,0.56
1001610580,0.68
1001610705,0.4
1001610708,0.51
1001611278,0.62
1001611301,0.77
1001611438,0.62
1001611646,0.44
1001611665,0.72
1001612111,0.62
1001612112,0.49
1001612185,0.71
1001612240,0.73
1001612394,0.78
1001612509,0.55
1001612694,0.59
1001612912,0.73
1001612926,0.67
1001613150,0.51
1001613151,0.47
1001613238,0.49
1001613421,0.99
1001613667,0.69
1001613681,0.79
1001613845,0.47
1001613878,0.63
1001613966,0.47
1001613991,0.96
1001614007,0.53
1001614081,0.51
1001614087,1
1001614199,0.61
1001614366,0.47
1001614395,0.7
1001614473,0.4
1001614580,0.71
1001614623,0.91
1001614691,0.52
1001614694,1.11
1001614696,0.39
1001614760,0.66
1001614836,0.89
1001614840,0.5
1001614889,0.93
1001615229,0.66
1001615437,0.7
1001615440,0.67
1001615535,0.84
1001615565,1.01
1001615645,0.49
1001615736,0.73
1001615737,0.93
1001615813,0.43
1001616280,0.77
1001616660,0.89
1001616741,0.89
1001616827,0.42
1001616900,0.49
1001616957,0.47
1001617179,1.26
1001617417,0.45
1001617429,0.35
1001617944,0.62
1001618008,1.14
1001618009,0.83
1001618054,0.68
1001618080,0.67
1001618290,0.77
1001618424,0.62
1001618763,0.28
1001619024,0.58
1001619179,1.08
1001619262,0.37
1001619487,0.18
1001619564,0.84
1001619737,0.83
1001620023,0.56
1001620082,1.29
1001620231,0.6
1001620246,0.5
1001620269,0.33
1001620283,0.98
1001620391,0.38
1001620699,0.49
1001620820,0.8
1001620939,0.61
1001620946,1.21
1001621131,0.82
1001621643,1.09
1001621862,0.56
1001622515,0.88
1001622518,0.46
1001622549,0.76
1001622724,0.53
1001622980,0.67
1001623017,0.65
1001623328,0.71
1001623561,0.66
1001623817,0.77
1001624336,0.7
1001624493,0.64
1001624505,0.38
1001624533,0.31
1001624897,0.43
1001624936,0.67
1001624961,0.56
1001625083,1.12
1001625195,1.2
1001625335,0.57
1001625376,0.86
1001625429,0.4
1001625545,1.12
1001625599,0.95
1001625602,1.05
1001625749,0.83
1001625884,0.93
1001625985,0.69
1001626383,0.56
1001626439,0.41
1001626511,0.88
1001626669,1
1001626927,0.57
1001627033,0.85
1001627073,0.71
1001627191,0.71
1001627280,0.68
1001627402,0.86
1001627427,0.57
1001627657,0.96
1001627716,0.94
1001627750,1.13
1001627877,0.87
1001628431,0.79
1001628630,0.11
1001628740,0.55
1001628870,0.58
1001628901,0.92
1001628984,0.54
1001629079,0.56
1001629198,0.4
1001629812,0.74
1001630074,0.42
1001630144,0.41
1001630251,1.07
1001630259,0.46
1001630302,0.52
1001630408,0.78
1001630459,0.73
1001630535,0.89
1001630614,0.86
1001630792,0.83
1001630881,0.61
1001630986,0.77
1001631063,0.52
1001631138,0.55
1001631146,0.44
1001631200,0.72
1001631224,0.48
1001631265,1.18
1001631274,0.86
1001631381,0.32
1001631591,0.57
1001631629,0.78
1001631651,0.8
1001631751,0.7
1001631791,0.76
1001631848,0.56
1001631940,0.54
1001632058,0.43
1001632251,0.58
1001632437,0.91
1001632578,0.96
1001632769,0.89
1001632831,1.06
1001632969,1.28
1001634073,0.71
1001634397,0.44
1001634585,0.31
1001635230,0.5
1001635269,0.36
1001635333,0.56
1001635414,1.01
1001635733,0.43
1001635757,0.46
1001635760,0.53
1001635967,0.92
1001636225,0.79
1001636227,0.49
1001636339,0.57
1001636384,0.54
1001636717,0.43
1001636862,0.45
1001636936,0.91
1001637042,0.65
1001637246,1.05
1001637318,0.59
1001637504,0.65
1001637528,0.78
1001637725,0.84
1001638133,0.63
1001638437,0.71
1001638587,0.52
1001638790,0.61
1001639121,0.56
1001639151,0.52
1001639186,0.62
1001639526,1.14
1001639530,0.57
1001639712,0.41
1001639849,0.57
1001639921,0.44
1001640029,0.59
1001640086,0.72
1001640119,0.96
1001640174,0.7
1001640219,1.02
1001640244,0.79
1001640326,0.56
1001640350,0.84
1001640419,0.77
1001640452,0.79
1001640475,0.97
1001640499,0.84
1001640504,0.57
1001640525,0.88
1001640612,0.87
1001640676,1.12
1001640693,0.44
1001641003,0.94
1001641148,0.57
1001641258,0.66
1001641288,0.33
1001641390,0.32
1001641464,1.05
1001641482,1.37
1001641523,0.82
1001641563,0.99
1001641867,0.94
1001642178,1.03
1001642251,0.37
1001642350,0.43
1001642446,0.66
1001642513,0.36
1001642741,0.47
1001643072,0.51
1001643334,0.48
1001643508,1.04
1001643525,0.52
1001643545,0.92
1001643679,1.01
1001643682,0.35
1001643752,0.54
1001643978,0.57
1001643993,0.62
1001644117,0.58
1001644122,0.89
1001644226,0.97
1001644269,0.56
1001644496,0.5
1001644956,0.63
1001644961,0.48
1001645287,0.95
1001645438,0.67
1001645459,0.58
1001645581,0.79
1001645687,1.14
1001645760,0.38
1001645851,0.48
1001645988,0.67
1001646073,0.81
1001646081,0.78
1001646151,0.93
1001646402,0.67
1001646672,0.69
1001646699,0.78
1001646770,0.36
1001646884,0.8
1001647238,0.45
1001647281,0.55
1001647361,0.61
1001647429,0.57
1001647721,1
1001647833,0.47
1001647835,0.97
1001647844,0.48
1001647901,0.51
1001648068,0.54
1001648165,0.63
1001648365,0.64
1001648395,0.9
1001648401,0.74
1001649215,0.65
1001649440,0.46
1001649463,0.93
1001649473,1.03
1001649907,0.66
1001649935,0.68
1001649949,0.59
1001650473,0.95
1001650581,0.77
1001650698,0.55
1001651128,0.63
1001651130,0.62
1001651143,0.98
1001651645,0.58
1001651800,0.24
1001651858,0.56
1001651982,0.88
1001652118,0.78
1001652120,0.49
1001652201,0.81
1001652413,0.78
1001652500,0.82
1001652553,0.69
1001652658,0.58
1001653043,0.72
1001653213,0.97
1001653245,1.03
1001653389,0.89
1001653408,0.73
1001653676,0.98
1001653689,0.69
1001653871,0.65
1001653937,0.82
1001653989,0.41
1001654007,0.68
1001654027,1.01
1001654083,0.43
1001654166,1.28
1001654249,0.4
1001654377,0.65
1001654467,0.53
1001654756,1.1
1001654949,1.05
1001655036,0.96
1001655106,1.09
1001655416,0.29
1001655492,0.42
1001655672,0.82
1001655852,0.57
1001656085,0.68
1001656136,0.86
1001656147,0.84
1001656329,0.67
1001656448,0.93
1001656467,0.49
1001656616,0.88
1001656731,0.8
1001656757,0.99
1001656828,0.93
1001656995,0.79
1001657030,0.61
1001657203,1.18
1001657264,0.54
1001657591,0.95
1001657681,0.94
1001657699,0.73
1001657851,1.06
1001658043,0.73
1001658166,0.5
1001658328,0.6
1001658368,0.61
1001659378,0.36
1001659411,0.69
1001659555,0.72
1001659710,1.12
1001659962,0.51
1001660255,0.53
1001660261,0.77
1001660305,1.32
1001660426,0.87
1001660907,0.59
1001661002,0.63
1001661181,0.99
1001661332,0.65
1001661745,0.85
1001661789,0.7
1001661851,0.62
1001661880,0.67
1001661975,0.54
1001662165,0.75
1001662252,0.67
1001662315,0.74
1001662342,0.94
1001662360,0.92
1001662471,0.79
1001662503,0.8
1001662624,1.1
1001662669,0.44
1001662768,0.82
1001662803,0.81
1001662839,0.35
1001663054,0.57
1001663198,0.87
1001663341,0.54
1001663788,0.87
1001663978,0.53
1001664198,0.85
1001664391,0.62
1001664511,0.6
1001664672,0.7
1001664682,0.49
1001665828,0.58
1001665846,0.53
1001666162,0.77
1001666171,0.34
1001666527,0.61
1001666544,0.64
1001666686,0.77
1001666935,0.69
1001666978,1.09
1001667030,0.75
1001667172,0.42
1001667412,0.28
1001667575,0.73
1001667780,0.41
1001667910,0.99
1001668238,0.3
1001668523,1.07
1001668538,0.52
1001668692,0.9
1001668721,0.53
1001668853,0.56
1001669321,0.48
1001669431,0.32
1001669632,0.3
1001669866,0.54
1001669893,1.09
1001669930,0.86
1001669945,0.62
1001670038,1.04
1001670078,0.69
1001670133,0.91
1001670425,0.61
1001670471,0.64
1001670506,0.65
1001670544,0.45
1001670674,0.47
1001670806,0.69
1001670939,0.99
1001671000,0.9
1001671002,0.42
1001671038,0.49
1001671120,0.59
1001671142,0.62
1001671148,0.72
1001671207,0.48
1001671247,0.89
1001671319,0.71
1001671542,0.82
1001671655,1
1001671715,0.72
1001671991,0.52
1001672079,1.12
1001672642,0.93
1001672701,0.43
1001672718,0.58
1001672796,0.91
1001673084,0.44
1001673282,0.64
1001673441,0.9
1001673596,0.96
1001673703,0.62
1001673863,0.73
1001673873,0.26
1001674590,1.05
1001674695,0.96
1001674702,0.46
1001674784,0.66
1001674860,0.78
1001674879,0.46
1001675135,0.81
1001675201,0.64
1001675343,0.89
1001675350,0.74
1001675386,0.62
1001675798,0.55
1001675836,0.84
1001675842,0.61
1001675883,0.52
1001676588,0.57
1001676667,0.79
1001676673,0.83
1001676701,0.54
1001676739,0.41
1001676745,0.76
1001676934,0.77
1001677430,0.33
1001677461,0.88
1001677605,0.37
1001677778,0.84
1001677829,0.37
1001677878,0.54
1001677949,0.69
1001678005,0.72
1001678056,0.59
1001678277,0.64
1001678331,0.43
1001678368,0.73
1001678478,0.55
1001678582,1
1001678629,0.87
1001678670,0.86
1001678758,1.07
1001678836,0.61
1001678994,0.33
1001679010,0.53
1001679023,0.35
1001679034,0.69
1001679051,0.75
1001679161,1.02
1001679200,1.02
1001679236,0.84
1001679241,0.16
1001679265,1.01
1001679542,0.88
1001679771,0.66
1001679802,0.48
1001680044,0.68
1001680342,0.66
1001680513,0.59
1001680612,0.71
1001680762,0.47
1001680786,0.56
1001680965,0.79
1001680970,0.59
1001681181,0.68
1001681204,0.46
1001681352,0.77
1001681432,0.72
1001681634,0.15
1001681677,0.53
1001681684,0.96
1001681795,1
1001682103,0.85
1001682137,0.94
1001682149,1.08
1001682293,0.8
1001682332,0.74
1001682388,0.8
1001682417,0.84
1001682567,1.45
1001682661,0.36
1001682662,0.81
1001682664,0.59
1001682839,0.72
1001682963,0.56
1001682974,0.53
1001683209,0.51
1001683263,0.44
1001683446,0.9
1001683683,0.25
1001683882,0.79
1001684141,0.71
1001684282,0.65
1001684382,1.15
1001684468,0.76
1001684506,0.5
1001684682,0.65
1001684778,0.72
1001684794,0.96
1001685130,0.35
1001685169,0.81
1001685232,0.83
1001685234,0.56
1001685379,0.5
1001685428,0.97
1001685692,0.89
1001685702,0.6
1001685736,0.48
1001685848,0.83
1001685894,0.69
1001686033,1.01
1001686099,0.58
1001686117,0.57
1001686153,0.82
1001686184,0.43
1001686411,0.59
1001686489,0.65
1001686561,0.69
1001686780,0.73
1001687077,0.35
1001687474,0.77
1001687630,0.72
1001687835,0.71
1001687842,0.56
1001687875,1.02
1001688023,1.49
1001688609,0.2
1001688763,1.2
1001688779,0.41
1001688787,0.67
1001688842,0.8
1001688910,0.69
1001689164,0.75
1001689188,0.16
1001689204,1.16
1001689266,0.54
1001689322,0.84
1001689371,0.73
1001690011,1.01
1001690084,0.68
1001690090,0.6
1001690121,0.64
1001690144,0.38
1001690540,0.4
1001691213,0.64
1001691263,0.67
1001691441,1.12
1001691448,0.41
1001691625,0.89
1001691816,0.65
1001691820,0.42
1001692040,0.6
1001692180,0.75
1001692595,0.59
1001692657,0.67
1001692727,0.51
1001692797,0.86
1001692801,1.07
1001692853,0.33
1001692935,0.66
1001693225,0.4
1001693255,0.28
1001693340,0.7
1001693615,1.3
1001693707,0.91
1001694002,0.67
1001694219,0.46
1001694778,0.46
1001694800,0.4
1001695001,0.39
1001695375,0.85
1001695406,0.85
1001695754,0.73
1001695997,0.76
1001696162,0.73
1001696257,0.9
1001696344,0.76
1001696377,0.78
1001696392,0.81
1001696506,0.85
1001696514,0.63
1001696539,0.69
1001696656,0.63
1001696707,0.52
1001696721,0.48
1001696765,0.53
1001697027,1.01
1001697106,0.44
1001697145,0.72
1001697716,0.64
1001698292,0.68
1001698470,0.66
1001698890,0.43
1001698934,0.78
1001699093,0.93
1001699236,0.56
1001699289,0.68
1001699439,0.85
1001699503,1.16
1001699682,1.11
1001699817,0.89
1001699921,0.93
1001700175,0.83
1001700324,0.49
1001700737,0.46
1001700847,0.97
1001700956,1.13
1001701172,0.36
1001701231,0.55
1001701351,0.42
1001701472,0.56
1001701482,0.18
1001701493,1.28
1001701505,0.48
1001701661,1.04
1001701722,1.44
1001701868,0.32
1001701968,0.91
1001702068,0.4
1001702174,0.81
1001702176,0.78
1001702558,1.11
1001702586,0.43
1001702661,0.72
1001702692,0.32
1001702787,0.83
1001702860,0.65
1001702878,0.97
1001703286,1.16
1001703409,0.38
1001703518,0.77
1001703792,0.52
1001703882,0.44
1001703958,0.86
1001703994,0.48
1001704004,0.62
1001704062,0.81
1001704188,1.07
1001704210,1.15
1001704400,0.77
1001704481,0.55
1001704500,0.5
1001704597,0.74
1001704708,0.6
1001704862,0.5
1001704928,0.84
1001704998,0.63
1001705046,0.63
1001705750,0.87
1001705962,1.19
1001706309,0.72
1001706407,1.01
1001706479,0.64
1001706503,0.54
1001706619,0.68
1001706731,0.9
1001706735,0.61
1001706743,0.72
1001706776,0.44
1001706833,0.7
1001706891,0.38
1001706958,0.77
1001707103,0.64
1001707176,0.69
1001707191,0.41
1001707237,0.4
1001707470,0.4
1001707483,0.8
1001707652,0.87
1001707664,0.45
1001707930,0.84
1001707944,0.48
1001708109,0.82
1001708152,0.52
1001708463,0.58
1001708677,0.41
1001709147,0.9
1001709440,1
1001709543,0.51
1001709697,0.93
1001709713,0.67
1001709799,0.6
1001709820,0.75
1001710306,0.48
1001710443,0.93
1001710762,0.56
1001710820,0.43
1001711147,0.65
1001711182,0.73
1001711215,1.1
1001711239,1
1001711516,0.79
1001711793,0.98
1001712046,0.78
1001712460,0.69
1001712582,1.31
1001712905,0.83
1001712943,0.31
1001713454,0.72
1001713654,1.14
1001713952,0.67
1001714009,0.5
1001714028,0.77
1001714336,0.58
1001714493,0.63
1001714504,0.5
1001714852,1.14
1001714926,0.6
1001714946,0.88
1001714958,0.6
1001715000,0.47
1001715100,0.52
1001715211,0.85
1001715274,0.82
1001715442,0.67
1001715495,0.33
1001716312,1.05
1001716682,0.31
1001717025,1.16
1001717332,0.42
1001717338,0.91
1001717355,1.16
1001717378,1.12
1001717521,1.17
1001717587,1.06
1001717821,0.42
1001717973,0.67
1001718049,0.79
1001718235,0.98
1001718262,0.6
1001718290,0.97
1001718358,0.32
1001718556,0.82
1001718806,0.78
1001718846,0.44
1001719326,0.56
1001719376,0.88
1001719902,0.75
1001720247,0.75
1001720385,1.32
1001720804,0.66
1001721163,0.52
1001721164,0.58
1001721192,0.61
1001721316,0.69
1001721346,0.65
1001721610,0.95
1001721754,0.53
1001721848,1.09
1001721912,0.8
1001721945,0.28
1001722058,0.86
1001722182,0.91
1001722486,0.38
1001722540,1.02
1001722567,0.64
1001722716,0.83
1001722778,0.78
1001722960,0.44
1001722996,0.82
1001723195,0.36
1001723199,0.85
1001723259,0.36
1001723272,0.55
1001723802,0.84
1001723868,0.76
1001724198,0.73
1001724284,0.78
1001724341,0.58
1001724592,0.73
1001724890,1.02
1001725072,0.81
1001725213,0.55
1001725238,0.64
1001725288,1.13
1001725300,0.73
1001725516,0.64
1001725613,0.36
1001725724,0.6
1001725770,0.81
1001725913,0.7
1001725950,0.58
1001726024,0.36
1001726032,0.95
1001726056,1.01
1001726155,0.45
1001726389,0.77
1001726430,0.76
1001726881,0.48
1001727120,0.66
1001727317,0.98
1001727499,0.65
1001728043,1.13
1001728149,0.66
1001728310,0.75
1001729154,0.53
1001729731,0.92
1001729752,0.8
1001729807,0.89
1001729878,0.58
1001729964,0.89
1001730275,0.86
1001730298,0.95
1001730376,0.51
1001730421,0.4
1001730743,0.8
1001731197,0.28
1001731274,0.88
1001731325,0.83
1001731469,0.86
1001731996,0.51
1001732219,0.32
1001732414,0.74
1001732418,0.29
1001732473,0.48
1001732498,0.84
1001732542,0.57
1001732556,0.34
1001732563,0.49
1001732727,1.26
1001732858,1.06
1001732865,1.12
1001732988,0.34
1001733209,0.94
1001733237,0.78
1001733699,0.59
1001733724,1.04
1001733970,0.68
1001734989,0.53
1001735479,0.58
1001735630,0.38
1001735908,0.56
1001735924,0.99
1001735956,0.77
1001735983,0.7
1001736087,0.48
1001736192,0.69
1001736346,0.68
1001736468,0.83
1001736669,0.52
1001736714,0.5
1001736741,0.33
1001736895,0.98
1001737008,0.46
1001737366,0.65
1001738353,0.84
1001738443,0.64
1001738494,0.73
1001738640,0.61
1001738882,0.74
1001739067,0.86
1001739135,0.8
1001739159,0.47
1001739263,0.82
1001739265,1.1
1001739446,1.25
1001739576,0.51
1001739761,0.8
1001739815,0.71
1001739920,0.88
1001740426,0.68
1001740449,0.84
1001740969,0.6
1001740989,0.77
1001741025,0.85
1001741086,0.48
1001741278,1.14
1001741454,0.58
1001741570,0.5
1001742034,0.96
1001742371,0.88
1001742378,0.94
1001742449,0.44
1001742775,0.54
1001742970,0.52
1001743061,0.9
1001743125,0.67
1001743126,0.92
1001743502,0.77
1001743736,0.74
1001743756,0.55
1001743912,0.67
1001744137,0.98
1001744298,1.04
1001744384,0.58
1001744409,0.47
1001744477,0.84
1001744591,0.36
1001744641,0.67
1001744700,0.85
1001744930,0.95
1001745035,0.76
1001745096,0.48
1001745156,0.64
1001745310,1.15
1001745339,0.93
1001745360,0.52
1001745385,0.4
1001745686,0.64
1001745788,0.54
1001746823,0.88
1001746905,0.46
1001747500,0.8
1001747507,0.77
1001747707,0.59
1001747711,1.02
1001747804,0.46
1001747810,0.63
1001747852,0.65
1001748146,0.55
1001748163,0.67
1001748261,0.42
1001748449,0.99
1001748543,0.91
1001748742,1.15
1001748752,0.48
1001748763,0.89
1001748955,0.37
1001749132,0.65
1001749245,1.1
1001749767,1.02
1001750031,0.69
1001750060,0.81
1001750304,0.8
1001750508,0.66
1001750739,0.65
1001750875,0.51
1001750890,0.64
1001751053,0.98
1001751159,0.78
1001751214,0.63
1001751218,0.66
1001751724,0.52
1001752004,0.43
1001752041,0.78
1001752120,0.78
1001752203,0.96
1001752287,1.16
1001752300,0.91
1001752470,1.49
1001752617,1.17
