_id,overall_stats.avg_battle_values.avg_frags
1015706492,0.97
1015706750,0.37
1015706772,0.73
1015707040,0.31
1015707154,0.53
1015707865,0.41
1015707939,1.01
1015708162,0.73
1015708194,0.79
1015708196,0.49
1015708307,0.59
1015708552,0.53
1015708679,0.93
1015708946,0.2
1015709156,0.3
1015709574,0.49
1015709783,0.92
1015709846,0.26
1015709870,0.76
1015709971,0.86
1015709990,0.51
1015710147,1.04
1015710226,0.53
1015710243,0.49
1015710395,1.03
1015710494,0.42
1015710639,0.72
1015710682,0.99
1015710818,0.47
1015710881,1.3
1015711133,0.83
1015711231,0.74
1015711334,0.89
1015711388,0.5
1015711533,0.69
1015711861,1.14
1015711996,1.18
1015712008,1.01
1015712099,0.73
1015712120,0.77
1015712406,0.45
1015712493,0.95
1015712909,0.81
1015713178,1.02
1015713485,1.08
1015713570,1.01
1015713640,0.72
1015713819,0.61
1015713943,0.65
1015713982,1.14
1015714360,0.67
1015714376,0.51
1015714880,1.48
1015714977,0.67
1015715522,0.56
1015715694,0.48
1015715729,0.92
1015716240,0.23
1015716256,0.65
1015716300,0.9
1015716796,0.56
1015717236,0.43
1015717447,0.68
1015717555,0.66
1015717764,0.55
1015717776,0.67
1015717927,0.76
1015718271,0.73
1015718812,0.74
1015718941,0.8
1015719010,1.03
1015719198,0.5
1015719257,0.59
1015719317,1.14
1015719554,0.54
1015719767,0.49
1015719878,0.74
1015719944,0.85
1015719992,0.7
1015720220,0.59
1015720236,0.58
1015720293,0.87
1015720347,0.69
1015720480,1.18
1015720578,0.97
1015720760,0.43
1015720831,0.67
1015720876,1.03
1015720903,1.29
1015720995,1.18
1015721024,0.45
1015721311,0.5
1015721410,0.69
1015721560,0.58
1015721609,0.42
1015721700,0.54
1015721873,1
1015722007,0.34
1015722063,0.44
1015722125,0.66
1015722239,0.74
1015722530,0.9
1015722667,1.21
1015722691,1.31
1015722739,0.63
1015722757,0.47
1015722822,0.56
1015722880,0.15
1015722881,0.8
1015722982,0.45
1015723021,0.41
1015723025,0.69
1015723221,0.97
1015723223,0.54
1015723300,0.7
1015723394,0.69
1015723637,0.3
1015723692,0.69
1015723696,0.7
1015724061,0.42
1015724245,0.7
1015724315,0.69
1015724324,0.52
1015724342,0.61
1015724562,0.78
1015725248,0.59
1015725362,1.12
1015725587,0.35
1015725601,0.55
1015726301,0.86
1015726649,1.69
1015726766,0.59
1015727463,0.46
1015727611,0.66
1015727906,0.35
1015727963,0.85
1015728257,0.54
1015728320,0.47
1015728760,0.58
1015728766,0.3
1015728926,0.71
1015729042,0.79
1015729190,0.85
1015729257,0.79
1015729441,0.78
1015729699,0.79
1015729752,0.68
1015729784,1.17
1015729951,0.78
1015730057,0.72
1015730122,0.49
1015730132,0.78
1015730199,0.41
1015730647,0.98
1015730681,0.18
1015730814,0.6
1015730907,1.27
1015730969,0.83
1015730989,1.08
1015731256,0.96
1015731304,0.91
1015731379,0.35
1015731407,0.58
1015731515,0.52
1015731518,0.79
1015731622,0.95
1015731669,0.48
1015731940,0.61
1015732059,0.48
1015732110,0.42
1015732350,0.82
1015732368,1.02
1015732406,0.59
1015732458,0.7
1015732498,0.65
1015732587,0.75
1015732692,0.31
1015732814,0.43
1015732816,0.87
1015732995,0.84
1015733075,0.62
1015733095,0.84
1015733107,0.54
1015733161,0.35
1015733452,0.71
1015733865,0.33
1015734394,0.9
1015734396,0.93
1015734558,0.76
1015734676,0.35
1015734728,0.85
1015735275,0.85
1015735280,0.6
1015735338,0.8
1015735491,0.32
1015735878,0.67
1015735926,0.61
1015736270,1.33
1015736362,0.53
1015736473,0.44
1015736872,0.57
1015736965,0.39
1015737722,0.85
1015738507,0.79
1015739045,0.64
1015739086,0.69
1015739236,0.37
1015739254,0.78
1015739351,0.99
1015739460,0.39
1015739481,0.83
1015739494,0.96
1015739883,0.53
1015739990,0.74
1015741201,0.98
1015741463,0.8
1015741674,0.69
1015741828,0.56
1015741979,0.4
1015742018,0.44
1015742125,0.76
1015742524,0.7
1015742722,0.94
1015742859,0.94
1015742869,0.59
1015743008,0.82
1015743214,0.74
1015743325,0.55
1015743359,1.25
1015743405,0.31
1015743750,0.78
1015743752,0.25
1015744119,0.87
1015744279,1.09
1015744316,1.01
1015744318,0.49
1015744458,0.5
1015744469,0.88
1015744567,0.49
1015744589,0.51
1015744648,0.52
1015744654,0.77
1015744767,0.56
1015745107,0.87
1015745484,0.67
1015745600,0.49
1015745692,0.73
1015745852,0.37
1015745933,0.83
1015745981,0.53
1015746172,0.61
1015746177,0.73
1015746199,0.9
1015746293,0.8
1015746487,0.65
1015746705,1.06
1015746759,0.76
1015746870,1.36
1015746885,0.95
1015747209,0.64
1015747391,0.76
1015747441,0.76
1015747517,1.26
1015747603,0.71
1015748040,0.89
1015748302,0.86
1015748373,1.01
1015748374,0.32
1015748802,0.91
1015749026,0.48
1015749300,0.64
1015749320,0.55
1015749499,0.5
1015749539,1.09
1015749737,0.64
1015750129,1.07
1015750214,0.54
1015750222,0.56
1015750281,0.57
1015750395,0.97
1015750603,0.65
1015750605,0.56
1015750724,0.56
1015750805,1.09
1015750903,0.84
1015751037,0.61
1015751244,0.63
1015751386,0.59
1015751401,0.45
1015751502,1.08
1015751617,0.97
1015751946,0.22
1015751985,0.54
1015752044,0.84
1015752079,0.56
1015752241,0.77
1015752265,0.74
1015752276,0.4
1015752347,0.82
1015752430,0.69
1015752554,0.63
1015752794,1.52
1015752896,0.79
1015753045,0.5
1015753234,0.55
1015753553,0.74
1015753703,0.73
1015753740,0.56
1015754245,0.43
1015754284,0.81
1015754291,0.83
1015754347,1.03
1015754858,0.79
1015755039,0.57
1015755073,0.82
1015755100,1.05
1015755152,0.51
1015755611,0.8
1015755640,0.68
1015755682,0.8
1015755731,0.91
1015755752,1.01
1015755781,0.44
1015755861,0.37
1015756235,0.42
1015756304,0.94
1015756323,0.73
1015756373,0.95
1015756380,0.98
1015756389,0.9
1015756476,0.52
1015756609,0.4
1015756738,0.29
1015756845,0.56
1015757131,0.57
1015757333,0.63
1015757471,0.63
1015757478,0.85
1015757500,1.06
1015757557,0.22
1015757622,0.76
1015757698,0.61
1015757842,0.7
1015757987,0.75
1015758075,0.66
1015758299,0.71
1015759161,0.91
1015759193,0.8
1015759234,0.82
1015759408,0.31
1015759574,0.81
1015759624,0.55
1015759744,0.82
1015759845,0.74
1015759951,0.65
1015760002,0.38
1015760050,0.84
1015760074,1.35
1015760102,0.72
1015760168,0.92
1015760175,0.7
1015760365,1.1
1015760381,0.46
1015760495,0.46
1015760659,0.59
1015760711,0.56
1015760728,0.69
1015760777,1
1015760870,0.34
1015760905,0.81
1015760943,0.99
1015761067,0.53
1015761273,0.85
1015761337,0.98
1015761719,0.74
1015761868,0.78
1015761937,0.92
1015762427,0.85
1015762435,1.19
1015762507,1.17
1015762676,0.71
1015763087,0.28
1015763356,0.54
1015763950,1.21
1015764057,0.73
1015764144,0.9
1015764411,0.77
1015764440,0.93
1015764466,0.73
1015764499,0.83
1015764596,0.21
1015764784,1.08
1015765331,0.79
1015765350,1.51
1015765949,0.59
1015766243,0.67
1015766380,0.62
1015766459,0.5
1015766569,1.25
1015766580,0.84
1015766768,0.71
1015766902,0.91
1015766989,0.86
1015767037,0.7
1015767872,0.95
1015767957,0.61
1015768254,1.09
1015768368,0.59
1015768426,0.4
1015768651,1.1
1015768740,0.71
1015768940,0.38
1015768968,0.6
1015769019,0.6
1015769022,1.69
1015769182,0.34
1015769791,0.68
1015769842,0.27
1015769892,0.48
1015769900,0.66
1015770022,0.71
1015770079,1.1
1015770081,1.03
1015770097,0.95
1015770103,0.85
1015770122,0.48
1015770322,0.74
1015770329,1.32
1015770402,1.06
1015771087,0.77
1015771091,0.33
1015771093,0.52
1015771312,1.04
1015771803,0.78
1015771842,0.66
1015771877,0.67
1015771995,1.03
1015772242,0.65
1015772410,0.58
1015772451,0.82
1015772514,0.54
1015772784,0.47
1015772867,0.82
1015772920,0.58
1015773012,0.7
1015773242,0.47
1015773360,1.1
1015773416,0.85
1015773718,1.27
1015774280,0.48
1015774395,0.84
1015774471,0.54
1015774684,0.69
1015774735,0.93
1015775154,0.57
1015775256,0.69
1015775355,0.38
1015775399,0.5
1015775434,1.04
1015775521,0.85
1015775605,0.6
1015775716,0.65
1015775807,0.93
1015775951,0.36
1015776366,0.81
1015776419,0.99
1015776443,0.51
1015776514,0.31
1015776564,0.92
1015776642,1.06
1015776651,0.66
1015776757,0.55
1015776814,0.54
1015776849,1
1015776916,1.06
1015777060,0.74
1015777077,0.69
1015777325,0.42
1015777388,0.91
1015777390,0.2
1015777762,0.67
1015778045,0.72
1015778087,0.32
1015778182,1.22
1015778341,1.33
1015778985,0.94
1015779265,0.89
1015779353,0.63
1015780370,0.19
1015780490,0.62
1015780976,0.38
1015781754,0.8
1015781756,0.94
1015781799,0.98
1015781821,0.52
1015782094,1.02
1015782549,0.61
1015782896,0.77
1015782997,0.96
1015783466,0.44
1015783673,0.62
1015783696,0.96
1015784302,0.95
1015784494,1.19
1015784528,0.89
1015784541,1.03
1015784582,0.45
1015784660,0.5
1015784739,0.57
1015784752,0.51
1015784820,0.42
1015784822,0.97
1015785075,0.35
1015785131,0.73
1015785250,0.57
1015785277,0.62
1015785532,0.89
1015785677,1.01
1015785699,0.47
1015785904,0.68
1015785969,0.73
1015786117,1.04
1015786229,0.79
1015786371,0.28
1015786378,0.86
1015786512,0.59
1015786519,0.67
1015786832,0.71
1015786904,0.99
1015787004,0.68
1015787344,0.73
1015787549,0.62
1015787714,0.15
1015787731,0.84
1015787807,0.73
1015787831,0.78
1015787838,0.63
1015787942,0.67
1015788048,1.17
1015788057,0.79
1015788214,0.58
1015788401,0.91
1015788541,0.42
1015788554,0.63
1015788795,0.63
1015788863,0.81
1015789018,0.92
1015789206,0.6
1015789417,0.74
1015789777,0.66
1015789792,0.67
1015789837,0.95
1015789872,0.25
1015790025,0.98
1015790070,0.53
1015790212,0.35
1015790623,1.2
1015790807,0.15
1015790932,0.7
1015791096,0.77
1015791118,0.92
1015791154,0.85
1015791466,0.58
1015791601,0.57
1015791664,1.05
1015791801,0.68
1015791978,0.51
1015792102,0.3
1015792122,0.94
1015792172,0.91
1015792182,0.71
1015792207,0.66
1015792249,0.66
1015792251,0.64
1015792274,0.81
1015792293,0.71
1015792421,0.74
1015792524,0.83
1015792982,0.84
1015793146,0.43
1015793278,0.71
1015793414,0.76
1015793447,0.77
1015793466,0.36
1015793579,0.74
1015793587,1.14
1015793642,0.88
1015793718,1.15
1015794168,0.52
1015794340,0.81
1015794392,0.56
1015794462,0.84
1015794501,0.94
1015794785,0.39
1015795369,0.55
1015795374,0.42
1015795541,0.87
1015795682,0.64
1015795788,0.54
1015795805,0.81
1015796093,0.96
1015796310,0.95
1015796399,0.62
1015796442,0.6
1015796456,1.49
1015796490,0.51
1015796679,0.71
1015796798,0.94
1015796874,1
1015797052,0.65
1015797094,0.92
1015797163,0.62
1015797300,0.6
1015797402,0.79
1015797575,0.56
1015797697,0.72
1015797738,0.7
1015797769,0.57
1015797785,0.49
1015797817,0.54
1015798038,0.92
1015798122,1.11
1015798128,0.63
1015798348,0.59
1015798544,0.41
1015798684,1.05
1015798726,0.43
1015798800,0.16
1015799099,0.46
1015799117,0.73
1015799303,0.62
1015799348,0.62
1015799783,0.42
1015799921,1
1015799995,0.73
1015800561,0.94
1015800657,0.56
1015801411,0.52
1015801558,0.52
1015801566,0.49
1015801574,0.83
1015801832,0.55
1015801882,1.01
1015801885,0.88
1015801976,0.45
1015802111,0.43
1015802285,0.35
1015802405,0.46
1015802417,0.59
1015802684,0.42
1015802735,1.01
1015803346,0.75
1015803516,0.86
1015803592,0.5
1015803840,0.52
1015803845,1
1015803846,0.41
1015803970,0.18
1015803972,0.59
1015804075,1.07
1015804451,0.48
1015804475,0.6
1015804755,0.72
1015804795,0.73
1015804815,0.36
1015804883,0.71
1015804964,0.68
1015805015,0.83
1015805428,1.2
1015805580,0.53
1015805764,0.61
1015805781,0.7
1015806146,0.49
1015806201,0.6
1015806592,0.93
1015806612,1.24
1015806662,0.33
1015807044,0.61
1015807110,0.75
1015807154,0.22
1015807209,1.46
1015807212,0.76
1015807380,0.76
1015807426,0.74
1015807640,0.52
1015808025,0.54
1015808094,0.55
1015808211,0.57
1015808487,0.31
1015808575,0.77
1015808656,0.57
1015808697,1.13
1015808745,0.25
1015808796,0.94
1015808809,1.07
1015808963,0.97
1015809168,0.57
1015809224,0.5
1015809226,0.2
1015809265,0.79
1015809547,0.71
1015809560,1.21
1015809744,0.37
1015809804,0.65
1015809835,0.6
1015809841,0.67
1015809977,0.97
1015810074,0.86
1015810122,0.29
1015810134,1.22
1015810413,0.51
1015810643,0.87
1015811034,0.98
1015811190,0.9
1015811196,0.31
1015811319,0.75
1015811389,0.88
1015811554,1.12
1015812235,0.54
1015812458,0.38
1015813378,0.28
1015813411,0.82
1015813444,0.57
1015813733,0.3
1015813774,0.43
1015813800,0.6
1015814094,0.55
1015814817,0.9
1015814866,0.37
1015815184,0.54
1015815355,0.58
1015815419,0.72
1015815634,0.32
1015815654,1.09
1015815728,0.63
1015815860,0.4
1015815877,0.67
1015815957,1.08
1015815974,1.11
1015816035,0.32
1015816066,0.82
1015816143,0.98
1015816223,1.45
1015816415,0.15
1015816631,0.62
1015816700,0.29
1015816755,0.78
1015817089,1.23
1015817359,0.55
1015817445,0.53
1015817514,0.75
1015817536,1.05
1015817912,1.27
1015818030,0.8
1015818319,0.98
1015818367,0.89
1015818653,0.95
1015818851,0.75
1015818877,0.54
1015818996,0.91
1015819390,0.4
1015819626,0.64
1015820291,0.36
1015820355,0.69
1015820416,0.66
1015820717,1.02
1015820798,0.49
1015821046,0.55
1015821158,1.26
1015821316,0.8
1015821470,0.49
1015821676,0.81
1015821678,0.52
1015821823,0.72
1015821909,0.8
1015821996,0.38
1015822378,0.61
1015822483,0.5
1015822973,0.43
1015823177,0.68
1015823198,0.3
1015823395,0.98
1015823568,0.76
1015823606,0.97
1015823852,1.05
1015823858,0.8
1015823900,0.92
1015823965,0.55
1015824330,0.65
1015824390,0.67
1015824432,0.91
1015824589,0.65
1015824639,0.46
1015824724,1
1015824857,0.66
1015824992,0.42
1015825051,0.41
1015825184,0.5
1015825418,1.03
1015825678,0.5
1015825743,0.7
1015825766,1.02
1015825798,0.61
1015825911,1.06
1015826010,1.03
1015826057,0.77
1015826471,0.86
1015826485,0.69
1015826503,0.94
1015826560,0.49
1015826664,1.07
1015826742,0.83
1015826859,0.5
1015826977,1.28
1015827292,0.79
1015827307,0.97
1015827500,0.56
1015827660,0.3
1015827673,0.96
1015827850,0.1
1015827966,0.58
1015828101,0.74
1015828204,0.44
1015828299,0.74
1015828410,1.1
1015828480,0.44
1015828576,0.34
1015828718,0.64
1015828774,0.87
1015828783,0.93
1015828927,0.43
1015828978,0.91
1015829159,0.93
1015829167,0.67
1015829274,0.4
1015829548,0.47
1015829739,0.8
1015829948,0.61
1015830050,0.6
1015830116,0.62
1015830430,0.45
1015830435,1.28
1015830623,0.65
1015830647,0.89
1015830796,0.63
1015830882,0.55
1015830973,1.04
1015831015,0.84
1015831070,1.35
1015831103,0.52
1015831156,0.98
1015831182,0.55
1015831200,1.03
1015831240,1.16
1015831274,0.57
1015831374,1.21
1015831389,1.19
1015831464,0.51
1015831876,0.95
1015832077,1.03
1015832112,0.6
1015832252,1.26
1015832256,0.31
1015832452,0.95
1015832720,0.91
1015832898,0.46
1015832929,0.37
1015833224,0.55
1015833503,0.7
1015834221,0.6
1015834286,0.46
1015834414,0.5
1015834431,0.88
1015834448,0.57
1015834530,0.3
1015834700,0.38
1015834871,0.77
1015834939,0.61
1015834950,0.52
1015835386,0.43
1015835760,0.59
1015835994,0.92
1015835997,0.42
1015836182,0.56
1015836227,0.59
1015836520,0.42
1015836916,0.69
1015837060,0.89
1015837291,0.43
1015837300,0.51
1015837348,0.57
1015837376,0.43
1015837710,0.68
1015837996,0.81
1015838072,0.25
1015838289,0.86
1015838312,0.6
1015838540,0.63
1015838845,0.7
1015838934,0.65
1015839225,0.61
1015839308,0.46
1015839328,0.6
1015839402,0.91
1015839445,0.67
1015839586,0.74
1015839770,0.65
1015839817,0.61
1015839958,0.79
1015840121,0.72
1015840138,0.68
1015840181,0.59
1015840377,0.89
1015840416,0.71
1015840549,0.61
1015840583,0.81
1015840634,0.8
1015840672,0.92
1015840937,0.89
1015841297,0.73
1015841328,0.48
1015841403,0.57
1015841590,1
1015841915,0.36
1015842088,0.95
1015842116,0.44
1015842122,1.05
1015842482,0.54
1015842640,0.88
1015842752,0.93
1015842829,0.96
1015842873,0.61
1015842967,1.29
1015843161,0.86
1015843242,0.85
1015843361,0.82
1015843548,0.46
1015843564,0.83
1015843687,0.63
1015843699,0.71
1015843844,0.83
1015843983,0.6
1015843989,0.76
1015844019,0.62
1015844345,0.65
1015845043,0.73
1015845085,0.95
1015845148,0.77
1015845263,1.23
1015845291,0.43
1015845298,0.45
1015845435,1.08
1015845799,0.91
1015845808,0.82
1015845861,0.79
1015845935,0.87
1015845942,0.73
1015845949,0.61
1015845999,0.44
1015846113,0.79
1015846185,0.76
1015846389,0.79
1015846524,0.53
1015846527,0.83
1015846826,0.59
1015847052,0.52
1015847209,1.05
1015847249,0.7
1015847268,0.62
1015847269,0.58
1015847343,0.87
1015847386,0.72
1015847445,0.67
1015847531,1.03
1015848256,0.9
1015848385,0.98
1015848923,0.6
1015849122,0.31
1015849313,0.59
1015849609,0.82
1015849680,0.68
1015849747,0.78
1015850264,0.67
1015850493,0.79
1015850600,0.73
1015851180,0.61
1015851824,0.63
1015851863,0.78
1015851871,1.12
1015851898,0.89
1015851904,0.89
1015851996,0.8
1015852071,0.67
1015852375,0.89
1015852380,0.53
1015852753,0.8
1015852965,0.64
1015853104,0.85
1015853442,0.93
1015853562,0.41
1015853655,0.69
1015853744,0.95
1015853830,0.75
1015853891,0.79
1015853934,0.42
1015854395,1.05
1015854449,0.81
1015854453,0.93
1015854526,0.94
1015854546,0.72
1015854863,0.67
1015854868,0.66
1015855021,0.45
1015855192,0.99
1015855609,0.52
1015855855,0.49
1015855936,0.51
1015856104,0.7
1015856114,0.16
1015856247,0.62
1015856521,1.16
1015856571,0.95
1015856672,0.95
1015856823,0.46
1015856834,0.65
1015857032,0.68
1015857098,0.29
1015857126,1.12
1015857388,1.02
1015857434,0.74
1015857724,0.55
1015857741,0.83
1015857769,1.08
1015857776,0.76
1015857903,0.69
1015858256,0.3
1015858347,0.39
1015858490,0.39
1015858612,1.03
1015858662,0.9
1015858693,0.94
1015858818,0.38
1015859204,0.87
1015859390,0.87
1015859441,1.06
1015859488,0.77
1015859493,1.05
1015859671,0.81
1015859891,0.78
1015859971,0.94
1015859995,0.98
1015860074,0.99
1015860353,0.76
1015860509,0.61
1015860589,0.37
1015860639,0.87
1015860660,0.46
1015860979,0.81
1015861154,0.76
1015861178,0.45
1015861364,0.69
1015861520,0.82
1015861546,0.54
1015861609,0.83
1015861757,0.81
1015861805,0.73
1015861851,0.86
1015862058,0.5
1015862095,0.94
1015862149,0.99
1015862452,0.6
1015862646,0.46
1015862756,0.94
1015862772,0.66
1015863792,0.93
1015864169,0.56
1015864203,0.56
1015864560,0.97
1015864821,0.72
1015865351,0.99
1015865391,0.64
1015865665,1.18
1015865773,0.87
1015866462,0.64
1015866478,0.38
1015866614,0.66
1015866682,1.5
1015866820,0.7
1015867002,0.78
1015867067,0.46
1015867265,0.62
1015867399,0.31
1015867431,0.7
1015867473,1.11
1015867490,0.59
1015867632,0.6
1015867868,0.83
1015868196,0.76
1015868498,0.6
1015868794,0.3
1015868916,0.61
1015869115,0.91
1015869212,0.5
1015869441,0.68
1015869573,0.69
1015869661,0.24
1015869695,0.7
1015869812,0.43
1015870076,0.94
1015870089,0.69
1015870313,0.8
1015870323,0.75
1015870486,0.38
1015870503,0.61
1015870561,1.16
1015870652,0.89
1015871149,0.43
1015871192,0.47
1015871209,0.77
1015871263,0.62
1015871382,0.83
1015871535,0.94
1015871619,0.41
1015871967,0.66
1015872015,0.62
1015872132,0.24
1015872156,0.7
1015872300,0.84
1015872483,0.46
1015872602,0.44
1015872624,1.14
1015872724,1.06
1015872835,0.9
1015873011,0.51
1015873043,0.93
1015873137,0.41
1015873153,0.66
1015873209,0.33
1015873313,0.84
1015873365,0.81
1015874095,0.98
1015874141,0.75
1015874218,0.45
1015874327,0.77
1015874378,0.66
1015874400,0.63
1015874649,0.35
1015874902,1
1015875181,0.99
1015875184,0.48
1015875203,0.9
1015875277,1.3
1015875338,0.59
1015875439,0.52
1015875443,0.89
1015875644,0.97
1015875650,0.78
1015875808,0.75
1015875815,0.73
1015875996,1.02
1015876267,1.09
1015876269,0.52
1015876317,0.54
1015876345,0.77
1015876597,0.96
1015876623,0.8
1015876739,0.66
1015876778,0.87
1015876918,0.39
1015877061,0.7
1015877071,0.64
1015877102,0.46
1015877422,0.96
1015877550,0.76
1015877871,0.89
1015877921,0.68
1015878048,0.79
1015878337,0.51
1015878548,0.44
1015878654,0.76
1015878772,0.35
1015878892,0.69
1015878966,0.49
1015879205,0.85
1015879272,0.83
1015879626,0.84
1015879678,0.83
1015879698,0.74
1015880503,0.57
1015880745,0.59
1015880955,0.73
1015881544,0.72
1015881553,0.93
1015881569,0.33
1015881844,1.26
1015882095,0.62
1015882228,0.75
1015882287,0.77
1015882299,0.86
1015882675,0.43
1015882763,1
1015882887,0.79
1015883265,0.77
1015883283,0.7
1015883346,0.87
1015883364,0.77
1015883957,0.47
1015884263,0.56
1015884508,0.62
1015884668,0.55
1015884694,0.42
1015884922,0.77
1015885094,0.62
1015885186,1.26
1015885363,0.65
1015885540,0.44
1015885696,0.8
1015885740,0.7
1015886038,1.09
1015886330,1.01
1015886386,0.44
1015886497,0.85
1015886606,0.88
1015886866,0.37
1015886880,0.56
1015887076,0.62
1015887103,0.51
1015887419,0.66
1015887508,0.67
1015887555,0.51
1015887657,0.81
1015887790,0.81
1015888050,0.48
1015888312,0.78
1015888540,0.71
1015888604,1
1015888668,0.87
1015888862,0.92
1015889364,0.63
1015889375,0.65
1015889640,0.72
1015889653,0.75
1015889828,0.91
1015889996,0.55
1015890053,0.49
1015890087,0.68
1015890205,0.83
1015890226,1.04
1015890428,0.62
1015890710,0.75
1015890918,0.68
1015891043,0.66
1015891496,1.09
1015891592,0.43
1015891714,0.49
1015891743,0.91
1015891913,0.74
1015891934,0.28
1015892078,0.43
1015892172,0.86
1015892333,0.46
1015892485,1.02
1015892521,0.57
1015892596,0.7
1015892621,0.86
1015892707,0.82
1015892776,0.63
1015893003,0.66
1015893251,0.97
1015893458,0.8
1015893635,0.56
1015893668,0.95
1015893801,0.88
1015893802,1.21
1015893816,0.59
1015893962,0.71
1015894581,0.72
1015894606,0.94
1015894749,0.86
1015894856,0.8
1015894893,0.89
1015895103,0.58
1015895127,0.98
1015895137,1.08
1015895188,0.96
1015895190,1.28
1015895346,0.65
1015895378,0.66
1015895554,0.83
1015895566,0.84
1015895767,0.86
1015895934,0.62
1015896434,0.71
1015896654,0.58
1015897376,0.81
1015897981,0.36
1015898149,0.5
1015898289,0.46
1015898299,1.3
1015898319,0.76
1015898714,0.27
1015898726,0.75
1015898910,0.54
1015899028,0.3
1015899059,0.97
1015899151,0.88
1015899268,0.38
1015899498,0.46
1015899767,0.45
1015899831,0.62
1015900430,0.45
1015900731,0.6
1015900970,0.86
1015901644,0.49
1015901954,0.5
1015902062,1.09
1015902111,1.09
1015902159,0.65
1015902692,0.53
1015902853,0.33
1015903234,0.23
1015903260,0.87
1015903285,0.61
1015903327,0.9
1015903353,0.3
1015903490,0.37
1015903657,0.76
1015903854,0.36
1015904006,0.88
1015904046,1.02
1015904256,0.93
1015904519,0.81
1015904673,0.89
1015904777,1.12
1015905175,0.79
1015905338,0.49
1015905994,0.77
1015906147,0.54
1015906268,1.25
1015906332,0.96
1015906371,0.79
1015906396,0.53
1015906516,1.15
1015906635,0.47
1015906763,0.43
1015907051,0.51
1015907238,1.16
1015907363,0.45
1015907405,1
1015907581,0.54
1015907636,1.14
1015907700,0.53
1015907759,0.99
1015907762,0.66
1015908089,0.74
1015908281,1.18
1015908579,0.56
1015908745,0.74
1015908791,1.16
1015908875,0.98
1015909194,0.98
1015909228,0.73
1015909374,0.92
1015909410,0.53
1015909707,0.78
1015909801,0.61
1015909930,0.71
1015910075,0.3
1015910313,0.91
1015910339,0.45
1015910428,0.84
1015910449,0.9
1015910537,0.99
1015910599,1.12
1015910607,0.89
1015910655,0.55
1015910881,0.59
1015910907,0.97
1015910937,0.27
1015911154,0.6
1015911196,0.92
1015911203,0.67
1015911564,0.69
1015912132,0.6
1015912322,0.9
1015912430,0.63
1015912735,0.91
1015912746,1.17
1015913002,0.48
1015913118,0.65
1015913173,0.46
1015913514,0.76
1015913675,0.92
1015913820,1.08
1015914105,0.54
1015914204,0.64
1015914367,0.74
1015914415,0.98
1015914688,0.95
1015914751,0.72
1015914785,0.7
1015914932,1.02
1015915163,0.51
1015915205,0.82
1015915325,0.28
1015915467,0.74
1015915504,1.06
1015915743,1.01
1015915790,0.44
1015915967,0.66
1015915982,0.54
1015916080,0.7
1015916274,0.82
1015916430,0.91
1015916631,0.61
1015916701,1.02
1015917010,0.74
1015917150,0.55
1015917165,0.61
1015917265,0.72
1015917308,0.99
1015917380,0.57
1015917416,0.49
1015917543,0.52
1015917671,0.47
1015917742,1.4
1015917817,0.8
1015917834,0.69
1015917854,0.86
1015918209,0.89
1015918227,0.73
1015918358,0.43
1015918427,0.43
1015918698,0.54
1015918728,1.08
1015918783,0.8
1015919079,0.76
1015919181,0.92
1015919196,0.74
1015919214,0.53
1015919333,0.58
1015919377,0.92
1015919520,0.74
1015919668,1.09
1015919796,0.96
1015920254,0.68
1015920292,0.63
1015920661,0.63
1015920798,0.74
1015921137,0.45
1015921464,0.52
1015921739,0.49
1015921853,0.76
1015921977,0.54
1015922051,0.68
1015922056,0.82
1015922479,0.46
1015922567,0.36
1015922667,0.74
1015922772,1.16
1015922963,1.15
1015922977,0.57
1015923107,0.87
1015923412,0.32
1015923988,0.59
1015923996,0.58
1015924087,0.9
1015924133,0.63
1015924198,1.04
1015924421,1.11
1015924602,0.87
1015924641,0.92
1015924675,0.63
1015925034,1.03
1015925062,0.35
1015925668,0.94
1015925697,0.59
1015925788,0.3
1015925854,1.16
1015925913,0.84
1015926076,0.76
1015926180,0.85
1015926344,0.43
1015926461,0.81
1015926517,0.98
1015926720,0.49
1015927139,0.69
1015927143,0.8
1015927144,0.52
1015927254,0.91
1015927271,0.68
1015927474,0.35
1015927978,1.23
1015928312,0.74
1015928328,0.66
1015928363,0.79
1015928402,0.3
1015928432,0.91
1015928451,1.08
1015928560,0.78
1015928575,0.92
1015928606,1.61
1015928795,0.29
1015928877,0.46
1015928965,1.58
1015929230,0.5
1015929384,0.6
1015929400,0.94
1015929745,0.79
1015929804,0.69
1015929822,0.61
1015929878,0.35
1015929973,0.94
1015930012,0.57
1015930056,0.92
1015930126,0.48
1015930165,0.66
1015930222,0.31
1015930238,0.8
1015930402,0.86
1015930475,0.34
1015930719,0.65
1015930830,0.38
1015931324,0.36
1015931367,0.82
1015931380,1.01
1015931537,0.91
1015931661,0.76
1015931731,0.75
1015932111,0.51
1015932382,1.16
1015932420,0.92
1015932440,0.62
1015932461,0.77
1015932585,0.81
1015932678,0.91
1015933091,0.35
1015933109,0.48
1015933128,0.42
1015933178,1.11
1015933186,0.9
1015933268,0.81
1015933285,0.7
1015933400,0.44
1015933675,0.4
1015934106,1.02
1015934277,0.66
1015934720,0.94
1015935008,0.78
1015935025,0.78
1015935045,0.77
1015935070,0.68
1015935182,0.7
1015935220,0.18
1015935271,0.46
