_id,overall_stats.avg_battle_values.avg_spot
1004405507,0.43
1004405698,0.55
1004405748,1.37
1004406319,1.22
1004406686,0.65
1004406762,1.91
1004406962,0.62
1004407148,0.9
1004407315,1.44
1004407521,0.69
1004407542,0.76
1004407551,1.34
1004407558,2.1
1004407623,1.28
1004407626,1.11
1004407836,1.73
1004407860,0.44
1004408010,0.94
1004408076,0.65
1004408116,0.43
1004408202,0.75
1004408301,0.63
1004408535,0.76
1004408650,1.44
1004408910,1.02
1004409298,1.01
1004409376,1.39
1004410318,1.11
1004410601,0.8
1004411632,0.5
1004411900,0.56
1004411945,0.39
1004412284,2.03
1004412495,1.16
1004412630,1.21
1004413586,1.88
1004413603,0.84
1004413781,1.42
1004413973,0.71
1004413982,0.89
1004414289,0.07
1004414369,0.56
1004414490,0.58
1004414508,0.52
1004414623,2.42
1004414646,1.08
1004414820,1.97
1004414904,1.22
1004415001,1.71
1004415033,0.57
1004415052,0.27
1004415275,0.36
1004415698,1.06
1004415732,0.3
1004415944,2.54
1004416128,1.63
1004416171,0.36
1004416398,0.67
1004416540,0.96
1004416574,1.35
1004416684,3.86
1004416687,1.24
1004416990,0.4
1004417066,3.44
1004417140,0.85
1004417765,1.25
1004417814,1.28
1004417873,1.04
1004418138,1.53
1004418174,1.93
1004418191,0.94
1004418372,0.73
1004418495,1.4
1004418794,1.72
1004419016,1.17
1004419292,1.61
1004419638,0.29
1004419661,1.55
1004419806,0.88
1004419852,0.81
1004420402,0.42
1004420494,0.97
1004420818,1.59
1004420964,3.57
1004421011,1.77
1004421061,1.16
1004421549,2.01
1004422554,1.91
1004422620,0.92
1004422675,1.27
1004422724,0.9
1004423376,1.29
1004423487,1
1004423511,1.81
1004423644,1.26
1004423660,0.94
1004423679,1.03
1004423781,0.34
1004423815,0.58
1004423856,1.42
1004423908,2.39
1004424183,0.99
1004424342,1.78
1004424767,0.74
1004424917,2.06
1004425095,0.51
1004425109,1.16
1004425286,1.57
1004425350,0.29
1004425402,1.11
1004425414,2.1
1004425433,0.93
1004425469,0.52
1004425635,0.22
1004425678,1.59
1004425681,0.39
1004425729,1
1004425747,0.52
1004425807,1.16
1004425842,1.27
1004425920,1.59
1004426200,1.04
1004426458,1.47
1004426599,0.61
1004426836,1.09
1004427581,0.64
1004428574,1.13
1004428773,0.69
1004428979,0.93
1004429128,1.45
1004429171,1.54
1004429368,1.22
1004429417,2.47
1004429522,0.68
1004429544,0.08
1004429778,0.44
1004429782,0.49
1004429848,1.47
1004429930,1.56
1004430144,0.85
1004430182,0.88
1004430960,1.94
1004431162,0.97
1004431617,1.28
1004431711,0.54
1004431753,0.33
1004432061,1.83
1004432066,1.35
1004432085,0.42
1004432102,1.1
1004432217,3.68
1004432282,0.86
1004432634,0.41
1004432676,1.06
1004432730,1.24
1004433080,2.25
1004433248,0.73
1004433382,1.41
1004433514,0.41
1004433828,0.86
1004434282,0.92
1004434287,0.84
1004434375,1.05
1004434553,0.62
1004434564,0.77
1004434822,1.55
1004434847,0.97
1004434874,0.11
1004434956,1.76
1004435150,1.26
1004435258,0.82
1004435280,1.51
1004435406,0.72
1004435449,0.78
1004435488,1.83
1004435679,0.5
1004435715,0.62
1004436577,2.1
1004437202,1.66
1004437481,1.89
1004437522,2.83
1004437525,3.13
1004437904,0.68
1004437998,1.08
1004438080,1.21
1004438094,1.45
1004438191,0.79
1004438216,0.91
1004438664,1.45
1004438737,1.78
1004438856,1.17
1004438978,0.92
1004439794,1.36
1004439954,1.15
1004440203,1.03
1004440247,1.37
1004440258,1.99
1004440280,0.96
1004440475,0.22
1004440485,1.04
1004440523,1.13
1004440880,0.66
1004441052,0.93
1004441437,0.73
1004441452,0.21
1004441848,0.32
1004442194,0.99
1004442323,0.5
1004442519,1.2
1004442554,0.53
1004442628,0.47
1004442902,0.4
1004443352,0.94
1004443477,0.73
1004443700,0.78
1004443807,0.64
1004443837,1.44
1004443999,0.58
1004444358,0.9
1004444620,1.46
1004445062,1.67
1004445224,0.43
1004445716,1.43
1004445787,1.31
1004446128,0.9
1004447116,0.44
1004447193,1.16
1004447226,0
1004447452,2.46
1004447465,1.87
1004447477,0.92
1004447639,0.58
1004448041,1.15
1004448357,1.13
1004448808,0.91
1004448858,0.83
1004448966,0.65
1004449055,0.72
1004449139,1.93
1004449234,0.31
1004449356,1.14
1004449611,1.95
1004449646,2.3
1004449779,2.22
1004449866,1.27
1004449883,1.27
1004449935,1.11
1004449989,0.22
1004450281,1.42
1004450593,0.98
1004450667,1.01
1004450980,0.49
1004451391,1.44
1004451541,0.35
1004451597,0.43
1004451767,0.65
1004451951,0.81
1004451959,1.66
1004452078,1.08
1004453431,0.66
1004453476,1.4
1004453680,1.27
1004453696,1.37
1004453776,1.03
1004453806,0.94
1004454172,0.4
1004454289,0.86
1004454386,2.72
1004454562,1.1
1004454631,0.97
1004454752,0.68
1004454760,0.63
1004454833,0.99
1004455178,2.1
1004455189,1.09
1004455382,1.15
1004455415,0.75
1004455453,0.71
1004455676,1.88
1004455687,1.96
1004455802,2.38
1004455911,1.16
1004455947,0.93
1004456086,0.95
1004456151,1.26
1004456416,0.33
1004456491,0.92
1004456807,1.5
1004457487,1.36
1004457725,1.01
1004458240,1.42
1004458325,1.15
1004458540,1.65
1004458606,1.26
1004459325,1.23
1004459410,1.21
1004459692,2.01
1004459754,0.87
1004460035,0.55
1004460118,0.75
1004460281,0.84
1004460840,0.41
1004461060,1.1
1004461102,1.34
1004461125,1.6
1004461261,1.02
1004461382,0.51
1004461533,0.73
1004462197,1.27
1004462461,1.11
1004462529,2.14
1004462621,0.67
1004462691,1.58
1004462851,1.26
1004463002,0.68
1004463257,1.48
1004463509,0.6
1004464095,1.12
1004464850,0.78
1004464901,0.2
1004465297,0.86
1004465981,1.79
1004466042,0.76
1004466441,0.95
1004466760,0.95
1004467203,0.73
1004467266,1.36
1004467482,1.06
1004467563,1.04
1004467893,0.62
1004468149,1.1
1004468202,0.87
1004468280,0.73
1004468478,1.04
1004468537,0.92
1004468616,1.58
1004468730,1.5
1004468922,0.27
1004469008,1.58
1004469089,0.87
1004469145,0.57
1004469872,0.3
1004470352,0.5
1004470871,1.15
1004471225,1.26
1004471260,0.82
1004471263,2.18
1004471489,0.92
1004471664,1.22
1004471969,1.28
1004472279,0.64
1004472639,0.51
1004472646,1.16
1004472918,1.3
1004473116,1.31
1004473120,1.18
1004473303,0.31
1004473418,4.35
1004473483,1.38
1004473525,0.61
1004473654,1.03
1004474102,0.96
1004474110,0.86
1004474408,1.29
1004474594,0.37
1004474842,0.7
1004475033,1.03
1004475087,0.9
1004475189,0.71
1004475313,1
1004475454,0.64
1004475613,1.15
1004475801,0.91
1004475972,0.29
1004476046,1.08
1004476048,0.74
1004477240,3.01
1004477487,1.76
1004477711,4.76
1004477726,1
1004478116,0.76
1004478296,0.56
1004478520,0.81
1004478784,0.47
1004479029,0.3
1004479317,0.32
1004479444,1.22
1004479538,1.23
1004479723,1.16
1004479796,0.89
1004479935,0.81
1004480053,0.4
1004480162,0.2
1004480598,0.87
1004480745,0.66
1004481161,0.92
1004481364,1.31
1004481399,0.37
1004481454,4.38
1004481630,0.24
1004481808,0.87
1004482016,0.79
1004482097,1.12
1004482165,1.43
1004482278,0.41
1004482346,1.17
1004482508,0.44
1004482516,1.03
1004482618,0.26
1004482746,1.49
1004482849,1.41
1004484356,0.37
1004484761,1.44
1004485493,0.55
1004485777,1.56
1004485868,1.55
1004486270,0.48
1004486447,1.47
1004486711,0.6
1004486919,1.16
1004487083,0.84
1004487310,1.43
1004487384,0.34
1004487625,0.6
1004487691,0.95
1004487719,1.7
1004487792,1.04
1004487945,0.71
1004488071,0.73
1004488267,0.94
1004488299,1.93
1004488445,0.74
1004488455,0.66
1004488487,1.57
1004488589,1.29
1004488682,1.67
1004488701,0.27
1004488717,1.31
1004488747,1.69
1004488955,0.87
1004489094,0.71
1004489228,0.39
1004489276,1.64
1004489334,1.97
1004489365,0.3
1004489372,3.04
1004489396,1.3
1004489658,1.34
1004490160,2.5
1004490431,0.88
1004491118,1.17
1004491427,0.32
1004491492,0.96
1004491692,0.8
1004491717,1.01
1004491794,0.77
1004491890,0.69
1004491977,0.26
1004492274,1.11
1004492460,1
1004492532,1.09
1004492610,0.27
1004492626,1.36
1004492694,1.51
1004492714,1
1004492727,0.73
1004492747,0.57
1004492810,2.11
1004492818,1.6
1004493300,1.27
1004493420,1.82
1004493739,1.14
1004493762,1.38
1004493774,2.55
1004493894,1.4
1004493944,0.35
1004493988,1.2
1004494032,0.4
1004494040,0.4
1004494385,0.35
1004494386,1.65
1004494435,1.27
1004495254,0.91
1004495275,1.9
1004495305,1.04
1004495510,1.72
1004495927,0.73
1004496006,0.98
1004496261,0.81
1004496951,1.38
1004496968,0.48
1004497475,1.14
1004497491,0.99
1004497967,1.13
1004497978,1.55
1004498077,0.92
1004498212,2.31
1004498246,1.63
1004498320,2.05
1004498334,1.89
1004498341,1.05
1004498552,0.37
1004498581,0.4
1004498719,1.22
1004498725,0.82
1004498978,0.36
1004499049,1.3
1004499066,0.89
1004499205,0.91
1004499386,0.51
1004499509,0.51
1004499571,1.45
1004499625,0.78
1004499704,0.6
1004499915,1.31
1004500499,0.47
1004500759,1.19
1004500877,1.7
1004501151,0.7
1004501224,0.83
1004501577,0.69
1004502193,0.18
1004502473,1
1004502613,0.47
1004502876,0
1004503022,1.32
1004503128,2.26
1004503452,1.12
1004503589,0.83
1004503943,0.55
1004503956,0.57
1004504121,1.83
1004504160,1.92
1004504259,2.99
1004504319,1.03
1004504512,1.92
1004504969,1.11
1004505824,1.01
1004506554,2.24
1004506752,1.08
1004507033,1.39
1004507478,2.31
1004507668,0.86
1004508020,0.44
1004508041,2.63
1004508264,2.14
1004508269,1.41
1004508379,0.44
1004508410,1.36
1004508416,0.7
1004508432,1.17
1004508536,0.71
1004508628,1.57
1004508724,0.39
1004508778,0.96
1004509065,1.53
1004509165,0.95
1004509638,0.86
1004509788,1.01
1004509991,0.93
1004510005,0.87
1004510121,0.96
1004510172,0.42
1004510281,1.03
1004510375,0.55
1004510507,4.05
1004510673,0.73
1004510845,0.27
1004512343,0.46
1004512578,0.66
1004512772,1.06
1004512936,1.5
1004513267,0.37
1004513344,0
1004513368,1.36
1004513451,2.59
1004513567,0.53
1004513812,1.14
1004513969,0.51
1004514032,1.48
1004514107,1.13
1004514185,0.62
1004514251,0.82
1004514411,0.34
1004514608,1.54
1004514650,1.36
1004514816,0.8
1004515020,0.54
1004515115,1.34
1004515166,0.97
1004515412,0.62
1004515878,1.27
1004516015,1.11
1004516025,0.98
1004516148,0.84
1004516234,2.05
1004516301,1.4
1004516509,1.01
1004516511,0.65
1004517002,0.83
1004517717,1.29
1004518301,1.05
1004518395,0.79
1004518650,0.56
1004518699,0.97
1004518703,0.45
1004518831,0.87
1004519114,0.51
1004519516,1.74
1004519704,1.15
1004519931,0.78
1004520227,0.92
1004520293,2.58
1004520306,0.92
1004520570,1.07
1004520821,0.72
1004521481,0.36
1004521833,0.98
1004522228,1.53
1004522272,1.33
1004522277,0.9
1004522780,0.41
1004523268,0.98
1004523499,0.81
1004523511,0.81
1004523652,1.86
1004523752,1.23
1004523890,0.41
1004524243,0.63
1004524400,1.19
1004524522,1.24
1004524962,0.31
1004525661,1.15
1004526050,0.65
1004526117,1.56
1004526146,0.78
1004526328,0.7
1004526740,0.98
1004526889,0.99
1004527370,0.65
1004527374,1.91
1004527731,1.57
1004527959,1.32
1004528266,1.9
1004528277,1.77
1004528526,0.44
1004528623,1.24
1004528781,0.8
1004528897,1.16
1004529036,0.69
1004529100,0.88
1004529123,1.76
1004529139,0.44
1004529265,0.51
1004529361,1.26
1004529451,0.59
1004529536,1.1
1004529576,1.52
1004529652,1.31
1004529885,1.41
1004530008,1.18
1004530047,0.56
1004530067,0.57
1004530505,1.15
1004530556,0.72
1004530623,0.98
1004530631,0.74
1004530638,1.48
1004530746,0.14
1004532009,0.86
1004532090,0.4
1004532745,1.59
1004533353,0.72
1004533747,0.49
1004534051,1.45
1004534065,0.48
1004534074,0.34
1004534208,0.44
1004534284,1.48
1004534494,1.39
1004534564,1.66
1004534741,0.65
1004535087,0.46
1004535100,1.51
1004535140,0.28
1004535154,1.25
1004535292,0.87
1004535333,1.91
1004535439,0.29
1004535627,1.18
1004535731,1.3
1004535800,1.21
1004535806,0.5
1004535882,0.88
1004536704,1.02
1004536773,1.11
1004537046,1.69
1004537166,1.76
1004537313,0.77
1004537549,1.05
1004537800,0.87
1004537926,1.64
1004538379,0.74
1004538676,0.28
1004538887,0.91
1004539076,1.55
1004539189,1.24
1004539470,0.53
1004539585,0.8
1004539706,0.5
1004540023,0.9
1004540365,1.36
1004540557,1.41
1004540954,1.32
1004540991,1.89
1004540998,1.32
1004541279,0.85
1004541569,1.5
1004541911,0.76
1004542257,0.72
1004542465,0.55
1004542597,0.64
1004543217,0.81
1004543237,1.73
1004543384,0.8
1004543473,0.32
1004543618,0.78
1004543725,1.11
1004543798,1.09
1004543832,1.89
1004543841,0.64
1004544015,0.95
1004544025,1.19
1004544155,0.82
1004544293,1.21
1004544337,0.5
1004544767,2.83
1004544804,0.66
1004544833,1.85
1004544899,1.25
1004544960,1.04
1004545065,1.15
1004545496,0.22
1004545944,0.33
1004546694,0.94
1004547045,1.56
1004547330,0.94
1004547352,0.35
1004547398,4.59
1004547602,0.95
1004548296,1.56
1004548535,1.15
1004548607,1.46
1004548711,1.19
1004548857,0.82
1004549279,0.55
1004549671,0.93
1004549862,1.05
1004550075,1.02
1004550267,1.52
1004550275,1.2
1004550352,1.48
1004550457,1.59
1004550546,0.37
1004551099,0.56
1004551224,0.92
1004551250,0.44
1004551476,0.62
1004551988,1.29
1004552440,1.05
1004552577,2.54
1004552734,0.72
1004552830,0.94
1004553761,1.57
1004553851,1.55
1004553911,1.68
1004554023,0.8
1004554053,0.72
1004554126,12.31
1004554147,1.82
1004554409,1.08
1004554640,1.04
1004554858,0.92
1004555203,0.51
1004555306,0.9
1004555314,2.65
1004555364,0.44
1004555415,0.54
1004555525,0.73
1004555899,1.55
1004556493,0.22
1004556503,0.79
1004557068,0.77
1004557270,0.91
1004557351,0.81
1004557907,1.02
1004557933,0.66
1004558043,1.17
1004558312,2.03
1004558602,1.35
1004559685,0.83
1004559819,1.51
1004560044,0.79
1004561026,2.15
1004561274,1.28
1004561616,0.85
1004561978,0.56
1004562020,0.94
1004562080,0.66
1004562370,0.78
1004562609,0.82
1004562895,1.08
1004563369,1.96
1004563476,0.49
1004563803,1.47
1004563855,1.29
1004563867,0.96
1004563883,1.09
1004563932,0.39
1004564460,1.21
1004564635,0.82
1004565075,1.53
1004565712,1.32
1004565930,0.44
1004566004,0.81
1004566049,1.34
1004566141,0.88
1004566302,1.3
1004566589,0.38
1004566820,0.79
1004567212,1.14
1004568256,0.72
1004568382,1.06
1004568675,2.12
1004569071,0.45
1004569267,1
1004569765,1.47
1004570015,0.95
1004570160,0.61
1004570581,0.74
1004570786,0.81
1004571399,1.04
1004571492,0.3
1004571741,1.15
1004571810,1.47
1004571923,1.11
1004572137,0.14
1004572264,1.09
1004572361,1.34
1004572407,0.71
1004572555,3.97
1004572676,1.64
1004572859,0.38
1004572956,0.57
1004573399,0.44
1004573455,1.07
1004573508,1.01
1004573513,0.24
1004573754,0.82
1004573807,0.85
1004574100,0.77
1004574155,0.47
1004574345,0.62
1004574416,0.86
1004574468,1.12
1004574469,1.97
1004574581,0.35
1004574707,1.37
1004574729,0.46
1004574977,0.39
1004575154,2.32
1004575427,0.92
1004576710,1.93
1004576921,1.09
1004577511,0.48
1004577627,1.49
1004577745,0.34
1004577900,0.87
1004577970,1.3
1004578229,1.21
1004578411,0.99
1004578892,1
1004579014,7.08
1004579026,0.7
1004579315,2.63
1004579434,1.35
1004579865,1.09
1004579900,1.26
1004580208,0.24
1004580408,1.77
1004580412,0.81
1004580549,0.39
1004580562,0.92
1004580684,2.36
1004580729,0.48
1004580737,1.05
1004580847,1.56
1004580923,1.15
1004581139,0.49
1004581488,0.89
1004581808,1.16
1004581813,0.77
1004582126,0.91
1004582314,2
1004583258,0.52
1004583317,1.07
1004583520,1.42
1004583880,0.61
1004584249,0.61
1004584489,0.58
1004584660,0.36
1004584846,1.05
1004584872,0.63
1004585551,8.94
1004585587,1.55
1004585886,1.07
1004586010,1.24
1004586145,0.6
1004586254,1.46
1004586393,1.12
1004586594,1.08
1004586631,1.26
1004586904,1.3
1004586932,0.75
1004586953,1.78
1004586966,0.68
1004587100,3.08
1004587193,1.15
1004587283,0.31
1004587568,1.73
1004587842,0.46
1004587894,0.28
1004589234,0.57
1004589915,0.54
1004590209,0.78
1004590510,1.36
1004591002,1.6
1004591378,2.33
1004591598,0.21
1004591616,1.2
1004591938,0.63
1004592078,0.81
1004592396,0.87
1004592455,0.65
1004592689,0.98
1004592875,1.13
1004593213,1.24
1004593273,0.61
1004593300,0.63
1004593429,0.79
1004593584,2.6
1004593684,1.04
1004593714,0.4
1004593718,1.84
1004593720,0.87
1004593822,1.22
1004594007,1.7
1004594211,0.52
1004594242,1.43
1004594301,2.34
1004594415,0.84
1004594522,1.33
1004594610,0.94
1004594675,1.52
1004595587,0.71
1004595774,0.57
1004596325,0.95
1004596879,1.5
1004596888,0.79
1004597038,1.53
1004597149,0.47
1004597288,0.34
1004597660,1.49
1004597796,1.44
1004597801,1.13
1004598077,0.76
1004598229,0.8
1004598293,0.44
1004598301,1.25
1004598512,1.2
1004599194,1.89
1004599264,0.72
1004599415,1.21
1004599416,1.98
1004599460,2.33
1004599552,3.49
1004599628,0.56
1004599676,0.89
1004599776,0.64
1004599868,1.26
1004599973,0.59
1004600187,0.6
1004600291,2.1
1004600875,0.56
1004601050,0.67
1004602360,0.51
1004602531,0.25
1004602559,1.71
1004602692,0.89
1004602898,0.87
1004603006,0.83
1004603522,0.27
1004603633,1.14
1004603720,1.19
1004604200,2.45
1004604262,0.41
1004604682,1.36
1004604874,0.42
1004604928,1.04
1004605206,1.17
1004605296,0.98
1004605490,1.32
1004605620,0.23
1004605805,0.74
1004606284,0.49
1004606306,0.57
1004606534,0.79
1004606779,0.82
1004606971,1.44
1004607006,0.86
1004607125,0.84
1004607128,1.33
1004607355,1.23
1004607427,0.86
1004607638,1.35
1004607655,0.35
1004607744,1.21
1004607928,1.16
1004608749,0.76
1004609404,2.19
1004609605,0.57
1004610028,1.45
1004610045,1.41
1004610281,0.87
1004610427,1.38
1004610475,1.21
1004610586,0.63
1004610661,2.32
1004611398,1
1004611842,1.34
1004611906,0.25
1004612060,0.56
1004612235,0.62
1004612926,1.95
1004612948,1.36
1004612989,0.85
1004613476,0.68
1004613599,0.98
1004613931,1.41
1004613933,0.64
1004614016,0.42
1004614070,1.19
1004614397,2.13
1004615157,0.59
1004615172,0.85
1004615433,0.49
1004615796,0.89
1004615822,4.99
1004615862,1.01
1004615871,1.22
1004615994,0.63
1004616010,1.04
1004616184,2
1004616192,0.51
1004616454,0.83
1004616801,1.2
1004617074,1.07
1004617809,1.07
1004618160,1.33
1004618935,0.6
1004619419,1.33
1004619468,0.92
1004619515,0.3
1004619650,0.67
1004619676,0.87
1004619771,0.44
1004619826,0
1004620262,1.96
1004620338,1.34
1004620360,1.04
1004621121,1.17
1004621152,0.44
1004621164,1.16
1004621698,0.74
1004621730,1.08
1004621776,2.35
1004621934,1.26
1004622258,0.86
1004622722,0.56
1004622911,0.54
1004623344,0.34
1004623419,0.69
1004623465,1.24
1004623621,1.51
1004623767,1.25
1004623845,2.21
1004623928,0.84
1004624087,0.6
1004624276,1.78
1004624373,0.92
1004624427,0.23
1004624473,0.78
1004624632,2.08
1004624798,1.55
1004625205,1.46
1004625398,0.4
1004625541,1.46
1004625563,0.21
1004625657,0.31
1004625748,0.63
1004625780,0.96
1004625953,1.71
1004626920,1.52
1004627128,2.46
1004627515,1.07
1004627913,1.2
1004628045,1.28
1004628518,2.46
1004628826,0.55
1004629006,1.09
1004629206,0.77
1004629224,0.78
1004629287,0.54
1004629552,0.68
1004629796,1.13
1004630487,0.94
1004630762,1.18
1004630822,1.39
1004631053,0.4
1004631082,0.57
1004631220,0.75
1004631390,1.47
1004631491,0.75
1004631735,1.33
1004631847,0.58
1004631864,0.95
1004632036,1.03
1004632121,0.65
1004632372,1.57
1004632709,0.82
1004632761,0.53
1004632957,0.51
1004632995,1
1004633860,0.78
1004633904,2.09
1004634018,0.6
1004635415,0.99
1004635825,1.02
1004636005,2.47
1004636296,1.24
1004636403,15.63
1004636456,1.35
1004636497,2.24
1004636655,0.32
1004637955,0.5
1004638920,0.47
1004639155,0.67
1004639390,2.58
1004639689,1.25
1004639770,0.86
1004639913,1.54
1004639923,1.11
1004640118,1.4
1004640245,0.23
1004640332,0.89
1004640509,1.14
1004640941,0.66
1004641676,1.08
1004641763,1.28
1004642410,1.65
1004643676,0.53
1004643797,2.97
1004644162,1.37
1004644179,1.22
1004644782,0.53
1004645275,0.97
1004645434,1.63
1004646071,2.31
1004646076,2.68
1004646097,0.8
1004646114,2.05
1004646133,3.77
1004646350,0.78
1004646476,1.03
1004646600,1.72
1004646772,1.18
1004646901,1.24
1004646927,1.04
1004647241,0.64
1004647271,0.44
1004647288,0.89
1004647454,0.52
1004647458,2.98
1004647668,0.85
1004647720,0.98
1004647734,0
1004648331,1.26
1004648530,1.05
1004649495,1.67
1004649818,0.16
1004651208,1.06
1004652322,1.19
1004652362,0.36
1004652492,1.01
1004652877,0.64
1004653044,0.45
1004653531,1.36
1004653989,0.5
1004654251,1.6
1004654597,1.33
1004654910,0.48
1004655006,1.05
1004655011,1.13
1004655027,0.64
1004655063,0.78
1004655122,0.52
1004655184,0.47
1004655415,0.51
1004655521,1.25
1004655660,0.38
1004655941,1.13
1004656011,1.08
1004656401,0.21
1004656480,1.71
1004656669,2.28
1004656764,1.1
1004656906,1.26
1004657203,0.96
1004657234,0.97
1004657236,0.88
1004657238,1.11
1004657247,0.27
1004657297,1.11
1004657349,0.25
1004657373,1.02
1004657600,0.49
1004658529,0.44
1004661448,1.24
1004662022,1.05
1004662788,1.12
1004662940,0.78
1004663020,0.81
1004663225,0.96
1004663247,0.67
1004663499,1.11
1004663747,0.9
1004663842,0.55
1004664377,1.65
1004665235,0.44
1004665829,0.62
1004665933,1.24
1004665990,2.08
1004666003,1.18
1004666052,1.16
1004666292,0.86
1004666347,1.06
1004666376,0.83
1004666507,0.33
1004666758,1.29
1004666868,0.38
1004666885,0.57
1004666988,1.44
1004667156,1.86
1004667178,1.29
1004667323,0.77
1004667333,0.58
1004667417,0.6
1004668357,1.43
1004668434,0.75
1004668782,0.95
1004668906,0.36
1004668933,1.31
1004669458,0.81
1004669706,0.54
1004669863,0.74
1004670385,0.84
1004670680,2.77
1004671976,0.5
1004672019,0.6
1004672305,2.44
1004672392,0.88
1004672511,1.5
1004672544,0.99
1004672846,1.8
1004673270,1.68
1004673351,0.95
1004673554,0.86
1004673821,0.73
1004673923,0.58
1004673980,1.3
1004674051,0.56
1004674532,1.19
1004674896,0.8
1004674937,4.27
1004675138,1.01
1004675352,1.73
1004675617,0.94
1004675739,1.79
1004675746,0.86
1004675913,1.23
1004676192,1.08
1004676448,1.03
1004676681,0.95
1004676703,1.78
1004676742,1.01
1004676894,0.71
1004677050,1.51
1004677080,1.54
1004677390,1.33
1004677401,0.61
1004677470,0.41
1004677513,1.15
1004677592,0.47
1004677714,1.12
1004678651,0.79
1004678921,1.48
1004678924,1.13
1004681008,0.82
1004681140,2.25
1004681364,0.9
1004681439,1.55
1004681460,1.25
1004681490,0.68
1004682032,2.31
1004682391,0.65
1004682583,0.59
1004682670,0.82
1004682803,1.61
1004683183,0.74
1004683415,1.36
1004683682,0.32
1004683865,0.72
1004684135,0.16
1004684295,1.71
1004684435,1.22
1004684567,1.42
1004684719,0.88
1004685015,1.68
1004685031,1.08
1004685051,1.84
1004685195,0.25
1004685262,0.88
1004685740,1.08
1004685763,1.3
1004685784,1.23
1004685807,0.77
1004685818,1.44
1004685987,0.89
1004686009,1.23
1004686178,0.24
1004686239,0.98
1004686362,0.59
1004686764,0.67
1004686895,0.59
1004687185,0.7
1004687214,1.3
1004687278,1.25
1004687435,1.04
1004687436,0.32
1004687510,0.66
1004687738,1.29
1004688439,1.47
1004688444,1
1004688726,1.67
1004688800,0.96
1004688816,0.74
1004689467,0.84
1004689539,3.13
1004689881,0.98
1004689944,0.16
1004690042,1.66
1004690249,0.97
1004690722,2.4
1004691268,0.9
1004691507,1.44
1004691668,1.27
1004691849,0.12
1004692007,0.93
1004692084,0.85
1004692101,0.98
1004692118,0.77
1004692371,1.03
1004692376,1.97
1004692451,1.21
1004692560,0.33
1004692568,1.76
1004692851,1.77
1004692987,0.65
1004692992,0.85
1004693026,0.79
1004693160,1.14
1004693324,1.65
1004693424,0.28
1004693444,1.63
1004693516,1.38
1004693630,0.11
1004693914,1.72
1004694034,0.96
1004694185,2.3
1004694345,3.2
1004694398,0.97
1004694614,0.87
1004695163,0.9
1004695628,0.59
1004695661,0.49
1004695701,0.87
1004695793,1.2
1004696562,1.69
1004696568,0.78
1004696745,1.33
1004697266,0.72
1004697744,1.09
1004698045,1.24
1004698076,1.57
1004698110,0.66
1004698158,1.04
1004698247,1.66
1004698845,0.99
1004698856,1.38
1004698899,0.6
1004698938,1.02
1004698974,1.78
1004699039,0.66
1004699341,0.71
1004699560,0.97
1004699860,1.19
1004699866,0.66
1004699890,1.77
1004699942,1.15
1004699989,0.66
1004700012,0.99
1004700015,0.4
1004700054,1.04
1004700152,0.91
1004700894,1.34
1004701593,0.53
1004702069,1.21
1004702530,1.07
1004702549,1.17
1004702562,0.32
1004702880,0.24
1004703591,1.07
1004703599,1.39
1004704085,1.01
1004704112,1.5
1004704118,1.2
1004704296,0.7
1004704447,4.15
1004704504,1.66
1004704586,0.93
1004704705,1.71
1004704800,1
1004704983,0.9
1004705674,0.71
1004705820,1.39
1004705866,0.88
1004706023,1.17
1004706188,1.01
1004706281,1.4
1004706406,1.81
1004706433,1.08
1004706701,0.79
1004706747,0.52
1004706976,1.86
1004706977,1.49
1004707035,3.74
1004707721,1.28
1004708142,0.55
1004708166,0.39
1004709448,0.54
1004710949,0.63
1004711088,0.81
1004711247,1.34
1004711298,0.88
1004711658,0.79
1004711691,1.08
1004712146,0.15
1004713001,0.91
1004713162,1.12
1004713457,0.6
1004713492,1.8
1004713596,1.47
1004714958,0.9
1004714994,1.06
1004715630,0.64
1004716550,0.9
1004716751,0.92
1004716787,0.57
1004716869,0.57
1004716947,0.73
1004717621,0.41
1004717654,4.15
1004718178,2.11
1004718198,3.16
1004718389,0.92
1004719443,0.6
1004719626,0.92
1004719670,1.63
1004719892,0.36
1004720243,1.19
1004720423,1.13
1004720736,0.55
1004720768,1.2
1004720794,0.62
1004720893,0.55
1004721216,1.96
1004721334,0.49
1004721385,0.98
1004721405,0.43
1004721409,0.38
1004721731,0.82
1004721972,0.82
1004722029,1.65
1004722101,0.33
1004722421,1.21
1004722570,0.95
1004723150,4.05
1004723164,0.26
1004723401,1.78
1004723605,0.39
1004724029,2.33
1004724629,5.34
1004725106,0.49
1004725526,1.63
1004726297,0.89
1004726428,1.67
1004726620,1.43
1004726686,0.95
1004727118,0.05
1004727285,1.6
1004727340,6.8
1004727497,0.95
1004727667,1.39
1004727948,0.69
1004728147,0.94
1004728938,1.54
1004729179,0.78
1004729452,0.68
1004729963,0.63
1004730076,1.33
1004730144,2.25
1004730166,1.21
1004730730,0.99
1004730886,0.26
1004731618,1.18
1004731686,0.92
1004732166,0.41
1004732458,0.72
1004732830,0.89
1004733010,1.35
1004733025,0.64
1004733044,0.47
1004733110,0.84
1004733143,0.83
1004733161,0.82
1004733213,0.5
1004733423,0.45
