_id,overall_stats.avg_battle_values.avg_exp
1013405723,1450
1013405796,961
1013406247,1127
1013406413,1048
1013406795,1200
1013406866,1021
1013406878,793
1013406887,1383
1013407227,706
1013407545,1315
1013407602,873
1013407679,1496
1013407683,949
1013407803,1441
1013408058,1797
1013408126,1178
1013408269,771
1013408555,1068
1013408705,677
1013409363,1304
1013409377,836
1013409516,1728
1013410031,976
1013410341,725
1013410343,899
1013410445,1475
1013410479,926
1013410658,1518
1013410932,776
1013411085,1049
1013411124,628
1013411291,796
1013411369,788
1013411595,920
1013412057,883
1013412132,844
1013412684,1102
1013413014,1263
1013413434,1299
1013413507,855
1013413596,502
1013413870,1663
1013413996,1529
1013414085,1075
1013414121,1317
1013414212,1259
1013414390,1392
1013414629,965
1013415051,1096
1013415076,1173
1013415145,1194
1013415244,780
1013415280,1415
1013415595,1284
1013415659,967
1013415701,930
1013415744,1326
1013415761,1599
1013415795,682
1013415911,723
1013415945,1522
1013416416,726
1013416429,1135
1013416461,755
1013416482,1406
1013416554,1303
1013416774,1085
1013416854,1674
1013416992,786
1013417036,1101
1013417124,957
1013417221,886
1013417250,994
1013417310,977
1013417468,1454
1013417816,1566
1013418011,648
1013418189,1477
1013418702,943
1013418961,1122
1013419117,719
1013419176,1273
1013419271,1134
1013419384,778
1013419486,1181
1013419528,1562
1013419579,877
1013419954,704
1013420265,737
1013420395,1334
1013420444,1362
1013420768,1454
1013420972,1264
1013421157,841
1013421249,848
1013421258,1767
1013421526,520
1013421596,974
1013421611,1234
1013421662,1564
1013421738,478
1013421812,1240
1013421889,1364
1013421910,794
1013421927,1036
1013422100,1680
1013422204,963
1013422212,1287
1013422259,1486
1013422369,1006
1013422540,1070
1013422573,739
1013422832,1207
1013422990,1163
1013423043,1656
1013423090,1362
1013423307,1214
1013423334,764
1013423749,1390
1013423811,984
1013423869,815
1013423986,801
1013424042,1557
1013424159,1456
1013424220,376
1013424630,1017
1013424783,1312
1013424888,1371
1013424896,593
1013424917,895
1013424936,627
1013425154,963
1013425219,1490
1013425270,1518
1013425292,776
1013425352,975
1013425365,1304
1013425544,1357
1013425672,1127
1013425689,1003
1013425821,1053
1013426050,1589
1013426097,1842
1013426669,1144
1013426714,561
1013426892,647
1013426897,1452
1013427041,1974
1013427335,1534
1013427440,932
1013427803,1381
1013427812,872
1013427875,984
1013428131,1081
1013428184,1241
1013428935,1544
1013428975,1343
1013429383,1477
1013429530,790
1013429590,1472
1013429637,1513
1013429807,1043
1013429890,1059
1013430141,1055
1013430156,647
1013430387,1069
1013430482,869
1013431054,1684
1013431065,948
1013431131,1190
1013431262,1901
1013431564,1154
1013431713,1770
1013431879,797
1013431977,1036
1013432040,1054
1013432047,1104
1013432541,1166
1013432874,1281
1013432879,800
1013433102,1313
1013433165,931
1013433325,1339
1013433397,1419
1013433553,1009
1013433638,633
1013433736,866
1013433949,554
1013434086,1000
1013434192,613
1013434242,787
1013434349,948
1013434423,652
1013434435,961
1013434653,1884
1013434657,887
1013434757,1310
1013434883,956
1013435002,1647
1013435183,1351
1013435239,1382
1013435631,1243
1013435652,1411
1013435674,1682
1013435688,810
1013435721,1214
1013435804,1185
1013435820,1301
1013435952,1354
1013436157,663
1013436621,1068
1013436793,1641
1013436888,1168
1013437070,1047
1013437113,866
1013437254,896
1013437474,1527
1013437534,1059
1013437829,1829
1013437921,978
1013438267,1357
1013438474,1566
1013438692,1134
1013438809,781
1013438886,969
1013438997,814
1013439370,739
1013439791,998
1013440030,1092
1013440181,1015
1013440363,1599
1013440406,1536
1013440599,1179
1013440674,545
1013440795,768
1013440820,816
1013440935,1636
1013441269,1134
1013441353,1448
1013441378,1271
1013441412,1710
1013441421,457
1013441445,1072
1013441614,911
1013441656,1116
1013441791,547
1013441824,850
1013441831,1147
1013441872,504
1013441943,692
1013442261,1411
1013442308,757
1013442361,1062
1013442467,1959
1013442501,583
1013442624,726
1013442710,1472
1013442743,2160
1013442842,994
1013442929,1940
1013443018,1682
1013443165,953
1013443301,1626
1013443460,1551
1013444705,595
1013444845,1719
1013445310,733
1013445325,1275
1013445446,1523
1013445484,998
1013445745,1664
1013445866,853
1013446266,749
1013446559,1104
1013446647,1081
1013446683,748
1013446826,1033
1013446976,1092
1013447066,1127
1013447130,1567
1013447347,1076
1013447367,1787
1013447409,668
1013447649,705
1013448110,1015
1013448461,1335
1013448533,1456
1013448546,949
1013448595,1084
1013448638,1684
1013448732,1163
1013448794,979
1013448827,966
1013448846,1187
1013449281,1121
1013449337,835
1013449418,1924
1013449452,1331
1013449559,1303
1013449813,1418
1013450005,1142
1013450126,1050
1013450177,770
1013450216,1566
1013450334,869
1013450403,1404
1013450426,1052
1013450536,940
1013450793,644
1013451042,1071
1013451071,968
1013451098,1206
1013451138,961
1013451241,901
1013451364,857
1013451454,971
1013451523,977
1013451620,844
1013451914,850
1013451919,1154
1013451973,877
1013452139,848
1013452143,1474
1013452373,902
1013452423,1121
1013452507,970
1013452509,1594
1013452581,946
1013452600,1618
1013452676,1265
1013452772,1135
1013452785,1355
1013452797,1451
1013452973,1431
1013453024,1163
1013453148,729
1013453251,1435
1013453267,1086
1013453319,1287
1013453401,821
1013453411,1092
1013453416,1133
1013453426,622
1013453522,1772
1013453582,978
1013453645,653
1013453825,1010
1013453837,1558
1013453860,1117
1013453951,1122
1013454022,997
1013454116,786
1013454458,1293
1013454517,1119
1013454902,602
1013455087,750
1013455137,941
1013455296,1414
1013455328,1116
1013455679,857
1013455737,687
1013455745,1670
1013455832,1518
1013456029,790
1013456121,1405
1013456286,911
1013456392,1177
1013456417,1447
1013456444,659
1013456462,995
1013456554,1138
1013456845,1093
1013456892,1434
1013456937,1676
1013457102,711
1013457140,826
1013457164,1358
1013457297,1467
1013457359,1084
1013457875,1082
1013457947,1338
1013458091,1568
1013458393,756
1013458496,969
1013458688,759
1013458835,1657
1013458868,1402
1013459240,1298
1013459620,1040
1013459644,1234
1013459645,1129
1013459687,631
1013459994,962
1013460234,1496
1013460238,592
1013460315,1142
1013460700,1415
1013460777,1534
1013460806,798
1013460977,641
1013461099,1016
1013461202,1167
1013461317,833
1013461583,1789
1013461596,1220
1013462594,867
1013462654,597
1013462774,1203
1013463192,493
1013463342,1157
1013463349,697
1013463769,1643
1013463829,1027
1013463907,1034
1013464053,1393
1013464181,1812
1013464289,1483
1013464507,1401
1013464532,1595
1013464561,1031
1013464582,751
1013464723,669
1013464734,747
1013464844,1509
1013465006,1000
1013465021,1070
1013465157,1011
1013465198,993
1013465517,1131
1013465721,1231
1013466070,1697
1013466151,976
1013466192,1348
1013466403,1409
1013466460,1741
1013466935,1174
1013467419,1234
1013467644,878
1013467695,1238
1013467744,2024
1013467965,882
1013468369,918
1013468374,939
1013468658,1193
1013468751,892
1013468954,854
1013469155,1095
1013469213,986
1013469217,716
1013469231,935
1013469300,1152
1013469350,1167
1013469492,1196
1013469784,660
1013469827,741
1013469857,1117
1013472806,1027
1013472970,419
1013473079,1104
1013473423,827
1013473636,1186
1013473790,487
1013473952,994
1013473957,1601
1013473998,752
1013474128,1497
1013474178,599
1013474364,1291
1013474799,1468
1013474829,852
1013474912,1785
1013474980,1105
1013475084,1245
1013475139,848
1013475453,651
1013475456,877
1013475621,723
1013475897,2145
1013476447,1119
1013476909,1340
1013477046,1126
1013477175,1972
1013477457,718
1013477528,837
1013477549,1017
1013477749,584
1013477973,1394
1013478008,1300
1013478080,1805
1013478146,1194
1013478152,1537
1013478352,984
1013478412,1071
1013478428,1205
1013478652,1772
1013478737,1313
1013478834,939
1013478959,1722
1013479084,925
1013479131,2103
1013479187,1756
1013479297,1039
1013479302,1691
1013479560,1346
1013479647,1029
1013479652,1792
1013479658,1209
1013479736,578
1013479755,872
1013479776,916
1013479783,1768
1013480292,1243
1013480368,1625
1013480666,1313
1013480735,882
1013480813,1226
1013480948,1026
1013480971,842
1013481030,1109
1013481153,920
1013481188,1092
1013481245,1149
1013481464,1178
1013481834,1032
1013481849,2034
1013481889,1066
1013482164,748
1013482651,1045
1013482911,657
1013483794,1005
1013483972,1374
1013484202,677
1013484281,556
1013484963,736
1013485103,1693
1013485110,1078
1013485241,926
1013485465,1387
1013485572,621
1013485687,1004
1013485719,912
1013485893,801
1013485945,1172
1013486087,1142
1013486497,1213
1013486681,904
1013486789,1075
1013486849,706
1013487000,1562
1013487075,546
1013487221,898
1013487751,570
1013487972,1535
1013487996,1265
1013488126,781
1013488260,1224
1013488634,1096
1013488993,841
1013489005,1413
1013489225,1450
1013489290,902
1013489435,1282
1013489684,1205
1013490174,1402
1013490426,2083
1013490497,1125
1013490650,1214
1013490668,1233
1013490694,1789
1013490898,855
1013490964,1033
1013491166,1023
1013491286,749
1013491320,1031
1013491432,586
1013491593,1072
1013491694,788
1013491901,918
1013491987,1110
1013492043,1606
1013492220,619
1013492254,1363
1013492344,891
1013492450,1444
1013492496,1248
1013492629,1626
1013492674,1035
1013492720,1107
1013492739,935
1013492765,927
1013492899,1679
1013492917,566
1013492941,1231
1013493583,1078
1013493587,564
1013493918,860
1013494139,1465
1013494734,1730
1013495083,795
1013495103,555
1013495496,926
1013495921,674
1013496369,1343
1013496460,1363
1013496545,872
1013496766,718
1013496803,756
1013496971,411
1013497157,975
1013497989,1385
1013498129,1391
1013498220,1209
1013498395,616
1013498566,1003
1013498662,745
1013498869,1587
1013499257,766
1013500008,974
1013500462,836
1013500530,975
1013500746,1808
1013501245,897
1013501632,998
1013502062,735
1013502562,780
1013502592,706
1013502613,1364
1013502633,842
1013502793,1030
1013502929,699
1013503139,771
1013503198,1102
1013503501,1359
1013503576,1692
1013503584,1053
1013504313,1396
1013504454,1331
1013504456,637
1013504534,1317
1013504877,967
1013505179,1128
1013505685,1477
1013505722,1036
1013505734,1763
1013506073,1050
1013506216,1210
1013506269,1079
1013506525,1115
1013506618,941
1013506674,763
1013506732,1413
1013507078,693
1013507119,1174
1013507357,902
1013507423,643
1013507553,1323
1013507653,1138
1013507816,683
1013507929,778
1013508432,1523
1013508434,1370
1013508519,2190
1013508803,802
1013509082,1380
1013509354,1578
1013509557,510
1013509755,1077
1013509913,1235
1013510152,1765
1013510381,1376
1013510609,947
1013510694,916
1013511465,636
1013511791,1267
1013511797,1074
1013512134,875
1013512196,1002
1013512221,1161
1013512311,742
1013512558,1170
1013512658,995
1013513238,907
1013513287,1698
1013513405,827
1013513757,1778
1013513801,627
1013513871,964
1013513886,1707
1013514518,1225
1013514726,1994
1013514764,606
1013514796,818
1013515104,869
1013515280,1481
1013515344,648
1013515422,1017
1013515426,907
1013515513,1696
1013515802,1443
1013516074,1182
1013516718,986
1013516977,1363
1013517211,1017
1013517420,831
1013517432,872
1013517535,1465
1013517722,1458
1013517733,1047
1013518068,804
1013518238,1956
1013518422,906
1013518485,745
1013518581,630
1013518786,965
1013518805,1444
1013518821,962
1013518917,1334
1013518949,580
1013519011,1028
1013519133,1096
1013519317,771
1013519509,688
1013519535,1233
1013519678,769
1013519845,1473
1013520059,1319
1013520858,881
1013521241,1304
1013521396,1142
1013521482,1020
1013521500,872
1013521634,1056
1013521681,841
1013521749,1466
1013521787,672
1013521820,1515
1013521993,1163
1013522128,654
1013522129,837
1013522467,732
1013522692,1639
1013522936,1412
1013523012,1340
1013523223,1159
1013523489,719
1013523700,773
1013524162,1727
1013524367,493
1013524726,743
1013524817,1067
1013524843,1170
1013524880,1428
1013525023,999
1013525027,918
1013525415,616
1013525559,1273
1013525563,934
1013525637,777
1013525640,1069
1013525873,1313
1013526603,692
1013527185,1540
1013527597,1054
1013528080,738
1013528144,1490
1013528226,1243
1013528353,732
1013528529,1178
1013528565,1579
1013529264,1145
1013529433,822
1013529450,940
1013529536,767
1013529594,1398
1013530065,1428
1013530089,1805
1013530246,1420
1013530400,550
1013531599,1873
1013531760,1252
1013531763,1021
1013531947,1344
1013532169,1345
1013532233,1114
1013532339,1140
1013532999,1153
1013533153,1120
1013533302,1495
1013533415,1254
1013533630,1253
1013533791,1366
1013533827,575
1013533969,1401
1013534223,846
1013535032,681
1013535286,931
1013535403,818
1013535406,1188
1013535478,1045
1013535634,1653
1013535648,1084
1013535821,1087
1013535963,1516
1013536110,784
1013536134,1076
1013536250,1231
1013536252,718
1013536489,446
1013536737,1384
1013536945,508
1013537071,2087
1013537157,786
1013537361,853
1013537517,1688
1013537562,1249
1013537635,1146
1013538049,1497
1013538396,975
1013538598,661
1013539007,1190
1013539184,1811
1013539240,1126
1013539283,1316
1013539372,710
1013539426,883
1013539467,932
1013539484,1385
1013539548,1399
1013539579,390
1013539713,1327
1013539897,805
1013539986,1516
1013540138,770
1013540141,926
1013540217,1142
1013540341,1713
1013540406,1529
1013540661,1103
1013541187,2072
1013541325,1028
1013543234,1485
1013543503,1022
1013544152,732
1013544593,599
1013544610,1520
1013544612,1250
1013544817,1048
1013544830,826
1013544972,1556
1013545248,544
1013545331,787
1013545368,861
1013545578,937
1013545612,1478
1013545921,1238
1013546017,1399
1013546413,740
1013546510,851
1013546568,866
1013546645,1125
1013546684,546
1013546711,594
1013546910,1426
1013547367,981
1013547654,709
1013547793,1599
1013547829,1163
1013547884,876
1013547928,963
1013548160,801
1013548417,1070
1013548556,970
1013548634,1103
1013548672,998
1013548673,637
1013548791,1410
1013548932,683
1013549100,1221
1013549433,579
1013549504,446
1013549574,1437
1013549577,740
1013549656,2098
1013549696,1438
1013549704,1435
1013549735,1537
1013549747,812
1013549968,1388
1013550021,858
1013550076,1296
1013550103,1394
1013550156,1119
1013550180,1000
1013550292,1068
1013550319,1062
1013550383,1426
1013550434,846
1013550475,844
1013550509,808
1013550769,1393
1013551431,1170
1013551435,1458
1013551491,1173
1013551817,1061
1013551980,1295
1013552043,874
1013552102,1298
1013552240,1586
1013552343,1106
1013552377,846
1013552451,1320
1013552582,562
1013552921,639
1013553044,1603
1013553217,1204
1013553308,1553
1013553311,1249
1013553329,881
1013553670,1088
1013554151,1305
1013554284,883
1013554343,1247
1013555526,1145
1013555895,1562
1013556059,1014
1013556316,1513
1013556567,1143
1013556637,977
1013557103,1269
1013557328,1245
1013557626,1345
1013557710,1237
1013557714,709
1013557716,1103
1013558180,903
1013558293,1661
1013558571,613
1013558639,1058
1013558722,1079
1013558796,1225
1013558956,1585
1013559007,965
1013559009,619
1013559232,1125
1013559352,1190
1013559359,886
1013559438,813
1013559575,585
1013559591,1230
1013559672,926
1013559769,1252
1013559810,1031
1013560082,986
1013560133,569
1013560255,823
1013560518,1406
1013560550,1148
1013560591,1037
1013560830,1137
1013560963,1126
1013560988,801
1013561640,918
1013561778,624
1013562152,986
1013562210,1277
1013562424,1524
1013562472,1203
1013562630,1262
1013562763,854
1013563347,645
1013563550,1150
1013563847,568
1013563988,889
1013564024,859
1013564028,1591
1013564092,842
1013564224,990
1013564284,730
1013564357,1300
1013564372,1565
1013564911,1100
1013565253,904
1013565718,714
1013565739,1553
1013565867,1128
1013565874,1123
1013566014,1401
1013566212,1506
1013568218,1242
1013568493,732
1013569136,1423
1013569627,1965
1013569769,1678
1013569785,718
1013569875,1484
1013570079,1296
1013570103,1571
1013570180,740
1013570207,1895
1013570239,1562
1013570263,867
1013570399,645
1013570522,918
1013570565,1228
1013570883,804
1013571102,732
1013571232,769
1013571894,981
1013572223,954
1013572384,716
1013572427,1114
1013572605,1839
1013572612,1178
1013572719,882
1013572922,763
1013573040,1655
1013573134,1202
1013573328,1194
1013573377,897
1013573896,970
1013574024,1665
1013574597,1176
1013574620,1636
1013574680,720
1013574780,690
1013574851,848
1013575223,607
1013575419,829
1013575531,744
1013575800,1815
1013575918,1121
1013576022,634
1013576358,1256
1013576473,821
1013576990,1322
1013577108,895
1013577244,786
1013577254,789
1013577305,1228
1013577338,836
1013577719,1645
1013578003,1092
1013578205,948
1013578219,758
1013578234,1520
1013578843,879
1013579382,1482
1013580352,1495
1013580462,1251
1013581165,202
1013581372,979
1013581940,606
1013581945,1379
1013582060,1677
1013582140,1290
1013582676,862
1013582876,1349
1013582930,1315
1013583168,1048
1013583280,1302
1013583528,1445
1013583775,1024
1013583790,1719
1013583871,1054
1013584363,1629
1013584382,1463
1013584586,1906
1013584595,532
1013584949,1677
1013585002,518
1013585093,900
1013585234,709
1013586010,1876
1013586469,885
1013586995,1216
1013587432,856
1013587481,1338
1013587671,1391
1013587785,623
1013587827,1781
1013587892,1796
1013587959,1285
1013587960,759
1013588059,896
1013589004,1451
1013589150,653
1013589279,495
1013589703,682
1013589873,1192
1013590188,1038
1013590211,990
1013590450,1248
1013590543,1384
1013590670,1256
1013590790,858
1013590836,845
1013590847,728
1013591333,1351
1013591648,785
1013592102,1555
1013592160,1538
1013592255,1433
1013592359,1101
1013592383,807
1013592424,1576
1013593096,803
1013593137,1432
1013593351,806
1013593400,1198
1013594251,938
1013595059,475
1013595195,755
1013596156,1084
1013596245,1063
1013596271,1039
1013596370,962
1013597921,1090
1013598014,1694
1013598185,1785
1013598582,1495
1013598721,1486
1013599175,860
1013599206,964
1013600040,825
1013600111,1000
1013600207,747
1013600276,1368
1013600341,675
1013600390,889
1013600720,938
1013600830,506
1013600981,575
1013601066,1348
1013601165,593
1013601261,750
1013601637,873
1013601650,687
1013601732,1131
1013602327,1160
1013602520,1383
1013602619,1499
1013603037,650
1013603356,1402
1013603782,880
1013603910,702
1013604124,1162
1013604201,821
1013604564,1331
1013604567,1362
1013605154,796
1013605185,1334
1013605405,940
1013605542,658
1013605564,683
1013605934,850
1013605956,1379
1013606009,600
1013606072,927
1013606466,1003
1013606840,886
1013606882,965
1013606914,1255
1013607117,1061
1013607227,562
1013607314,1495
1013607561,978
1013607789,616
1013608104,1214
1013608495,861
1013609009,1679
1013609341,952
1013609578,705
1013610154,541
1013610461,1073
1013610588,1499
1013611229,764
1013611724,1712
1013612314,1082
1013612371,1043
1013612451,1332
1013612535,898
1013612661,1770
1013613029,893
1013613118,950
1013613845,1423
1013613853,835
1013614073,1903
1013614568,954
1013614836,1886
1013614910,997
1013614975,975
1013615181,294
1013615383,1727
1013615591,1068
1013615705,888
1013615874,1241
1013616709,1090
1013617667,1080
1013617945,1437
1013618443,477
1013618505,1733
1013618524,1952
1013618608,970
1013619048,785
1013619049,842
1013619777,949
1013619778,1148
1013619998,1544
1013620220,786
1013620264,957
1013620515,766
1013620803,696
1013620879,1103
1013621242,671
1013621298,1689
1013621514,1559
1013621830,1151
1013621975,922
1013622010,1046
1013622423,1195
1013622429,615
1013622443,1127
1013623016,1333
1013623183,995
1013623456,1046
1013623503,609
1013623644,1038
1013623660,1488
1013624673,1019
1013625480,1010
1013625820,416
1013626465,667
1013626616,1154
1013626708,1328
1013627090,925
1013627487,1475
1013627657,462
1013628268,1119
1013628447,1001
1013628474,650
1013628739,1010
1013629048,989
1013629365,1123
1013629532,1135
1013629563,712
1013629897,1039
1013629990,438
1013630498,1265
1013630506,734
1013630676,1163
1013630807,797
1013630865,727
1013631602,1014
1013631723,1252
1013632221,1845
1013632654,966
1013632659,1431
1013633131,499
1013635071,1073
1013635158,801
1013635788,1058
1013636195,985
1013636393,727
1013636428,953
1013636551,818
1013636595,721
1013636814,762
1013637307,994
1013637443,1248
1013637499,903
1013637578,995
1013637898,1012
1013637908,1042
1013637970,592
1013637994,1124
1013638107,1328
1013638162,913
1013639257,1684
1013639296,856
1013640147,669
1013640261,413
1013640549,622
1013640553,793
1013640618,1103
1013640800,794
1013640826,916
1013640901,1037
1013640981,1851
1013641028,708
1013641199,534
1013641373,1133
1013641781,1068
1013642027,842
1013642438,917
1013642469,1696
1013642592,927
1013642738,860
1013643081,1670
1013643448,1127
1013643571,761
1013643783,889
1013644131,621
1013644370,988
1013644451,954
1013644503,1046
1013644633,697
1013644856,763
1013645098,1187
1013645296,882
1013645612,1802
1013645745,1013
1013645787,1042
1013645955,923
1013645976,969
1013646483,1639
1013646514,1131
1013646602,659
1013646914,782
1013647310,1658
1013647416,917
1013647615,812
1013647819,1734
1013647844,934
1013648020,1041
1013648162,1098
1013648411,1942
1013648501,1526
1013649181,631
1013649587,1399
1013650716,1446
1013650754,1021
1013650856,1030
1013651448,1007
1013652073,1079
1013652207,748
1013652677,719
1013652901,814
1013653091,1073
1013653267,679
1013653410,943
1013653597,556
1013654215,1179
1013654299,908
1013654767,757
1013655203,1246
1013655321,962
1013655999,520
1013656116,1866
1013656518,1323
1013656527,937
1013657249,1280
1013657581,1054
1013657585,986
1013657917,679
1013658111,1094
1013658119,1087
1013658352,1503
1013658571,815
1013658647,970
1013658677,1200
1013658806,1170
1013658835,957
1013658881,813
1013658975,1333
1013659028,1166
1013659211,940
1013659582,796
1013659804,543
1013659955,1050
1013660179,1184
1013660349,1302
1013660531,767
1013660613,1111
1013660825,1160
1013660845,1202
1013661158,1401
1013661345,1168
1013661466,830
1013661818,1068
1013662699,1401
1013662746,801
1013663549,1334
1013663915,696
1013663942,619
1013664158,706
1013664830,1904
1013665280,424
1013665392,1098
1013665626,838
1013666098,1424
1013666351,860
1013666410,887
1013666637,1573
1013668332,1182
1013668537,708
1013668554,1118
1013668905,667
1013669158,777
1013669242,953
1013669491,598
1013669870,693
1013670159,539
1013670281,954
1013670283,640
1013670323,734
1013670485,1091
1013670566,1035
1013670677,605
1013670977,1654
1013671042,1484
1013671997,820
1013672080,1043
1013672306,601
1013672771,1082
1013673097,926
1013673403,615
1013673816,712
1013673852,721
1013674382,1238
1013674455,1416
1013674610,1483
1013674847,1530
1013675059,977
1013675331,1795
1013676299,1135
1013676544,919
1013677190,1173
1013677393,1086
1013677415,873
1013677799,1098
1013677806,516
1013677923,1118
1013678057,1502
1013678364,1126
1013678497,780
1013678559,1174
1013679212,941
1013679325,1099
1013679517,1386
1013679701,1058
1013680657,770
1013681269,1500
1013681501,633
1013681668,891
1013682179,602
1013682310,910
1013682726,1156
1013682809,1447
1013682852,862
1013682939,601
1013682994,1058
1013683398,838
1013684128,1247
1013684209,693
1013684276,1271
1013684289,1553
1013684422,969
1013684743,992
1013685198,851
1013685278,1162
1013685474,888
1013685602,329
1013685606,673
1013685698,918
1013685741,914
1013686144,1648
1013686453,700
1013686473,700
1013686694,1107
1013686847,1207
1013686885,1105
1013686889,1255
1013686962,1027
1013687594,1772
1013687777,524
1013687827,1116
1013688678,938
1013690524,1347
1013690807,1269
1013691563,621
1013692048,979
1013692433,603
1013692486,1767
1013692618,769
1013693130,1187
1013693304,1394
1013693634,692
1013693960,1268
1013694022,749
1013694441,1210
1013694503,1251
1013694952,620
1013695450,1514
1013695458,1447
1013695530,1205
1013695793,1610
1013695850,1321
1013695859,776
1013696267,654
1013696817,889
1013697276,1095
1013697737,1236
1013697845,1159
1013698015,1049
1013698175,914
1013698206,875
1013698568,1477
1013698642,1396
1013698861,643
1013698873,736
1013698900,473
1013699076,784
1013699180,738
1013699388,1236
1013699451,1273
1013700548,1267
1013700977,1729
1013701905,922
1013701941,1253
1013702051,724
1013702343,630
1013702901,1032
1013702982,992
1013703017,1496
1013703351,1084
1013703696,904
1013704193,902
1013704620,1109
1013704844,1551
1013705123,1453
1013705690,1568
1013706079,1461
1013706258,1065
1013706333,1221
1013706355,1061
1013706359,1445
1013706469,1305
1013706685,855
1013707202,1366
1013707365,829
1013707385,756
1013707941,538
1013708195,659
1013708343,1244
1013708483,928
1013708558,923
1013709116,914
1013709370,830
1013709601,1420
1013709694,1242
1013709713,1272
1013709919,946
1013709962,1266
1013710457,702
1013710675,1275
1013711498,1094
1013711521,780
1013711664,858
1013711703,948
1013712845,870
1013713278,1504
1013713340,1516
1013714006,836
1013714276,933
1013714353,1040
1013714413,1702
1013714496,976
1013714524,991
1013715015,662
1013715303,1350
1013715352,679
1013715483,917
1013715532,820
1013715595,674
1013715633,1585
1013715869,1128
1013715898,881
1013716828,643
1013716856,1323
1013717300,1095
1013717465,1428
1013717612,472
1013717773,1353
1013717804,1059
1013718063,582
1013718213,1189
1013718248,1042
1013718501,961
1013718503,1397
1013718962,1497
1013719071,1038
1013719209,1254
1013719729,930
1013719838,1477
1013720090,641
1013720354,749
1013720592,442
1013720766,1534
1013720936,1015
1013721774,1557
1013721970,847
1013722275,1636
1013722566,1215
1013722655,804
1013723276,1365
1013724393,1511
1013724491,1120
1013726433,908
1013726540,1551
1013727040,1871
1013727534,861
1013727744,366
1013728591,699
1013728688,1010
1013728870,772
1013728990,1650
1013729231,1019
1013729289,1050
1013729308,1554
1013729330,1157
1013729424,435
1013730125,1091
1013730711,740
1013730924,1436
1013731017,865
1013731107,567
1013731273,748
1013731401,483
1013731596,1452
1013731967,1042
1013732221,861
1013732309,907
1013732833,741
1013733039,1545
1013733242,835
1013734116,1376
1013734211,723
1013734215,1521
1013734777,1272
1013734895,701
1013735392,688
1013735607,539
1013736049,1011
1013736516,1634
1013736688,1036
1013736766,787
1013736823,1118
1013737089,985
1013737238,1620
1013737772,600
1013738631,1031
1013739346,1231
1013739458,1533
1013739580,1083
1013739640,1010
1013739782,1173
1013740354,1331
1013740440,1349
1013740575,570
1013740713,1561
1013740756,966
1013740791,912
1013740919,688
1013741198,911
1013741513,527
1013741717,596
1013741727,1296
1013741871,1739
1013742221,1215
1013742347,876
1013742390,1051
1013742710,982
1013742847,1060
1013742856,676
1013743148,1545
1013743425,1203
1013743588,1208
1013744288,969
1013744575,1157
1013744667,773
1013746052,1449
1013746306,1516
1013746740,1176
1013746782,599
1013747496,981
1013747504,957
1013748545,638
1013748679,928
1013748793,1079
1013748809,843
1013749078,1455
1013749282,1012
1013749306,555
1013749417,1126
1013749495,832
1013749743,1051
1013749896,1004
1013749949,691
1013749994,1550
1013749995,1172
1013750205,1067
1013750283,1311
1013751094,1049
1013751102,1248
1013751121,1030
1013751618,1825
1013751826,1304
1013752015,1249
1013752026,846
1013752060,1488
1013752158,1532
1013752287,908
1013752440,979
1013752539,1195
1013752604,1018
1013752875,1003
1013752883,1842
1013753229,906
1013753241,915
1013753406,609
1013753455,1411
1013753463,524
1013753607,1379
1013753685,686
1013753782,1712
1013753905,1713
1013753927,1129
1013753965,1743
1013753988,1061
1013754109,1498
1013754298,1121
1013754332,746
1013754652,1234
1013755234,831
1013755338,609
1013755937,1573
1013755984,469
1013756298,1097
1013756950,1328
1013757406,1200
1013757722,1148
1013757763,708
1013757774,509
1013757966,762
1013758019,1305
1013758313,1463
1013758324,878
1013758950,857
1013759299,1363
1013759519,906
1013759678,1046
1013759688,1349
1013759756,1387
1013759777,1099
1013759809,884
1013759970,1011
1013760168,681
1013760181,909
1013760371,1307
1013760407,492
1013760455,1225
1013761175,821
1013761251,864
1013761658,850
1013761885,1089
1013762102,691
1013762115,997
1013762369,784
1013762424,1292
1013762776,889
1013762923,1847
1013763183,628
1013763396,1283
1013763746,712
1013763765,916
1013763869,1108
1013763924,881
1013764289,851
1013764902,1027
1013765246,1154
1013765446,869
1013765742,1254
1013766406,1283
1013767549,889
1013767673,1580
1013768195,989
1013768509,993
1013768558,1055
1013768867,1140
1013769008,953
1013769608,1166
1013769730,1539
1013769966,1378
1013769976,1171
1013770694,996
1013770798,891
1013770834,823
1013770918,736
1013771029,1487
1013771272,1090
1013771551,1301
1013771660,864
1013772057,831
1013772070,936
1013772306,1441
1013772497,721
1013772978,1037
1013773125,1115
1013773149,1125
1013773300,1333
1013773313,733
1013773553,1285
1013773773,1192
1013773816,961
1013773819,993
1013773907,1151
1013774019,1669
1013774037,929
1013774496,866
1013775066,1524
1013775879,762
1013776112,998
1013776810,1132
1013777250,1161
1013777361,867
1013777790,1168
1013777957,1041
1013777985,1401
1013778176,1020
1013778243,1192
1013778294,1211
1013779635,917
1013780419,925
1013780802,1696
1013781187,812
1013781389,1357
1013781924,778
1013782156,1093
1013782787,997
1013782949,589
1013782962,995
1013783587,783
1013783594,1119
1013783632,1101
1013783960,1144
1013783974,892
1013784067,1086
1013784183,833
