_id,overall_stats.avg_battle_values.avg_exp
1001181434,635
1001181717,1003
1001181912,886
1001181980,842
1001182016,1740
1001182052,859
1001182115,1417
1001182209,1635
1001182255,1123
1001182290,675
1001182336,1084
1001182382,1014
1001182425,959
1001182527,1240
1001182759,744
1001182781,994
1001182877,1504
1001182899,1163
1001182901,961
1001182991,1060
1001183076,465
1001183107,852
1001183159,756
1001183273,683
1001183481,821
1001183483,899
1001183487,890
1001183538,600
1001183567,594
1001183596,796
1001183693,772
1001183792,682
1001183845,876
1001183851,834
1001184073,1514
1001184370,1048
1001184850,1092
1001184912,1585
1001185397,1285
1001185504,632
1001185741,1164
1001185833,664
1001185983,852
1001186044,1081
1001186057,868
1001186080,957
1001186207,1166
1001186289,1470
1001186299,717
1001186555,1349
1001186559,844
1001186579,768
1001186648,648
1001186680,994
1001186699,1675
1001186713,1160
1001186741,633
1001186754,1356
1001186795,1304
1001186855,762
1001186856,995
1001186950,865
1001187041,1184
1001187095,830
1001187114,641
1001187163,858
1001187176,1413
1001187177,661
1001187244,897
1001187254,611
1001187310,1356
1001187349,1172
1001187375,837
1001187520,659
1001187548,1207
1001187815,1037
1001187828,1446
1001187873,1126
1001187906,734
1001187943,1180
1001187959,822
1001187989,956
1001188000,1313
1001188132,1196
1001188200,1299
1001188607,975
1001188684,1336
1001188701,1336
1001189008,715
1001189051,1292
1001189056,431
1001189144,1268
1001189160,1321
1001189273,1196
1001189684,872
1001189821,1251
1001189845,707
1001190055,1623
1001190187,1360
1001190210,592
1001190428,702
1001190433,1014
1001190469,1493
1001190568,712
1001190691,588
1001190776,1124
1001190799,1026
1001190988,987
1001191029,1054
1001191084,1027
1001191121,917
1001191138,1444
1001191241,854
1001191269,1402
1001191492,957
1001191592,1075
1001191687,689
1001191726,1158
1001191755,543
1001191768,1002
1001191842,704
1001192014,1046
1001192030,935
1001192081,755
1001192455,1177
1001192984,701
1001193140,984
1001193200,821
1001193259,686
1001193416,774
1001193949,854
1001194095,1484
1001194101,1358
1001194173,1079
1001194175,1076
1001194219,1182
1001194283,1543
1001194404,630
1001194509,775
1001194531,1471
1001194594,623
1001194623,1109
1001194704,738
1001194720,1040
1001194729,1235
1001194737,1100
1001194806,1704
1001194906,1216
1001195065,1291
1001195211,1411
1001195221,906
1001195228,1124
1001195920,1364
1001196214,773
1001196293,1452
1001196301,1733
1001196353,1044
1001196380,540
1001196468,792
1001196481,1530
1001196487,1125
1001196536,1023
1001196650,582
1001196682,949
1001196974,661
1001196980,880
1001196982,850
1001197034,1007
1001197048,848
1001197199,738
1001197377,1176
1001197411,1307
1001197432,915
1001197440,933
1001197490,1667
1001197493,1616
1001197526,1183
1001197540,927
1001197715,898
1001197781,645
1001198077,639
1001198078,1177
1001198111,876
1001198122,1578
1001198384,2086
1001198437,1237
1001198625,761
1001198708,1140
1001198737,1490
1001199102,945
1001199448,654
1001199706,665
1001199727,773
1001199883,401
1001199901,981
1001199925,1086
1001200069,1049
1001200135,1739
1001200141,1020
1001200150,674
1001200226,1017
1001200258,1255
1001200325,916
1001200484,1580
1001200825,1138
1001200853,1069
1001200907,1301
1001201052,1105
1001201055,471
1001201126,763
1001201204,784
1001201365,1019
1001201420,640
1001201710,1013
1001201848,1085
1001201912,741
1001202034,659
1001202095,953
1001202357,1269
1001202591,755
1001202599,613
1001202621,1466
1001202703,1147
1001202777,1208
1001202818,1231
1001202848,876
1001202902,1057
1001203022,1206
1001203091,1582
1001203092,553
1001203147,1188
1001203186,1387
1001203247,793
1001203272,1346
1001203579,729
1001203611,712
1001203754,798
1001204000,1121
1001204002,851
1001204139,1152
1001204162,1064
1001204205,1052
1001204376,1003
1001204391,714
1001204507,766
1001204543,866
1001204545,844
1001204660,749
1001204722,1188
1001204819,929
1001204849,1042
1001204914,1249
1001204929,1241
1001204968,938
1001204970,773
1001205115,1745
1001205337,1363
1001205365,1243
1001205383,794
1001205462,811
1001205496,1104
1001205539,1113
1001205671,671
1001206035,2155
1001206212,1390
1001206277,635
1001206500,1503
1001206528,947
1001206591,905
1001206839,866
1001207016,1240
1001207196,939
1001207320,995
1001207379,758
1001207686,1079
1001207734,940
1001207767,1279
1001207797,1061
1001207809,1256
1001207837,684
1001207887,1537
1001207923,837
1001207991,669
1001208018,1156
1001208032,1313
1001208180,695
1001208236,1393
1001208314,1181
1001208341,566
1001208399,1330
1001208424,1419
1001208436,1027
1001208437,738
1001208638,1127
1001208664,891
1001208681,991
1001208820,739
1001208926,1077
1001209017,1273
1001209021,869
1001209215,1506
1001209320,975
1001209435,587
1001209448,1033
1001209770,583
1001210133,1433
1001210333,1261
1001210367,852
1001210420,749
1001210432,791
1001210571,897
1001210636,1102
1001210654,863
1001210669,885
1001210889,1511
1001210931,711
1001210964,684
1001210987,890
1001210991,1058
1001211010,1664
1001211046,1576
1001211261,1155
1001211445,1120
1001211483,1141
1001211517,693
1001211573,1184
1001211693,568
1001211700,1371
1001211718,1008
1001211821,1456
1001211828,882
1001211933,1071
1001211990,588
1001212436,902
1001212469,1000
1001212576,983
1001212929,973
1001213069,701
1001213106,1099
1001213124,1091
1001213269,1550
1001213337,1103
1001213527,798
1001213536,948
1001213601,1400
1001213666,598
1001213777,886
1001213799,1204
1001213812,1052
1001213992,767
1001214031,905
1001214032,1096
1001214131,1194
1001214147,812
1001214263,912
1001214378,866
1001214470,1476
1001214533,1418
1001215505,1610
1001216057,975
1001216180,769
1001216227,1152
1001216373,943
1001216469,1123
1001216496,1114
1001216702,462
1001216720,640
1001216724,1262
1001216883,901
1001216898,958
1001216899,921
1001216944,991
1001217030,1648
1001217097,1062
1001217135,1313
1001217218,539
1001217394,283
1001217899,663
1001218020,1542
1001218023,1563
1001218025,1697
1001218028,866
1001218122,765
1001218165,1042
1001218307,824
1001218382,693
1001218519,1130
1001218570,1153
1001218640,1288
1001218643,1604
1001218666,1080
1001218712,1684
1001218756,1722
1001218957,492
1001218978,1100
1001219010,1047
1001219109,1131
1001219204,1300
1001219233,789
1001219292,1438
1001219312,1176
1001219408,1353
1001219415,588
1001219531,1169
1001219719,889
1001219929,1033
1001219932,1040
1001219970,725
1001220019,1747
1001220082,1569
1001220370,892
1001220827,1512
1001221143,1595
1001221228,860
1001221282,1376
1001221286,873
1001221438,1309
1001221598,750
1001221705,710
1001221734,535
1001221753,981
1001221791,982
1001221835,898
1001222141,1052
1001222267,1013
1001222278,1589
1001222356,678
1001222639,893
1001222719,520
1001222927,752
1001223434,998
1001223503,938
1001223612,906
1001223654,1033
1001223709,1485
1001223719,1666
1001223777,646
1001223955,1629
1001223986,1061
1001223994,680
1001224147,1350
1001224166,1028
1001224288,626
1001224319,1461
1001224513,905
1001224523,1151
1001224606,1315
1001224620,1105
1001224718,1311
1001224725,1259
1001224867,762
1001225094,907
1001225247,1650
1001225630,694
1001225999,732
1001226189,1270
1001226261,698
1001226262,811
1001226379,592
1001226462,735
1001226472,1094
1001226499,1206
1001226610,1153
1001226651,1326
1001226725,594
1001226749,1256
1001226752,2032
1001226795,797
1001226796,724
1001226842,779
1001226868,1497
1001226914,1471
1001227004,1223
1001227220,1046
1001227757,849
1001227864,498
1001227993,621
1001228395,1041
1001228573,1513
1001228650,1212
1001228822,395
1001228865,1872
1001229256,893
1001229323,1368
1001229400,1064
1001229808,1093
1001229811,787
1001229845,1286
1001229864,1232
1001229888,841
1001229915,1010
1001229965,894
1001230237,1281
1001230465,780
1001230553,960
1001230884,1054
1001230935,1252
1001231031,1502
1001231158,1215
1001231398,761
1001231642,483
1001232040,1305
1001232202,619
1001232481,1091
1001232560,980
1001232654,560
1001232704,951
1001233010,1103
1001233264,868
1001233273,1228
1001233386,1160
1001233436,1225
1001233450,908
1001233631,733
1001233740,582
1001233965,802
1001233995,759
1001234018,977
1001234099,1319
1001234285,1089
1001234398,726
1001234579,1278
1001234655,906
1001234712,1378
1001234901,1028
1001234919,560
1001235019,1136
1001235290,1104
1001235309,1332
1001235411,1128
1001235455,1187
1001235560,1723
1001235597,2014
1001235633,1311
1001235636,1302
1001235660,1392
1001235666,986
1001235823,781
1001235990,1579
1001236297,1255
1001236329,1106
1001236465,966
1001236508,646
1001236571,1339
1001236658,924
1001236730,873
1001236827,1203
1001236997,895
1001237030,1416
1001237075,1182
1001237107,1711
1001237145,989
1001237158,779
1001237233,871
1001237396,1123
1001237750,1385
1001237978,1356
1001238114,584
1001238125,1030
1001238237,729
1001238347,760
1001238465,1209
1001238477,906
1001238517,812
1001238518,1399
1001238707,1156
1001238821,569
1001238921,1481
1001238928,762
1001238955,731
1001238962,1296
1001239000,1007
1001239052,591
1001239063,1586
1001239276,525
1001239368,648
1001239419,1782
1001239425,1003
1001239458,1011
1001239559,1261
1001239604,747
1001239627,737
1001239708,1049
1001239967,1198
1001240593,668
1001240726,1415
1001240830,694
1001240882,1244
1001241225,741
1001241397,1888
1001241400,922
1001241711,1205
1001242147,714
1001242155,720
1001242182,1463
1001242205,1489
1001242301,1537
1001242370,1513
1001242438,602
1001242448,1009
1001242652,1256
1001242749,838
1001242936,759
1001242945,1010
1001242994,895
1001243015,1625
1001243087,1386
1001243148,1326
1001243150,561
1001243201,1011
1001243344,1656
1001243534,1692
1001243811,1130
1001244029,1144
1001244114,1606
1001244278,460
1001244403,435
1001244448,1553
1001244552,1736
1001244701,1005
1001244742,844
1001244955,528
1001245081,747
1001245086,832
1001245345,1630
1001245371,899
1001245692,1163
1001246205,873
1001246207,935
1001246220,998
1001246221,1345
1001246313,770
1001246444,1289
1001246583,1481
1001246722,713
1001247457,1385
1001247491,564
1001247501,1049
1001247521,625
1001247544,1012
1001247761,925
1001248126,1340
1001248149,892
1001248330,1199
1001248385,813
1001248395,1372
1001248543,733
1001248585,959
1001248597,707
1001248676,568
1001248735,676
1001248744,696
1001248765,917
1001248802,872
1001248972,640
1001249057,1315
1001249077,1442
1001249167,1256
1001249312,613
1001249359,599
1001249395,1046
1001249714,881
1001249923,1058
1001249950,1023
1001250349,640
1001250376,845
1001250594,643
1001250597,1042
1001250699,1692
1001250735,816
1001250957,978
1001251215,968
1001251379,850
1001251662,1515
1001251680,1513
1001251729,832
1001252164,1006
1001252170,1170
1001252225,1006
1001252282,1218
1001252937,1063
1001253173,518
1001253302,1084
1001253414,835
1001253548,1714
1001253668,1458
1001253740,1422
1001253792,1469
1001253809,710
1001253899,1036
1001253939,1467
1001254210,826
1001254259,1201
1001254279,571
1001254649,819
1001254857,806
1001255103,919
1001255296,887
1001255324,1065
1001255428,1286
1001255515,1439
1001255550,749
1001255603,980
1001255675,1490
1001256769,731
1001256858,792
1001257146,1212
1001257491,1149
1001257607,1447
1001257631,1185
1001257680,1598
1001257695,869
1001257763,721
1001257889,1728
1001258085,1785
1001258142,488
1001258176,1208
1001258212,1411
1001258335,601
1001258405,904
1001258524,1589
1001258577,1256
1001258638,753
1001258655,808
1001258660,1166
1001258919,826
1001258962,1134
1001259157,1440
1001259165,812
1001259413,1321
1001259440,1152
1001259444,712
1001259499,1830
1001260459,1287
1001260573,947
1001260704,1274
1001261015,1478
1001261209,907
1001261387,1215
1001261461,995
1001261896,1186
1001261898,1024
1001262017,741
1001262192,1293
1001262365,1242
1001262397,832
1001262406,1286
1001262425,782
1001262506,742
1001262621,676
1001262706,1288
1001262716,1165
1001262717,948
1001262735,1294
1001263669,1279
1001263690,1355
1001263730,1185
1001263738,1326
1001264051,950
1001264079,1148
1001264154,882
1001264189,1231
1001264286,1019
1001264449,959
1001264631,1234
1001264724,892
1001264806,659
1001264837,878
1001264862,1449
1001264965,1311
1001265062,634
1001265156,1235
1001265251,1246
1001265257,1170
1001265273,908
1001265774,1241
1001266074,830
1001266206,512
1001266319,752
1001266474,1208
1001266718,1297
1001267068,1160
1001267127,930
1001267180,785
1001267221,1363
1001267224,1030
1001267280,374
1001267353,1590
1001267407,742
1001267622,834
1001267660,996
1001267691,874
1001267715,899
1001267820,1070
1001267910,1248
1001267924,1107
1001268366,1198
1001268380,1598
1001268490,1266
1001268970,1204
1001269074,931
1001269141,1564
1001269306,1248
1001269370,1106
1001269421,1758
1001269574,1620
1001269588,826
1001269680,1318
1001269698,446
1001269705,1866
1001269764,1139
1001269831,1030
1001269868,1085
1001269895,1576
1001270001,1137
1001270067,1088
1001270081,1286
1001270138,1007
1001270160,1300
1001270307,1064
1001270812,1225
1001270825,1088
1001270934,1261
1001270936,805
1001271377,948
1001271417,1076
1001271692,1736
1001271924,1380
1001272052,1145
1001272097,1382
1001272387,728
1001272388,1324
1001272417,946
1001272427,552
1001272611,981
1001272678,588
1001272709,1431
1001272917,970
1001272994,921
1001273009,814
1001273088,1093
1001273182,919
1001273273,1244
1001273317,1199
1001273432,984
1001273793,1028
1001273824,997
1001273939,354
1001274028,1128
1001274034,908
1001274158,1042
1001274163,1417
1001274184,624
1001274262,1104
1001274352,910
1001274423,747
1001274431,1449
1001274437,912
1001274465,884
1001274655,766
1001274803,1076
1001274871,1365
1001275011,1111
1001275044,814
1001275205,592
1001275279,996
1001275281,814
1001275458,1273
1001275477,1303
1001275482,1061
1001275545,744
1001275630,1206
1001275793,966
1001275841,857
1001275842,764
1001275850,1545
1001275947,1090
1001276159,754
1001276247,1569
1001276397,512
1001276455,990
1001276471,1101
1001276514,1142
1001276749,1522
1001276781,1691
1001277019,487
1001277053,1123
1001277140,655
1001277178,699
1001277335,1630
1001277592,656
1001277812,1187
1001278003,1288
1001278062,711
1001278166,772
1001278174,1608
1001278414,864
1001278837,1783
1001278870,994
1001278910,1273
1001278970,1907
1001279041,1280
1001279069,551
1001279074,659
1001279225,869
1001279288,514
1001279670,761
1001279746,1426
1001280099,1094
1001280160,753
1001280170,1406
1001280216,734
1001280580,1571
1001281229,716
1001281247,1826
1001281273,1221
1001281432,746
1001281869,951
1001282045,1653
1001282211,1383
1001282288,1018
1001282439,1253
1001282553,785
1001282997,1124
1001283354,1258
1001283436,1148
1001283589,1201
1001283641,940
1001283878,1049
1001284120,744
1001284139,1217
1001284433,1281
1001284452,791
1001284831,815
1001284883,1096
1001284887,1178
1001285111,997
1001285343,804
1001285600,460
1001285671,699
1001285994,1187
1001286859,650
1001286972,830
1001287199,1201
1001287241,971
1001287412,1323
1001287627,578
1001287659,898
1001287660,1557
1001287743,739
1001287769,601
1001287772,619
1001287948,1473
1001288130,915
1001288185,876
1001288243,950
1001288330,1038
1001288344,1672
1001288467,589
1001288579,1186
1001288627,1050
1001289000,886
1001289148,997
1001289154,1613
1001289162,1217
1001289194,856
1001289402,1358
1001289444,1288
1001289519,884
1001289521,585
1001289820,877
1001290240,823
1001290458,878
1001290526,1478
1001290630,513
1001291007,517
1001291420,1960
1001291537,836
1001292049,1602
1001292097,1217
1001292146,1155
1001292215,863
1001292219,989
1001292393,843
1001292476,1257
1001292562,1232
1001292638,868
1001292662,1056
1001292683,744
1001292809,1348
1001292854,968
1001292979,722
1001293020,1486
1001293138,1354
1001293342,453
1001293364,1542
1001293682,1218
1001294160,1176
1001294189,1228
1001294382,696
1001294447,1550
1001294985,695
1001295234,1645
1001295257,1230
1001295288,765
1001295616,1372
1001295963,932
1001295965,1452
1001296052,832
1001296216,337
1001296361,853
1001296403,1191
1001296420,1377
1001296751,999
1001296947,784
1001297368,918
1001297468,675
1001297502,684
1001297633,701
1001298170,1076
1001298327,1050
1001298893,975
1001298908,1091
1001298917,823
1001298955,563
1001299546,1132
1001299664,964
1001300013,900
1001300113,1169
1001300536,804
1001300602,538
1001300677,891
1001300798,1615
1001300844,1496
1001300983,758
1001301305,1210
1001301334,1325
1001301808,1220
1001302171,974
1001302211,1401
1001302358,1020
1001302362,1657
1001302445,1226
1001302483,743
1001302520,674
1001302609,1041
1001302690,1048
1001303331,1349
1001303820,1245
1001304121,876
1001304454,1500
1001304478,1098
1001304594,961
1001304755,745
1001304909,693
1001304931,804
1001305045,1193
1001305150,1409
1001305417,486
1001305495,880
1001305646,1108
1001305686,1210
1001305793,1369
1001305878,931
1001306083,1760
1001306158,956
1001306166,830
1001306331,783
1001306333,501
1001306348,1505
1001306490,1399
1001306499,774
1001306771,746
1001306796,737
1001306891,770
1001306978,1501
1001306985,1127
1001307029,909
1001307174,1611
1001307231,1741
1001307384,842
1001307450,750
1001307750,731
1001308059,1568
1001308061,655
1001308220,830
1001309432,790
1001310057,970
1001310160,1130
1001310163,931
1001310419,1105
1001310529,1464
1001310860,877
1001310938,1357
1001311062,2074
1001311316,398
1001311374,1164
1001311454,680
1001311817,1425
1001311847,1161
1001312013,1772
1001312014,1332
1001312148,662
1001312171,1015
1001312302,1062
1001312331,1371
1001312467,641
1001312590,269
1001312596,709
1001312619,1056
1001312733,897
1001312947,862
1001312952,1204
1001313079,1005
1001313305,990
1001313397,1612
1001313585,665
1001313709,770
1001313834,852
1001313848,804
1001313954,1673
1001314686,1203
1001314744,995
1001314773,1235
1001315012,630
1001315145,729
1001315296,888
1001315345,1396
1001315537,1225
1001315584,1495
1001315668,671
1001315883,888
1001315961,811
1001315985,1072
1001316001,808
1001316089,1278
1001316114,1385
1001316290,849
1001316341,941
1001316544,708
1001316649,1179
1001316835,688
1001316907,714
1001317162,1322
1001317262,1457
1001317349,647
1001317458,1206
1001317538,728
1001317814,867
1001318683,1424
1001318967,1047
1001319060,677
1001319430,1421
1001319490,1282
1001319612,533
1001319673,928
1001319800,377
1001319950,864
1001320000,1280
1001320121,1013
1001320125,929
1001320267,764
1001320282,694
1001320424,812
1001320437,1214
1001320491,503
1001320639,706
1001320743,756
1001320759,1295
1001320777,878
1001320796,1000
1001320840,851
1001320914,728
1001320927,1354
1001321002,1706
1001321018,1456
1001321060,1631
1001321090,580
1001321123,661
1001321459,762
1001322536,1131
1001322596,933
1001322615,1046
1001322772,1022
1001322876,810
1001322906,986
1001323033,880
1001323386,1718
1001323443,1572
1001323513,1627
1001323905,1056
1001323934,1180
1001324029,704
1001324385,1125
1001324497,810
1001324589,1175
1001324591,1356
1001325087,1413
1001325342,1192
1001325700,1788
1001326029,622
1001326713,877
1001326793,1244
1001327103,995
1001327182,1110
1001327276,536
1001327288,1112
1001327320,1135
1001327447,340
1001327553,1269
1001327562,1016
1001327735,1172
1001327958,1045
1001328168,878
1001328285,1040
1001328345,934
1001328394,1488
1001328522,664
1001328531,582
1001328602,936
1001329084,481
1001329106,1086
1001329163,1238
1001329363,1368
1001329466,704
1001329632,829
1001329700,562
1001329780,1489
1001329850,1172
1001330074,823
1001330247,1223
1001330599,757
1001330762,1413
1001331056,602
1001331082,890
1001331129,731
1001331168,623
1001331220,657
1001331661,941
1001331748,911
1001331829,790
1001331934,1060
1001332116,777
1001332152,1487
1001332183,865
1001332345,1599
1001332522,1034
1001332597,1103
1001332650,1360
1001332724,1314
1001332751,750
1001332861,1113
1001332925,1297
1001333183,1289
1001333371,883
1001333655,1365
1001333699,977
1001334024,878
1001334142,1365
1001334346,1366
1001334406,1338
1001334448,943
1001334493,1371
1001334766,1011
1001335390,672
1001335410,481
1001335634,1323
1001335777,732
1001335795,611
1001335860,748
1001335866,996
1001335905,614
1001336190,958
1001336332,1215
1001336385,1111
1001336528,910
1001336537,1245
1001336705,769
1001336733,872
1001336805,614
1001336918,918
1001337089,1656
1001337123,624
1001337197,1125
1001337652,1165
1001337663,1281
1001337725,778
1001338323,1131
1001338473,742
1001338598,1857
1001338622,1184
1001338724,1305
1001338960,1375
1001339052,778
1001339061,639
1001339079,715
1001339160,641
1001339574,1075
1001339656,574
1001339681,636
1001339729,814
1001340005,1117
1001340109,1169
1001340585,1452
1001340764,1109
1001341561,896
1001341958,1127
1001342044,703
1001342201,749
1001342534,1132
1001343275,763
1001343598,1028
1001343817,493
1001343821,769
1001343900,1645
1001344188,250
1001344475,706
1001344517,1177
1001344927,596
1001344974,729
1001345029,1200
1001345219,919
1001345386,860
1001345512,756
1001345537,792
1001345626,1044
1001345762,1036
1001345841,583
1001345974,989
1001346404,1088
1001346414,492
1001346421,656
1001346431,900
1001346535,909
1001346633,1118
1001346975,749
1001347042,1290
1001347050,1276
1001347238,798
1001347245,1088
1001347581,956
1001347724,1379
1001347904,1076
1001348047,1178
1001348208,754
1001348245,679
1001348297,730
1001348956,1159
1001349006,1298
1001349045,1455
1001349110,874
1001349135,820
1001349164,727
1001349327,916
1001349431,1128
1001349432,1110
1001349516,1135
1001349612,1257
1001349762,987
1001349904,1307
1001350026,1083
1001350145,674
1001350860,515
1001350869,1163
1001351139,992
1001351206,1057
1001351224,675
1001351314,2040
1001351376,1012
1001351728,1514
1001351835,1416
1001351903,845
1001352472,1305
1001352584,1332
1001352700,822
1001352728,778
1001353181,1212
1001353380,1235
1001353384,1388
1001353396,513
1001353512,1182
1001353525,1053
1001353669,1036
1001353746,1612
1001353788,965
1001353830,1252
1001354169,1550
1001354489,1093
1001354554,658
1001354669,1346
1001354765,1130
1001354932,827
1001354940,881
1001355127,541
1001355343,1023
1001355355,1210
1001355591,837
1001355621,1147
1001355842,981
1001355892,1834
1001356075,1046
1001356552,1016
1001356583,849
1001356651,565
1001356665,682
1001356687,783
1001356755,906
1001356831,1016
1001356976,1083
1001357142,1668
1001357282,788
1001357598,777
1001357858,1215
1001357920,1290
1001357921,929
1001358101,1673
1001358211,906
1001358591,639
1001358717,1372
1001359321,368
1001359403,772
1001359448,1356
1001359829,1575
1001359976,763
1001360256,998
1001360299,843
1001360401,583
1001360636,1149
1001360741,789
1001360912,1183
1001361076,1588
1001361253,1109
1001361258,1003
1001361557,847
1001361691,552
1001361775,1368
1001361808,1483
1001361853,765
1001361930,1435
1001361943,710
1001362436,847
1001362698,1012
1001362877,1047
1001362904,921
1001363025,815
1001363239,1325
1001364215,686
1001364247,1351
1001364390,1072
1001364615,1129
1001364694,783
1001364747,1192
1001364851,1357
1001364878,1145
1001364888,933
1001364995,1111
1001365207,1484
1001365218,875
1001365468,1030
1001365512,1088
1001365529,1568
1001365772,1179
1001366227,992
1001366518,1034
1001366633,787
1001366662,942
1001367023,1714
1001367095,939
1001367603,770
1001367786,710
1001368319,1545
1001368851,1312
1001369106,901
1001369917,1118
1001369992,1180
1001370027,890
1001370042,929
1001370658,924
1001370870,990
1001371005,709
1001371417,1330
1001371770,620
1001372081,1675
1001372200,1193
1001372210,843
1001372252,857
1001372298,594
1001372383,1047
1001372711,607
1001373111,1055
1001373187,611
1001373190,424
1001373294,1299
1001373461,842
1001373839,1196
1001374359,756
1001374445,866
1001374465,718
1001374593,1280
1001374603,1562
1001375105,695
1001375162,669
1001375201,943
1001375263,1170
1001375347,600
1001375516,687
1001375551,1581
1001375678,984
1001375900,1122
1001375952,670
1001376030,1067
1001376098,1062
1001376205,1153
1001376377,1391
1001376554,1724
1001376699,990
1001376809,1230
1001376817,854
1001376862,1357
1001377022,917
1001377146,1180
1001377178,789
1001377216,1047
1001377268,774
1001377592,1489
1001377670,1053
1001377779,1482
1001377852,1218
1001378068,1410
1001378135,1320
1001378141,877
1001378262,830
1001378438,753
1001378478,666
1001378522,876
1001378540,1203
1001378548,768
1001378567,1086
1001378785,458
1001379121,1783
1001379597,1856
1001379598,1578
1001379790,1075
1001379892,1265
1001379958,733
1001380010,1292
1001380035,1158
1001380085,1354
1001380097,943
1001380200,839
1001380316,914
1001380351,898
1001380576,966
1001380601,819
1001380747,1055
1001380882,1664
1001380982,684
1001381092,1143
1001381098,611
1001381125,435
1001381196,691
1001381443,813
1001381568,1027
1001381675,976
1001381869,1245
1001381886,1226
1001381929,817
1001382151,1121
1001382307,855
1001382372,1465
1001382413,855
1001382667,1662
1001382874,997
1001383014,1149
1001383225,578
1001383229,1176
1001383505,1205
1001383583,709
1001384005,1018
1001384259,1359
1001384269,1326
1001384317,1353
1001384332,837
1001384488,1295
1001384654,1716
1001384739,1125
1001384741,1275
1001384824,1025
1001384861,1164
1001384886,1122
1001384904,1383
1001384941,960
1001385025,608
1001385143,1782
1001385161,1479
1001385376,796
1001385405,869
1001385777,1055
1001385829,724
1001385855,834
1001385915,1458
1001385958,1266
1001386078,1221
1001386084,1110
1001386111,1198
1001386246,400
1001386455,919
1001386503,884
1001386615,902
1001386621,796
1001386753,512
1001387016,1430
1001387052,518
1001387267,985
1001387380,940
1001387438,1421
1001387677,1070
1001387826,976
1001387842,1156
1001388365,1006
1001388410,1152
1001388499,885
1001388514,711
1001389316,1556
1001389474,983
1001389538,854
1001389581,1238
1001389952,983
1001390220,892
1001390643,1665
1001390986,788
1001391032,674
1001391115,1025
1001391201,1028
1001391213,1242
1001391258,956
1001391288,790
1001391303,839
1001391319,1181
1001391372,834
1001391598,876
1001391767,1422
1001391797,1074
1001391964,1202
1001391966,1413
1001392036,866
1001392055,1036
1001392297,1072
1001392353,1335
1001392519,886
1001392702,773
1001392799,558
1001392833,872
1001392988,1582
1001393297,1025
1001393653,1074
1001394142,849
1001394225,939
1001394295,659
1001394471,767
1001394533,1703
1001394808,1562
1001394825,1000
1001394838,942
1001395028,698
1001395127,1214
1001395296,1330
1001395400,1416
1001395535,1406
1001395563,1120
1001395733,789
1001395789,932
1001395874,747
1001395895,1008
1001396373,868
1001396793,1107
1001396973,1033
1001396990,767
1001397113,1046
1001397237,1500
1001397245,1030
1001397385,1108
1001397420,686
1001397551,1289
1001397832,955
1001397996,752
1001398044,1092
1001398474,722
1001398501,639
1001398593,1361
1001398716,1002
1001399126,1260
1001399139,937
1001399187,908
1001399381,1192
1001399402,856
1001399523,778
1001399646,1132
1001399755,869
1001399906,1207
1001400309,941
1001400627,1159
1001400850,486
1001400865,790
1001400901,937
1001400904,947
1001400922,1206
1001400997,868
1001401201,893
1001401300,673
1001401375,1365
1001401420,652
1001401429,958
1001401441,850
1001401502,1056
1001401588,1245
1001401754,981
1001401764,1410
1001401802,1048
1001401851,1364
1001401975,1248
1001402021,978
1001402086,686
1001402319,834
1001402418,1097
1001402425,1031
1001402427,1417
1001403375,1800
1001403777,1213
1001403884,1758
1001403955,807
1001404030,1490
1001404154,1344
1001404424,794
1001404624,486
1001404708,1081
1001404734,1430
1001405212,932
1001405666,1501
1001405729,514
1001405849,904
1001406137,889
1001406311,1164
1001406396,740
1001406885,699
1001407235,1158
1001407267,821
1001407292,1460
1001407440,1260
1001408058,1652
1001408291,755
1001408746,1046
1001409042,1358
1001409099,1249
1001409243,744
1001409260,1484
1001409710,1154
1001409739,832
1001409825,1404
1001410046,1615
1001410162,768
1001410268,1317
1001410405,943
1001410418,1469
1001410472,1340
1001410487,1574
1001410575,1004
1001410617,1785
1001411144,1051
1001411421,1031
1001411660,1189
1001411749,925
1001411756,1177
1001411843,784
1001411857,1176
1001412181,450
1001412235,1373
1001412604,582
1001412698,960
1001412978,953
1001413145,1143
1001413158,864
1001413320,753
1001413425,1306
1001413802,892
1001414093,847
1001414101,825
1001414265,1028
1001414347,1077
1001414354,794
1001414381,862
1001415642,673
1001416120,915
1001416367,1602
1001416426,1092
1001416433,1331
1001416723,1311
1001416799,1097
1001416804,753
1001416936,806
1001417143,1487
1001417378,1268
1001417417,1049
1001417580,852
1001417636,1117
1001417667,1131
1001417715,1360
1001417800,1243
1001417945,1101
1001418036,1063
1001418123,928
1001418225,917
1001418335,832
1001418408,1123
1001418657,633
1001419190,1288
1001419337,1130
1001419545,658
1001419784,1153
1001420182,876
1001420291,1144
1001420383,761
1001420580,1530
1001420610,1531
1001421053,757
1001421089,752
1001421118,862
1001421345,1012
1001421539,1040
1001421862,1279
1001421938,1492
1001421959,835
1001422502,787
1001422718,1162
1001422891,863
1001422931,829
1001423000,1277
1001423149,873
1001423262,627
1001423347,620
1001423866,638
1001423979,1606
1001424073,1356
1001424656,318
1001424704,997
1001424712,1235
1001424938,636
1001425067,1015
1001425340,2262
1001425355,791
1001425515,1143
1001425709,897
1001425767,767
1001425859,1105
1001425887,729
1001426160,868
1001426451,740
1001426461,1463
1001426622,913
